"Time","Beacon Type","Observer","Station","Source","Root"
2022-02-28 03:23:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:26,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:28,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:31,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:38,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:43,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:48,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:50,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:24:56,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:03,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:21,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:36,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:38,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:40,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:52,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:25:56,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:04,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:09,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:12,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:14,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:16,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:19,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:21,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:24,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:26,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:40,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:44,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:47,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:49,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:51,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:53,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:55,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:26:58,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:00,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:02,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:04,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:06,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:10,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:12,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:15,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:37,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:39,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:41,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:43,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:45,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:47,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:50,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:52,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:54,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:27:56,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:28:23,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:28:27,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:28:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:28:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:28:37,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 03:28:40,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 05:00:02,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:56:35,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:56:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:56:47,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:57:10,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:57:28,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:57:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:15,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:18,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:22,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:25,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:51,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:58:58,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:59:21,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:59:26,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 14:59:36,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:00:04,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:00:26,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:00:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:01:33,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:01:47,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:02:02,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:02:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-02-28 15:02:39,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:06:17,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:24,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:27,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:29,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:07:44,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:23,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:27,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:36,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:39,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:41,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:43,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:45,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:48,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:50,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:53,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:08:58,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:03,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:05,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:10,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:13,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:15,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:17,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:19,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:40,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:46,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:49,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:52,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:55,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:09:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:00,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:02,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:04,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:07,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:09,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:11,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:14,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:26,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:28,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:39,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:44,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:46,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:49,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:51,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:53,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:55,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:10:58,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:00,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:03,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:05,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:10,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:16,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:24,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:27,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:29,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:39,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:46,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:54,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:11:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:00,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:02,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:12,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:14,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:17,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:20,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:25,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:37,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:40,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:46,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:53,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:56,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:12:58,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:03,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:06,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:09,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:18,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:23,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:36,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:39,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:52,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:13:58,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:05,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:21,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:24,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:27,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:36,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:38,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:41,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:43,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:47,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:50,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:52,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:14:54,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:08,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:13,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:15,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:17,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:19,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:21,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:24,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:27,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:29,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:31,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:33,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:35,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:38,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:56,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:15:59,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:03,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:05,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:07,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:10,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:12,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:14,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 03:16:17,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:26:24,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:26:28,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:27:06,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:27:10,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:27:21,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:27:23,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:27:25,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:27:36,GFSK,JA5BLZ-PM63uo,JA5BLZ,sids,AM9NPQ
2022-03-01 04:43:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:44:02,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:44:05,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:44:07,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:44:10,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:44:12,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:18,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:25,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:32,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:35,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:37,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:46:59,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:04,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:07,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:12,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:19,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:45,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:53,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:47:59,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:48:03,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:48:05,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:48:24,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:48:29,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:48:31,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 04:48:38,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-01 13:56:07,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:56:10,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:56:26,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:56:29,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:56:53,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:56:59,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:57:01,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:57:06,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:57:10,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:57:13,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 13:57:45,GFSK,DK3WN-JN49lr,DK3WN,sids,AM9NPQ
2022-03-01 14:49:00,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:55:15,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:55:17,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:55:20,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:55:22,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:13,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:15,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:18,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:20,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:22,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:33,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:37,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:40,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:42,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:44,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:47,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:51,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:55,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:57,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:56:59,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:57:01,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:57:30,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:57:34,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
2022-03-02 02:57:37,GFSK,VK5HI-PF95hf,VK5HI,sids,AM9NPQ
