Time,"last, where 0 is 1970-01-01, 1 is 03:00:00, where 0 is 0, 1 is 1","observer, where 0 is ZR6AIC, 1 is Ground, 2 is Station-KG43ar, where 0 is 0, 1 is 1, 2 is 2"
2022-10-11 18:14:53,0 1,0 1 2
