Time,44878.mode
2023-07-20 03:00:00,18861403
2023-07-27 03:00:00,18865484
2023-08-03 03:00:00,18871859
2023-08-10 03:00:00,18878666
2023-08-17 03:00:00,18881024
2023-08-24 03:00:00,19108793
2023-08-31 03:00:00,19171350
2023-09-07 03:00:00,19174861
2023-09-14 03:00:00,19187428
2023-09-21 03:00:00,19199748
2023-09-28 03:00:00,19204115
2023-10-05 03:00:00,19205902
2023-10-12 03:00:00,19209352
2023-10-19 03:00:00,19214622
2023-10-26 03:00:00,19223526
2023-11-02 03:00:00,19226029
2023-11-09 03:00:00,19235565
2023-11-16 03:00:00,19241762
2023-11-23 03:00:00,19247799
2023-11-30 03:00:00,19265201
2023-12-07 03:00:00,19273867
2023-12-14 03:00:00,19276977
2023-12-21 03:00:00,19293375
2023-12-28 03:00:00,19298719
2024-01-04 03:00:00,19341152
2024-01-11 03:00:00,19350207
2024-01-18 03:00:00,19364699
2024-01-25 03:00:00,19393887
2024-02-01 03:00:00,19406960
