"Time","batt"
2022-10-01 04:20:49,8.08 V
2022-10-01 06:21:48,8.17 V
2022-10-01 06:21:49,8.17 V
2022-10-01 11:06:36,8.18 V
2022-10-01 12:13:08,8.25 V
2022-10-01 12:14:00,8.24 V
2022-10-01 12:14:08,8.24 V
2022-10-01 12:14:09,8.24 V
2022-10-01 12:15:01,8.25 V
2022-10-01 12:15:09,8.25 V
2022-10-01 12:15:09,8.25 V
2022-10-01 12:16:01,8.23 V
2022-10-01 12:16:09,8.23 V
2022-10-01 12:16:09,8.23 V
2022-10-01 12:16:09,8.23 V
2022-10-01 12:16:09,8.23 V
2022-10-01 12:17:01,8.25 V
2022-10-01 12:17:01,8.25 V
2022-10-01 12:17:10,8.25 V
2022-10-01 12:17:10,8.25 V
2022-10-01 12:17:10,8.25 V
2022-10-01 12:18:02,8.22 V
2022-10-01 12:18:02,8.22 V
2022-10-01 12:18:10,8.22 V
2022-10-01 12:18:10,8.22 V
2022-10-01 12:18:10,8.22 V
2022-10-01 12:18:10,8.22 V
2022-10-01 12:24:21,8.21 V
2022-10-01 12:25:21,8.23 V
2022-10-01 16:11:22,8.10 V
2022-10-01 16:12:22,8.10 V
2022-10-01 16:13:23,8.09 V
2022-10-01 16:14:23,8.09 V
2022-10-01 16:16:24,8.08 V
2022-10-01 18:38:38,8.19 V
2022-10-02 01:19:24,8.19 V
2022-10-02 01:19:31,8.19 V
2022-10-02 01:19:31,8.19 V
2022-10-02 01:20:24,8.18 V
2022-10-02 01:20:26,8.18 V
2022-10-02 01:20:31,8.18 V
2022-10-02 01:20:31,8.18 V
2022-10-02 01:21:32,8.17 V
2022-10-02 01:21:32,8.17 V
2022-10-02 01:22:24,8.17 V
2022-10-02 01:22:32,8.17 V
2022-10-02 01:22:32,8.17 V
2022-10-02 01:22:32,8.17 V
2022-10-02 01:23:24,8.17 V
2022-10-02 01:23:25,8.17 V
2022-10-02 01:23:32,8.17 V
2022-10-02 01:23:32,8.17 V
2022-10-02 01:23:32,8.17 V
2022-10-02 01:24:24,8.16 V
2022-10-02 01:24:25,8.16 V
2022-10-02 01:24:33,8.16 V
2022-10-02 01:24:33,8.16 V
2022-10-02 01:24:33,8.16 V
2022-10-02 01:24:33,8.16 V
2022-10-02 01:24:33,8.16 V
2022-10-02 01:25:25,8.16 V
2022-10-02 01:25:25,8.16 V
2022-10-02 01:25:26,8.16 V
2022-10-02 01:25:33,8.16 V
2022-10-02 01:25:33,8.16 V
2022-10-02 01:25:33,8.16 V
2022-10-02 01:25:33,8.16 V
2022-10-02 01:25:33,8.16 V
2022-10-02 01:25:33,8.16 V
2022-10-02 01:26:25,8.16 V
2022-10-02 01:26:26,8.16 V
2022-10-02 01:26:33,8.16 V
2022-10-02 01:26:33,8.16 V
2022-10-02 01:26:34,8.16 V
2022-10-02 01:26:34,8.16 V
2022-10-02 01:27:26,8.15 V
2022-10-02 01:27:26,8.15 V
2022-10-02 01:27:34,8.15 V
2022-10-02 01:27:34,8.15 V
2022-10-02 01:27:34,8.15 V
2022-10-02 01:28:34,8.15 V
2022-10-02 02:57:29,8.19 V
2022-10-02 02:57:29,8.19 V
2022-10-02 02:58:21,8.19 V
2022-10-02 02:58:29,8.19 V
2022-10-02 02:58:29,8.19 V
2022-10-02 02:58:29,8.19 V
2022-10-02 02:58:30,8.19 V
2022-10-02 02:59:30,8.18 V
2022-10-02 02:59:30,8.18 V
2022-10-02 02:59:30,8.18 V
2022-10-02 03:00:30,8.18 V
2022-10-02 03:00:30,8.18 V
2022-10-02 03:02:31,8.17 V
2022-10-02 03:53:56,8.25 V
2022-10-02 04:06:03,8.24 V
2022-10-02 04:07:03,8.24 V
2022-10-02 04:08:52,8.23 V
2022-10-02 04:09:53,8.25 V
2022-10-02 09:03:01,8.27 V
2022-10-02 10:40:33,8.26 V
2022-10-02 12:08:03,8.23 V
2022-10-02 12:08:12,8.23 V
2022-10-02 12:08:12,8.23 V
2022-10-02 12:09:12,8.26 V
2022-10-02 12:09:12,8.26 V
2022-10-02 12:10:04,8.25 V
2022-10-02 12:10:05,8.25 V
2022-10-02 12:10:05,8.25 V
2022-10-02 12:10:13,8.25 V
2022-10-02 12:10:13,8.25 V
2022-10-02 12:10:13,8.25 V
2022-10-02 12:10:13,8.25 V
2022-10-02 12:10:13,8.25 V
2022-10-02 12:10:13,8.25 V
2022-10-02 12:11:04,8.25 V
2022-10-02 12:11:05,8.25 V
2022-10-02 12:11:05,8.25 V
2022-10-02 12:11:13,8.25 V
2022-10-02 12:11:13,8.25 V
2022-10-02 12:11:13,8.25 V
2022-10-02 12:11:13,8.25 V
2022-10-02 12:11:13,8.25 V
2022-10-02 12:12:05,8.25 V
2022-10-02 12:12:06,8.25 V
2022-10-02 12:12:13,8.25 V
2022-10-02 12:12:13,8.25 V
2022-10-02 12:12:14,8.25 V
2022-10-02 12:13:05,8.23 V
2022-10-02 12:13:06,8.23 V
2022-10-02 12:13:14,8.23 V
2022-10-02 12:13:14,8.23 V
2022-10-02 12:13:14,8.23 V
2022-10-02 12:13:14,8.23 V
2022-10-02 12:14:14,8.25 V
2022-10-02 12:14:14,8.25 V
2022-10-02 12:14:14,8.25 V
2022-10-02 12:17:16,8.25 V
2022-10-02 13:43:54,8.25 V
2022-10-02 13:45:55,8.25 V
2022-10-02 13:45:55,8.25 V
2022-10-02 13:45:55,8.25 V
2022-10-02 13:46:55,8.22 V
2022-10-02 13:46:55,8.22 V
2022-10-02 13:46:56,8.22 V
2022-10-02 13:47:56,8.25 V
2022-10-02 13:47:56,8.25 V
2022-10-02 13:47:56,8.25 V
2022-10-02 13:48:48,8.23 V
2022-10-02 13:48:56,8.23 V
2022-10-02 13:48:56,8.23 V
2022-10-02 13:48:56,8.23 V
2022-10-02 13:48:56,8.23 V
2022-10-02 13:49:56,8.26 V
2022-10-02 13:49:56,8.26 V
2022-10-02 13:49:57,8.26 V
2022-10-02 13:50:57,8.25 V
2022-10-02 13:50:57,8.25 V
2022-10-02 13:50:57,8.25 V
2022-10-02 13:51:57,8.25 V
2022-10-02 13:51:57,8.25 V
2022-10-02 15:48:47,8.17 V
2022-10-02 21:43:57,8.24 V
2022-10-02 21:44:57,8.26 V
2022-10-02 21:45:58,8.25 V
2022-10-02 23:38:47,8.20 V
2022-10-02 23:40:48,8.19 V
2022-10-02 23:40:48,8.19 V
2022-10-02 23:41:48,8.19 V
2022-10-02 23:42:40,8.18 V
2022-10-02 23:42:48,8.18 V
2022-10-02 23:42:48,8.18 V
2022-10-02 23:42:49,8.18 V
2022-10-02 23:44:49,8.18 V
2022-10-02 23:44:49,8.18 V
2022-10-02 23:45:50,8.17 V
2022-10-03 01:12:30,8.21 V
2022-10-03 01:13:23,8.20 V
2022-10-03 01:13:25,8.20 V
2022-10-03 01:13:30,8.20 V
2022-10-03 01:13:30,8.20 V
2022-10-03 01:14:30,8.19 V
2022-10-03 01:14:31,8.19 V
2022-10-03 01:14:31,8.19 V
2022-10-03 01:15:23,8.19 V
2022-10-03 01:15:31,8.19 V
2022-10-03 01:15:31,8.19 V
2022-10-03 01:15:31,8.19 V
2022-10-03 01:16:23,8.19 V
2022-10-03 01:16:24,8.19 V
2022-10-03 01:16:31,8.19 V
2022-10-03 01:16:31,8.19 V
2022-10-03 01:16:31,8.19 V
2022-10-03 01:16:31,8.19 V
2022-10-03 01:17:23,8.16 V
2022-10-03 01:17:23,8.16 V
2022-10-03 01:17:24,8.16 V
2022-10-03 01:17:31,8.16 V
2022-10-03 01:17:31,8.16 V
2022-10-03 01:17:32,8.16 V
2022-10-03 01:17:32,8.16 V
2022-10-03 01:17:32,8.16 V
2022-10-03 01:18:24,8.18 V
2022-10-03 01:18:32,8.18 V
2022-10-03 01:18:32,8.18 V
2022-10-03 01:18:32,8.18 V
2022-10-03 01:18:32,8.18 V
2022-10-03 01:19:24,8.18 V
2022-10-03 01:19:32,8.18 V
2022-10-03 01:19:32,8.18 V
2022-10-03 01:19:32,8.18 V
2022-10-03 01:19:33,8.18 V
2022-10-03 01:20:25,8.18 V
2022-10-03 01:20:33,8.18 V
2022-10-03 01:20:33,8.18 V
2022-10-03 02:50:36,8.19 V
2022-10-03 02:50:44,8.19 V
2022-10-03 02:50:44,8.19 V
2022-10-03 02:50:44,8.19 V
2022-10-03 02:51:44,8.19 V
2022-10-03 02:51:44,8.19 V
2022-10-03 02:51:44,8.19 V
2022-10-03 02:51:44,8.19 V
2022-10-03 02:52:45,8.19 V
2022-10-03 02:52:45,8.19 V
2022-10-03 02:52:45,8.19 V
2022-10-03 02:53:45,8.18 V
2022-10-03 02:54:45,8.18 V
2022-10-03 02:54:45,8.18 V
2022-10-03 03:42:09,8.24 V
2022-10-03 03:43:09,8.25 V
2022-10-03 03:44:10,8.25 V
2022-10-03 03:45:10,8.25 V
2022-10-03 03:46:11,8.25 V
2022-10-03 03:48:12,8.25 V
2022-10-03 03:49:12,8.25 V
2022-10-03 04:24:27,8.20 V
2022-10-03 04:28:29,8.18 V
2022-10-03 10:27:04,8.22 V
2022-10-03 10:27:12,8.22 V
2022-10-03 10:28:04,8.26 V
2022-10-03 10:28:12,8.26 V
2022-10-03 10:32:59,8.24 V
2022-10-03 10:34:00,8.25 V
2022-10-03 10:50:05,8.19 V
2022-10-03 10:53:06,8.18 V
2022-10-03 11:59:38,8.25 V
2022-10-03 12:01:30,8.25 V
2022-10-03 12:01:38,8.25 V
2022-10-03 12:02:31,8.22 V
2022-10-03 12:02:39,8.22 V
2022-10-03 12:02:39,8.22 V
2022-10-03 12:02:39,8.22 V
2022-10-03 12:03:31,8.26 V
2022-10-03 12:03:39,8.26 V
2022-10-03 12:03:39,8.26 V
2022-10-03 12:03:40,8.26 V
2022-10-03 12:04:32,8.24 V
2022-10-03 12:04:32,8.24 V
2022-10-03 12:04:40,8.24 V
2022-10-03 12:04:40,8.24 V
2022-10-03 12:04:40,8.24 V
2022-10-03 12:04:40,8.24 V
2022-10-03 12:04:40,8.24 V
2022-10-03 12:05:32,8.26 V
2022-10-03 12:05:33,8.26 V
2022-10-03 12:05:40,8.26 V
2022-10-03 12:05:40,8.26 V
2022-10-03 12:05:40,8.26 V
2022-10-03 12:05:40,8.26 V
2022-10-03 12:05:40,8.26 V
2022-10-03 12:06:33,8.25 V
2022-10-03 12:06:33,8.25 V
2022-10-03 12:06:40,8.25 V
2022-10-03 12:06:40,8.25 V
2022-10-03 12:06:40,8.25 V
2022-10-03 12:06:41,8.25 V
2022-10-03 12:07:41,8.23 V
2022-10-03 12:07:41,8.23 V
2022-10-03 13:36:20,8.26 V
2022-10-03 13:37:20,8.25 V
2022-10-03 13:37:21,8.25 V
2022-10-03 13:38:21,8.24 V
2022-10-03 13:39:21,8.25 V
2022-10-03 13:40:22,8.22 V
2022-10-03 13:41:14,8.12 V
2022-10-03 13:41:22,8.12 V
2022-10-03 13:41:22,8.12 V
2022-10-03 13:42:15,8.25 V
2022-10-03 13:42:23,8.25 V
2022-10-03 13:42:23,8.25 V
2022-10-03 13:43:23,8.26 V
2022-10-03 17:16:45,8.17 V
2022-10-03 17:19:19,8.16 V
2022-10-03 17:20:20,8.16 V
2022-10-03 17:21:20,8.16 V
2022-10-03 17:34:26,8.11 V
2022-10-03 17:35:26,8.11 V
2022-10-03 18:49:01,8.18 V
2022-10-03 21:35:18,8.26 V
2022-10-03 21:36:19,8.25 V
2022-10-03 21:37:19,8.24 V
2022-10-03 21:38:20,8.25 V
2022-10-04 01:04:52,8.21 V
2022-10-04 01:05:52,8.20 V
2022-10-04 01:06:44,8.20 V
2022-10-04 01:06:53,8.20 V
2022-10-04 01:06:53,8.20 V
2022-10-04 01:07:53,8.19 V
2022-10-04 01:08:53,8.19 V
2022-10-04 01:08:53,8.19 V
2022-10-04 01:08:53,8.19 V
2022-10-04 01:08:53,8.19 V
2022-10-04 01:09:45,8.19 V
2022-10-04 01:09:46,8.19 V
2022-10-04 01:09:54,8.19 V
2022-10-04 01:09:54,8.19 V
2022-10-04 01:09:54,8.19 V
2022-10-04 01:09:54,8.19 V
2022-10-04 01:10:45,8.18 V
2022-10-04 01:10:47,8.18 V
2022-10-04 01:10:54,8.18 V
2022-10-04 01:10:54,8.18 V
2022-10-04 01:10:54,8.18 V
2022-10-04 01:11:46,8.18 V
2022-10-04 01:11:47,8.18 V
2022-10-04 01:11:54,8.18 V
2022-10-04 01:11:54,8.18 V
2022-10-04 01:12:46,8.18 V
2022-10-04 01:12:47,8.18 V
2022-10-04 01:12:55,8.18 V
2022-10-04 01:12:55,8.18 V
2022-10-04 02:44:00,8.19 V
2022-10-04 02:44:53,8.19 V
2022-10-04 02:45:01,8.19 V
2022-10-04 03:35:25,8.25 V
2022-10-04 03:36:26,8.25 V
2022-10-04 03:37:26,8.25 V
2022-10-04 03:38:27,8.25 V
2022-10-04 03:40:28,8.25 V
2022-10-04 03:41:28,8.25 V
2022-10-04 03:53:34,8.23 V
2022-10-04 03:54:34,8.25 V
2022-10-04 03:56:35,8.25 V
2022-10-04 10:19:54,8.26 V
2022-10-04 10:43:37,8.19 V
2022-10-04 10:43:37,8.19 V
2022-10-04 10:45:38,8.18 V
2022-10-04 10:45:38,8.18 V
2022-10-04 10:46:38,8.18 V
2022-10-04 10:46:39,8.18 V
2022-10-04 11:53:32,8.23 V
2022-10-04 11:54:33,8.25 V
2022-10-04 11:55:25,8.22 V
2022-10-04 11:55:25,8.22 V
2022-10-04 11:55:33,8.22 V
2022-10-04 11:55:33,8.22 V
2022-10-04 11:55:33,8.22 V
2022-10-04 11:56:25,8.26 V
2022-10-04 11:56:26,8.26 V
2022-10-04 11:56:34,8.26 V
2022-10-04 11:56:34,8.26 V
2022-10-04 11:57:26,8.25 V
2022-10-04 11:57:26,8.25 V
2022-10-04 11:57:34,8.25 V
2022-10-04 11:57:34,8.25 V
2022-10-04 11:58:26,8.24 V
2022-10-04 11:58:26,8.24 V
2022-10-04 11:58:34,8.24 V
2022-10-04 11:58:34,8.24 V
2022-10-04 11:58:35,8.24 V
2022-10-04 11:59:27,8.25 V
2022-10-04 11:59:35,8.25 V
2022-10-04 11:59:35,8.25 V
2022-10-04 11:59:35,8.25 V
2022-10-04 12:02:28,8.25 V
2022-10-04 13:31:31,8.24 V
2022-10-04 13:32:32,8.22 V
2022-10-04 13:33:24,8.25 V
2022-10-04 13:33:32,8.25 V
2022-10-04 13:33:32,8.25 V
2022-10-04 13:34:25,8.24 V
2022-10-04 13:34:33,8.24 V
2022-10-04 13:34:33,8.24 V
2022-10-04 13:35:33,8.25 V
2022-10-04 13:35:33,8.25 V
2022-10-04 13:36:33,8.25 V
2022-10-04 17:25:10,8.12 V
2022-10-04 17:26:11,8.12 V
2022-10-04 19:51:20,8.23 V
2022-10-04 19:54:21,8.25 V
2022-10-04 19:55:22,8.23 V
2022-10-04 19:56:22,8.23 V
2022-10-04 21:28:04,8.24 V
2022-10-04 21:29:04,8.21 V
2022-10-04 21:29:04,8.21 V
2022-10-04 21:30:05,8.25 V
2022-10-04 21:30:05,8.25 V
2022-10-04 21:31:05,8.23 V
2022-10-04 21:31:05,8.23 V
2022-10-04 21:33:06,8.25 V
2022-10-05 00:57:56,8.21 V
2022-10-05 00:59:49,8.20 V
2022-10-05 00:59:50,8.20 V
2022-10-05 00:59:52,8.20 V
2022-10-05 00:59:57,8.20 V
2022-10-05 00:59:57,8.20 V
2022-10-05 00:59:57,8.20 V
2022-10-05 00:59:57,8.20 V
2022-10-05 01:00:49,8.19 V
2022-10-05 01:00:57,8.19 V
2022-10-05 01:00:57,8.19 V
2022-10-05 01:00:57,8.19 V
2022-10-05 01:01:50,8.19 V
2022-10-05 01:01:58,8.19 V
2022-10-05 01:01:58,8.19 V
2022-10-05 01:01:58,8.19 V
2022-10-05 01:02:50,8.18 V
2022-10-05 01:02:51,8.18 V
2022-10-05 01:02:58,8.18 V
2022-10-05 01:02:58,8.18 V
2022-10-05 01:02:58,8.18 V
2022-10-05 01:02:58,8.18 V
2022-10-05 01:03:50,8.18 V
2022-10-05 01:03:51,8.18 V
2022-10-05 01:03:58,8.18 V
2022-10-05 01:03:58,8.18 V
2022-10-05 01:03:59,8.18 V
2022-10-05 01:04:51,8.18 V
2022-10-05 01:04:51,8.18 V
2022-10-05 01:04:59,8.18 V
2022-10-05 01:04:59,8.18 V
2022-10-05 01:04:59,8.18 V
2022-10-05 01:04:59,8.18 V
2022-10-05 01:05:51,8.18 V
2022-10-05 01:05:52,8.18 V
2022-10-05 01:05:59,8.18 V
2022-10-05 01:05:59,8.18 V
2022-10-05 01:06:52,8.17 V
2022-10-05 01:07:00,8.17 V
2022-10-05 02:35:40,8.19 V
2022-10-05 02:36:41,8.19 V
2022-10-05 02:36:41,8.19 V
2022-10-05 02:37:41,8.19 V
2022-10-05 02:38:33,8.19 V
2022-10-05 02:38:42,8.19 V
2022-10-05 02:38:42,8.19 V
2022-10-05 02:38:42,8.19 V
2022-10-05 02:38:42,8.19 V
2022-10-05 02:39:42,8.18 V
2022-10-05 02:39:42,8.18 V
2022-10-05 02:40:42,8.18 V
2022-10-05 02:40:42,8.18 V
2022-10-05 02:41:43,8.18 V
2022-10-05 04:12:15,8.19 V
2022-10-05 04:12:15,8.19 V
2022-10-05 04:13:15,8.19 V
2022-10-05 10:11:40,8.25 V
2022-10-05 10:14:00,8.22 V
2022-10-05 11:47:34,8.22 V
2022-10-05 11:47:42,8.22 V
2022-10-05 11:48:35,8.23 V
2022-10-05 11:48:35,8.23 V
2022-10-05 11:48:43,8.23 V
2022-10-05 11:48:43,8.23 V
2022-10-05 11:49:35,8.23 V
2022-10-05 11:49:43,8.23 V
2022-10-05 11:50:36,8.21 V
2022-10-05 11:50:36,8.21 V
2022-10-05 11:50:44,8.21 V
2022-10-05 11:50:44,8.21 V
2022-10-05 11:50:44,8.21 V
2022-10-05 11:50:44,8.21 V
2022-10-05 11:51:36,8.25 V
2022-10-05 11:51:37,8.25 V
2022-10-05 11:51:44,8.25 V
2022-10-05 11:51:44,8.25 V
2022-10-05 11:51:44,8.25 V
2022-10-05 11:52:36,8.25 V
2022-10-05 11:52:37,8.25 V
2022-10-05 11:52:44,8.25 V
2022-10-05 11:52:45,8.25 V
2022-10-05 11:53:37,8.23 V
2022-10-05 11:53:45,8.23 V
2022-10-05 11:53:45,8.23 V
2022-10-05 11:53:45,8.23 V
2022-10-05 11:54:45,8.25 V
2022-10-05 12:10:51,8.19 V
2022-10-05 13:23:51,8.24 V
2022-10-05 13:23:51,8.24 V
2022-10-05 13:24:51,8.21 V
2022-10-05 13:24:51,8.21 V
2022-10-05 13:25:44,8.26 V
2022-10-05 13:25:52,8.26 V
2022-10-05 13:25:52,8.26 V
2022-10-05 13:25:52,8.26 V
2022-10-05 13:26:52,8.25 V
2022-10-05 13:26:52,8.25 V
2022-10-05 13:26:52,8.25 V
2022-10-05 13:27:52,8.23 V
2022-10-05 13:28:53,8.25 V
2022-10-05 13:29:53,8.24 V
2022-10-05 13:30:54,8.25 V
2022-10-05 15:29:04,8.17 V
2022-10-05 17:06:12,8.16 V
2022-10-05 21:18:27,8.24 V
2022-10-05 21:19:27,8.21 V
2022-10-05 21:20:28,8.25 V
2022-10-05 21:21:28,8.23 V
2022-10-05 21:22:29,8.23 V
2022-10-05 21:23:29,8.25 V
2022-10-05 21:24:29,8.23 V
2022-10-05 21:26:30,8.25 V
2022-10-05 23:00:13,8.25 V
2022-10-05 23:01:13,8.25 V
2022-10-06 00:53:42,8.19 V
2022-10-06 00:53:50,8.19 V
2022-10-06 00:53:50,8.19 V
2022-10-06 00:59:36,8.18 V
2022-10-06 00:59:44,8.18 V
2022-10-06 02:28:17,8.20 V
2022-10-06 02:28:25,8.20 V
2022-10-06 02:28:25,8.20 V
2022-10-06 02:28:25,8.20 V
2022-10-06 02:29:25,8.19 V
2022-10-06 02:30:26,8.19 V
2022-10-06 02:30:26,8.19 V
2022-10-06 02:30:26,8.19 V
2022-10-06 02:31:18,8.18 V
2022-10-06 02:31:26,8.18 V
2022-10-06 02:31:26,8.18 V
2022-10-06 02:31:26,8.18 V
2022-10-06 02:32:26,8.18 V
2022-10-06 02:32:27,8.18 V
2022-10-06 02:33:27,8.18 V
2022-10-06 02:33:27,8.18 V
2022-10-06 04:03:08,8.20 V
2022-10-06 04:04:09,8.20 V
2022-10-06 04:06:10,8.19 V
2022-10-06 04:06:10,8.19 V
2022-10-06 04:07:10,8.19 V
2022-10-06 04:56:34,8.25 V
2022-10-06 04:57:34,8.25 V
2022-10-06 04:58:35,8.25 V
2022-10-06 04:59:35,8.25 V
2022-10-06 05:00:36,8.25 V
2022-10-06 05:01:36,8.25 V
2022-10-06 05:02:37,8.25 V
2022-10-06 07:20:37,8.18 V
2022-10-06 07:23:37,8.17 V
2022-10-06 10:06:03,8.26 V
2022-10-06 11:39:56,8.25 V
2022-10-06 11:42:55,8.25 V
2022-10-06 11:42:56,8.25 V
2022-10-06 11:43:03,8.25 V
2022-10-06 11:43:03,8.25 V
2022-10-06 11:44:17,8.25 V
2022-10-06 11:44:18,8.25 V
2022-10-06 11:44:25,8.25 V
2022-10-06 11:44:25,8.25 V
2022-10-06 11:45:25,8.24 V
2022-10-06 11:46:18,8.25 V
2022-10-06 11:46:19,8.25 V
2022-10-06 11:46:26,8.25 V
2022-10-06 11:46:26,8.25 V
2022-10-06 11:47:18,8.25 V
2022-10-06 11:47:19,8.25 V
2022-10-06 11:47:26,8.25 V
2022-10-06 11:47:26,8.25 V
2022-10-06 11:47:26,8.25 V
2022-10-06 14:53:16,8.19 V
2022-10-06 14:53:16,8.19 V
2022-10-06 18:27:14,8.15 V
2022-10-06 18:28:14,8.15 V
2022-10-06 21:09:29,8.21 V
2022-10-06 21:11:30,8.25 V
2022-10-06 21:12:30,8.22 V
2022-10-06 21:13:31,8.26 V
2022-10-06 21:14:31,8.25 V
2022-10-06 21:17:32,8.25 V
2022-10-07 00:46:05,8.19 V
2022-10-07 03:34:37,8.18 V
2022-10-07 05:10:11,8.14 V
2022-10-07 07:13:12,8.13 V
2022-10-07 07:13:14,8.13 V
2022-10-07 11:34:12,8.21 V
2022-10-07 11:34:20,8.21 V
2022-10-07 11:38:04,8.24 V
2022-10-07 11:38:57,8.25 V
2022-10-07 11:39:04,8.25 V
2022-10-07 11:39:04,8.25 V
2022-10-07 11:39:57,8.25 V
2022-10-07 11:40:04,8.25 V
2022-10-07 11:40:58,8.25 V
2022-10-07 11:41:05,8.25 V
2022-10-07 13:07:43,8.25 V
2022-10-07 13:08:36,8.25 V
2022-10-07 13:08:44,8.25 V
2022-10-07 13:12:37,8.23 V
2022-10-07 13:12:45,8.23 V
2022-10-07 15:27:42,8.12 V
2022-10-07 15:29:43,8.12 V
2022-10-07 15:30:43,8.11 V
2022-10-07 15:31:44,8.11 V
2022-10-07 15:32:44,8.11 V
2022-10-07 15:34:45,8.10 V
2022-10-07 18:22:25,8.18 V
2022-10-07 21:03:40,8.25 V
2022-10-07 21:04:41,8.25 V
2022-10-07 21:05:41,8.22 V
2022-10-07 21:07:42,8.25 V
2022-10-07 21:08:42,8.22 V
2022-10-07 21:09:43,8.25 V
2022-10-08 00:42:07,8.18 V
2022-10-08 00:42:07,8.18 V
2022-10-08 00:42:15,8.18 V
2022-10-08 00:42:15,8.18 V
2022-10-08 00:42:15,8.18 V
2022-10-08 00:42:15,8.18 V
2022-10-08 00:43:07,8.18 V
2022-10-08 00:43:08,8.18 V
2022-10-08 00:43:15,8.18 V
2022-10-08 00:43:15,8.18 V
2022-10-08 00:43:15,8.18 V
2022-10-08 00:44:08,8.18 V
2022-10-08 00:44:08,8.18 V
2022-10-08 00:44:15,8.18 V
2022-10-08 00:44:15,8.18 V
2022-10-08 00:47:34,8.17 V
2022-10-08 00:47:42,8.17 V
2022-10-08 03:51:07,8.09 V
2022-10-08 03:52:08,8.08 V
2022-10-08 03:52:08,8.08 V
2022-10-08 04:41:30,8.17 V
2022-10-08 04:43:31,8.15 V
2022-10-08 04:44:32,8.17 V
2022-10-08 04:45:32,8.17 V
2022-10-08 04:46:33,8.16 V
2022-10-08 04:48:34,8.16 V
2022-10-08 04:49:34,8.17 V
2022-10-08 04:59:36,8.16 V
2022-10-08 05:00:36,8.18 V
2022-10-08 05:01:36,8.16 V
2022-10-08 05:02:37,8.14 V
2022-10-08 05:03:40,8.18 V
2022-10-08 05:04:38,8.15 V
2022-10-08 05:04:41,8.15 V
2022-10-08 05:06:38,8.18 V
2022-10-08 07:05:26,8.16 V
2022-10-08 07:05:34,8.16 V
2022-10-08 07:06:34,8.15 V
2022-10-08 07:07:35,8.15 V
2022-10-08 10:16:26,8.18 V
2022-10-08 10:17:27,8.18 V
2022-10-08 10:18:27,8.17 V
2022-10-08 10:20:28,8.17 V
2022-10-08 10:21:28,8.16 V
2022-10-08 11:25:51,8.22 V
2022-10-08 11:25:59,8.22 V
2022-10-08 11:26:51,8.25 V
2022-10-08 11:26:59,8.25 V
2022-10-08 11:30:24,8.25 V
2022-10-08 11:30:33,8.25 V
2022-10-08 11:30:33,8.25 V
2022-10-08 11:32:35,8.25 V
2022-10-08 11:33:36,8.25 V
2022-10-08 16:40:06,8.17 V
2022-10-08 16:46:08,8.15 V
2022-10-08 18:13:48,8.18 V
2022-10-08 18:15:49,8.17 V
2022-10-08 18:26:54,8.13 V
2022-10-08 20:56:24,8.24 V
2022-10-08 20:57:24,8.22 V
2022-10-08 20:58:25,8.26 V
2022-10-08 20:59:25,8.25 V
2022-10-08 21:00:25,8.24 V
2022-10-08 21:01:26,8.23 V
2022-10-08 21:02:26,8.25 V
2022-10-08 21:03:27,8.25 V
2022-10-09 00:30:51,8.20 V
2022-10-09 00:30:58,8.20 V
2022-10-09 00:37:04,8.18 V
2022-10-09 00:38:57,8.17 V
2022-10-09 00:39:05,8.17 V
2022-10-09 02:05:44,8.20 V
2022-10-09 02:06:36,8.20 V
2022-10-09 02:06:37,8.20 V
2022-10-09 02:06:45,8.20 V
2022-10-09 02:06:45,8.20 V
2022-10-09 02:08:37,8.19 V
2022-10-09 02:08:45,8.19 V
2022-10-09 02:08:46,8.19 V
2022-10-09 02:09:46,8.19 V
2022-10-09 02:09:46,8.19 V
2022-10-09 02:10:46,8.18 V
2022-10-09 02:10:46,8.18 V
2022-10-09 02:10:46,8.18 V
2022-10-09 02:11:38,8.18 V
2022-10-09 02:11:47,8.18 V
2022-10-09 02:13:39,8.17 V
2022-10-09 02:13:47,8.17 V
2022-10-09 04:34:53,8.25 V
2022-10-09 04:35:54,8.24 V
2022-10-09 04:36:54,8.24 V
2022-10-09 04:37:55,8.25 V
2022-10-09 04:38:55,8.25 V
2022-10-09 04:39:56,8.25 V
2022-10-09 04:40:56,8.25 V
2022-10-09 04:41:57,8.24 V
2022-10-09 04:57:04,8.25 V
2022-10-09 04:58:04,8.24 V
2022-10-09 04:59:05,8.25 V
2022-10-09 05:00:05,8.25 V
2022-10-09 10:07:48,8.19 V
2022-10-09 10:09:49,8.18 V
2022-10-09 10:10:49,8.18 V
2022-10-09 10:11:50,8.17 V
2022-10-09 10:12:50,8.17 V
2022-10-09 10:13:50,8.16 V
2022-10-09 11:19:14,8.24 V
2022-10-09 11:19:22,8.24 V
2022-10-09 11:21:11,8.25 V
2022-10-09 11:21:19,8.25 V
2022-10-09 14:31:19,8.19 V
2022-10-09 14:33:19,8.23 V
2022-10-09 14:33:19,8.23 V
2022-10-09 14:34:20,8.23 V
2022-10-09 16:48:21,8.11 V
2022-10-09 16:50:22,8.11 V
2022-10-09 16:51:23,8.11 V
2022-10-09 16:54:24,8.10 V
2022-10-09 20:50:43,8.25 V
2022-10-09 20:52:44,8.21 V
2022-10-09 20:53:45,8.25 V
2022-10-09 20:55:45,8.25 V
2022-10-09 22:30:29,8.25 V
