"Time","batt"
2022-04-15 00:33:25,8.04 V
2022-04-15 00:33:33,8.04 V
2022-04-15 01:59:06,8.12 V
2022-04-15 01:59:13,8.12 V
2022-04-15 02:00:13,8.14 V
2022-04-15 02:02:07,8.07 V
2022-04-15 02:02:14,8.07 V
2022-04-15 02:02:14,8.07 V
2022-04-15 02:03:07,8.07 V
2022-04-15 02:03:15,8.07 V
2022-04-15 02:03:15,8.07 V
2022-04-15 02:04:07,8.06 V
2022-04-15 02:04:15,8.06 V
2022-04-15 02:04:15,8.06 V
2022-04-15 02:06:08,8.05 V
2022-04-15 02:07:16,8.05 V
2022-04-15 03:36:58,8.08 V
2022-04-15 04:46:54,8.10 V
2022-04-15 04:47:55,8.08 V
2022-04-15 04:48:55,8.08 V
2022-04-15 04:50:56,8.09 V
2022-04-15 06:50:49,8.06 V
2022-04-15 06:51:47,8.05 V
2022-04-15 06:51:49,8.05 V
2022-04-15 06:51:50,8.05 V
2022-04-15 06:51:50,8.05 V
2022-04-15 06:52:50,8.05 V
2022-04-15 06:53:48,8.05 V
2022-04-15 06:53:50,8.05 V
2022-04-15 06:54:48,8.04 V
2022-04-15 06:54:50,8.04 V
2022-04-15 06:54:51,8.04 V
2022-04-15 09:19:58,8.08 V
2022-04-15 09:20:59,8.08 V
2022-04-15 09:23:00,8.07 V
2022-04-15 09:24:00,8.08 V
2022-04-15 09:25:01,8.09 V
2022-04-15 10:53:41,8.07 V
2022-04-15 10:54:42,8.07 V
2022-04-15 10:55:42,8.07 V
2022-04-15 10:56:43,8.07 V
2022-04-15 10:57:43,8.07 V
2022-04-15 11:12:43,8.06 V
2022-04-15 11:12:51,8.06 V
2022-04-15 11:13:44,8.05 V
2022-04-15 11:13:51,8.05 V
2022-04-15 11:14:44,8.06 V
2022-04-15 11:14:52,8.06 V
2022-04-15 11:17:21,8.08 V
2022-04-15 11:17:28,8.08 V
2022-04-15 11:18:21,8.11 V
2022-04-15 11:18:29,8.11 V
2022-04-15 11:19:22,8.09 V
2022-04-15 11:19:29,8.09 V
2022-04-15 12:48:02,8.07 V
2022-04-15 12:48:09,8.07 V
2022-04-15 12:49:02,8.08 V
2022-04-15 12:49:10,8.08 V
2022-04-15 12:50:03,8.09 V
2022-04-15 12:50:10,8.09 V
2022-04-15 12:50:10,8.09 V
2022-04-15 12:51:41,8.10 V
2022-04-15 12:52:42,8.09 V
2022-04-15 12:52:49,8.09 V
2022-04-15 12:52:49,8.09 V
2022-04-15 12:53:42,8.07 V
2022-04-15 12:53:50,8.07 V
2022-04-16 00:19:33,8.09 V
2022-04-16 00:19:40,8.09 V
2022-04-16 00:21:41,8.04 V
2022-04-16 00:24:55,8.02 V
2022-04-16 00:25:03,8.02 V
2022-04-16 00:25:55,8.02 V
2022-04-16 00:26:03,8.02 V
2022-04-16 00:27:26,8.02 V
2022-04-16 00:27:34,8.02 V
2022-04-16 01:53:07,8.11 V
2022-04-16 01:53:14,8.11 V
2022-04-16 01:55:07,8.12 V
2022-04-16 01:55:15,8.12 V
2022-04-16 01:56:08,8.05 V
2022-04-16 01:56:15,8.05 V
2022-04-16 01:57:08,8.04 V
2022-04-16 01:57:09,8.04 V
2022-04-16 01:57:16,8.04 V
2022-04-16 01:57:16,8.04 V
2022-04-16 01:59:09,8.03 V
2022-04-16 01:59:17,8.03 V
2022-04-16 02:00:09,8.03 V
2022-04-16 02:00:17,8.03 V
2022-04-16 04:41:33,8.07 V
2022-04-16 04:44:09,8.05 V
2022-04-16 06:47:13,8.03 V
2022-04-16 06:47:15,8.03 V
2022-04-16 06:48:14,8.02 V
2022-04-16 06:48:16,8.02 V
2022-04-16 06:49:14,8.02 V
2022-04-16 06:49:16,8.02 V
2022-04-16 11:08:09,8.05 V
2022-04-16 11:08:16,8.05 V
2022-04-16 11:11:44,8.08 V
2022-04-16 11:11:52,8.08 V
2022-04-16 12:42:33,8.04 V
2022-04-16 12:43:26,8.06 V
2022-04-16 12:43:33,8.06 V
2022-04-16 12:46:15,8.06 V
2022-04-16 12:46:22,8.06 V
2022-04-16 12:47:11,8.05 V
2022-04-16 12:47:15,8.05 V
2022-04-16 12:47:23,8.05 V
2022-04-16 12:47:23,8.05 V
2022-04-16 12:49:24,8.07 V
2022-04-16 17:32:34,8.07 V
2022-04-16 22:18:45,8.08 V
2022-04-16 22:20:46,8.07 V
2022-04-17 00:13:59,8.10 V
2022-04-17 00:14:07,8.10 V
2022-04-17 00:15:00,8.04 V
2022-04-17 00:15:07,8.04 V
2022-04-17 00:19:46,7.99 V
2022-04-17 00:19:53,7.99 V
2022-04-17 00:20:46,7.99 V
2022-04-17 00:20:54,7.99 V
2022-04-17 01:46:43,8.07 V
2022-04-17 01:46:50,8.07 V
2022-04-17 01:46:50,8.07 V
2022-04-17 01:47:50,8.08 V
2022-04-17 01:47:50,8.08 V
2022-04-17 01:49:43,8.04 V
2022-04-17 01:49:51,8.04 V
2022-04-17 01:49:51,8.04 V
2022-04-17 01:50:44,8.02 V
2022-04-17 01:50:45,8.02 V
2022-04-17 01:50:51,8.02 V
2022-04-17 01:50:51,8.02 V
2022-04-17 01:50:51,8.02 V
2022-04-17 01:51:44,8.01 V
2022-04-17 01:51:52,8.01 V
2022-04-17 01:51:52,8.01 V
2022-04-17 01:52:44,8.01 V
2022-04-17 01:52:52,8.01 V
2022-04-17 01:53:45,8.00 V
2022-04-17 01:53:52,8.00 V
2022-04-17 01:53:53,8.00 V
2022-04-17 01:54:45,8.00 V
2022-04-17 01:54:53,8.00 V
2022-04-17 01:56:53,7.99 V
2022-04-17 03:25:35,8.03 V
2022-04-17 04:35:08,8.03 V
2022-04-17 04:38:10,8.04 V
2022-04-17 04:39:10,8.01 V
2022-04-17 06:40:05,8.00 V
2022-04-17 06:40:05,8.00 V
2022-04-17 11:01:28,8.03 V
2022-04-17 11:03:22,8.04 V
2022-04-17 11:03:29,8.04 V
2022-04-17 11:04:24,8.01 V
2022-04-17 11:04:32,8.01 V
2022-04-17 11:06:09,7.87 V
2022-04-17 11:06:16,7.87 V
2022-04-17 12:41:11,8.03 V
2022-04-17 12:41:15,8.03 V
2022-04-17 12:42:15,8.02 V
2022-04-17 17:25:53,8.01 V
2022-04-17 22:13:05,8.04 V
2022-04-18 00:08:56,8.02 V
2022-04-18 00:09:49,8.01 V
2022-04-18 00:09:57,8.01 V
2022-04-18 00:13:21,7.99 V
2022-04-18 00:13:29,7.99 V
2022-04-18 00:14:21,7.99 V
2022-04-18 00:14:29,7.99 V
2022-04-18 01:41:10,8.07 V
2022-04-18 01:43:11,8.09 V
2022-04-18 01:44:03,8.03 V
2022-04-18 01:44:11,8.03 V
2022-04-18 01:44:11,8.03 V
2022-04-18 01:45:04,8.01 V
2022-04-18 01:45:11,8.01 V
2022-04-18 01:45:12,8.01 V
2022-04-18 01:46:05,8.01 V
2022-04-18 01:46:12,8.01 V
2022-04-18 01:46:12,8.01 V
2022-04-18 01:47:05,8.00 V
2022-04-18 01:47:13,8.00 V
2022-04-18 01:48:06,8.00 V
2022-04-18 01:48:13,8.00 V
2022-04-18 01:48:13,8.00 V
2022-04-18 01:50:06,7.99 V
2022-04-18 01:50:14,7.99 V
2022-04-18 03:18:48,8.07 V
2022-04-18 03:18:55,8.07 V
2022-04-18 03:19:48,8.02 V
2022-04-18 03:19:56,8.02 V
2022-04-18 06:35:26,7.99 V
2022-04-18 10:55:28,8.00 V
2022-04-18 10:56:21,8.03 V
2022-04-18 10:56:28,8.03 V
2022-04-18 10:57:59,8.03 V
2022-04-18 10:58:07,8.03 V
2022-04-18 10:58:53,8.05 V
2022-04-18 10:59:01,8.05 V
2022-04-18 10:59:51,8.04 V
2022-04-18 10:59:58,8.04 V
2022-04-18 11:01:52,8.01 V
2022-04-18 11:01:59,8.01 V
2022-04-18 12:31:33,8.01 V
2022-04-18 12:31:41,8.01 V
2022-04-18 12:35:41,7.97 V
2022-04-18 12:35:44,7.97 V
2022-04-18 12:35:48,7.97 V
2022-04-18 12:35:48,7.97 V
2022-04-18 12:37:41,8.00 V
2022-04-18 12:37:49,8.00 V
2022-04-19 00:06:29,7.97 V
2022-04-19 00:06:37,7.97 V
2022-04-19 00:08:30,7.96 V
2022-04-19 00:08:37,7.96 V
2022-04-19 00:09:38,7.96 V
2022-04-19 01:37:19,8.02 V
2022-04-19 01:38:11,8.04 V
2022-04-19 01:38:19,8.04 V
2022-04-19 01:38:19,8.04 V
2022-04-19 01:39:12,7.99 V
2022-04-19 01:39:16,7.99 V
2022-04-19 01:39:20,7.99 V
2022-04-19 01:39:20,7.99 V
2022-04-19 01:40:29,7.98 V
2022-04-19 01:40:37,7.98 V
2022-04-19 01:41:30,7.97 V
2022-04-19 01:41:37,7.97 V
2022-04-19 01:43:38,7.97 V
2022-04-19 03:14:20,8.00 V
2022-04-19 10:50:35,8.01 V
2022-04-19 10:50:43,8.01 V
2022-04-19 10:53:11,8.02 V
2022-04-19 10:53:19,8.02 V
2022-04-19 12:22:52,8.01 V
2022-04-19 12:23:00,8.01 V
2022-04-19 12:29:19,7.97 V
2022-04-19 12:29:27,7.97 V
2022-04-19 12:30:19,7.96 V
2022-04-19 12:30:27,7.96 V
2022-04-19 12:31:27,7.96 V
2022-04-19 14:05:01,7.96 V
2022-04-19 14:05:09,7.96 V
2022-04-19 23:58:28,7.95 V
2022-04-19 23:59:30,7.94 V
2022-04-20 00:01:00,7.94 V
2022-04-20 00:01:07,7.94 V
2022-04-20 00:02:00,7.93 V
2022-04-20 00:02:08,7.93 V
2022-04-20 01:32:43,7.98 V
2022-04-20 01:32:51,7.98 V
2022-04-20 01:33:40,7.95 V
2022-04-20 01:33:48,7.95 V
2022-04-20 01:33:48,7.95 V
2022-04-20 01:34:34,7.94 V
2022-04-20 01:34:34,7.94 V
2022-04-20 01:34:42,7.94 V
2022-04-20 01:34:42,7.94 V
2022-04-20 01:35:34,7.94 V
2022-04-20 01:35:35,7.94 V
2022-04-20 01:35:42,7.94 V
2022-04-20 01:36:36,7.93 V
2022-04-20 01:36:44,7.93 V
2022-04-20 01:36:44,7.93 V
2022-04-20 01:37:36,7.93 V
2022-04-20 01:37:44,7.93 V
2022-04-20 03:05:33,8.01 V
2022-04-20 03:05:41,8.01 V
2022-04-20 03:08:34,7.96 V
2022-04-20 03:08:42,7.96 V
2022-04-20 10:43:59,7.95 V
2022-04-20 10:44:06,7.95 V
2022-04-20 10:45:59,7.97 V
2022-04-20 10:49:02,7.96 V
2022-04-20 10:49:57,7.94 V
2022-04-20 10:50:05,7.94 V
2022-04-20 12:16:37,7.98 V
2022-04-20 12:16:45,7.98 V
2022-04-20 12:17:37,7.96 V
2022-04-20 12:17:45,7.96 V
2022-04-20 12:18:45,7.94 V
2022-04-20 12:19:46,7.96 V
2022-04-20 12:20:39,7.98 V
2022-04-20 12:20:46,7.98 V
2022-04-20 12:24:57,7.96 V
2022-04-20 12:25:05,7.96 V
2022-04-20 13:57:39,7.97 V
2022-04-20 13:57:46,7.97 V
2022-04-20 13:59:40,7.95 V
2022-04-20 13:59:47,7.95 V
2022-04-20 23:50:50,7.96 V
2022-04-20 23:50:57,7.96 V
2022-04-20 23:52:51,7.93 V
2022-04-20 23:52:58,7.93 V
2022-04-20 23:53:51,7.92 V
2022-04-20 23:53:59,7.92 V
2022-04-20 23:54:52,7.92 V
2022-04-20 23:55:00,7.92 V
2022-04-21 01:25:35,7.96 V
2022-04-21 01:25:42,7.96 V
2022-04-21 01:26:35,7.99 V
2022-04-21 01:26:39,7.99 V
2022-04-21 01:26:43,7.99 V
2022-04-21 01:26:43,7.99 V
2022-04-21 01:27:39,7.94 V
2022-04-21 01:27:43,7.94 V
2022-04-21 01:28:37,7.93 V
2022-04-21 01:28:44,7.93 V
2022-04-21 01:29:58,7.92 V
2022-04-21 01:29:59,7.92 V
2022-04-21 01:30:06,7.92 V
2022-04-21 01:30:06,7.92 V
2022-04-21 01:30:59,7.92 V
2022-04-21 01:31:06,7.92 V
2022-04-21 01:32:07,7.92 V
2022-04-21 03:01:11,7.98 V
2022-04-21 03:03:04,7.94 V
2022-04-21 03:03:12,7.94 V
2022-04-21 05:51:29,7.94 V
2022-04-21 07:51:24,7.92 V
2022-04-21 10:39:24,7.94 V
2022-04-21 10:39:42,7.94 V
2022-04-21 10:42:27,7.92 V
2022-04-21 10:42:45,7.92 V
2022-04-21 10:45:46,7.96 V
2022-04-21 12:18:34,7.94 V
2022-04-21 13:48:06,7.95 V
2022-04-21 13:48:14,7.95 V
2022-04-21 13:53:08,7.94 V
2022-04-21 13:53:16,7.94 V
2022-04-21 23:49:21,7.90 V
2022-04-21 23:49:29,7.90 V
2022-04-21 23:50:21,7.90 V
2022-04-21 23:50:29,7.90 V
2022-04-22 02:56:34,7.98 V
2022-04-22 02:56:41,7.98 V
2022-04-22 02:57:34,7.92 V
2022-04-22 02:57:42,7.92 V
2022-04-22 02:59:42,7.91 V
2022-04-22 10:33:58,7.93 V
2022-04-22 10:34:05,7.93 V
2022-04-22 10:36:06,7.94 V
2022-04-22 10:36:59,7.91 V
2022-04-22 10:37:07,7.91 V
2022-04-22 12:05:38,7.93 V
2022-04-22 12:05:47,7.93 V
2022-04-22 12:06:38,7.92 V
2022-04-22 12:06:48,7.92 V
2022-04-22 12:07:39,7.91 V
2022-04-22 12:07:48,7.91 V
2022-04-22 12:07:48,7.91 V
2022-04-22 12:08:39,7.94 V
2022-04-22 12:08:49,7.94 V
2022-04-22 12:12:47,7.93 V
2022-04-22 12:12:57,7.93 V
2022-04-22 12:13:48,7.94 V
2022-04-22 12:13:57,7.94 V
2022-04-22 12:14:48,7.94 V
2022-04-22 12:14:58,7.94 V
2022-04-22 13:47:33,7.94 V
2022-04-22 13:47:40,7.94 V
2022-04-22 23:44:24,7.89 V
2022-04-22 23:44:31,7.89 V
2022-04-23 01:12:42,7.97 V
2022-04-23 01:13:35,7.95 V
2022-04-23 01:13:43,7.95 V
2022-04-23 01:14:35,7.93 V
2022-04-23 01:14:43,7.93 V
2022-04-23 01:15:36,7.95 V
2022-04-23 01:15:44,7.95 V
2022-04-23 01:19:49,7.89 V
2022-04-23 01:19:56,7.89 V
2022-04-23 02:49:24,7.96 V
2022-04-23 02:49:31,7.96 V
2022-04-23 02:51:32,7.92 V
2022-04-23 02:52:25,7.90 V
2022-04-23 02:52:32,7.90 V
2022-04-23 04:00:05,7.93 V
2022-04-23 04:02:06,7.89 V
2022-04-23 04:03:05,7.91 V
2022-04-23 04:07:06,7.91 V
2022-04-23 10:28:16,7.76 V
2022-04-23 10:28:24,7.76 V
2022-04-23 10:29:16,7.89 V
2022-04-23 10:29:24,7.89 V
2022-04-23 10:31:17,7.93 V
2022-04-23 10:31:25,7.93 V
2022-04-23 11:59:58,7.91 V
2022-04-23 12:00:06,7.91 V
2022-04-23 12:00:59,7.93 V
2022-04-23 12:01:06,7.93 V
2022-04-23 12:01:59,7.91 V
2022-04-23 12:02:07,7.91 V
2022-04-23 12:03:00,7.89 V
2022-04-23 12:03:08,7.89 V
2022-04-23 13:39:59,7.91 V
2022-04-23 13:41:52,7.88 V
2022-04-23 13:42:00,7.88 V
2022-04-24 01:07:03,7.91 V
2022-04-24 01:07:11,7.91 V
2022-04-24 01:08:04,7.94 V
2022-04-24 01:08:11,7.94 V
2022-04-24 01:09:12,7.94 V
2022-04-24 01:10:04,7.89 V
2022-04-24 01:10:12,7.89 V
2022-04-24 01:13:09,7.86 V
2022-04-24 01:13:17,7.86 V
2022-04-24 02:42:41,7.57 V
2022-04-24 02:42:48,7.57 V
2022-04-24 02:44:41,7.56 V
2022-04-24 02:44:49,7.56 V
2022-04-24 02:45:42,7.52 V
2022-04-24 02:45:49,7.52 V
2022-04-24 02:46:50,7.50 V
2022-04-24 10:26:55,6.93 V
2022-04-24 10:27:03,6.93 V
2022-04-24 11:52:58,6.92 V
2022-04-24 11:53:06,6.92 V
2022-04-24 11:54:06,6.88 V
2022-04-24 11:55:00,6.91 V
2022-04-24 11:55:07,6.91 V
2022-04-24 11:56:00,6.92 V
2022-04-24 11:56:08,6.92 V
2022-04-24 11:56:08,6.92 V
2022-04-24 12:03:17,6.92 V
2022-04-24 12:03:24,6.92 V
2022-04-24 13:30:57,6.94 V
2022-04-24 13:31:05,6.94 V
2022-04-24 13:32:05,6.93 V
2022-04-24 13:34:59,6.92 V
2022-04-24 13:35:06,6.92 V
2022-04-24 13:37:00,6.93 V
2022-04-24 13:37:07,6.93 V
2022-04-24 17:22:22,6.81 V
2022-04-24 23:31:09,6.95 V
2022-04-24 23:31:16,6.95 V
2022-04-25 01:00:59,7.04 V
2022-04-25 01:01:59,7.07 V
2022-04-25 01:05:00,6.99 V
2022-04-25 01:05:08,6.99 V
2022-04-25 01:05:08,6.99 V
2022-04-25 01:07:28,6.97 V
2022-04-25 01:07:36,6.97 V
2022-04-25 01:08:29,6.97 V
2022-04-25 01:08:36,6.97 V
2022-04-25 02:37:11,7.08 V
2022-04-25 02:37:19,7.08 V
2022-04-25 02:38:11,7.10 V
2022-04-25 02:38:19,7.10 V
2022-04-25 02:38:19,7.10 V
2022-04-25 02:39:19,7.10 V
2022-04-25 02:40:20,7.02 V
2022-04-25 02:41:13,7.00 V
2022-04-25 02:41:20,7.00 V
2022-04-25 02:42:21,7.00 V
2022-04-25 10:17:17,7.11 V
2022-04-25 10:18:09,7.13 V
2022-04-25 10:18:17,7.13 V
2022-04-25 11:47:53,7.11 V
2022-04-25 11:48:00,7.11 V
2022-04-25 11:48:53,7.13 V
2022-04-25 11:49:01,7.13 V
2022-04-25 11:49:53,7.15 V
2022-04-25 11:50:01,7.15 V
2022-04-25 11:52:49,7.11 V
2022-04-25 11:52:57,7.11 V
2022-04-25 11:52:57,7.11 V
2022-04-25 11:52:57,7.11 V
2022-04-25 11:53:44,7.12 V
2022-04-25 11:53:52,7.12 V
2022-04-25 11:53:52,7.12 V
2022-04-25 11:56:32,7.16 V
2022-04-25 11:56:32,7.16 V
2022-04-25 11:58:25,7.18 V
2022-04-25 11:58:33,7.18 V
2022-04-25 13:24:28,7.19 V
2022-04-25 13:24:36,7.19 V
2022-04-25 13:27:29,7.18 V
2022-04-25 13:27:37,7.18 V
2022-04-25 13:28:38,7.19 V
2022-04-25 13:29:30,7.17 V
2022-04-25 13:29:38,7.17 V
2022-04-25 13:29:38,7.17 V
2022-04-25 13:30:31,7.14 V
2022-04-25 13:30:39,7.14 V
2022-04-25 23:23:58,7.24 V
2022-04-25 23:24:06,7.24 V
2022-04-25 23:24:06,7.24 V
2022-04-26 00:54:51,7.30 V
2022-04-26 00:55:51,7.36 V
2022-04-26 02:29:14,7.41 V
2022-04-26 02:31:07,7.40 V
2022-04-26 02:31:15,7.40 V
2022-04-26 02:32:15,7.38 V
2022-04-26 02:32:15,7.38 V
2022-04-26 02:33:15,7.38 V
2022-04-26 02:34:08,7.36 V
2022-04-26 02:34:16,7.36 V
2022-04-26 02:34:16,7.36 V
2022-04-26 02:34:16,7.36 V
2022-04-26 02:35:09,7.32 V
2022-04-26 02:35:16,7.32 V
2022-04-26 02:35:16,7.32 V
2022-04-26 03:46:02,7.38 V
2022-04-26 07:28:25,7.45 V
2022-04-26 10:11:47,7.60 V
2022-04-26 11:43:24,7.64 V
2022-04-26 11:43:31,7.64 V
2022-04-26 11:44:26,7.63 V
2022-04-26 11:44:33,7.63 V
2022-04-26 11:50:46,7.67 V
2022-04-26 11:50:53,7.67 V
2022-04-26 13:19:49,7.72 V
2022-04-26 13:22:43,7.71 V
2022-04-26 13:22:50,7.71 V
2022-04-26 13:23:51,7.74 V
2022-04-26 13:24:51,7.71 V
2022-04-26 13:25:44,7.70 V
2022-04-26 13:25:52,7.70 V
2022-04-26 18:08:10,7.85 V
2022-04-26 18:09:10,7.88 V
2022-04-26 23:18:02,8.07 V
2022-04-27 00:49:49,8.22 V
2022-04-27 00:49:50,8.22 V
2022-04-27 00:50:50,8.20 V
2022-04-27 00:50:50,8.20 V
2022-04-27 00:57:27,8.11 V
2022-04-27 00:57:35,8.11 V
2022-04-27 02:23:40,8.24 V
2022-04-27 02:25:33,8.25 V
2022-04-27 02:25:41,8.25 V
2022-04-27 02:25:41,8.25 V
2022-04-27 02:26:34,8.25 V
2022-04-27 02:26:41,8.25 V
2022-04-27 02:26:42,8.25 V
2022-04-27 02:26:42,8.25 V
2022-04-27 02:27:42,8.25 V
2022-04-27 02:28:37,8.20 V
2022-04-27 02:28:37,8.20 V
2022-04-27 02:28:42,8.20 V
2022-04-27 02:28:42,8.20 V
2022-04-27 02:29:35,8.19 V
2022-04-27 02:29:43,8.19 V
2022-04-27 02:29:43,8.19 V
2022-04-27 02:30:43,8.18 V
2022-04-27 02:30:43,8.18 V
2022-04-27 07:18:31,8.20 V
2022-04-27 10:08:08,8.25 V
2022-04-27 11:39:23,8.23 V
2022-04-27 11:39:31,8.23 V
2022-04-27 11:41:08,8.25 V
2022-04-27 11:41:15,8.25 V
2022-04-27 11:42:25,8.25 V
2022-04-27 11:42:32,8.25 V
2022-04-27 11:43:25,8.24 V
2022-04-27 11:43:32,8.24 V
2022-04-27 11:43:33,8.24 V
2022-04-27 11:44:25,8.24 V
2022-04-27 11:44:33,8.24 V
2022-04-27 11:45:34,8.26 V
2022-04-27 11:47:34,8.25 V
2022-04-27 13:13:06,8.25 V
2022-04-27 13:13:14,8.25 V
2022-04-27 13:14:07,8.24 V
2022-04-27 13:14:15,8.24 V
2022-04-27 13:17:08,8.26 V
2022-04-27 13:17:16,8.26 V
2022-04-27 13:18:17,8.25 V
2022-04-27 13:19:09,8.25 V
2022-04-27 13:19:17,8.25 V
2022-04-27 13:20:45,8.25 V
2022-04-27 16:51:24,8.21 V
2022-04-27 19:34:42,8.23 V
2022-04-28 00:45:22,8.25 V
2022-04-28 00:45:29,8.25 V
2022-04-28 00:47:38,8.22 V
2022-04-28 00:47:46,8.22 V
2022-04-28 00:47:46,8.22 V
2022-04-28 00:49:13,8.21 V
2022-04-28 00:49:21,8.21 V
2022-04-28 00:50:09,8.20 V
2022-04-28 00:50:17,8.20 V
2022-04-28 00:51:09,8.20 V
2022-04-28 00:51:17,8.20 V
2022-04-28 00:52:10,8.20 V
2022-04-28 00:52:17,8.20 V
2022-04-28 02:17:04,8.26 V
2022-04-28 02:18:04,8.25 V
2022-04-28 02:19:57,8.25 V
2022-04-28 02:20:05,8.25 V
2022-04-28 02:20:58,8.24 V
2022-04-28 02:21:05,8.24 V
2022-04-28 02:22:05,8.26 V
2022-04-28 02:22:58,8.22 V
2022-04-28 02:23:06,8.22 V
2022-04-28 02:23:06,8.22 V
2022-04-28 02:23:06,8.22 V
2022-04-28 02:23:59,8.21 V
2022-04-28 02:24:06,8.21 V
2022-04-28 02:24:06,8.21 V
2022-04-28 02:24:06,8.21 V
2022-04-28 02:25:07,8.20 V
2022-04-28 06:27:59,8.25 V
2022-04-28 07:11:19,8.21 V
2022-04-28 07:11:19,8.21 V
2022-04-28 07:12:19,8.21 V
2022-04-28 07:13:19,8.20 V
2022-04-28 07:13:19,8.20 V
2022-04-28 07:14:20,8.20 V
2022-04-28 10:22:47,8.21 V
2022-04-28 10:23:47,8.20 V
2022-04-28 10:24:47,8.20 V
2022-04-28 10:26:48,8.19 V
2022-04-28 11:31:36,8.22 V
2022-04-28 11:31:44,8.22 V
2022-04-28 11:32:37,8.25 V
2022-04-28 11:32:45,8.25 V
2022-04-28 11:33:45,8.25 V
2022-04-28 11:34:38,8.25 V
2022-04-28 11:34:45,8.25 V
2022-04-28 11:34:46,8.25 V
2022-04-28 11:37:04,8.25 V
2022-04-28 11:37:12,8.25 V
2022-04-28 11:37:12,8.25 V
2022-04-28 11:37:12,8.25 V
2022-04-28 11:38:05,8.25 V
2022-04-28 11:38:13,8.25 V
2022-04-28 11:38:13,8.25 V
2022-04-28 11:39:13,8.25 V
2022-04-28 11:41:14,8.25 V
2022-04-28 13:08:47,8.25 V
2022-04-28 13:08:54,8.25 V
2022-04-28 13:09:47,8.25 V
2022-04-28 13:09:55,8.25 V
2022-04-28 13:10:48,8.25 V
2022-04-28 13:10:55,8.25 V
2022-04-28 13:11:48,8.23 V
2022-04-28 13:11:56,8.23 V
2022-04-28 13:11:56,8.23 V
2022-04-28 13:13:49,8.26 V
2022-04-28 13:13:56,8.26 V
2022-04-28 13:13:57,8.26 V
2022-04-28 13:14:57,8.25 V
2022-04-28 17:56:35,8.25 V
2022-04-28 17:57:35,8.25 V
2022-04-28 17:57:35,8.25 V
2022-04-28 17:57:35,8.25 V
2022-04-29 00:39:02,8.24 V
2022-04-29 00:40:02,8.26 V
2022-04-29 00:42:55,8.21 V
2022-04-29 00:43:03,8.21 V
2022-04-29 00:43:56,8.19 V
2022-04-29 00:44:03,8.19 V
2022-04-29 00:45:56,8.19 V
2022-04-29 00:46:04,8.19 V
2022-04-29 00:46:04,8.19 V
2022-04-29 00:46:57,8.19 V
2022-04-29 00:47:04,8.19 V
2022-04-29 00:47:57,8.19 V
2022-04-29 00:48:05,8.19 V
2022-04-29 02:11:45,8.25 V
2022-04-29 02:12:45,8.25 V
2022-04-29 02:13:46,8.23 V
2022-04-29 02:14:38,8.26 V
2022-04-29 02:14:46,8.26 V
2022-04-29 02:15:39,8.25 V
2022-04-29 02:15:46,8.25 V
2022-04-29 02:15:47,8.25 V
2022-04-29 02:16:39,8.25 V
2022-04-29 02:16:47,8.25 V
2022-04-29 02:16:47,8.25 V
2022-04-29 02:17:47,8.21 V
2022-04-29 02:19:48,8.20 V
2022-04-29 02:20:41,8.20 V
2022-04-29 02:20:48,8.20 V
2022-04-29 02:20:48,8.20 V
2022-04-29 02:21:49,8.19 V
2022-04-29 04:59:04,8.25 V
2022-04-29 06:19:40,8.25 V
2022-04-29 06:22:42,8.25 V
2022-04-29 06:34:48,8.25 V
2022-04-29 06:35:48,8.25 V
2022-04-29 07:06:01,8.21 V
2022-04-29 07:07:01,8.20 V
2022-04-29 10:17:56,8.20 V
2022-04-29 10:18:57,8.20 V
2022-04-29 10:18:57,8.20 V
2022-04-29 11:26:22,8.25 V
2022-04-29 11:26:30,8.25 V
2022-04-29 11:27:23,8.25 V
2022-04-29 11:27:30,8.25 V
2022-04-29 11:28:35,8.22 V
2022-04-29 11:28:42,8.22 V
2022-04-29 13:02:16,8.25 V
2022-04-29 13:02:23,8.25 V
2022-04-29 13:03:16,8.25 V
2022-04-29 13:03:24,8.25 V
2022-04-29 13:04:17,8.23 V
2022-04-29 13:04:24,8.23 V
2022-04-29 13:05:17,8.23 V
2022-04-29 13:05:25,8.23 V
2022-04-29 13:07:18,8.25 V
2022-04-29 13:07:26,8.25 V
2022-04-29 13:08:26,8.25 V
2022-04-30 00:33:49,8.25 V
2022-04-30 00:33:57,8.25 V
2022-04-30 00:34:50,8.25 V
2022-04-30 00:34:57,8.25 V
2022-04-30 00:34:57,8.25 V
2022-04-30 00:39:51,8.16 V
2022-04-30 00:39:59,8.16 V
2022-04-30 00:40:51,8.16 V
2022-04-30 00:40:59,8.16 V
2022-04-30 00:41:51,8.17 V
2022-04-30 00:41:59,8.17 V
2022-04-30 02:07:07,8.25 V
2022-04-30 02:09:00,8.26 V
2022-04-30 02:09:07,8.26 V
2022-04-30 02:09:07,8.26 V
2022-04-30 02:10:00,8.26 V
2022-04-30 02:10:08,8.26 V
2022-04-30 02:10:08,8.26 V
2022-04-30 02:10:08,8.26 V
2022-04-30 02:11:01,8.25 V
2022-04-30 02:11:02,8.25 V
2022-04-30 02:11:08,8.25 V
2022-04-30 02:11:08,8.25 V
2022-04-30 02:11:08,8.25 V
2022-04-30 02:12:01,8.21 V
2022-04-30 02:12:09,8.21 V
2022-04-30 02:12:09,8.21 V
2022-04-30 02:13:09,8.20 V
2022-04-30 02:13:09,8.20 V
