Time,47959.obc_uptime_total
2022-09-03 01:27:24,44963184
2022-09-03 01:27:31,44963184
2022-09-03 01:28:52,44963272
2022-09-03 01:28:59,44963272
2022-09-03 01:28:59,44963272
2022-09-03 01:28:59,44963272
2022-09-03 01:30:27,44963360
2022-09-03 01:30:27,44963360
2022-09-03 01:30:27,44963360
2022-09-03 01:31:55,44963448
2022-09-03 01:31:55,44963448
2022-09-03 01:33:15,44963536
2022-09-03 01:33:15,44963536
2022-09-03 01:33:23,44963536
2022-09-03 01:33:23,44963536
2022-09-03 01:33:23,44963536
2022-09-03 01:34:44,44963624
2022-09-03 01:34:51,44963624
2022-09-03 01:34:51,44963624
2022-09-03 01:34:51,44963624
2022-09-03 01:34:51,44963624
2022-09-03 01:37:47,44963800
2022-09-03 01:42:08,44963712
2022-09-03 01:42:11,44963800
2022-09-03 03:04:22,44968992
2022-09-03 03:07:18,44969168
2022-09-03 03:07:18,44969168
2022-09-03 08:02:10,44986856
2022-09-03 09:31:42,44992224
2022-09-03 09:33:10,44992312
2022-09-03 10:42:08,44996448
2022-09-03 10:42:08,44996448
2022-09-03 10:46:24,44996712
2022-09-03 10:46:24,44996712
2022-09-03 10:46:32,44996712
2022-09-03 10:46:32,44996712
2022-09-03 10:46:32,44996712
2022-09-03 10:48:00,44996800
2022-09-03 10:49:20,44996888
2022-09-03 10:49:28,44996888
2022-09-03 10:49:28,44996888
2022-09-03 10:49:28,44996888
2022-09-03 12:17:30,45002168
2022-09-03 12:18:51,45002256
2022-09-03 12:18:58,45002256
2022-09-03 12:18:58,45002256
2022-09-03 12:21:46,45002432
2022-09-03 12:21:47,45002432
2022-09-03 12:21:54,45002432
2022-09-03 12:21:54,45002432
2022-09-03 12:21:54,45002432
2022-09-03 12:23:14,45002520
2022-09-03 12:23:15,45002520
2022-09-03 12:23:22,45002520
2022-09-03 12:23:22,45002520
2022-09-03 12:23:22,45002520
2022-09-03 12:24:42,45002608
2022-09-03 12:24:50,45002608
2022-09-03 12:24:50,45002608
2022-09-03 13:58:45,45008240
2022-09-03 16:12:15,45016248
2022-09-03 17:44:42,45021792
2022-09-03 18:40:15,45025136
2022-09-03 18:40:26,45025136
2022-09-03 20:18:44,45031032
2022-09-03 23:47:05,45043528
2022-09-03 23:48:33,45043616
2022-09-03 23:49:52,45043704
2022-09-03 23:50:01,45043704
2022-09-03 23:50:01,45043704
2022-09-03 23:51:21,45043792
2022-09-03 23:51:29,45043792
2022-09-03 23:51:29,45043792
2022-09-03 23:51:29,45043792
2022-09-03 23:52:57,45043880
2022-09-03 23:52:57,45043880
2022-09-03 23:54:17,45043968
2022-09-03 23:54:25,45043968
2022-09-03 23:54:25,45043968
2022-09-03 23:55:53,45044056
2022-09-03 23:55:53,45044056
2022-09-04 01:20:51,45049160
2022-09-04 01:20:59,45049160
2022-09-04 01:20:59,45049160
2022-09-04 01:20:59,45049160
2022-09-04 01:22:19,45049248
2022-09-04 01:22:27,45049248
2022-09-04 01:22:27,45049248
2022-09-04 01:23:47,45049336
2022-09-04 01:23:55,45049336
2022-09-04 01:23:55,45049336
2022-09-04 01:25:23,45049424
2022-09-04 01:26:44,45049512
2022-09-04 01:26:51,45049512
2022-09-04 01:26:52,45049512
2022-09-04 01:28:11,45049600
2022-09-04 01:28:19,45049600
2022-09-04 01:28:19,45049600
2022-09-04 01:29:47,45049688
2022-09-04 01:29:47,45049688
2022-09-04 02:59:09,45055056
2022-09-04 02:59:17,45055056
2022-09-04 02:59:17,45055056
2022-09-04 02:59:17,45055056
2022-09-04 03:00:37,45055144
2022-09-04 03:00:45,45055144
2022-09-04 03:00:45,45055144
2022-09-04 03:00:45,45055144
2022-09-04 03:02:13,45055232
2022-09-04 03:03:41,45055320
2022-09-04 04:33:11,45060688
2022-09-04 10:35:35,45082424
2022-09-04 10:41:19,45082776
2022-09-04 10:41:20,45082776
2022-09-04 10:41:27,45082776
2022-09-04 10:41:28,45082776
2022-09-04 10:41:28,45082776
2022-09-04 10:41:28,45082776
2022-09-04 10:42:48,45082864
2022-09-04 10:42:55,45082864
2022-09-04 10:44:23,45082952
2022-09-04 10:44:24,45082952
2022-09-04 12:09:21,45088056
2022-09-04 12:09:29,45088056
2022-09-04 12:09:29,45088056
2022-09-04 12:10:49,45088144
2022-09-04 12:10:57,45088144
2022-09-04 12:10:57,45088144
2022-09-04 12:12:17,45088232
2022-09-04 12:12:18,45088232
2022-09-04 12:12:25,45088232
2022-09-04 12:12:25,45088232
2022-09-04 12:12:25,45088232
2022-09-04 12:13:45,45088320
2022-09-04 12:13:46,45088320
2022-09-04 12:13:53,45088320
2022-09-04 12:13:53,45088320
2022-09-04 12:13:54,45088320
2022-09-04 12:15:13,45088408
2022-09-04 12:15:21,45088408
2022-09-04 12:15:21,45088408
2022-09-04 12:15:22,45088408
2022-09-04 13:46:20,45093864
2022-09-04 13:47:48,45093952
2022-09-04 13:49:16,45094040
2022-09-04 13:50:44,45094128
2022-09-04 13:50:44,45094128
2022-09-04 13:52:12,45094216
2022-09-04 16:08:38,45102400
2022-09-04 16:10:06,45102488
2022-09-04 18:32:15,45111024
2022-09-04 18:32:25,45111024
2022-09-04 18:35:21,45111200
2022-09-04 21:46:05,45122640
2022-09-04 21:47:33,45122728
2022-09-04 23:43:20,45129680
2022-09-04 23:43:28,45129680
2022-09-04 23:43:28,45129680
2022-09-04 23:43:28,45129680
2022-09-04 23:44:58,45129768
2022-09-04 23:47:44,45129944
2022-09-04 23:47:52,45129944
2022-09-04 23:47:52,45129944
2022-09-05 01:15:46,45135224
2022-09-05 01:15:54,45135224
2022-09-05 01:15:54,45135224
2022-09-05 01:15:54,45135224
2022-09-05 01:17:14,45135312
2022-09-05 01:17:22,45135312
2022-09-05 01:17:22,45135312
2022-09-05 01:17:22,45135312
2022-09-05 01:18:42,45135400
2022-09-05 01:18:50,45135400
2022-09-05 01:18:50,45135400
2022-09-05 01:18:50,45135400
2022-09-05 01:18:50,45135400
2022-09-05 01:20:10,45135488
2022-09-05 01:20:18,45135488
2022-09-05 01:20:18,45135488
2022-09-05 01:20:19,45135488
2022-09-05 01:21:38,45135576
2022-09-05 01:21:46,45135576
2022-09-05 01:21:46,45135576
2022-09-05 01:21:46,45135576
2022-09-05 01:21:47,45135576
2022-09-05 01:23:14,45135664
2022-09-05 01:24:42,45135752
2022-09-05 02:57:08,45141296
2022-09-05 05:19:28,45149832
2022-09-05 07:43:14,45158456
2022-09-05 07:44:42,45158544
2022-09-05 10:31:49,45168576
2022-09-05 10:31:57,45168576
2022-09-05 10:31:57,45168576
2022-09-05 10:33:25,45168664
2022-09-05 10:34:53,45168752
2022-09-05 10:34:53,45168752
2022-09-05 10:52:29,45169808
2022-09-05 12:04:14,45174120
2022-09-05 12:04:23,45174120
2022-09-05 12:04:23,45174120
2022-09-05 12:04:23,45174120
2022-09-05 12:05:51,45174208
2022-09-05 12:05:51,45174208
2022-09-05 12:07:10,45174296
2022-09-05 12:07:12,45174296
2022-09-05 12:07:19,45174296
2022-09-05 12:07:19,45174296
2022-09-05 12:07:19,45174296
2022-09-05 12:07:19,45174296
2022-09-05 12:07:19,45174296
2022-09-05 12:08:40,45174384
2022-09-05 12:08:47,45174384
2022-09-05 12:08:47,45174384
2022-09-05 12:08:47,45174384
2022-09-05 13:39:45,45179840
2022-09-05 13:41:13,45179928
2022-09-05 13:41:13,45179928
2022-09-05 13:41:13,45179928
2022-09-05 13:41:13,45179928
2022-09-05 13:42:41,45180016
2022-09-05 13:42:41,45180016
2022-09-05 13:42:41,45180016
2022-09-05 13:45:37,45180192
2022-09-05 13:45:37,45180192
2022-09-05 13:47:05,45180280
2022-09-05 16:00:36,45188288
2022-09-05 16:02:04,45188376
2022-09-05 16:03:32,45188464
2022-09-05 16:05:00,45188552
2022-09-05 16:06:28,45188640
2022-09-05 18:22:54,45196824
2022-09-05 21:39:32,45208616
2022-09-05 23:38:13,45215744
2022-09-05 23:38:21,45215744
2022-09-05 23:38:22,45215744
2022-09-05 23:41:18,45215920
2022-09-06 01:09:11,45221200
2022-09-06 01:09:19,45221200
2022-09-06 01:09:20,45221200
2022-09-06 01:12:16,45221376
2022-09-06 01:12:16,45221376
2022-09-06 01:13:35,45221464
2022-09-06 01:13:35,45221464
2022-09-06 01:13:44,45221464
2022-09-06 01:13:44,45221464
2022-09-06 01:13:44,45221464
2022-09-06 01:15:04,45221552
2022-09-06 01:15:12,45221552
2022-09-06 01:15:12,45221552
2022-09-06 01:16:40,45221640
2022-09-06 02:43:14,45226832
2022-09-06 02:44:42,45226920
2022-09-06 02:44:42,45226920
2022-09-06 02:46:02,45227008
2022-09-06 02:46:10,45227008
2022-09-06 02:46:10,45227008
2022-09-06 02:46:10,45227008
2022-09-06 02:46:10,45227008
2022-09-06 02:47:38,45227096
2022-09-06 02:47:38,45227096
2022-09-06 02:47:38,45227096
2022-09-06 02:47:38,45227096
2022-09-06 02:49:06,45227184
2022-09-06 02:49:06,45227184
2022-09-06 02:49:06,45227184
2022-09-06 05:11:25,45235720
2022-09-06 05:14:21,45235896
2022-09-06 05:15:49,45235984
2022-09-06 05:17:17,45236072
2022-09-06 05:20:13,45236248
2022-09-06 10:22:28,45254376
2022-09-06 10:23:56,45254464
2022-09-06 10:25:24,45254552
2022-09-06 10:26:52,45254640
2022-09-06 10:28:20,45254728
2022-09-06 10:29:48,45254816
2022-09-06 11:54:54,45259920
2022-09-06 11:56:22,45260008
2022-09-06 11:56:22,45260008
2022-09-06 11:57:42,45260096
2022-09-06 11:57:43,45260096
2022-09-06 11:57:50,45260096
2022-09-06 11:57:50,45260096
2022-09-06 11:57:50,45260096
2022-09-06 11:59:10,45260184
2022-09-06 11:59:11,45260184
2022-09-06 11:59:18,45260184
2022-09-06 11:59:18,45260184
2022-09-06 11:59:18,45260184
2022-09-06 11:59:18,45260184
2022-09-06 11:59:18,45260184
2022-09-06 12:00:38,45260272
2022-09-06 12:00:46,45260272
2022-09-06 12:00:46,45260272
2022-09-06 12:02:06,45260360
2022-09-06 12:02:14,45260360
2022-09-06 12:02:14,45260360
2022-09-06 12:03:34,45260448
2022-09-06 12:03:35,45260448
2022-09-06 12:03:42,45260448
2022-09-06 12:03:42,45260448
2022-09-06 12:03:42,45260448
2022-09-06 12:03:42,45260448
2022-09-06 12:05:10,45260536
2022-09-06 13:31:44,45265728
2022-09-06 13:33:12,45265816
2022-09-06 13:33:12,45265816
2022-09-06 13:34:40,45265904
2022-09-06 13:34:40,45265904
2022-09-06 13:36:08,45265992
2022-09-06 13:36:08,45265992
2022-09-06 13:36:08,45265992
2022-09-06 13:36:08,45265992
2022-09-06 13:37:36,45266080
2022-09-06 13:39:04,45266168
2022-09-06 13:39:04,45266168
2022-09-06 13:40:32,45266256
2022-09-06 15:52:35,45274176
2022-09-06 15:54:02,45274264
2022-09-06 15:55:30,45274352
2022-09-06 15:56:58,45274440
2022-09-06 15:59:55,45274616
2022-09-06 18:19:18,45282976
2022-09-06 18:20:45,45283064
2022-09-06 18:20:46,45283064
2022-09-07 01:02:36,45307176
2022-09-07 01:02:45,45307176
2022-09-07 01:02:45,45307176
2022-09-07 01:04:04,45307264
2022-09-07 01:04:13,45307264
2022-09-07 01:04:13,45307264
2022-09-07 01:05:32,45307352
2022-09-07 01:05:41,45307352
2022-09-07 01:05:41,45307352
2022-09-07 01:05:41,45307352
2022-09-07 01:07:00,45307440
2022-09-07 01:07:01,45307440
2022-09-07 01:07:09,45307440
2022-09-07 01:07:09,45307440
2022-09-07 01:07:09,45307440
2022-09-07 01:08:28,45307528
2022-09-07 01:08:37,45307528
2022-09-07 01:08:37,45307528
2022-09-07 01:10:05,45307616
2022-09-07 02:36:39,45312808
2022-09-07 02:38:07,45312896
2022-09-07 02:42:31,45313160
2022-09-07 02:42:31,45313160
2022-09-07 02:42:31,45313160
2022-09-07 04:14:57,45318704
2022-09-07 08:30:15,45334016
2022-09-07 10:20:18,45340616
2022-09-07 11:49:39,45345984
2022-09-07 11:49:47,45345984
2022-09-07 11:49:48,45345984
2022-09-07 11:51:08,45346072
2022-09-07 11:51:08,45346072
2022-09-07 11:51:15,45346072
2022-09-07 11:51:16,45346072
2022-09-07 11:51:16,45346072
2022-09-07 11:52:35,45346160
2022-09-07 11:52:36,45346160
2022-09-07 11:52:43,45346160
2022-09-07 11:52:44,45346160
2022-09-07 11:52:44,45346160
2022-09-07 11:52:44,45346160
2022-09-07 11:52:44,45346160
2022-09-07 11:54:04,45346248
2022-09-07 11:54:12,45346248
2022-09-07 11:54:12,45346248
2022-09-07 11:54:12,45346248
2022-09-07 11:55:31,45346336
2022-09-07 11:55:32,45346336
2022-09-07 11:55:40,45346336
2022-09-07 11:55:40,45346336
2022-09-07 11:55:40,45346336
2022-09-07 11:56:59,45346424
2022-09-07 11:57:00,45346424
2022-09-07 11:57:08,45346424
2022-09-07 11:57:08,45346424
2022-09-07 11:57:08,45346424
2022-09-07 11:57:08,45346424
2022-09-07 11:58:36,45346512
2022-09-07 11:58:36,45346512
2022-09-07 13:26:30,45351792
2022-09-07 13:26:38,45351792
2022-09-07 13:26:38,45351792
2022-09-07 13:32:30,45352144
2022-09-07 23:23:38,45387608
2022-09-07 23:23:46,45387608
2022-09-07 23:25:14,45387696
2022-09-07 23:26:42,45387784
2022-09-08 00:54:44,45393064
2022-09-08 00:56:12,45393152
2022-09-08 00:56:12,45393152
2022-09-08 00:56:12,45393152
2022-09-08 00:57:32,45393240
2022-09-08 00:57:33,45393240
2022-09-08 00:57:40,45393240
2022-09-08 00:57:40,45393240
2022-09-08 00:57:40,45393240
2022-09-08 00:57:41,45393240
2022-09-08 00:59:08,45393328
2022-09-08 01:00:28,45393416
2022-09-08 01:00:36,45393416
2022-09-08 01:00:36,45393416
2022-09-08 01:00:36,45393416
2022-09-08 01:02:04,45393504
2022-09-08 02:31:34,45398872
2022-09-08 02:31:35,45398872
2022-09-08 02:32:55,45398960
2022-09-08 02:33:02,45398960
2022-09-08 02:33:02,45398960
2022-09-08 02:33:03,45398960
2022-09-08 02:34:23,45399048
2022-09-08 02:34:30,45399048
2022-09-08 02:34:30,45399048
2022-09-08 02:34:30,45399048
2022-09-08 02:34:31,45399048
2022-09-08 02:35:58,45399136
2022-09-08 02:35:58,45399136
2022-09-08 02:35:59,45399136
2022-09-08 02:37:27,45399224
2022-09-08 04:06:56,45404592
2022-09-08 07:23:24,45416384
2022-09-08 07:23:32,45416384
2022-09-08 07:23:33,45416384
2022-09-08 10:09:21,45426328
2022-09-08 10:10:49,45426416
2022-09-08 10:12:17,45426504
2022-09-08 10:13:45,45426592
2022-09-08 10:15:13,45426680
2022-09-08 10:16:41,45426768
2022-09-08 11:41:39,45431872
2022-09-08 11:41:47,45431872
2022-09-08 11:43:07,45431960
2022-09-08 11:43:15,45431960
2022-09-08 11:43:15,45431960
2022-09-08 11:44:35,45432048
2022-09-08 11:44:35,45432048
2022-09-08 11:44:43,45432048
2022-09-08 11:44:43,45432048
2022-09-08 11:44:43,45432048
2022-09-08 11:46:03,45432136
2022-09-08 11:46:03,45432136
2022-09-08 11:46:11,45432136
2022-09-08 11:46:11,45432136
2022-09-08 11:46:11,45432136
2022-09-08 11:46:11,45432136
2022-09-08 11:47:31,45432224
2022-09-08 11:47:32,45432224
2022-09-08 11:47:39,45432224
2022-09-08 11:47:39,45432224
2022-09-08 11:47:39,45432224
2022-09-08 11:47:39,45432224
2022-09-08 11:48:59,45432312
2022-09-08 11:48:59,45432312
2022-09-08 11:49:07,45432312
2022-09-08 11:49:07,45432312
2022-09-08 11:49:07,45432312
2022-09-08 11:49:07,45432312
2022-09-08 11:50:27,45432400
2022-09-08 11:50:27,45432400
2022-09-08 11:50:35,45432400
2022-09-08 11:50:35,45432400
2022-09-08 11:50:35,45432400
2022-09-08 11:50:35,45432400
2022-09-08 11:50:35,45432400
2022-09-08 11:51:56,45432488
2022-09-08 11:52:03,45432488
2022-09-08 13:17:09,45437592
2022-09-08 13:19:57,45437768
2022-09-08 13:20:05,45437768
2022-09-08 13:20:05,45437768
2022-09-08 13:21:33,45437856
2022-09-08 13:21:33,45437856
2022-09-08 13:21:33,45437856
2022-09-08 13:21:33,45437856
2022-09-08 13:22:53,45437944
2022-09-08 13:23:01,45437944
2022-09-08 13:23:01,45437944
2022-09-08 13:24:30,45438032
2022-09-08 18:43:15,45457150
2022-09-08 18:44:43,45457238
2022-09-08 21:20:15,45466566
2022-09-08 22:54:09,45472198
2022-09-09 00:48:28,45479062
2022-09-09 00:48:36,45479062
2022-09-09 00:49:56,45479150
2022-09-09 00:49:56,45479150
2022-09-09 00:50:04,45479150
2022-09-09 00:50:04,45479150
2022-09-09 00:51:24,45479238
2022-09-09 00:51:32,45479238
2022-09-09 00:51:32,45479238
2022-09-09 00:52:52,45479326
2022-09-09 00:52:52,45479326
2022-09-09 00:52:52,45479326
2022-09-09 00:53:00,45479326
2022-09-09 00:53:00,45479326
2022-09-09 00:53:00,45479326
2022-09-09 00:53:00,45479326
2022-09-09 00:54:20,45479414
2022-09-09 00:54:28,45479414
2022-09-09 00:54:28,45479414
2022-09-09 02:23:50,45484782
2022-09-09 02:23:58,45484782
2022-09-09 02:25:18,45484870
2022-09-09 02:25:26,45484870
2022-09-09 02:25:26,45484870
2022-09-09 02:25:26,45484870
2022-09-09 02:26:46,45484958
2022-09-09 02:26:54,45484958
2022-09-09 02:26:54,45484958
2022-09-09 02:26:54,45484958
2022-09-09 02:26:54,45484958
2022-09-09 02:28:14,45485046
2022-09-09 02:28:22,45485046
2022-09-09 02:28:22,45485046
2022-09-09 02:28:22,45485046
2022-09-09 02:31:18,45485222
2022-09-09 03:59:20,45490502
2022-09-09 04:00:48,45490590
2022-09-09 04:00:48,45490590
2022-09-09 04:03:44,45490766
2022-09-09 07:14:28,45502206
2022-09-09 10:06:09,45512502
2022-09-09 10:07:36,45512590
2022-09-09 10:07:37,45512590
2022-09-09 10:25:13,45513646
2022-09-09 10:26:41,45513734
2022-09-09 11:35:38,45517870
2022-09-09 11:36:58,45517958
2022-09-09 11:37:06,45517958
2022-09-09 11:41:22,45518222
2022-09-09 11:41:31,45518222
2022-09-09 11:41:31,45518222
2022-09-09 11:42:50,45518310
2022-09-09 11:42:51,45518310
2022-09-09 11:42:59,45518310
2022-09-09 11:42:59,45518310
2022-09-09 13:10:53,45523590
2022-09-09 13:11:01,45523590
2022-09-09 13:12:28,45523678
2022-09-09 13:13:57,45523766
2022-09-09 23:11:06,45559582
2022-09-10 00:43:32,45565127
2022-09-10 00:46:19,45565303
2022-09-10 00:46:20,45565303
2022-09-10 00:46:27,45565303
2022-09-10 00:46:28,45565303
2022-09-10 00:47:56,45565391
2022-09-10 02:18:54,45570847
2022-09-10 02:20:13,45570935
2022-09-10 02:20:22,45570935
2022-09-10 02:20:22,45570935
2022-09-10 02:20:22,45570935
2022-09-10 02:20:22,45570935
2022-09-10 02:20:22,45570935
2022-09-10 02:23:18,45571111
2022-09-10 03:52:47,45576484
2022-09-10 09:59:34,45598484
2022-09-10 11:30:24,45603940
2022-09-10 11:30:32,45603940
2022-09-10 11:36:17,45604292
2022-09-10 11:36:24,45604292
2022-09-10 11:36:24,45604292
2022-09-10 11:37:52,45604380
2022-09-10 13:07:22,45609748
2022-09-10 13:10:10,45609924
2022-09-10 13:10:18,45609924
2022-09-10 23:04:32,45645564
2022-09-11 00:35:25,45651020
2022-09-11 00:35:32,45651020
2022-09-11 00:36:49,45651108
2022-09-11 00:36:58,45651108
2022-09-11 00:36:58,45651108
2022-09-11 00:38:26,45651196
2022-09-11 00:39:46,45651284
2022-09-11 00:39:54,45651284
2022-09-11 00:41:14,45651372
2022-09-11 00:41:22,45651372
2022-09-11 00:44:18,45651548
2022-09-11 02:10:52,45656740
2022-09-11 02:10:52,45656740
2022-09-11 02:10:52,45656740
2022-09-11 02:12:12,45656828
2022-09-11 02:12:12,45656828
2022-09-11 02:12:20,45656828
2022-09-11 02:12:20,45656828
2022-09-11 02:12:20,45656828
2022-09-11 02:12:20,45656828
2022-09-11 02:13:40,45656916
2022-09-11 02:13:46,45656916
2022-09-11 02:13:46,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:13:48,45656916
2022-09-11 02:15:08,45657004
2022-09-11 02:15:16,45657004
2022-09-11 02:15:16,45657004
2022-09-11 02:15:16,45657004
2022-09-11 02:15:16,45657004
2022-09-11 06:59:45,45674076
2022-09-11 06:59:54,45674076
2022-09-11 07:01:14,45674164
2022-09-11 07:01:21,45674164
2022-09-11 07:01:22,45674164
2022-09-11 07:01:23,45674164
2022-09-11 07:02:41,45674252
2022-09-11 07:02:47,45674252
2022-09-11 07:02:49,45674252
2022-09-11 07:02:50,45674252
2022-09-11 11:23:52,45689916
2022-09-11 11:24:00,45689916
2022-09-11 11:25:22,45690004
2022-09-11 11:25:22,45690004
2022-09-11 11:25:29,45690004
2022-09-11 11:25:30,45690004
2022-09-11 11:26:48,45690092
2022-09-11 11:26:56,45690092
2022-09-11 11:26:56,45690092
2022-09-11 11:26:56,45690092
2022-09-11 12:56:24,45695460
2022-09-11 12:56:27,45695460
2022-09-11 12:59:23,45695636
2022-09-11 13:00:43,45695724
2022-09-11 13:00:51,45695724
2022-09-11 13:00:51,45695724
2022-09-11 13:00:51,45695724
2022-09-11 13:00:51,45695724
2022-09-11 13:00:51,45695724
2022-09-11 13:00:51,45695724
2022-09-11 13:02:11,45695812
2022-09-11 13:02:11,45695812
2022-09-11 13:02:17,45695812
2022-09-11 13:02:17,45695812
2022-09-11 13:02:19,45695812
2022-09-11 13:02:19,45695812
2022-09-11 13:02:19,45695812
2022-09-11 13:02:19,45695812
2022-09-11 13:02:19,45695812
2022-09-11 13:02:19,45695812
2022-09-11 13:03:39,45695900
2022-09-11 13:03:47,45695900
2022-09-11 13:03:47,45695900
2022-09-11 22:33:03,45730044
2022-09-12 00:28:58,45736996
2022-09-12 00:30:19,45737084
2022-09-12 00:30:21,45737084
2022-09-12 00:30:30,45737084
2022-09-12 00:30:30,45737084
2022-09-12 00:30:30,45737084
2022-09-12 00:31:45,45737172
2022-09-12 00:31:56,45737172
2022-09-12 00:31:56,45737172
2022-09-12 00:33:11,45737260
2022-09-12 00:33:22,45737260
2022-09-12 00:33:22,45737260
2022-09-12 00:34:39,45737348
2022-09-12 00:34:42,45737348
2022-09-12 00:34:50,45737348
2022-09-12 00:34:50,45737348
2022-09-12 00:34:50,45737348
2022-09-12 00:36:07,45737436
2022-09-12 00:36:18,45737436
2022-09-12 00:36:18,45737436
2022-09-12 00:37:46,45737524
2022-09-12 02:01:23,45742540
2022-09-12 02:04:19,45742716
2022-09-12 02:04:19,45742716
2022-09-12 02:04:19,45742716
2022-09-12 02:08:44,45742980
2022-09-12 02:08:44,45742980
2022-09-12 02:11:39,45743156
2022-09-12 03:39:42,45748436
2022-09-12 03:39:42,45748436
2022-09-12 06:54:49,45760140
2022-09-12 06:54:50,45760140
2022-09-12 06:56:09,45760228
2022-09-12 06:56:17,45760228
2022-09-12 06:56:18,45760228
2022-09-12 06:59:13,45760404
2022-09-12 06:59:14,45760404
2022-09-12 09:45:01,45770348
2022-09-12 09:47:57,45770524
2022-09-12 10:05:33,45771580
2022-09-12 11:14:31,45775716
2022-09-12 11:15:59,45775804
2022-09-12 11:15:59,45775804
2022-09-12 11:17:27,45775892
2022-09-12 11:18:47,45775980
2022-09-12 11:18:55,45775980
2022-09-12 11:18:55,45775980
2022-09-12 11:18:55,45775980
2022-09-12 11:20:15,45776068
2022-09-12 11:20:23,45776068
2022-09-12 11:20:23,45776068
2022-09-12 11:21:40,45776156
2022-09-12 11:21:51,45776156
2022-09-12 11:23:08,45776244
2022-09-12 11:23:19,45776244
2022-09-12 11:23:19,45776244
2022-09-12 11:23:19,45776244
2022-09-12 11:24:36,45776332
2022-09-12 11:24:47,45776332
2022-09-12 11:24:47,45776332
2022-09-12 12:51:12,45781524
2022-09-12 12:51:20,45781524
2022-09-12 12:51:20,45781524
2022-09-12 12:54:09,45781700
2022-09-12 12:54:16,45781700
2022-09-12 12:54:16,45781700
2022-09-12 12:54:16,45781700
2022-09-12 12:58:40,45781964
2022-09-12 12:58:40,45781964
2022-09-12 20:54:02,45810476
2022-09-12 22:27:56,45816108
2022-09-13 00:20:54,45822884
2022-09-13 00:22:14,45822972
2022-09-13 00:22:15,45822972
2022-09-13 00:22:22,45822972
2022-09-13 00:22:22,45822972
2022-09-13 00:22:22,45822972
2022-09-13 00:23:42,45823060
2022-09-13 00:23:50,45823060
2022-09-13 00:23:50,45823060
2022-09-13 00:23:50,45823060
2022-09-13 00:23:51,45823060
2022-09-13 00:25:11,45823148
2022-09-13 00:25:18,45823148
2022-09-13 00:25:18,45823148
2022-09-13 00:25:19,45823148
2022-09-13 00:26:39,45823236
2022-09-13 00:26:39,45823236
2022-09-13 00:26:47,45823236
2022-09-13 00:26:47,45823236
2022-09-13 00:26:47,45823236
2022-09-13 00:31:03,45823500
2022-09-13 00:31:10,45823500
2022-09-13 02:02:09,45828956
2022-09-13 02:02:09,45828956
2022-09-13 02:02:09,45828956
2022-09-13 02:03:29,45829044
2022-09-13 02:03:37,45829044
2022-09-13 02:03:37,45829044
2022-09-13 03:31:39,45834324
2022-09-13 03:31:39,45834324
2022-09-13 03:33:07,45834412
2022-09-13 03:33:07,45834412
2022-09-13 09:39:55,45856412
2022-09-13 09:41:23,45856500
2022-09-13 09:57:31,45857468
2022-09-13 09:58:59,45857556
2022-09-13 10:00:27,45857644
2022-09-13 10:01:55,45857732
2022-09-13 10:04:51,45857908
2022-09-13 11:07:56,45861692
2022-09-13 11:09:16,45861780
2022-09-13 11:09:24,45861780
2022-09-13 11:12:12,45861956
2022-09-13 11:12:20,45861956
2022-09-13 11:12:20,45861956
2022-09-13 11:15:16,45862132
2022-09-13 11:34:20,45863276
2022-09-13 12:41:49,45867324
2022-09-13 12:43:41,45867500
2022-09-13 12:44:45,45867500
2022-09-13 12:44:46,45867500
2022-09-13 12:47:33,45867676
2022-09-13 12:47:41,45867676
2022-09-13 12:47:41,45867676
2022-09-13 12:47:41,45867676
2022-09-13 12:47:42,45867676
2022-09-13 12:49:01,45867764
2022-09-13 12:49:09,45867764
2022-09-13 12:49:09,45867764
2022-09-13 12:49:10,45867764
2022-09-13 12:49:10,45867764
2022-09-13 14:23:03,45873396
2022-09-13 14:24:31,45873484
2022-09-13 20:41:34,45896100
2022-09-13 20:43:02,45896188
2022-09-13 20:47:26,45896452
2022-09-13 20:48:54,45896540
2022-09-14 00:14:18,45908860
2022-09-14 00:15:38,45908948
2022-09-14 00:15:46,45908948
2022-09-14 00:15:46,45908948
2022-09-14 00:17:08,45909036
2022-09-14 00:17:08,45909036
2022-09-14 00:17:16,45909036
2022-09-14 00:17:16,45909036
2022-09-14 00:17:16,45909036
2022-09-14 00:20:02,45909212
2022-09-14 00:20:10,45909212
2022-09-14 00:20:10,45909212
2022-09-14 00:21:30,45909300
2022-09-14 00:21:38,45909300
2022-09-14 00:21:38,45909300
2022-09-14 00:23:06,45909388
2022-09-14 01:48:12,45914492
2022-09-14 01:49:40,45914580
2022-09-14 01:51:00,45914668
2022-09-14 01:51:08,45914668
2022-09-14 01:51:08,45914668
2022-09-14 01:51:08,45914668
2022-09-14 01:51:08,45914668
2022-09-14 01:52:28,45914756
2022-09-14 01:52:36,45914756
2022-09-14 01:52:36,45914756
2022-09-14 01:52:36,45914756
2022-09-14 01:53:56,45914844
2022-09-14 01:53:57,45914844
2022-09-14 01:54:02,45914844
2022-09-14 01:54:02,45914844
2022-09-14 01:54:04,45914844
