"Time","Framecount"
2019-07-26 03:00:00,26053
2019-07-27 03:00:00,26126
2019-07-28 03:00:00,26247
2019-07-29 03:00:00,26442
2019-07-30 03:00:00,26684
2019-07-31 03:00:00,26860
2019-08-01 03:00:00,26931
2019-08-02 03:00:00,27036
2019-08-03 03:00:00,27158
2019-08-04 03:00:00,27370
2019-08-05 03:00:00,27480
2019-08-06 03:00:00,27900
2019-08-07 03:00:00,28078
2019-08-08 03:00:00,28181
2019-08-09 03:00:00,28241
2019-08-10 03:00:00,28276
2019-08-11 03:00:00,28477
2019-08-12 03:00:00,28877
2019-08-13 03:00:00,29174
2019-08-14 03:00:00,29517
2019-08-15 03:00:00,29636
2019-08-16 03:00:00,29764
2019-08-17 03:00:00,29888
2019-08-18 03:00:00,30007
2019-08-19 03:00:00,30159
2019-08-20 03:00:00,30270
2019-08-21 03:00:00,30379
2019-08-22 03:00:00,30560
2019-08-23 03:00:00,30682
2019-08-24 03:00:00,30783
2019-08-25 03:00:00,30901
2019-08-26 03:00:00,31011
2019-08-27 03:00:00,31171
2019-08-28 03:00:00,31302
2019-08-29 03:00:00,31459
2019-08-30 03:00:00,31606
2019-08-31 03:00:00,31712
2019-09-01 03:00:00,31845
2019-09-02 03:00:00,32116
2019-09-03 03:00:00,32354
2019-09-04 03:00:00,32529
2019-09-05 03:00:00,32624
2019-09-06 03:00:00,32782
2019-09-07 03:00:00,32885
2019-09-08 03:00:00,32980
2019-09-09 03:00:00,33187
2019-09-10 03:00:00,33499
2019-09-11 03:00:00,33842
2019-09-12 03:00:00,33954
2019-09-13 03:00:00,34054
2019-09-14 03:00:00,34152
2019-09-15 03:00:00,34265
2019-09-16 03:00:00,34355
2019-09-17 03:00:00,34672
2019-09-18 03:00:00,34972
2019-09-19 03:00:00,35050
2019-09-20 03:00:00,35139
2019-09-21 03:00:00,35209
2019-09-22 03:00:00,35285
2019-09-23 03:00:00,35359
2019-09-24 03:00:00,35624
2019-09-25 03:00:00,35885
2019-09-26 03:00:00,35938
2019-09-27 03:00:00,36041
2019-09-28 03:00:00,36134
2019-09-29 03:00:00,36252
2019-09-30 03:00:00,36346
2019-10-01 03:00:00,36500
2019-10-02 03:00:00,36736
2019-10-03 03:00:00,37008
2019-10-04 03:00:00,37293
2019-10-05 03:00:00,37764
2019-10-06 03:00:00,37868
2019-10-07 03:00:00,37998
2019-10-08 03:00:00,38084
2019-10-09 03:00:00,38484
2019-10-10 03:00:00,38935
2019-10-11 03:00:00,39373
2019-10-12 03:00:00,39478
2019-10-13 03:00:00,39593
2019-10-14 03:00:00,39709
2019-10-15 03:00:00,40073
2019-10-16 03:00:00,40433
2019-10-17 03:00:00,40595
2019-10-18 03:00:00,40661
2019-10-19 03:00:00,40778
2019-10-20 03:00:00,40869
2019-10-21 03:00:00,40944
2019-10-22 03:00:00,41094
2019-10-23 03:00:00,41334
2019-10-24 03:00:00,41690
2019-10-25 03:00:00,41787
2019-10-26 03:00:00,41889
2019-10-27 03:00:00,41950
2019-10-28 03:00:00,42035
2019-10-29 03:00:00,42360
2019-10-30 03:00:00,42620
2019-10-31 03:00:00,42912
2019-11-01 03:00:00,42985
2019-11-02 03:00:00,43074
2019-11-03 03:00:00,43156
2019-11-04 03:00:00,43254
2019-11-05 03:00:00,43533
2019-11-06 03:00:00,43709
2019-11-07 03:00:00,44012
2019-11-08 03:00:00,44232
2019-11-09 03:00:00,44335
2019-11-10 03:00:00,44435
2019-11-11 03:00:00,44519
2019-11-12 03:00:00,44879
2019-11-13 03:00:00,45118
2019-11-14 03:00:00,45404
2019-11-15 03:00:00,45536
2019-11-16 03:00:00,45616
2019-11-17 03:00:00,45687
2019-11-18 03:00:00,45772
2019-11-19 03:00:00,45933
2019-11-20 03:00:00,46126
2019-11-21 03:00:00,46362
2019-11-22 03:00:00,46485
2019-11-23 03:00:00,46581
2019-11-24 03:00:00,46689
2019-11-25 03:00:00,46814
2019-11-26 03:00:00,47053
2019-11-27 03:00:00,47228
2019-11-28 03:00:00,47397
2019-11-29 03:00:00,47532
2019-11-30 03:00:00,47660
2019-12-01 03:00:00,47790
2019-12-02 03:00:00,47955
2019-12-03 03:00:00,48488
2019-12-04 03:00:00,49091
2019-12-05 03:00:00,49317
2019-12-06 03:00:00,49444
2019-12-07 03:00:00,49608
2019-12-08 03:00:00,49714
2019-12-09 03:00:00,49877
2019-12-10 03:00:00,50543
2019-12-11 03:00:00,51062
2019-12-12 03:00:00,51430
2019-12-13 03:00:00,51530
2019-12-14 03:00:00,51648
2019-12-15 03:00:00,51747
2019-12-16 03:00:00,51857
2019-12-17 03:00:00,51947
2019-12-18 03:00:00,52329
2019-12-19 03:00:00,52593
2019-12-20 03:00:00,52764
2019-12-21 03:00:00,52867
2019-12-22 03:00:00,52997
2019-12-23 03:00:00,53123
2019-12-24 03:00:00,53277
2019-12-25 03:00:00,53392
2019-12-26 03:00:00,53789
2019-12-27 03:00:00,54004
2019-12-28 03:00:00,54381
2019-12-29 03:00:00,54742
2019-12-30 03:00:00,55009
2019-12-31 03:00:00,55111
2020-01-01 03:00:00,55208
2020-01-02 03:00:00,55288
2020-01-03 03:00:00,55329
2020-01-04 03:00:00,55546
2020-01-05 03:00:00,55947
2020-01-06 03:00:00,56124
2020-01-07 03:00:00,56260
2020-01-08 03:00:00,56357
2020-01-09 03:00:00,56421
2020-01-10 03:00:00,56482
2020-01-11 03:00:00,56705
2020-01-12 03:00:00,57037
2020-01-13 03:00:00,57406
2020-01-14 03:00:00,57876
2020-01-15 03:00:00,58055
2020-01-16 03:00:00,58172
2020-01-17 03:00:00,58297
2020-01-18 03:00:00,58412
2020-01-19 03:00:00,58534
2020-01-20 03:00:00,58681
2020-01-21 03:00:00,59110
2020-01-22 03:00:00,59645
2020-01-23 03:00:00,60142
2020-01-24 03:00:00,60285
2020-01-25 03:00:00,60417
2020-01-26 03:00:00,60572
2020-01-27 03:00:00,60692
2020-01-28 03:00:00,61037
2020-01-29 03:00:00,61409
2020-01-30 03:00:00,61670
2020-01-31 03:00:00,61940
2020-02-01 03:00:00,62035
2020-02-02 03:00:00,62132
2020-02-03 03:00:00,62241
2020-02-04 03:00:00,62359
2020-02-05 03:00:00,62600
2020-02-06 03:00:00,62878
2020-02-07 03:00:00,63244
2020-02-08 03:00:00,63473
2020-02-09 03:00:00,63728
2020-02-10 03:00:00,64007
2020-02-11 03:00:00,64082
2020-02-12 03:00:00,64241
2020-02-13 03:00:00,64349
2020-02-14 03:00:00,64471
2020-02-15 03:00:00,64971
2020-02-16 03:00:00,65325
2020-02-17 03:00:00,65776
2020-02-18 03:00:00,66194
2020-02-19 03:00:00,66287
2020-02-20 03:00:00,66498
2020-02-21 03:00:00,66613
2020-02-22 03:00:00,67234
2020-02-23 03:00:00,67607
2020-02-24 03:00:00,67806
2020-02-25 03:00:00,68509
2020-02-26 03:00:00,68961
2020-02-27 03:00:00,69366
2020-02-28 03:00:00,69686
2020-02-29 03:00:00,69800
2020-03-01 03:00:00,69902
2020-03-02 03:00:00,69996
2020-03-03 03:00:00,70084
2020-03-04 03:00:00,70314
2020-03-05 03:00:00,70491
2020-03-06 03:00:00,70650
2020-03-07 03:00:00,70892
2020-03-08 03:00:00,70985
2020-03-09 03:00:00,71080
2020-03-10 03:00:00,71171
2020-03-11 03:00:00,71261
2020-03-12 03:00:00,71581
2020-03-13 03:00:00,71829
2020-03-14 03:00:00,72176
2020-03-15 03:00:00,72415
2020-03-16 03:00:00,72514
2020-03-17 03:00:00,72626
2020-03-18 03:00:00,72740
2020-03-19 03:00:00,72935
2020-03-20 03:00:00,73240
2020-03-21 03:00:00,73400
2020-03-22 03:00:00,73517
2020-03-23 03:00:00,73647
2020-03-24 03:00:00,73749
2020-03-25 03:00:00,73857
2020-03-26 03:00:00,74086
2020-03-27 03:00:00,74547
2020-03-28 03:00:00,74813
2020-03-29 03:00:00,75132
2020-03-30 03:00:00,75470
2020-03-31 03:00:00,75611
2020-04-01 03:00:00,75770
2020-04-02 03:00:00,75926
2020-04-03 03:00:00,76346
2020-04-04 03:00:00,76770
2020-04-05 03:00:00,77307
2020-04-06 03:00:00,77826
2020-04-07 03:00:00,77968
2020-04-08 03:00:00,78113
2020-04-09 03:00:00,78221
2020-04-10 03:00:00,78390
2020-04-11 03:00:00,78553
2020-04-12 03:00:00,78691
2020-04-13 03:00:00,78797
2020-04-14 03:00:00,79167
2020-04-15 03:00:00,79529
2020-04-16 03:00:00,79850
2020-04-17 03:00:00,80178
2020-04-18 03:00:00,80291
2020-04-19 03:00:00,80428
2020-04-20 03:00:00,80530
2020-04-21 03:00:00,80855
2020-04-22 03:00:00,81078
2020-04-23 03:00:00,81289
2020-04-24 03:00:00,81602
2020-04-25 03:00:00,81742
2020-04-26 03:00:00,81962
2020-04-27 03:00:00,82097
2020-04-28 03:00:00,82226
2020-04-29 03:00:00,82334
2020-04-30 03:00:00,82508
2020-05-01 03:00:00,82682
2020-05-02 03:00:00,82832
2020-05-03 03:00:00,82944
2020-05-04 03:00:00,83096
2020-05-05 03:00:00,83274
2020-05-06 03:00:00,83472
2020-05-07 03:00:00,83628
2020-05-08 03:00:00,83805
2020-05-09 03:00:00,84104
2020-05-10 03:00:00,84219
2020-05-11 03:00:00,84392
2020-05-12 03:00:00,84529
2020-05-13 03:00:00,84644
2020-05-14 03:00:00,84934
2020-05-15 03:00:00,85194
2020-05-16 03:00:00,85447
2020-05-17 03:00:00,85676
2020-05-18 03:00:00,85859
2020-05-19 03:00:00,85989
2020-05-20 03:00:00,86095
2020-05-21 03:00:00,86221
2020-05-22 03:00:00,86553
2020-05-23 03:00:00,86747
2020-05-24 03:00:00,86926
2020-05-25 03:00:00,87094
2020-05-26 03:00:00,87338
2020-05-27 03:00:00,87443
2020-05-28 03:00:00,87568
2020-05-29 03:00:00,87677
2020-05-30 03:00:00,87827
2020-05-31 03:00:00,87973
2020-06-01 03:00:00,88155
2020-06-02 03:00:00,88386
2020-06-03 03:00:00,88503
2020-06-04 03:00:00,88638
2020-06-05 03:00:00,88786
2020-06-06 03:00:00,88913
2020-06-07 03:00:00,89127
2020-06-08 03:00:00,89327
2020-06-09 03:00:00,89524
2020-06-10 03:00:00,89619
2020-06-11 03:00:00,89724
2020-06-12 03:00:00,89847
2020-06-13 03:00:00,89995
2020-06-14 03:00:00,90182
2020-06-15 03:00:00,90371
2020-06-16 03:00:00,90567
2020-06-17 03:00:00,90670
2020-06-18 03:00:00,90794
2020-06-19 03:00:00,90933
2020-06-20 03:00:00,91134
2020-06-21 03:00:00,91378
2020-06-22 03:00:00,91645
2020-06-23 03:00:00,91894
2020-06-24 03:00:00,92054
2020-06-25 03:00:00,92194
2020-06-26 03:00:00,92345
2020-06-27 03:00:00,92510
2020-06-28 03:00:00,92736
2020-06-29 03:00:00,92930
2020-06-30 03:00:00,93218
2020-07-01 03:00:00,93471
2020-07-02 03:00:00,93630
2020-07-03 03:00:00,93779
2020-07-04 03:00:00,93921
2020-07-05 03:00:00,94040
2020-07-06 03:00:00,94226
2020-07-07 03:00:00,94440
2020-07-08 03:00:00,94666
2020-07-09 03:00:00,94823
2020-07-10 03:00:00,94962
2020-07-11 03:00:00,95138
2020-07-12 03:00:00,95340
2020-07-13 03:00:00,95521
2020-07-14 03:00:00,95685
2020-07-15 03:00:00,95889
2020-07-16 03:00:00,96098
2020-07-17 03:00:00,96301
2020-07-18 03:00:00,96540
2020-07-19 03:00:00,96796
2020-07-20 03:00:00,96989
2020-07-21 03:00:00,97142
2020-07-22 03:00:00,97285
2020-07-23 03:00:00,97401
2020-07-24 03:00:00,97532
2020-07-25 03:00:00,97719
2020-07-26 03:00:00,97909
2020-07-27 03:00:00,98093
2020-07-28 03:00:00,98303
2020-07-29 03:00:00,98467
2020-07-30 03:00:00,98626
2020-07-31 03:00:00,98781
2020-08-01 03:00:00,98993
2020-08-02 03:00:00,99155
2020-08-03 03:00:00,99360
2020-08-04 03:00:00,99572
2020-08-05 03:00:00,99718
2020-08-06 03:00:00,99898
2020-08-07 03:00:00,100093
2020-08-08 03:00:00,100198
2020-08-09 03:00:00,100314
2020-08-10 03:00:00,100386
2020-08-11 03:00:00,100521
2020-08-12 03:00:00,100699
2020-08-13 03:00:00,100816
2020-08-14 03:00:00,100942
2020-08-15 03:00:00,101060
2020-08-16 03:00:00,101265
2020-08-17 03:00:00,101442
2020-08-18 03:00:00,101624
2020-08-19 03:00:00,101727
2020-08-20 03:00:00,101864
2020-08-21 03:00:00,101997
2020-08-22 03:00:00,102149
2020-08-23 03:00:00,102300
2020-08-24 03:00:00,102387
2020-08-25 03:00:00,102513
2020-08-26 03:00:00,102737
2020-08-27 03:00:00,102900
2020-08-28 03:00:00,103082
2020-08-29 03:00:00,103231
2020-08-30 03:00:00,103327
2020-08-31 03:00:00,103415
2020-09-01 03:00:00,103610
2020-09-02 03:00:00,103845
2020-09-03 03:00:00,104010
2020-09-04 03:00:00,104178
2020-09-05 03:00:00,104324
2020-09-06 03:00:00,104433
2020-09-07 03:00:00,104564
2020-09-08 03:00:00,104731
2020-09-09 03:00:00,104898
2020-09-10 03:00:00,105054
2020-09-11 03:00:00,105205
2020-09-12 03:00:00,105313
2020-09-13 03:00:00,105524
2020-09-14 03:00:00,105703
2020-09-15 03:00:00,105839
2020-09-16 03:00:00,105995
2020-09-17 03:00:00,106186
2020-09-18 03:00:00,106374
2020-09-19 03:00:00,106530
2020-09-20 03:00:00,106652
2020-09-21 03:00:00,106771
2020-09-22 03:00:00,106866
2020-09-23 03:00:00,107019
2020-09-24 03:00:00,107493
2020-09-25 03:00:00,107791
2020-09-26 03:00:00,108016
2020-09-27 03:00:00,108217
2020-09-28 03:00:00,108420
2020-09-29 03:00:00,108601
2020-09-30 03:00:00,108818
2020-10-01 03:00:00,109025
2020-10-02 03:00:00,109201
2020-10-03 03:00:00,109387
2020-10-04 03:00:00,109584
2020-10-05 03:00:00,109779
2020-10-06 03:00:00,109927
2020-10-07 03:00:00,110052
2020-10-08 03:00:00,110215
2020-10-09 03:00:00,110394
2020-10-10 03:00:00,110559
2020-10-11 03:00:00,110812
2020-10-12 03:00:00,111041
2020-10-13 03:00:00,111272
2020-10-14 03:00:00,111449
2020-10-15 03:00:00,111613
2020-10-16 03:00:00,111715
2020-10-17 03:00:00,111840
2020-10-18 03:00:00,112010
2020-10-19 03:00:00,112155
2020-10-20 03:00:00,112319
2020-10-21 03:00:00,112547
2020-10-22 03:00:00,112734
2020-10-23 03:00:00,112987
2020-10-24 03:00:00,113222
2020-10-25 03:00:00,113362
2020-10-26 03:00:00,113513
2020-10-27 03:00:00,113662
2020-10-28 03:00:00,113836
2020-10-29 03:00:00,114169
2020-10-30 03:00:00,114454
2020-10-31 03:00:00,114752
2020-11-01 03:00:00,114980
2020-11-02 03:00:00,115145
2020-11-03 03:00:00,115339
2020-11-04 03:00:00,115520
2020-11-05 03:00:00,115689
2020-11-06 03:00:00,115867
2020-11-07 03:00:00,116083
2020-11-08 03:00:00,116343
2020-11-09 03:00:00,116616
2020-11-10 03:00:00,116857
2020-11-11 03:00:00,117122
2020-11-12 03:00:00,117339
2020-11-13 03:00:00,117498
2020-11-14 03:00:00,117664
2020-11-15 03:00:00,117890
2020-11-16 03:00:00,118141
2020-11-17 03:00:00,118368
2020-11-18 03:00:00,118533
2020-11-19 03:00:00,118698
2020-11-20 03:00:00,118806
2020-11-21 03:00:00,118888
2020-11-22 03:00:00,119044
2020-11-23 03:00:00,119196
2020-11-24 03:00:00,119411
2020-11-25 03:00:00,119592
2020-11-26 03:00:00,119816
2020-11-27 03:00:00,120028
2020-11-28 03:00:00,120173
2020-11-29 03:00:00,120357
2020-11-30 03:00:00,120526
2020-12-01 03:00:00,120711
2020-12-02 03:00:00,120958
2020-12-03 03:00:00,121259
2020-12-04 03:00:00,121525
2020-12-05 03:00:00,121783
2020-12-06 03:00:00,121971
2020-12-07 03:00:00,122133
2020-12-08 03:00:00,122294
2020-12-09 03:00:00,122481
2020-12-10 03:00:00,122760
2020-12-11 03:00:00,123013
2020-12-12 03:00:00,123198
2020-12-13 03:00:00,123458
2020-12-14 03:00:00,123669
2020-12-15 03:00:00,123884
2020-12-16 03:00:00,124061
2020-12-17 03:00:00,124228
2020-12-18 03:00:00,124435
2020-12-19 03:00:00,124624
2020-12-20 03:00:00,124992
2020-12-21 03:00:00,125295
2020-12-22 03:00:00,125563
2020-12-23 03:00:00,125817
2020-12-24 03:00:00,126117
2020-12-25 03:00:00,126283
2020-12-26 03:00:00,126487
2020-12-27 03:00:00,126759
2020-12-28 03:00:00,126929
2020-12-29 03:00:00,127124
2020-12-30 03:00:00,127390
2020-12-31 03:00:00,127549
2021-01-01 03:00:00,127749
2021-01-02 03:00:00,127965
2021-01-03 03:00:00,128130
2021-01-04 03:00:00,128320
2021-01-05 03:00:00,128569
2021-01-06 03:00:00,128829
2021-01-07 03:00:00,129082
2021-01-08 03:00:00,129289
2021-01-09 03:00:00,129484
2021-01-10 03:00:00,129679
2021-01-11 03:00:00,129868
2021-01-12 03:00:00,130089
2021-01-13 03:00:00,130335
2021-01-14 03:00:00,130633
2021-01-15 03:00:00,130918
2021-01-16 03:00:00,131409
2021-01-17 03:00:00,131659
2021-01-18 03:00:00,131907
2021-01-19 03:00:00,132145
2021-01-20 03:00:00,132323
2021-01-21 03:00:00,132508
2021-01-22 03:00:00,132715
2021-01-23 03:00:00,132903
2021-01-24 03:00:00,133550
2021-01-25 03:00:00,133875
2021-01-26 03:00:00,134108
2021-01-27 03:00:00,134421
2021-01-28 03:00:00,134600
2021-01-29 03:00:00,134729
2021-01-30 03:00:00,134990
2021-01-31 03:00:00,135232
2021-02-01 03:00:00,135504
2021-02-02 03:00:00,135706
2021-02-03 03:00:00,135905
2021-02-04 03:00:00,136148
2021-02-05 03:00:00,136331
2021-02-06 03:00:00,136490
2021-02-07 03:00:00,136713
2021-02-08 03:00:00,136912
2021-02-09 03:00:00,137132
2021-02-10 03:00:00,137379
2021-02-11 03:00:00,137549
2021-02-12 03:00:00,137727
2021-02-13 03:00:00,137917
2021-02-14 03:00:00,138107
2021-02-15 03:00:00,138322
2021-02-16 03:00:00,138484
2021-02-17 03:00:00,138631
2021-02-18 03:00:00,138807
2021-02-19 03:00:00,139017
2021-02-20 03:00:00,139216
2021-02-21 03:00:00,139501
2021-02-22 03:00:00,139712
2021-02-23 03:00:00,139942
2021-02-24 03:00:00,140117
2021-02-25 03:00:00,140299
2021-02-26 03:00:00,140525
2021-02-27 03:00:00,140775
2021-02-28 03:00:00,140932
2021-03-01 03:00:00,141159
2021-03-02 03:00:00,141350
2021-03-03 03:00:00,141620
2021-03-04 03:00:00,141926
2021-03-05 03:00:00,142202
2021-03-06 03:00:00,142422
2021-03-07 03:00:00,142627
2021-03-08 03:00:00,142830
2021-03-09 03:00:00,143039
2021-03-10 03:00:00,143251
2021-03-11 03:00:00,143520
2021-03-12 03:00:00,143747
2021-03-13 03:00:00,143968
2021-03-14 03:00:00,144195
2021-03-15 03:00:00,144424
2021-03-16 03:00:00,144625
2021-03-17 03:00:00,144778
2021-03-18 03:00:00,144931
2021-03-19 03:00:00,145055
2021-03-20 03:00:00,145223
2021-03-21 03:00:00,145557
2021-03-22 03:00:00,145787
2021-03-23 03:00:00,145970
2021-03-24 03:00:00,146134
2021-03-25 03:00:00,146377
2021-03-26 03:00:00,146560
2021-03-27 03:00:00,146765
2021-03-28 03:00:00,146963
2021-03-29 03:00:00,147149
2021-03-30 03:00:00,147317
2021-03-31 03:00:00,147567
2021-04-01 03:00:00,147873
2021-04-02 03:00:00,148075
2021-04-03 03:00:00,148297
2021-04-04 03:00:00,148515
2021-04-05 03:00:00,148762
2021-04-06 03:00:00,148984
2021-04-07 03:00:00,149143
2021-04-08 03:00:00,149329
2021-04-09 03:00:00,149518
2021-04-10 03:00:00,149695
2021-04-11 03:00:00,149883
2021-04-12 03:00:00,150060
2021-04-13 03:00:00,150281
2021-04-14 03:00:00,150508
2021-04-15 03:00:00,150721
2021-04-16 03:00:00,150900
2021-04-17 03:00:00,151068
2021-04-18 03:00:00,151197
2021-04-19 03:00:00,151283
2021-04-20 03:00:00,151537
2021-04-21 03:00:00,151678
2021-04-22 03:00:00,151860
2021-04-23 03:00:00,152081
2021-04-24 03:00:00,152250
2021-04-25 03:00:00,152413
2021-04-26 03:00:00,152608
2021-04-27 03:00:00,152803
2021-04-28 03:00:00,153053
2021-04-29 03:00:00,153213
2021-04-30 03:00:00,153349
2021-05-01 03:00:00,153529
2021-05-02 03:00:00,153689
2021-05-03 03:00:00,153821
2021-05-04 03:00:00,153954
2021-05-05 03:00:00,154060
2021-05-06 03:00:00,154105
2021-05-07 03:00:00,154291
2021-05-08 03:00:00,154520
2021-05-09 03:00:00,154773
2021-05-10 03:00:00,155018
2021-05-11 03:00:00,155204
2021-05-12 03:00:00,155370
2021-05-13 03:00:00,155529
2021-05-14 03:00:00,155672
2021-05-15 03:00:00,155835
2021-05-16 03:00:00,156010
2021-05-17 03:00:00,156234
2021-05-18 03:00:00,156442
2021-05-19 03:00:00,156640
2021-05-20 03:00:00,156840
2021-05-21 03:00:00,157069
2021-05-22 03:00:00,157247
2021-05-23 03:00:00,157432
2021-05-24 03:00:00,157569
2021-05-25 03:00:00,157700
2021-05-26 03:00:00,157843
2021-05-27 03:00:00,157990
2021-05-28 03:00:00,158173
2021-05-29 03:00:00,158401
2021-05-30 03:00:00,158585
2021-05-31 03:00:00,158766
2021-06-01 03:00:00,158902
2021-06-02 03:00:00,159068
2021-06-03 03:00:00,159267
2021-06-04 03:00:00,159438
2021-06-05 03:00:00,159639
2021-06-06 03:00:00,159790
2021-06-07 03:00:00,159963
2021-06-08 03:00:00,160213
2021-06-09 03:00:00,160475
2021-06-10 03:00:00,160731
2021-06-11 03:00:00,160996
2021-06-12 03:00:00,161201
2021-06-13 03:00:00,161361
2021-06-14 03:00:00,161573
2021-06-15 03:00:00,161792
2021-06-16 03:00:00,161957
2021-06-17 03:00:00,162120
2021-06-18 03:00:00,162312
2021-06-19 03:00:00,162522
2021-06-20 03:00:00,162729
2021-06-21 03:00:00,162948
2021-06-22 03:00:00,163153
2021-06-23 03:00:00,163346
2021-06-24 03:00:00,163544
2021-06-25 03:00:00,163546
2021-06-26 03:00:00,163546
