Time,58261.mode
2023-11-09 03:00:00,89
2023-11-16 03:00:00,434163
2023-11-23 03:00:00,262573
2023-11-30 03:00:00,386953
2023-12-07 03:00:00,11232
2023-12-14 03:00:00,5790
2023-12-21 03:00:00,215855
2023-12-28 03:00:00,85823
2024-01-04 03:00:00,79910
2024-01-11 03:00:00,91266
2024-01-18 03:00:00,1215355
2024-01-25 03:00:00,1295366
2024-02-01 03:00:00,176139
