"Time","58261.mode"
2023-11-09 03:00:00,172563
2023-11-16 03:00:00,612247
2023-11-23 03:00:00,1521786
2023-11-30 03:00:00,1646166
2023-12-07 03:00:00,2561029
2023-12-14 03:00:00,3251782
2023-12-21 03:00:00,3461847
2023-12-28 03:00:00,4546858
2024-01-04 03:00:00,4974567
2024-01-11 03:00:00,5237246
2024-01-18 03:00:00,6361335
2024-01-25 03:00:00,6441346
2024-02-01 03:00:00,7089698

