Time,"53385.offset, kB"
2023-03-28 11:52:16,23.86
2023-03-28 11:52:17,16.916
2023-03-28 11:52:17,21.34
2023-03-28 11:52:17,24.868
2023-03-28 11:52:18,17.7
2023-03-28 11:52:18,22.236
2023-03-28 11:52:18,25.596
2023-03-28 11:52:19,18.484
2023-03-28 11:52:19,23.076
2023-03-28 11:52:20,19.268
2023-03-28 11:52:20,23.748
2023-03-28 11:52:21,20.052
2023-03-28 11:52:21,24.476
2023-03-28 11:52:22,20.892
2023-03-28 11:52:22,25.316
2023-03-28 11:52:23,29.964
2023-03-28 11:52:23,21.676
2023-03-28 11:52:23,26.212
2023-03-28 11:52:24,30.3
2023-03-28 11:52:24,22.404
2023-03-28 11:52:24,26.94
2023-03-28 11:52:25,30.972
2023-03-28 11:52:25,23.244
2023-03-28 11:52:25,27.78
2023-03-28 11:52:26,31.756
2023-03-28 11:52:26,24.028
2023-03-28 11:52:26,28.452
2023-03-28 11:52:27,32.596
2023-03-28 11:52:27,24.868
2023-03-28 11:52:27,29.348
2023-03-28 11:52:28,33.492
2023-03-28 11:52:28,25.54
2023-03-28 11:52:28,30.02
2023-03-28 11:52:29,34.276
2023-03-28 11:52:29,26.38
2023-03-28 11:52:29,30.916
2023-03-28 11:52:30,34.948
2023-03-28 11:52:30,27.164
2023-03-28 11:52:30,31.588
2023-03-28 11:52:31,34.948
2023-03-28 11:52:31,27.892
2023-03-28 11:52:31,32.428
2023-03-28 11:52:32,35.06
2023-03-28 11:52:32,28.732
2023-03-28 11:52:32,33.324
2023-03-28 11:52:33,35.956
2023-03-28 11:52:33,29.516
2023-03-28 11:52:33,33.996
2023-03-28 11:52:34,36.796
2023-03-28 11:52:34,30.244
2023-03-28 11:52:34,34.724
2023-03-28 11:52:35,39.54
2023-03-28 11:52:35,37.58
2023-03-28 11:52:35,31.028
2023-03-28 11:52:35,35.508
2023-03-28 11:52:36,39.652
2023-03-28 11:52:36,38.252
2023-03-28 11:52:36,31.868
2023-03-28 11:52:36,36.404
2023-03-28 11:52:37,40.38
2023-03-28 11:52:37,32.652
2023-03-28 11:52:37,37.076
2023-03-28 11:52:38,41.332
2023-03-28 11:52:38,33.436
2023-03-28 11:52:38,37.916
2023-03-28 11:52:39,42.116
2023-03-28 11:52:39,34.22
2023-03-28 11:52:39,38.644
2023-03-28 11:52:40,42.788
2023-03-28 11:52:40,35.004
2023-03-28 11:52:40,39.428
2023-03-28 11:52:41,43.572
2023-03-28 11:52:41,35.732
2023-03-28 11:52:41,40.324
2023-03-28 11:52:42,44.412
2023-03-28 11:52:42,36.516
2023-03-28 11:52:42,40.94
2023-03-28 11:52:43,44.132
2023-03-28 11:52:43,37.3
2023-03-28 11:52:43,41.836
2023-03-28 11:52:44,45.196
2023-03-28 11:52:44,38.084
2023-03-28 11:52:44,42.508
2023-03-28 11:52:45,45.588
2023-03-28 11:52:45,38.868
2023-03-28 11:52:45,43.404
2023-03-28 11:52:46,46.54
2023-03-28 11:52:46,39.652
2023-03-28 11:52:46,44.244
2023-03-28 11:52:47,46.876
2023-03-28 11:52:47,40.492
2023-03-28 11:52:47,44.916
2023-03-28 11:52:48,49.34
2023-03-28 11:52:48,47.772
2023-03-28 11:52:48,41.332
2023-03-28 11:52:48,45.756
2023-03-28 11:52:49,48.444
2023-03-28 11:52:49,42.06
2023-03-28 11:52:49,47.268
2023-03-28 11:52:50,42.844
2023-03-28 11:52:50,47.772
2023-03-28 11:52:51,43.572
2023-03-28 11:52:51,48.164
2023-03-28 11:52:52,44.412
2023-03-28 11:52:52,48.836
2023-03-28 11:52:53,45.196
2023-03-28 11:52:54,45.98
2023-03-28 11:52:55,46.764
2023-03-28 11:52:56,47.548
2023-03-28 11:52:57,48.332
2023-03-28 11:52:58,49.116
2023-03-28 11:53:10,0.004
2023-03-28 11:53:11,0.508
2023-03-28 11:53:13,2.188
2023-03-28 11:53:15,3.588
2023-03-28 11:53:16,4.596
2023-03-28 11:53:20,7.564
2023-03-28 11:53:33,17.868
2023-03-28 11:53:34,18.708
2023-03-28 11:53:35,19.324
2023-03-28 11:53:36,19.996
2023-03-28 11:53:37,20.836
2023-03-28 11:53:38,21.9
2023-03-28 11:53:39,23.02
2023-03-28 11:53:40,23.412
2023-03-28 11:53:41,23.972
2023-03-28 11:53:46,1.236
2023-03-28 11:53:46,0.06
2023-03-28 11:53:47,1.292
2023-03-28 11:53:47,0.62
2023-03-28 11:53:48,29.908
2023-03-28 11:53:48,2.02
2023-03-28 11:53:48,1.124
2023-03-28 11:53:49,0.172
2023-03-28 11:53:49,30.58
2023-03-28 11:53:49,2.748
2023-03-28 11:53:49,1.852
2023-03-28 11:53:50,0.564
2023-03-28 11:53:50,3.532
2023-03-28 11:53:50,2.636
2023-03-28 11:53:51,0.956
2023-03-28 11:53:51,4.26
2023-03-28 11:53:51,3.588
2023-03-28 11:53:52,1.852
2023-03-28 11:53:52,5.212
2023-03-28 11:53:52,4.372
2023-03-28 11:53:53,2.748
2023-03-28 11:53:53,5.996
2023-03-28 11:53:53,5.156
2023-03-28 11:53:54,34.164
2023-03-28 11:53:54,6.724
2023-03-28 11:53:54,5.884
2023-03-28 11:53:55,35.004
2023-03-28 11:53:55,4.764
2023-03-28 11:53:55,0.004
2023-03-28 11:53:55,6.668
2023-03-28 11:53:56,35.676
2023-03-28 11:53:56,0.508
2023-03-28 11:53:56,7.396
2023-03-28 11:53:57,37.132
2023-03-28 11:53:57,1.292
2023-03-28 11:53:57,8.516
2023-03-28 11:53:58,37.412
2023-03-28 11:53:58,2.02
2023-03-28 11:53:58,9.076
2023-03-28 11:53:59,2.804
2023-03-28 11:53:59,10.084
2023-03-28 11:54:00,11.372
2023-03-28 11:54:00,3.588
2023-03-28 11:54:00,10.98
2023-03-28 11:54:01,12.156
2023-03-28 11:54:01,4.372
2023-03-28 11:54:01,11.372
2023-03-28 11:54:02,13.052
2023-03-28 11:54:02,5.212
2023-03-28 11:54:02,12.1
2023-03-28 11:54:03,13.892
2023-03-28 11:54:03,5.996
2023-03-28 11:54:03,12.884
2023-03-28 11:54:04,14.62
2023-03-28 11:54:04,6.78
2023-03-28 11:54:04,13.836
2023-03-28 11:54:05,15.404
2023-03-28 11:54:05,7.564
2023-03-28 11:54:06,15.796
2023-03-28 11:54:06,16.076
2023-03-28 11:54:06,8.348
2023-03-28 11:54:07,16.02
2023-03-28 11:54:07,16.86
2023-03-28 11:54:07,9.076
2023-03-28 11:54:08,16.804
2023-03-28 11:54:08,9.86
2023-03-28 11:54:09,10.7
2023-03-28 11:54:10,11.484
2023-03-28 11:54:11,12.268
2023-03-28 11:54:12,12.996
2023-03-28 11:54:13,22.012
2023-03-28 11:54:13,13.836
2023-03-28 11:54:14,22.012
2023-03-28 11:54:14,22.404
2023-03-28 11:54:14,14.62
2023-03-28 11:54:15,22.292
2023-03-28 11:54:15,23.132
2023-03-28 11:54:15,15.404
2023-03-28 11:54:16,24.084
2023-03-28 11:54:16,16.188
2023-03-28 11:54:17,24.812
2023-03-28 11:54:17,16.972
2023-03-28 11:54:18,25.092
2023-03-28 11:54:18,25.596
2023-03-28 11:54:18,17.756
2023-03-28 11:54:19,25.596
2023-03-28 11:54:19,26.324
2023-03-28 11:54:19,18.54
2023-03-28 11:54:20,26.324
2023-03-28 11:54:20,27.052
2023-03-28 11:54:20,19.324
2023-03-28 11:54:21,27.052
2023-03-28 11:54:21,20.108
2023-03-28 11:54:22,20.892
2023-03-28 11:54:23,21.676
2023-03-28 11:54:24,22.46
2023-03-28 11:54:25,31.252
2023-03-28 11:54:25,23.3
2023-03-28 11:54:26,31.812
2023-03-28 11:54:26,23.972
2023-03-28 11:54:27,32.54
2023-03-28 11:54:27,24.868
2023-03-28 11:54:28,33.324
2023-03-28 11:54:28,25.54
2023-03-28 11:54:29,33.436
2023-03-28 11:54:29,34.276
2023-03-28 11:54:29,26.324
2023-03-28 11:54:30,34.052
2023-03-28 11:54:30,35.06
2023-03-28 11:54:30,27.22
2023-03-28 11:54:31,34.948
2023-03-28 11:54:31,27.892
2023-03-28 11:54:32,28.676
2023-03-28 11:54:33,29.46
2023-03-28 11:54:34,30.412
2023-03-28 11:54:35,39.54
2023-03-28 11:54:35,31.084
2023-03-28 11:54:36,39.596
2023-03-28 11:54:36,31.868
2023-03-28 11:54:37,40.492
2023-03-28 11:54:37,32.652
2023-03-28 11:54:38,41.332
2023-03-28 11:54:38,33.436
2023-03-28 11:54:39,42.06
2023-03-28 11:54:39,34.22
2023-03-28 11:54:40,42.788
2023-03-28 11:54:40,35.004
2023-03-28 11:54:41,43.18
2023-03-28 11:54:41,43.572
2023-03-28 11:54:41,35.788
2023-03-28 11:54:42,43.572
2023-03-28 11:54:42,36.572
2023-03-28 11:54:43,37.356
2023-03-28 11:54:44,38.14
2023-03-28 11:54:45,38.924
2023-03-28 11:54:46,39.708
2023-03-28 11:54:47,49.004
2023-03-28 11:54:47,40.492
2023-03-28 11:54:48,48.5
2023-03-28 11:54:48,49.284
2023-03-28 11:54:48,41.276
2023-03-28 11:54:49,42.06
2023-03-28 11:54:50,42.844
2023-03-28 11:54:51,43.628
2023-03-28 11:54:52,44.412
2023-03-28 11:54:53,45.196
2023-03-28 11:54:54,45.98
2023-03-28 11:54:55,46.764
2023-03-28 11:54:56,47.548
2023-03-28 11:54:57,48.332
2023-03-28 11:54:58,49.06
2023-03-28 13:24:00,0.004
2023-03-28 13:24:01,0.116
2023-03-28 13:24:02,0.788
2023-03-28 13:24:03,1.684
2023-03-28 13:24:04,2.356
2023-03-28 13:24:05,3.308
2023-03-28 13:24:06,4.148
2023-03-28 13:24:07,5.324
2023-03-28 13:24:08,5.548
2023-03-28 13:24:09,6.332
2023-03-28 13:24:10,7.06
2023-03-28 13:24:11,7.956
2023-03-28 13:24:15,0.004
2023-03-28 13:24:16,0.676
2023-03-28 13:24:17,1.404
2023-03-28 13:24:18,2.188
2023-03-28 13:24:19,2.972
2023-03-28 13:24:20,4.26
2023-03-28 13:24:21,0.228
2023-03-28 13:24:21,4.484
2023-03-28 13:24:21,0.004
2023-03-28 13:24:22,0.732
2023-03-28 13:24:22,5.38
2023-03-28 13:24:22,0.396
2023-03-28 13:24:23,1.236
2023-03-28 13:24:23,6.164
2023-03-28 13:24:23,1.348
2023-03-28 13:24:23,0.004
2023-03-28 13:24:24,1.74
2023-03-28 13:24:24,6.892
2023-03-28 13:24:24,2.076
2023-03-28 13:24:24,0.844
2023-03-28 13:24:25,2.86
2023-03-28 13:24:25,1.572
2023-03-28 13:24:25,7.62
2023-03-28 13:24:25,2.188
2023-03-28 13:24:25,0.004
2023-03-28 13:24:26,2.412
2023-03-28 13:24:26,3.588
2023-03-28 13:24:26,2.692
2023-03-28 13:24:26,0.564
2023-03-28 13:24:27,3.084
2023-03-28 13:24:27,4.372
2023-03-28 13:24:27,3.196
2023-03-28 13:24:27,1.348
2023-03-28 13:24:28,3.98
2023-03-28 13:24:28,5.212
2023-03-28 13:24:28,3.7
2023-03-28 13:24:28,2.132
2023-03-28 13:24:29,4.652
2023-03-28 13:24:29,6.052
2023-03-28 13:24:29,4.26
2023-03-28 13:24:29,2.916
2023-03-28 13:24:30,5.548
2023-03-28 13:24:30,6.78
2023-03-28 13:24:30,4.764
2023-03-28 13:24:30,3.812
2023-03-28 13:24:31,6.22
2023-03-28 13:24:31,7.508
2023-03-28 13:24:31,5.212
