Time,"Battery Voltage, V"
2022-11-20 02:42:39,8.3
2022-11-20 02:43:12,8.3
2022-11-20 02:44:50,8.3
2022-11-20 02:45:22,8.3
2022-11-20 02:45:55,8.3
2022-11-20 02:46:25,8.3
2022-11-20 02:46:25,8.3
2022-11-20 02:46:58,8.3
2022-11-20 02:46:58,8.3
2022-11-20 02:47:25,8.3
2022-11-20 02:47:30,8.3
2022-11-20 02:47:30,8.3
2022-11-20 02:47:57,8.3
2022-11-20 02:48:03,8.3
2022-11-20 02:48:03,8.3
2022-11-20 02:48:36,8.3
2022-11-20 02:48:36,8.3
2022-11-20 02:49:42,8.3
2022-11-20 02:49:42,8.3
2022-11-20 04:14:19,8.3
2022-11-20 07:31:39,8.3
2022-11-20 07:32:12,8.3
2022-11-20 07:32:44,8.3
2022-11-20 07:33:17,8.3
2022-11-20 07:33:49,8.3
2022-11-20 10:24:44,8.3
2022-11-20 10:25:16,8.3
2022-11-20 10:25:49,8.3
2022-11-20 10:26:54,8.3
2022-11-20 11:49:50,8.3
2022-11-20 11:52:35,8.3
2022-11-20 11:53:08,8.3
2022-11-20 11:53:41,8.3
2022-11-20 11:54:13,8.3
2022-11-20 11:54:39,8.3
2022-11-20 11:54:46,8.3
2022-11-20 11:55:11,8.3
2022-11-20 11:55:18,8.3
2022-11-20 11:55:43,8.3
2022-11-20 11:55:51,8.3
2022-11-20 11:56:16,8.3
2022-11-20 11:56:49,8.3
2022-11-20 11:56:56,8.3
2022-11-20 11:57:21,8.3
2022-11-20 11:57:28,8.3
2022-11-20 11:57:54,8.3
2022-11-20 11:58:01,8.3
2022-11-20 11:58:26,8.3
2022-11-20 11:58:33,8.3
2022-11-20 11:58:59,8.3
2022-11-20 11:59:31,8.3
2022-11-20 12:00:04,8.3
2022-11-20 12:00:36,8.3
2022-11-20 13:27:22,8.3
2022-11-20 13:27:28,8.3
2022-11-20 13:27:28,8.3
2022-11-20 13:27:30,8.3
2022-11-20 13:27:30,8.3
2022-11-20 13:28:01,8.3
2022-11-20 13:28:01,8.3
2022-11-20 13:28:02,8.3
2022-11-20 13:28:02,8.3
2022-11-20 13:28:27,8.3
2022-11-20 13:28:33,8.3
2022-11-20 13:28:33,8.3
2022-11-20 13:28:35,8.3
2022-11-20 13:28:35,8.3
2022-11-20 13:29:00,8.3
2022-11-20 13:29:06,8.3
2022-11-20 13:29:06,8.3
2022-11-20 13:29:38,8.3
2022-11-20 13:29:38,8.3
2022-11-20 13:30:05,8.3
2022-11-20 13:30:13,8.3
2022-11-20 13:30:38,8.3
2022-11-20 13:31:10,8.3
2022-11-20 13:31:43,8.3
2022-11-20 13:32:23,8.3
2022-11-20 13:32:55,8.3
2022-11-21 00:43:48,8.3
2022-11-21 00:44:20,8.3
2022-11-21 00:44:53,8.3
2022-11-21 00:45:22,8.3
2022-11-21 00:45:26,8.3
2022-11-21 00:45:55,8.3
2022-11-21 00:45:58,8.3
2022-11-21 00:46:27,8.3
2022-11-21 00:46:31,8.3
2022-11-21 00:47:03,8.3
2022-11-21 02:17:05,8.3
2022-11-21 02:17:37,8.3
2022-11-21 02:18:10,8.3
2022-11-21 02:18:43,8.3
2022-11-21 02:19:15,8.3
2022-11-21 02:19:48,8.3
2022-11-21 02:20:45,8.3
2022-11-21 02:21:17,8.3
2022-11-21 02:21:23,8.3
2022-11-21 02:21:23,8.3
2022-11-21 02:21:25,8.3
2022-11-21 02:21:25,8.3
2022-11-21 02:21:32,8.3
2022-11-21 02:21:50,8.3
2022-11-21 02:21:55,8.3
2022-11-21 02:21:55,8.3
2022-11-21 02:21:58,8.3
2022-11-21 02:21:58,8.3
2022-11-21 02:22:04,8.3
2022-11-21 02:22:22,8.3
2022-11-21 02:22:28,8.3
2022-11-21 02:22:28,8.3
2022-11-21 02:22:30,8.3
2022-11-21 02:22:30,8.3
2022-11-21 02:22:37,8.3
2022-11-21 02:22:55,8.3
2022-11-21 02:23:01,8.3
2022-11-21 02:23:01,8.3
2022-11-21 02:23:03,8.3
2022-11-21 02:23:03,8.3
2022-11-21 02:23:10,8.3
2022-11-21 02:23:33,8.3
2022-11-21 02:23:33,8.3
2022-11-21 02:23:35,8.3
2022-11-21 02:23:35,8.3
2022-11-21 02:24:08,8.3
2022-11-21 02:24:08,8.3
2022-11-21 02:24:40,8.3
2022-11-21 02:24:40,8.3
2022-11-21 02:25:46,8.3
2022-11-21 02:25:46,8.3
2022-11-21 03:50:22,8.3
2022-11-21 03:52:32,8.3
2022-11-21 07:07:46,8.3
2022-11-21 07:08:52,8.3
2022-11-21 13:00:50,8.3
2022-11-21 13:00:50,8.3
2022-11-21 13:01:34,8.3
2022-11-21 13:01:53,8.3
2022-11-21 13:01:53,8.3
2022-11-21 13:01:55,8.3
2022-11-21 13:01:55,8.3
2022-11-21 13:02:07,8.3
2022-11-21 13:02:20,8.3
2022-11-21 13:02:26,8.3
2022-11-21 13:02:26,8.3
2022-11-21 13:02:52,8.3
2022-11-21 13:02:58,8.3
2022-11-21 13:02:58,8.3
2022-11-21 13:03:25,8.3
2022-11-21 13:03:31,8.3
2022-11-21 13:03:31,8.3
2022-11-21 13:03:57,8.3
2022-11-21 13:04:03,8.3
2022-11-21 13:04:03,8.3
2022-11-21 13:04:30,8.3
2022-11-21 13:05:10,8.3
2022-11-21 13:05:43,8.3
2022-11-21 13:06:15,8.3
2022-11-21 13:06:48,8.3
2022-11-21 13:08:19,8.3
2022-11-22 00:18:09,8.3
2022-11-22 00:18:41,8.3
2022-11-22 00:19:14,8.3
2022-11-22 00:19:46,8.3
2022-11-22 00:20:19,8.3
2022-11-22 00:20:51,8.3
2022-11-22 00:21:24,8.3
2022-11-22 00:21:56,8.3
2022-11-22 00:22:29,8.3
2022-11-22 00:27:17,8.3
2022-11-22 01:50:44,8.3
2022-11-22 01:51:17,8.3
2022-11-22 01:51:50,8.3
2022-11-22 01:51:58,8.3
2022-11-22 01:52:22,8.3
2022-11-22 01:52:29,8.3
2022-11-22 01:52:31,8.3
2022-11-22 01:52:54,8.3
2022-11-22 01:53:01,8.3
2022-11-22 01:53:03,8.3
2022-11-22 01:53:27,8.3
2022-11-22 01:53:34,8.3
2022-11-22 01:53:36,8.3
2022-11-22 01:53:59,8.3
2022-11-22 01:54:06,8.3
2022-11-22 01:54:08,8.3
2022-11-22 01:54:32,8.3
2022-11-22 01:54:39,8.3
2022-11-22 01:54:41,8.3
2022-11-22 01:55:05,8.3
2022-11-22 01:55:11,8.3
2022-11-22 01:55:13,8.3
2022-11-22 01:55:46,8.3
2022-11-22 01:56:09,8.3
2022-11-22 01:56:10,8.3
2022-11-22 01:56:14,8.3
2022-11-22 01:56:14,8.3
2022-11-22 01:56:18,8.3
2022-11-22 01:56:41,8.3
2022-11-22 01:56:46,8.3
2022-11-22 01:56:46,8.3
2022-11-22 01:56:49,8.3
2022-11-22 01:56:49,8.3
2022-11-22 01:56:51,8.3
2022-11-22 01:56:59,8.3
2022-11-22 01:57:13,8.3
2022-11-22 01:57:19,8.3
2022-11-22 01:57:19,8.3
2022-11-22 01:57:21,8.3
2022-11-22 01:57:21,8.3
2022-11-22 01:58:24,8.3
2022-11-22 01:58:24,8.3
2022-11-22 01:58:29,8.3
2022-11-22 01:59:34,8.3
2022-11-22 03:25:48,8.3
2022-11-22 03:27:58,8.3
2022-11-22 03:29:03,8.3
2022-11-22 03:29:36,8.3
2022-11-22 03:30:08,8.3
2022-11-22 09:29:10,8.3
2022-11-22 09:29:42,8.3
2022-11-22 09:30:15,8.3
2022-11-22 09:30:47,8.3
2022-11-22 09:31:20,8.3
2022-11-22 09:31:52,8.3
2022-11-22 09:32:25,8.3
2022-11-22 09:32:57,8.3
2022-11-22 09:33:30,8.3
2022-11-22 09:34:03,8.3
2022-11-22 09:34:35,8.3
2022-11-22 09:35:08,8.3
2022-11-22 10:58:39,8.3
2022-11-22 10:59:44,8.3
2022-11-22 11:00:17,8.3
2022-11-22 11:00:49,8.3
2022-11-22 11:01:46,8.3
2022-11-22 12:32:57,8.3
2022-11-22 12:34:02,8.3
2022-11-22 12:34:35,8.3
2022-11-22 12:35:07,8.3
2022-11-22 12:35:40,8.3
2022-11-22 12:36:13,8.3
2022-11-22 12:36:35,8.3
2022-11-22 12:36:45,8.3
2022-11-22 12:37:13,8.3
2022-11-22 12:37:13,8.3
2022-11-22 12:37:18,8.3
2022-11-22 12:37:24,8.3
2022-11-22 12:37:40,8.3
2022-11-22 12:37:46,8.3
2022-11-22 12:37:46,8.3
2022-11-22 12:37:50,8.3
2022-11-22 12:38:12,8.3
2022-11-22 12:38:18,8.3
2022-11-22 12:38:18,8.3
2022-11-22 12:38:23,8.3
2022-11-22 12:38:29,8.3
2022-11-22 12:38:45,8.3
2022-11-22 12:38:51,8.3
2022-11-22 12:38:51,8.3
2022-11-22 12:38:55,8.3
2022-11-22 12:39:17,8.3
2022-11-22 12:39:23,8.3
2022-11-22 12:39:23,8.3
2022-11-22 12:39:28,8.3
2022-11-22 12:40:00,8.3
2022-11-22 12:40:23,8.3
2022-11-22 12:40:55,8.3
2022-11-22 12:41:05,8.3
2022-11-22 12:42:33,8.3
2022-11-22 18:48:46,8.3
2022-11-22 18:49:18,8.3
2022-11-22 18:49:51,8.3
2022-11-22 18:50:24,8.3
2022-11-22 18:50:56,8.3
2022-11-22 18:51:28,8.3
2022-11-22 18:51:29,8.3
2022-11-22 18:52:01,8.3
2022-11-22 18:52:29,8.3
2022-11-22 18:52:33,8.3
2022-11-22 18:52:34,8.3
2022-11-22 18:53:02,8.3
2022-11-22 18:53:06,8.3
2022-11-22 18:53:38,8.3
2022-11-22 18:53:39,8.3
2022-11-22 18:54:11,8.3
2022-11-23 01:27:47,8.3
2022-11-23 01:27:54,8.3
2022-11-23 01:28:20,8.3
2022-11-23 01:28:27,8.3
2022-11-23 01:28:52,8.3
2022-11-23 01:29:00,8.3
2022-11-23 01:29:25,8.3
2022-11-23 01:29:32,8.3
2022-11-23 01:29:57,8.3
2022-11-23 01:30:05,8.3
2022-11-23 01:30:30,8.3
2022-11-23 01:31:02,8.3
2022-11-23 01:32:18,8.3
2022-11-23 01:32:51,8.3
2022-11-23 01:33:23,8.3
2022-11-23 01:33:56,8.3
2022-11-23 01:34:28,8.3
2022-11-23 01:35:01,8.3
2022-11-23 07:48:39,8.3
2022-11-23 07:49:12,8.3
2022-11-23 07:50:17,8.3
2022-11-23 07:50:45,8.3
2022-11-23 07:50:49,8.3
2022-11-23 07:51:17,8.3
2022-11-23 07:51:22,8.3
2022-11-23 07:51:50,8.3
2022-11-23 07:51:54,8.3
2022-11-23 07:52:22,8.3
2022-11-23 07:52:27,8.3
2022-11-23 07:52:59,8.3
2022-11-23 07:53:32,8.3
2022-11-23 07:54:04,8.3
2022-11-23 09:04:04,8.3
2022-11-23 09:04:37,8.3
2022-11-23 09:05:09,8.3
2022-11-23 09:05:42,8.3
2022-11-23 09:06:14,8.3
2022-11-23 09:06:47,8.3
2022-11-23 09:07:19,8.3
2022-11-23 09:07:52,8.3
2022-11-23 09:08:57,8.3
2022-11-23 09:09:29,8.3
2022-11-23 09:26:45,8.3
2022-11-23 10:35:43,8.3
2022-11-23 10:36:35,8.3
2022-11-23 10:37:07,8.3
2022-11-23 10:44:16,8.3
2022-11-23 10:44:48,8.3
2022-11-23 12:08:28,8.3
2022-11-23 12:09:01,8.3
2022-11-23 12:09:33,8.3
2022-11-23 12:10:04,8.3
2022-11-23 12:10:06,8.3
2022-11-23 12:13:45,8.3
2022-11-23 12:13:54,8.3
2022-11-23 12:13:54,8.3
2022-11-23 12:14:18,8.3
2022-11-23 12:14:24,8.3
2022-11-23 12:14:24,8.3
2022-11-23 12:14:27,8.3
2022-11-23 12:14:27,8.3
2022-11-23 12:14:50,8.3
2022-11-23 12:14:59,8.3
2022-11-23 12:14:59,8.3
2022-11-23 12:15:50,8.3
2022-11-23 12:15:59,8.3
2022-11-23 12:15:59,8.3
2022-11-23 13:43:48,8.3
2022-11-23 13:43:48,8.3
2022-11-23 13:46:06,8.3
2022-11-23 13:46:06,8.3
2022-11-23 13:47:15,8.3
2022-11-23 13:47:47,8.3
2022-11-23 13:48:20,8.3
2022-11-23 13:49:25,8.3
2022-11-23 18:26:12,8.3
2022-11-23 18:26:44,8.3
2022-11-23 23:29:20,8.3
2022-11-23 23:29:53,8.3
2022-11-23 23:30:25,8.3
2022-11-23 23:30:58,8.3
2022-11-23 23:33:08,8.3
2022-11-23 23:33:40,8.3
2022-11-23 23:34:13,8.3
2022-11-23 23:34:45,8.3
2022-11-23 23:35:18,8.3
2022-11-23 23:35:51,8.3
2022-11-23 23:36:23,8.3
2022-11-24 01:00:59,8.3
2022-11-24 01:01:22,8.3
2022-11-24 01:01:32,8.3
2022-11-24 01:01:55,8.3
2022-11-24 01:02:02,8.3
2022-11-24 01:02:05,8.3
2022-11-24 01:02:27,8.3
2022-11-24 01:02:35,8.3
2022-11-24 01:02:37,8.3
2022-11-24 01:03:00,8.3
2022-11-24 01:03:04,8.3
2022-11-24 01:03:07,8.3
2022-11-24 01:03:10,8.3
2022-11-24 01:03:32,8.3
2022-11-24 01:03:36,8.3
2022-11-24 01:03:40,8.3
2022-11-24 01:03:42,8.3
2022-11-24 01:04:05,8.3
2022-11-24 01:04:09,8.3
2022-11-24 01:04:13,8.3
2022-11-24 01:04:15,8.3
2022-11-24 01:04:37,8.3
2022-11-24 01:04:42,8.3
2022-11-24 01:04:45,8.3
2022-11-24 01:04:47,8.3
2022-11-24 01:05:10,8.3
2022-11-24 01:05:20,8.3
2022-11-24 01:05:43,8.3
2022-11-24 01:05:50,8.3
2022-11-24 01:05:52,8.3
2022-11-24 01:06:23,8.3
2022-11-24 01:06:23,8.3
2022-11-24 01:06:25,8.3
2022-11-24 01:06:55,8.3
2022-11-24 01:06:57,8.3
2022-11-24 01:07:28,8.3
2022-11-24 01:07:28,8.3
2022-11-24 01:07:30,8.3
2022-11-24 01:08:00,8.3
2022-11-24 01:08:02,8.3
2022-11-24 01:08:35,8.3
2022-11-24 01:09:08,8.3
2022-11-24 01:09:40,8.3
2022-11-24 01:10:13,8.3
2022-11-24 01:10:45,8.3
2022-11-24 01:11:18,8.3
2022-11-24 02:33:34,8.3
2022-11-24 02:33:42,8.3
2022-11-24 02:34:07,8.3
2022-11-24 02:34:40,8.3
2022-11-24 02:34:47,8.3
2022-11-24 02:35:12,8.3
2022-11-24 02:35:44,8.3
2022-11-24 02:35:52,8.3
2022-11-24 02:35:54,8.3
2022-11-24 02:36:17,8.3
2022-11-24 02:36:24,8.3
2022-11-24 02:36:50,8.3
2022-11-24 02:36:57,8.3
2022-11-24 02:36:59,8.3
2022-11-24 02:37:22,8.3
2022-11-24 02:37:22,8.3
2022-11-24 02:37:32,8.3
2022-11-24 02:37:55,8.3
2022-11-24 02:38:27,8.3
2022-11-24 02:38:37,8.3
2022-11-24 02:39:37,8.3
2022-11-24 02:39:41,8.3
2022-11-24 02:39:41,8.3
2022-11-24 02:39:47,8.3
2022-11-24 02:41:15,8.3
2022-11-24 02:41:15,8.3
2022-11-24 02:41:47,8.3
2022-11-24 02:41:47,8.3
2022-11-24 02:41:47,8.3
2022-11-24 02:41:50,8.3
2022-11-24 02:41:50,8.3
2022-11-24 02:42:23,8.3
2022-11-24 02:42:23,8.3
2022-11-24 02:42:25,8.3
2022-11-24 04:07:55,8.3
2022-11-24 04:08:28,8.3
2022-11-24 04:08:37,8.3
2022-11-24 04:09:33,8.3
2022-11-24 04:10:05,8.3
2022-11-24 04:10:14,8.3
2022-11-24 04:10:38,8.3
2022-11-24 07:23:19,8.3
2022-11-24 07:23:47,8.3
2022-11-24 07:23:51,8.3
2022-11-24 07:24:19,8.3
2022-11-24 07:24:24,8.3
2022-11-24 07:24:52,8.3
2022-11-24 07:24:56,8.3
2022-11-24 07:25:29,8.3
2022-11-24 07:26:01,8.3
2022-11-24 07:26:34,8.3
2022-11-24 07:27:06,8.3
2022-11-24 07:27:07,8.3
2022-11-24 07:27:39,8.3
2022-11-24 07:28:11,8.3
2022-11-24 07:28:12,8.3
2022-11-24 07:28:44,8.3
2022-11-24 07:29:16,8.3
2022-11-24 07:29:17,8.3
2022-11-24 10:09:18,8.3
2022-11-24 10:09:51,8.3
2022-11-24 10:10:23,8.3
2022-11-24 10:10:56,8.3
2022-11-24 10:11:28,8.3
2022-11-24 10:12:01,8.3
2022-11-24 10:12:31,8.3
2022-11-24 10:12:33,8.3
2022-11-24 10:13:04,8.3
2022-11-24 10:13:06,8.3
2022-11-24 10:13:36,8.3
2022-11-24 10:13:38,8.3
2022-11-24 10:14:09,8.3
2022-11-24 10:15:05,8.3
2022-11-24 10:15:14,8.3
2022-11-24 10:15:16,8.3
2022-11-24 10:15:38,8.3
2022-11-24 10:15:49,8.3
2022-11-24 10:16:21,8.3
2022-11-24 10:16:43,8.3
2022-11-24 10:17:15,8.3
2022-11-24 10:17:26,8.3
2022-11-24 10:17:48,8.3
2022-11-24 10:17:57,8.3
2022-11-24 10:17:59,8.3
2022-11-24 10:18:21,8.3
2022-11-24 10:18:53,8.3
2022-11-24 10:19:26,8.3
2022-11-24 10:20:31,8.3
2022-11-24 11:42:30,8.3
2022-11-24 11:44:13,8.3
2022-11-24 11:44:45,8.3
2022-11-24 11:45:18,8.3
2022-11-24 11:45:55,8.3
2022-11-24 11:50:39,8.3
2022-11-24 11:50:40,8.3
2022-11-24 11:51:11,8.3
2022-11-24 11:51:19,8.3
2022-11-24 11:51:21,8.3
2022-11-24 11:51:44,8.3
2022-11-24 11:51:53,8.3
2022-11-24 11:52:16,8.3
2022-11-24 11:52:49,8.3
2022-11-24 11:53:21,8.3
2022-11-24 12:51:58,8.3
2022-11-24 12:54:12,8.3
2022-11-24 13:18:38,8.3
2022-11-24 13:18:38,8.3
2022-11-24 13:18:49,8.3
2022-11-24 13:19:12,8.3
2022-11-24 13:19:21,8.3
2022-11-24 13:19:41,8.3
2022-11-24 13:19:41,8.3
2022-11-24 13:19:43,8.3
2022-11-24 13:19:43,8.3
2022-11-24 13:19:45,8.3
2022-11-24 13:19:54,8.3
2022-11-24 13:20:14,8.3
2022-11-24 13:20:14,8.3
2022-11-24 13:20:17,8.3
2022-11-24 13:20:26,8.3
2022-11-24 13:20:46,8.3
2022-11-24 13:20:46,8.3
2022-11-24 13:20:48,8.3
2022-11-24 13:20:48,8.3
2022-11-24 13:20:50,8.3
2022-11-24 13:20:59,8.3
2022-11-24 13:21:19,8.3
2022-11-24 13:21:19,8.3
2022-11-24 13:21:20,8.3
2022-11-24 13:21:20,8.3
2022-11-24 13:21:23,8.3
2022-11-24 13:21:31,8.3
2022-11-24 13:21:45,8.3
2022-11-24 13:21:51,8.3
2022-11-24 13:21:51,8.3
2022-11-24 13:21:53,8.3
2022-11-24 13:21:53,8.3
2022-11-24 13:21:55,8.3
2022-11-24 13:22:28,8.3
2022-11-24 13:23:23,8.3
2022-11-24 18:00:06,8.3
2022-11-24 18:01:40,8.3
2022-11-24 18:02:12,8.3
2022-11-24 23:02:46,8.3
2022-11-24 23:03:18,8.3
2022-11-24 23:03:51,8.3
2022-11-24 23:04:24,8.3
2022-11-24 23:04:56,8.3
2022-11-24 23:05:29,8.3
2022-11-24 23:06:01,8.3
2022-11-24 23:06:34,8.3
2022-11-24 23:07:06,8.3
2022-11-24 23:07:39,8.3
2022-11-24 23:08:11,8.3
2022-11-24 23:08:44,8.3
2022-11-24 23:09:16,8.3
2022-11-24 23:09:49,8.3
2022-11-24 23:10:21,8.3
2022-11-25 00:35:30,8.3
2022-11-25 00:36:03,8.3
2022-11-25 00:36:35,8.3
2022-11-25 00:37:08,8.3
2022-11-25 00:37:40,8.3
2022-11-25 00:38:13,8.3
2022-11-25 00:38:46,8.3
2022-11-25 00:39:18,8.3
2022-11-25 00:39:51,8.3
2022-11-25 00:40:23,8.3
2022-11-25 00:40:56,8.3
2022-11-25 00:41:28,8.3
2022-11-25 00:42:01,8.3
2022-11-25 00:42:33,8.3
2022-11-25 00:43:06,8.3
2022-11-25 00:43:38,8.3
2022-11-25 00:44:11,8.3
2022-11-25 00:44:44,8.3
2022-11-25 00:45:16,8.3
2022-11-25 00:45:43,8.3
2022-11-25 02:08:37,8.3
