Time,"53385.cmd, where 0 is IMAGE, 1 is 0, 2 is 85, 3 is 72, 4 is 250, 5 is 255, 6 is 107, 7 is 3, 8 is Image"
2019-02-14 16:17:38,0
2019-02-16 20:50:06,0
2019-02-20 02:58:12,0
2019-04-12 11:53:40,0
2019-06-20 00:59:00,0
2019-07-20 03:18:35,0
2019-08-16 07:13:03,0
2020-02-01 19:39:47,0
2020-02-15 10:59:18,0
2020-03-15 02:44:45,0
2020-05-02 16:54:08,0
2021-01-14 14:22:56,0
2021-01-22 05:11:39,0
2021-01-31 01:34:51,0
2021-04-07 05:23:55,0
2021-04-10 05:16:26,0
2021-04-10 06:46:34,0
2021-05-16 02:09:00,0
2021-05-17 20:25:08,0
2021-09-04 09:28:20,0
2021-09-27 10:33:14,0
2021-09-28 22:57:20,0
2021-10-27 03:15:14,0
2022-03-01 23:44:03,0
2022-09-06 00:23:53,0
2022-12-04 11:08:10,0
2022-12-19 22:52:05,0
2023-01-13 11:55:41,0
2023-02-03 01:07:35,0
2023-02-13 13:11:48,0
2023-02-17 11:16:52,1
2023-02-17 11:16:53,1
2023-02-17 11:16:58,1
2023-02-17 11:17:02,1
2023-02-17 11:17:08,1
2023-02-17 11:17:20,0
2023-02-17 11:17:30,0
2023-02-17 11:17:39,1
2023-02-17 11:17:45,1
2023-02-17 11:17:53,2
2023-02-17 11:17:58,1
2023-02-17 11:18:11,2
2023-02-17 11:18:15,0
2023-02-17 11:18:16,0
2023-02-17 11:18:17,0
2023-02-17 11:18:18,0
2023-02-17 11:18:19,0
2023-02-17 11:18:20,0
2023-02-17 11:18:21,0
2023-02-17 11:18:22,0
2023-02-17 11:18:23,0
2023-02-17 11:18:24,0
2023-02-17 11:18:25,0
2023-02-17 11:18:28,0
2023-02-17 11:18:29,0
2023-02-17 11:18:30,0
2023-02-17 11:18:31,0
2023-02-17 11:18:32,0
2023-02-17 11:18:33,0
2023-02-17 11:18:34,0
2023-02-17 11:18:35,0
2023-02-17 11:18:36,0
2023-02-17 11:18:37,0
2023-02-17 11:18:38,0
2023-02-17 11:18:39,0
2023-02-17 11:18:40,0
2023-02-17 11:18:41,0
2023-02-17 11:18:42,0
2023-02-17 11:18:43,0
2023-02-17 11:18:44,0
2023-02-17 11:19:26,2
2023-02-17 11:19:31,1
2023-02-17 12:48:19,0
2023-02-17 12:48:20,0
2023-02-17 12:48:21,0
2023-02-17 12:48:22,0
2023-02-17 12:48:24,0
2023-02-17 12:48:25,0
2023-02-17 12:48:27,0
2023-02-17 12:48:28,0
2023-02-17 12:48:29,0
2023-02-17 12:48:30,0
2023-02-17 12:48:31,0
2023-02-17 12:48:31,0
2023-02-17 12:48:32,0
2023-02-17 12:48:32,0
2023-02-17 12:48:33,0
2023-02-17 12:48:33,0
2023-02-17 12:48:33,0
2023-02-17 12:48:34,0
2023-02-17 12:48:34,0
2023-02-17 12:48:34,0
2023-02-17 12:48:35,0
2023-02-17 12:48:35,0
2023-02-17 12:48:35,0
2023-02-17 12:48:36,0
2023-02-17 12:48:36,0
2023-02-17 12:48:36,0
2023-02-17 12:48:37,0
2023-02-17 12:48:38,0
2023-02-17 12:48:38,0
2023-02-17 12:48:39,0
2023-02-17 12:48:39,0
2023-02-17 12:48:39,0
2023-02-17 12:48:39,0
2023-02-17 12:48:40,0
2023-02-17 12:48:40,0
2023-02-17 12:48:40,0
2023-02-17 12:48:40,0
2023-02-17 12:48:41,0
2023-02-17 12:48:41,0
2023-02-17 12:48:41,0
2023-02-17 12:48:41,0
2023-02-17 12:48:42,0
2023-02-17 12:48:42,0
2023-02-17 12:48:42,0
