Time,Wheel #1 Speed
2021-05-02 03:00:00,136.0
2021-05-03 03:00:00,96.0
2021-05-04 03:00:00,-216.0
2021-05-05 03:00:00,188.0
2021-05-06 03:00:00,190.0
2021-05-07 03:00:00,219.0
2021-05-08 03:00:00,-162.0
2021-05-09 03:00:00,-251.0
2021-05-10 03:00:00,-103.0
2021-05-11 03:00:00,-1.0
2021-05-12 03:00:00,1.2
2021-05-13 03:00:00,-1.0
2021-05-14 03:00:00,-352.0
2021-05-15 03:00:00,1.2
2021-05-16 03:00:00,-1.0
2021-05-17 03:00:00,1.2
2021-05-18 03:00:00,-78.0
2021-05-19 03:00:00,266.0
2021-05-20 03:00:00,248.0
2021-05-21 03:00:00,-1.0
2021-05-22 03:00:00,357.0
2021-05-23 03:00:00,-1.0
2021-05-24 03:00:00,-1.0
2021-05-25 03:00:00,-1.0
2021-05-26 03:00:00,-1.0
2021-05-27 03:00:00,331.0
2021-05-28 03:00:00,1.2
2021-05-29 03:00:00,-1.0
2021-05-30 03:00:00,-2.0
2021-05-31 03:00:00,-1.0
2021-06-01 03:00:00,-1.0
2021-06-02 03:00:00,-324.0
2021-06-03 03:00:00,358.0
2021-06-04 03:00:00,254.0
2021-06-05 03:00:00,-424.0
2021-06-06 03:00:00,-118.0
2021-06-07 03:00:00,1.2
2021-06-08 03:00:00,1.6
2021-06-09 03:00:00,514.0
2021-06-10 03:00:00,412.0
2021-06-11 03:00:00,-89.0
2021-06-12 03:00:00,-1.0
2021-06-13 03:00:00,93.0
2021-06-14 03:00:00,-1.0
2021-06-15 03:00:00,-82.0
2021-06-16 03:00:00,-2.0
2021-06-17 03:00:00,-70.0
2021-06-18 03:00:00,132.0
2021-06-19 03:00:00,959.0
2021-06-20 03:00:00,1496.0
2021-06-21 03:00:00,115.0
2021-06-22 03:00:00,4741.0
2021-06-23 03:00:00,6980.0
2021-06-24 03:00:00,-2.0
2021-06-25 03:00:00,62.0
2021-06-26 03:00:00,167.0
2021-06-27 03:00:00,1090.0
2021-06-28 03:00:00,-3624.0
2021-06-29 03:00:00,-1857.0
2021-06-30 03:00:00,133.0
2021-07-01 03:00:00,1.2
2021-07-02 03:00:00,-216.0
2021-07-03 03:00:00,1.2
2021-07-04 03:00:00,98.0
2021-07-05 03:00:00,-61.0
2021-07-06 03:00:00,431.0
2021-07-07 03:00:00,432.0
2021-07-08 03:00:00,449.0
2021-07-09 03:00:00,-76.0
2021-07-10 03:00:00,-112.0
2021-07-11 03:00:00,-99.0
2021-07-12 03:00:00,-121.0
2021-07-13 03:00:00,-79.0
2021-07-14 03:00:00,-20.0
2021-07-15 03:00:00,158.0
2021-07-16 03:00:00,-72.0
2021-07-17 03:00:00,495.0
2021-07-18 03:00:00,-53.0
2021-07-19 03:00:00,464.0
2021-07-20 03:00:00,144.0
2021-07-21 03:00:00,466.0
2021-07-22 03:00:00,498.0
2021-07-23 03:00:00,130.0
2021-07-24 03:00:00,496.0
2021-07-25 03:00:00,496.0
2021-07-26 03:00:00,-47.0
2021-07-27 03:00:00,506.0
2021-07-28 03:00:00,513.0
2021-07-29 03:00:00,505.0
2021-07-30 03:00:00,226.0
2021-07-31 03:00:00,518.0
2021-08-01 03:00:00,187.0
2021-08-02 03:00:00,519.0
2021-08-03 03:00:00,545.0
2021-08-04 03:00:00,-136.0
2021-08-05 03:00:00,-544.0
2021-08-06 03:00:00,521.0
2021-08-07 03:00:00,532.0
2021-08-08 03:00:00,518.0
2021-08-09 03:00:00,542.0
2021-08-10 03:00:00,521.0
2021-08-11 03:00:00,520.0
2021-08-12 03:00:00,507.0
2021-08-13 03:00:00,510.0
2021-08-14 03:00:00,550.0
2021-08-15 03:00:00,519.0
2021-08-16 03:00:00,520.0
2021-08-17 03:00:00,512.0
2021-08-18 03:00:00,540.0
2021-08-19 03:00:00,542.0
2021-08-20 03:00:00,535.0
2021-08-21 03:00:00,536.0
2021-08-22 03:00:00,180.0
2021-08-23 03:00:00,510.0
2021-08-24 03:00:00,504.0
2021-08-25 03:00:00,163.0
2021-08-26 03:00:00,524.0
2021-08-27 03:00:00,-306.0
2021-08-28 03:00:00,-549.0
2021-08-29 03:00:00,-510.0
2021-08-30 03:00:00,238.0
2021-08-31 03:00:00,241.0
2021-09-01 03:00:00,1.2
2021-09-02 03:00:00,1.6
2021-09-03 03:00:00,26.0
2021-09-04 03:00:00,1.2
2021-09-05 03:00:00,136.0
2021-09-06 03:00:00,273.0
2021-09-07 03:00:00,-49.0
2021-09-08 03:00:00,1.2
2021-09-09 03:00:00,-1.0
2021-09-10 03:00:00,456.0
2021-09-11 03:00:00,449.0
2021-09-12 03:00:00,-1.0
2021-09-13 03:00:00,1.2
2021-09-14 03:00:00,-1.0
2021-09-15 03:00:00,441.0
2021-09-16 03:00:00,1.2
2021-09-17 03:00:00,159.0
2021-09-18 03:00:00,451.0
2021-09-19 03:00:00,113.0
2021-09-20 03:00:00,140.0
2021-09-21 03:00:00,436.0
2021-09-22 03:00:00,79.0
2021-09-23 03:00:00,392.0
2021-09-24 03:00:00,379.0
2021-09-25 03:00:00,362.0
2021-09-26 03:00:00,388.0
2021-09-27 03:00:00,178.0
2021-09-28 03:00:00,74.0
2021-09-29 03:00:00,369.0
2021-09-30 03:00:00,355.0
2021-10-01 03:00:00,106.0
2021-10-02 03:00:00,345.0
2021-10-03 03:00:00,-1.0
2021-10-04 03:00:00,342.0
2021-10-05 03:00:00,335.0
2021-10-06 03:00:00,324.0
2021-10-07 03:00:00,360.0
2021-10-08 03:00:00,1.2
2021-10-09 03:00:00,312.0
2021-10-10 03:00:00,82.0
2021-10-11 03:00:00,295.0
2021-10-12 03:00:00,62.0
2021-10-13 03:00:00,68.0
2021-10-14 03:00:00,275.0
2021-10-15 03:00:00,281.0
2021-10-16 03:00:00,273.0
2021-10-17 03:00:00,66.0
2021-10-18 03:00:00,258.0
2021-10-19 03:00:00,1.2
2021-10-20 03:00:00,1.2
2021-10-21 03:00:00,1.2
2021-10-22 03:00:00,230.0
2021-10-23 03:00:00,4.0
2021-10-24 03:00:00,220.0
2021-10-25 03:00:00,215.0
2021-10-26 03:00:00,206.0
2021-10-27 03:00:00,194.0
2021-10-28 03:00:00,189.0
2021-10-29 03:00:00,-1.0
2021-10-30 03:00:00,177.0
2021-10-31 03:00:00,209.0
2021-11-01 03:00:00,-89.0
2021-11-02 03:00:00,117.0
2021-11-03 03:00:00,-95.0
2021-11-04 03:00:00,181.0
2021-11-05 03:00:00,-107.0
2021-11-06 03:00:00,124.0
2021-11-07 03:00:00,126.0
2021-11-08 03:00:00,122.0
2021-11-09 03:00:00,114.0
2021-11-10 03:00:00,108.0
2021-11-11 03:00:00,-66.0
2021-11-12 03:00:00,136.0
2021-11-13 03:00:00,86.0
2021-11-14 03:00:00,78.0
2021-11-15 03:00:00,78.0
2021-11-16 03:00:00,66.0
2021-11-17 03:00:00,58.0
2021-11-18 03:00:00,98.0
2021-11-19 03:00:00,51.0
2021-11-20 03:00:00,45.0
2021-11-21 03:00:00,138.0
2021-11-22 03:00:00,38.0
2021-11-23 03:00:00,1.2
2021-11-24 03:00:00,21.0
2021-11-25 03:00:00,1.6
2021-11-26 03:00:00,1.2
2021-11-27 03:00:00,-1.0
2021-11-28 03:00:00,-2.0
2021-11-29 03:00:00,-1.0
2021-11-30 03:00:00,-2.0
2021-12-01 03:00:00,-1.0
2021-12-02 03:00:00,-1.0
2021-12-03 03:00:00,-23.0
2021-12-04 03:00:00,-222.0
2021-12-05 03:00:00,113.0
2021-12-06 03:00:00,-54.0
2021-12-07 03:00:00,1.2
2021-12-08 03:00:00,-237.0
2021-12-09 03:00:00,-1.0
2021-12-10 03:00:00,-262.0
2021-12-11 03:00:00,-263.0
2021-12-12 03:00:00,-86.0
2021-12-13 03:00:00,89.0
2021-12-14 03:00:00,-68.0
2021-12-15 03:00:00,-312.0
2021-12-16 03:00:00,-60.0
2021-12-17 03:00:00,-60.0
2021-12-18 03:00:00,-100.0
2021-12-19 03:00:00,-114.0
2021-12-20 03:00:00,-112.0
2021-12-21 03:00:00,-103.0
2021-12-22 03:00:00,-98.0
2021-12-23 03:00:00,5.6
2021-12-24 03:00:00,-127.0
2021-12-25 03:00:00,-121.0
2021-12-26 03:00:00,-344.0
2021-12-27 03:00:00,-362.0
2021-12-28 03:00:00,-347.0
2021-12-29 03:00:00,-400.0
2021-12-30 03:00:00,-378.0
2021-12-31 03:00:00,-414.0
2022-01-01 03:00:00,-377.0
2022-01-02 03:00:00,0.0
2022-01-03 03:00:00,0.0
2022-01-04 03:00:00,-379.0
2022-01-05 03:00:00,-442.0
2022-01-06 03:00:00,140.0
2022-01-07 03:00:00,136.0
2022-01-08 03:00:00,-429.0
2022-01-09 03:00:00,-457.0
2022-01-10 03:00:00,-395.0
2022-01-11 03:00:00,-247.0
2022-01-12 03:00:00,-204.0
2022-01-13 03:00:00,-112.0
2022-01-14 03:00:00,-428.0
2022-01-15 03:00:00,-479.0
2022-01-16 03:00:00,-166.0
2022-01-17 03:00:00,-1.0
2022-01-18 03:00:00,96.0
2022-01-19 03:00:00,-1.0
2022-01-20 03:00:00,-102.0
2022-01-21 03:00:00,100.0
2022-01-22 03:00:00,0.0
2022-01-23 03:00:00,1.2
2022-01-24 03:00:00,-478.0
2022-01-25 03:00:00,-468.0
2022-01-26 03:00:00,-466.0
2022-01-27 03:00:00,-138.0
2022-01-28 03:00:00,-454.0
2022-01-29 03:00:00,-55.0
2022-01-30 03:00:00,-153.0
2022-01-31 03:00:00,-478.0
2022-02-01 03:00:00,-485.0
2022-02-02 03:00:00,-474.0
2022-02-03 03:00:00,-489.0
2022-02-04 03:00:00,116.0
2022-02-05 03:00:00,48.0
2022-02-06 03:00:00,-128.0
2022-02-07 03:00:00,-127.0
2022-02-08 03:00:00,-132.0
2022-02-09 03:00:00,-506.0
2022-02-10 03:00:00,1.2
2022-02-11 03:00:00,-117.0
2022-02-12 03:00:00,-154.0
2022-02-13 03:00:00,-147.0
2022-02-14 03:00:00,-134.0
2022-02-15 03:00:00,-506.0
2022-02-16 03:00:00,-1.0
2022-02-17 03:00:00,134.0
2022-02-18 03:00:00,120.0
2022-02-19 03:00:00,83.0
2022-02-20 03:00:00,91.0
2022-02-21 03:00:00,77.0
2022-02-22 03:00:00,-68.0
2022-02-23 03:00:00,-2.0
2022-02-24 03:00:00,77.0
2022-02-25 03:00:00,-103.0
2022-02-26 03:00:00,-480.0
2022-02-27 03:00:00,-482.0
2022-02-28 03:00:00,-500.0
2022-03-01 03:00:00,-110.0
2022-03-02 03:00:00,-102.0
2022-03-03 03:00:00,-108.0
2022-03-04 03:00:00,-2.0
2022-03-05 03:00:00,-513.0
2022-03-06 03:00:00,-496.0
2022-03-07 03:00:00,91.0
2022-03-08 03:00:00,-75.0
2022-03-09 03:00:00,76.0
2022-03-10 03:00:00,70.0
2022-03-11 03:00:00,64.0
2022-03-12 03:00:00,117.0
2022-03-13 03:00:00,20.0
2022-03-14 03:00:00,-24.0
2022-03-15 03:00:00,-78.0
2022-03-16 03:00:00,-73.0
2022-03-17 03:00:00,1.6
2022-03-18 03:00:00,-70.0
2022-03-19 03:00:00,-2.0
2022-03-20 03:00:00,-82.0
2022-03-21 03:00:00,1.2
2022-03-22 03:00:00,-420.0
2022-03-23 03:00:00,-55.0
2022-03-24 03:00:00,-414.0
2022-03-25 03:00:00,-432.0
2022-03-26 03:00:00,-449.0
2022-03-27 03:00:00,1.2
2022-03-28 03:00:00,-1.0
2022-03-29 03:00:00,134.0
2022-03-30 03:00:00,-1.0
2022-03-31 03:00:00,-63.0
2022-04-01 03:00:00,-2.0
2022-04-02 03:00:00,-74.0
2022-04-03 03:00:00,2.0
2022-04-04 03:00:00,153.0
2022-04-05 03:00:00,-609.0
2022-04-06 03:00:00,-7.0
2022-04-07 03:00:00,-60.0
2022-04-08 03:00:00,-2.0
2022-04-09 03:00:00,-3.0
2022-04-10 03:00:00,-83.0
2022-04-11 03:00:00,-26.0
2022-04-12 03:00:00,1.2
2022-04-13 03:00:00,-1.0
2022-04-14 03:00:00,-2.0
2022-04-15 03:00:00,1.2
2022-04-16 03:00:00,3.2
2022-04-17 03:00:00,141.0
2022-04-18 03:00:00,2.4
2022-04-19 03:00:00,-2.0
2022-04-20 03:00:00,-66.0
2022-04-21 03:00:00,-73.0
2022-04-22 03:00:00,1.2
2022-04-23 03:00:00,2.0
2022-04-24 03:00:00,34.0
2022-04-25 03:00:00,1.2
2022-04-26 03:00:00,1.2
2022-04-27 03:00:00,-226.0
2022-04-28 03:00:00,1.2
2022-04-29 03:00:00,67.0
2022-04-30 03:00:00,-176.0
2022-05-01 03:00:00,100.0
2022-05-02 03:00:00,-210.0
2022-05-03 03:00:00,-200.0
2022-05-04 03:00:00,79.0
2022-05-05 03:00:00,94.0
2022-05-06 03:00:00,-176.0
2022-05-07 03:00:00,-157.0
2022-05-08 03:00:00,1.6
2022-05-09 03:00:00,-1.0
2022-05-10 03:00:00,-185.0
2022-05-11 03:00:00,16.0
2022-05-12 03:00:00,-1.0
2022-05-13 03:00:00,-172.0
2022-05-14 03:00:00,-69.0
2022-05-15 03:00:00,56.0
2022-05-16 03:00:00,-163.0
2022-05-17 03:00:00,-193.0
2022-05-18 03:00:00,1.2
2022-05-19 03:00:00,-170.0
2022-05-20 03:00:00,1.6
2022-05-21 03:00:00,-146.0
2022-05-22 03:00:00,-187.0
2022-05-23 03:00:00,-207.0
2022-05-24 03:00:00,-195.0
2022-05-25 03:00:00,-58.0
2022-05-26 03:00:00,1.2
2022-05-27 03:00:00,-34.0
2022-05-28 03:00:00,1.2
2022-05-29 03:00:00,-1.0
2022-05-30 03:00:00,-71.0
2022-05-31 03:00:00,17.0
2022-06-01 03:00:00,-116.0
2022-06-02 03:00:00,65.0
2022-06-03 03:00:00,-88.0
2022-06-04 03:00:00,-112.0
2022-06-05 03:00:00,-116.0
2022-06-06 03:00:00,1.2
2022-06-07 03:00:00,-146.0
2022-06-08 03:00:00,-62.0
2022-06-09 03:00:00,-145.0
2022-06-10 03:00:00,-26.0
2022-06-11 03:00:00,70.0
2022-06-12 03:00:00,-1.0
2022-06-13 03:00:00,-98.0
2022-06-14 03:00:00,70.0
2022-06-15 03:00:00,31.0
2022-06-16 03:00:00,1.2
2022-06-17 03:00:00,100.0
2022-06-18 03:00:00,-2.0
2022-06-19 03:00:00,1.6
2022-06-20 03:00:00,-2.0
2022-06-21 03:00:00,70.0
2022-06-22 03:00:00,76.0
2022-06-23 03:00:00,-14.0
2022-06-24 03:00:00,-2.0
2022-06-25 03:00:00,-1.0
2022-06-26 03:00:00,-1.0
2022-06-27 03:00:00,1.2
2022-06-28 03:00:00,102.0
2022-06-29 03:00:00,94.0
2022-06-30 03:00:00,-75.0
2022-07-01 03:00:00,60.0
2022-07-02 03:00:00,1.2
2022-07-03 03:00:00,57.0
2022-07-04 03:00:00,-134.0
2022-07-05 03:00:00,75.0
2022-07-06 03:00:00,24.0
2022-07-07 03:00:00,-2.0
2022-07-08 03:00:00,-1.0
2022-07-09 03:00:00,-98.0
2022-07-10 03:00:00,-2.0
2022-07-11 03:00:00,-84.0
2022-07-12 03:00:00,1.2
2022-07-13 03:00:00,-1.0
2022-07-14 03:00:00,1.2
2022-07-15 03:00:00,-3.0
2022-07-16 03:00:00,-2.0
2022-07-17 03:00:00,1.2
2022-07-18 03:00:00,0.8
2022-07-19 03:00:00,1.2
2022-07-20 03:00:00,-2.0
2022-07-21 03:00:00,-2.0
2022-07-22 03:00:00,-64.0
2022-07-23 03:00:00,-1.0
2022-07-24 03:00:00,1.2
2022-07-25 03:00:00,-1.0
2022-07-26 03:00:00,-78.0
2022-07-27 03:00:00,-65.0
2022-07-28 03:00:00,89.0
2022-07-29 03:00:00,-1.0
2022-07-30 03:00:00,-110.0
2022-07-31 03:00:00,125.0
2022-08-01 03:00:00,-154.0
2022-08-02 03:00:00,-2.0
2022-08-03 03:00:00,-74.0
2022-08-04 03:00:00,-60.0
2022-08-05 03:00:00,-63.0
2022-08-06 03:00:00,-125.0
2022-08-07 03:00:00,69.0
2022-08-08 03:00:00,-3.0
2022-08-09 03:00:00,-1.0
2022-08-10 03:00:00,-1.0
2022-08-11 03:00:00,-1.0
2022-08-12 03:00:00,-169.0
2022-08-13 03:00:00,-175.0
2022-08-14 03:00:00,1.2
2022-08-15 03:00:00,-48.0
2022-08-16 03:00:00,-1.0
2022-08-17 03:00:00,-2.0
2022-08-18 03:00:00,58.0
2022-08-19 03:00:00,1.2
2022-08-20 03:00:00,-5.0
2022-08-21 03:00:00,-1.0
2022-08-22 03:00:00,-125.0
2022-08-23 03:00:00,120.0
2022-08-24 03:00:00,-82.0
2022-08-25 03:00:00,-1.0
2022-08-26 03:00:00,-81.0
2022-08-27 03:00:00,92.0
2022-08-28 03:00:00,-1.0
2022-08-29 03:00:00,90.0
2022-08-30 03:00:00,-2.0
2022-08-31 03:00:00,-2.0
2022-09-01 03:00:00,120.0
2022-09-02 03:00:00,-227.0
2022-09-03 03:00:00,-151.0
2022-09-04 03:00:00,1.2
2022-09-05 03:00:00,1.2
2022-09-06 03:00:00,133.0
2022-09-07 03:00:00,-1.0
2022-09-08 03:00:00,1.6
2022-09-09 03:00:00,-2.0
2022-09-10 03:00:00,-1.0
2022-09-11 03:00:00,96.0
2022-09-12 03:00:00,67.0
2022-09-13 03:00:00,-123.0
2022-09-14 03:00:00,64.0
2022-09-15 03:00:00,101.0
2022-09-16 03:00:00,153.0
2022-09-17 03:00:00,114.0
2022-09-18 03:00:00,-1.0
2022-09-19 03:00:00,76.0
2022-09-20 03:00:00,-70.0
2022-09-21 03:00:00,-245.0
2022-09-22 03:00:00,88.0
2022-09-23 03:00:00,-58.0
2022-09-24 03:00:00,-1.0
2022-09-25 03:00:00,-41.0
2022-09-26 03:00:00,-2.0
2022-09-27 03:00:00,-2.0
2022-09-28 03:00:00,-1.0
2022-09-29 03:00:00,-2.0
2022-09-30 03:00:00,178.0
2022-10-01 03:00:00,121.0
2022-10-02 03:00:00,195.0
2022-10-03 03:00:00,146.0
2022-10-04 03:00:00,57.0
2022-10-05 03:00:00,45.0
2022-10-06 03:00:00,115.0
2022-10-07 03:00:00,53.0
2022-10-08 03:00:00,166.0
2022-10-09 03:00:00,68.0
2022-10-10 03:00:00,164.0
2022-10-11 03:00:00,-2.0
2022-10-12 03:00:00,138.0
2022-10-13 03:00:00,105.0
2022-10-14 03:00:00,168.0
2022-10-15 03:00:00,186.0
2022-10-16 03:00:00,102.0
2022-10-17 03:00:00,-2.0
2022-10-18 03:00:00,127.0
2022-10-19 03:00:00,-55.0
2022-10-20 03:00:00,1.6
2022-10-21 03:00:00,154.0
2022-10-22 03:00:00,-1.0
2022-10-23 03:00:00,137.0
2022-10-24 03:00:00,-70.0
2022-10-25 03:00:00,-87.0
2022-10-26 03:00:00,88.0
2022-10-27 03:00:00,-1.0
2022-10-28 03:00:00,-1.0
2022-10-29 03:00:00,1.6
2022-10-30 03:00:00,-2.0
2022-10-31 03:00:00,1.2
2022-11-01 03:00:00,130.0
2022-11-02 03:00:00,47.0
2022-11-03 03:00:00,96.0
2022-11-04 03:00:00,-2.0
2022-11-05 03:00:00,87.0
2022-11-06 03:00:00,61.0
2022-11-07 03:00:00,152.0
2022-11-08 03:00:00,218.0
2022-11-09 03:00:00,160.0
2022-11-10 03:00:00,133.0
2022-11-11 03:00:00,62.0
2022-11-12 03:00:00,-1.0
2022-11-13 03:00:00,-154.0
2022-11-14 03:00:00,-2.0
2022-11-15 03:00:00,93.0
2022-11-16 03:00:00,-87.0
2022-11-17 03:00:00,-253.0
2022-11-18 03:00:00,131.0
2022-11-19 03:00:00,-1.0
2022-11-20 03:00:00,98.0
2022-11-21 03:00:00,101.0
2022-11-22 03:00:00,1.6
2022-11-23 03:00:00,114.0
2022-11-24 03:00:00,116.0
2022-11-25 03:00:00,1.2
2022-11-26 03:00:00,100.0
2022-11-27 03:00:00,-1.0
2022-11-28 03:00:00,-196.0
2022-11-29 03:00:00,160.0
2022-11-30 03:00:00,-2.0
2022-12-01 03:00:00,-1.0
2022-12-02 03:00:00,144.0
2022-12-03 03:00:00,-56.0
2022-12-04 03:00:00,-202.0
2022-12-05 03:00:00,102.0
2022-12-06 03:00:00,-269.0
2022-12-07 03:00:00,194.0
2022-12-08 03:00:00,53.0
2022-12-09 03:00:00,-1.0
2022-12-10 03:00:00,-128.0
2022-12-11 03:00:00,-319.0
2022-12-12 03:00:00,76.0
2022-12-13 03:00:00,167.0
2022-12-14 03:00:00,94.0
2022-12-15 03:00:00,69.0
2022-12-16 03:00:00,64.0
2022-12-17 03:00:00,156.0
2022-12-18 03:00:00,-64.0
2022-12-19 03:00:00,88.0
2022-12-20 03:00:00,-2.0
