Time,Rate X
2020-05-07 03:00:00,0.0
2020-05-08 03:00:00,0.0
2020-05-09 03:00:00,0.0045
2020-05-10 03:00:00,0.00035
2020-05-11 03:00:00,0.0016
2020-05-12 03:00:00,0.0024
2020-05-13 03:00:00,0.0
2020-05-14 03:00:00,0.00036
2020-05-15 03:00:00,0.0046
2020-05-16 03:00:00,0.0
2020-05-17 03:00:00,0.0
2020-05-18 03:00:00,0.0
2020-05-19 03:00:00,0.0
2020-05-20 03:00:00,0.0007
2020-05-21 03:00:00,0.0
2020-05-22 03:00:00,0.0019
2020-05-23 03:00:00,0.0
2020-05-24 03:00:00,0.0
2020-05-25 03:00:00,0.0
2020-05-26 03:00:00,0.0
2020-05-27 03:00:00,0.0
2020-05-28 03:00:00,0.0
2020-05-29 03:00:00,0.0
2020-05-30 03:00:00,0.0
2020-05-31 03:00:00,0.0016
2020-06-01 03:00:00,0.0
2020-06-02 03:00:00,0.0012
2020-06-03 03:00:00,0.0
2020-06-04 03:00:00,0.0
2020-06-05 03:00:00,0.0
2020-06-06 03:00:00,0.0
2020-06-07 03:00:00,0.0081
2020-06-08 03:00:00,0.0
2020-06-09 03:00:00,0.0047
2020-06-10 03:00:00,0.00036
2020-06-11 03:00:00,0.0
2020-06-12 03:00:00,0.0028
2020-06-13 03:00:00,0.0025
2020-06-14 03:00:00,0.0
2020-06-15 03:00:00,0.00025
2020-06-16 03:00:00,0.0
2020-06-17 03:00:00,0.0032
2020-06-18 03:00:00,0.0072
2020-06-19 03:00:00,0.0
2020-06-20 03:00:00,0.0
2020-06-21 03:00:00,0.0025
2020-06-22 03:00:00,0.0
2020-06-23 03:00:00,0.0035
2020-06-24 03:00:00,0.0016
2020-06-25 03:00:00,0.0
2020-06-26 03:00:00,0.0
2020-06-27 03:00:00,0.0049
2020-06-28 03:00:00,0.0
2020-06-29 03:00:00,0.0073
2020-06-30 03:00:00,0.0
2020-07-01 03:00:00,0.0
2020-07-02 03:00:00,0.0
2020-07-03 03:00:00,0.0004
2020-07-04 03:00:00,0.0
2020-07-05 03:00:00,0.0
2020-07-06 03:00:00,0.0019
2020-07-07 03:00:00,0.0039
2020-07-08 03:00:00,0.0
2020-07-09 03:00:00,0.0
2020-07-10 03:00:00,0.0044
2020-07-11 03:00:00,0.0092
2020-07-12 03:00:00,0.0
2020-07-13 03:00:00,0.0028
2020-07-14 03:00:00,0.0033
2020-07-15 03:00:00,0.02
2020-07-16 03:00:00,0.0
2020-07-17 03:00:00,0.0
2020-07-18 03:00:00,0.00082
2020-07-19 03:00:00,0.00069
2020-07-20 03:00:00,0.0
2020-07-21 03:00:00,0.0
2020-07-22 03:00:00,0.0
2020-07-23 03:00:00,0.0
2020-07-24 03:00:00,0.0
2020-07-25 03:00:00,0.0
2020-07-26 03:00:00,0.0032
2020-07-27 03:00:00,0.0
2020-07-28 03:00:00,0.0098
2020-07-29 03:00:00,0.0024
2020-07-30 03:00:00,1.3e-05
2020-07-31 03:00:00,0.0
2020-08-01 03:00:00,0.0017
2020-08-02 03:00:00,0.0
2020-08-03 03:00:00,0.0
2020-08-04 03:00:00,0.0
2020-08-05 03:00:00,0.0029
2020-08-06 03:00:00,0.0
2020-08-07 03:00:00,0.0
2020-08-08 03:00:00,0.0019
2020-08-09 03:00:00,0.0
2020-08-10 03:00:00,0.0
2020-08-11 03:00:00,0.0046
2020-08-12 03:00:00,0.00064
2020-08-13 03:00:00,0.0
2020-08-14 03:00:00,0.0
2020-08-15 03:00:00,0.0031
2020-08-16 03:00:00,0.0
2020-08-17 03:00:00,0.00076
2020-08-18 03:00:00,0.0012
2020-08-19 03:00:00,0.003
2020-08-20 03:00:00,0.0
2020-08-21 03:00:00,0.00022
2020-08-22 03:00:00,0.00055
2020-08-23 03:00:00,0.0
2020-08-24 03:00:00,0.0
2020-08-25 03:00:00,0.0027
2020-08-26 03:00:00,0.0
2020-08-27 03:00:00,0.0062
2020-08-28 03:00:00,0.0
2020-08-29 03:00:00,0.0
2020-08-30 03:00:00,0.005
2020-08-31 03:00:00,0.0
2020-09-01 03:00:00,0.0
2020-09-02 03:00:00,0.0
2020-09-03 03:00:00,0.0
2020-09-04 03:00:00,0.0
2020-09-05 03:00:00,0.0019
2020-09-06 03:00:00,0.0
2020-09-07 03:00:00,0.0
2020-09-08 03:00:00,0.0
2020-09-09 03:00:00,0.0
2020-09-10 03:00:00,0.0007
2020-09-11 03:00:00,0.004
2020-09-12 03:00:00,0.0018
2020-09-13 03:00:00,0.0026
2020-09-14 03:00:00,0.0
2020-09-15 03:00:00,0.0077
2020-09-16 03:00:00,0.0
2020-09-17 03:00:00,0.0018
2020-09-18 03:00:00,0.0031
2020-09-19 03:00:00,0.0
2020-09-20 03:00:00,0.0031
2020-09-21 03:00:00,0.0031
2020-09-22 03:00:00,0.0032
2020-09-23 03:00:00,0.0011
2020-09-24 03:00:00,0.0
2020-09-25 03:00:00,0.0
2020-09-26 03:00:00,0.024
2020-09-27 03:00:00,0.0
2020-09-28 03:00:00,0.0
2020-09-29 03:00:00,0.0
2020-09-30 03:00:00,0.0
2020-10-01 03:00:00,0.00085
2020-10-02 03:00:00,0.0
2020-10-03 03:00:00,0.0051
2020-10-04 03:00:00,0.0035
2020-10-05 03:00:00,0.0
2020-10-06 03:00:00,0.0
2020-10-07 03:00:00,0.00059
2020-10-08 03:00:00,0.0
2020-10-09 03:00:00,0.0
2020-10-10 03:00:00,0.0016
2020-10-11 03:00:00,0.0
2020-10-12 03:00:00,0.0
2020-10-13 03:00:00,0.008
2020-10-14 03:00:00,0.004
2020-10-15 03:00:00,0.0
2020-10-16 03:00:00,0.0
2020-10-17 03:00:00,0.0
2020-10-18 03:00:00,0.0018
2020-10-19 03:00:00,0.0
2020-10-20 03:00:00,0.0
2020-10-21 03:00:00,0.0
2020-10-22 03:00:00,0.0
2020-10-23 03:00:00,0.0
2020-10-24 03:00:00,0.0
2020-10-25 03:00:00,0.0
2020-10-26 03:00:00,0.0
2020-10-27 03:00:00,0.0
2020-10-28 03:00:00,0.002
2020-10-29 03:00:00,0.0
2020-10-30 03:00:00,0.0
2020-10-31 03:00:00,2.4e-05
2020-11-01 03:00:00,0.0051
2020-11-02 03:00:00,0.00082
2020-11-03 03:00:00,0.00099
2020-11-04 03:00:00,0.0
2020-11-05 03:00:00,0.0
2020-11-06 03:00:00,0.0
2020-11-07 03:00:00,0.0
2020-11-08 03:00:00,0.002
2020-11-09 03:00:00,0.0037
2020-11-10 03:00:00,0.0023
2020-11-11 03:00:00,0.0
2020-11-12 03:00:00,0.0
2020-11-13 03:00:00,0.0
2020-11-14 03:00:00,0.0
2020-11-15 03:00:00,0.0
2020-11-16 03:00:00,0.0
2020-11-17 03:00:00,0.0036
2020-11-18 03:00:00,0.0014
2020-11-19 03:00:00,0.0033
2020-11-20 03:00:00,0.0046
2020-11-21 03:00:00,0.0
2020-11-22 03:00:00,0.0017
2020-11-23 03:00:00,0.0035
2020-11-24 03:00:00,0.0063
2020-11-25 03:00:00,0.0
2020-11-26 03:00:00,0.0048
2020-11-27 03:00:00,0.0
2020-11-28 03:00:00,0.0
2020-11-29 03:00:00,0.004
2020-11-30 03:00:00,0.0
2020-12-01 03:00:00,0.0
2020-12-02 03:00:00,0.0
2020-12-03 03:00:00,0.0027
2020-12-04 03:00:00,0.00087
2020-12-05 03:00:00,0.00074
2020-12-06 03:00:00,0.002
2020-12-07 03:00:00,0.0
2020-12-08 03:00:00,0.0075
2020-12-09 03:00:00,0.0045
2020-12-10 03:00:00,0.0015
2020-12-11 03:00:00,0.0022
2020-12-12 03:00:00,0.0014
2020-12-13 03:00:00,0.0
2020-12-14 03:00:00,0.0
2020-12-15 03:00:00,0.0
2020-12-16 03:00:00,0.0021
2020-12-17 03:00:00,7.2e-05
2020-12-18 03:00:00,0.0
2020-12-19 03:00:00,0.0051
2020-12-20 03:00:00,0.0
2020-12-21 03:00:00,0.014
2020-12-22 03:00:00,0.0051
2020-12-23 03:00:00,0.0
2020-12-24 03:00:00,0.0
2020-12-25 03:00:00,0.0
2020-12-26 03:00:00,0.0
2020-12-27 03:00:00,0.0074
2020-12-28 03:00:00,0.0
2020-12-29 03:00:00,0.0
2020-12-30 03:00:00,0.0024
2020-12-31 03:00:00,0.0063
2021-01-01 03:00:00,0.0029
2021-01-02 03:00:00,0.0
2021-01-03 03:00:00,0.0052
2021-01-04 03:00:00,0.0
2021-01-05 03:00:00,0.0005
2021-01-06 03:00:00,0.0011
2021-01-07 03:00:00,0.0
2021-01-08 03:00:00,0.0
2021-01-09 03:00:00,0.0017
2021-01-10 03:00:00,0.0015
2021-01-11 03:00:00,0.0
2021-01-12 03:00:00,0.0
2021-01-13 03:00:00,0.0
2021-01-14 03:00:00,0.0045
2021-01-15 03:00:00,0.0
2021-01-16 03:00:00,0.0051
2021-01-17 03:00:00,0.0026
2021-01-18 03:00:00,0.0023
2021-01-19 03:00:00,0.0
2021-01-20 03:00:00,0.0
2021-01-21 03:00:00,0.0019
2021-01-22 03:00:00,9.7e-05
2021-01-23 03:00:00,0.0
2021-01-24 03:00:00,0.0016
2021-01-25 03:00:00,0.0
2021-01-26 03:00:00,0.0
2021-01-27 03:00:00,0.0
2021-01-28 03:00:00,0.002
2021-01-29 03:00:00,0.00053
2021-01-30 03:00:00,0.0
2021-01-31 03:00:00,0.001
2021-02-01 03:00:00,0.0
2021-02-02 03:00:00,0.0
2021-02-03 03:00:00,0.0074
2021-02-04 03:00:00,0.0
2021-02-05 03:00:00,0.00065
2021-02-06 03:00:00,0.0
2021-02-07 03:00:00,0.0046
2021-02-08 03:00:00,0.0048
2021-02-09 03:00:00,0.0
2021-02-10 03:00:00,0.002
2021-02-11 03:00:00,0.00083
2021-02-12 03:00:00,0.0
2021-02-13 03:00:00,0.0
2021-02-14 03:00:00,0.0
2021-02-15 03:00:00,0.0
2021-02-16 03:00:00,0.0
2021-02-17 03:00:00,0.0033
2021-02-18 03:00:00,0.0
2021-02-19 03:00:00,0.0012
2021-02-20 03:00:00,0.002
2021-02-21 03:00:00,0.0
2021-02-22 03:00:00,0.003
2021-02-23 03:00:00,0.0061
2021-02-24 03:00:00,0.0039
2021-02-25 03:00:00,0.0023
2021-02-26 03:00:00,0.0042
2021-02-27 03:00:00,0.0046
2021-02-28 03:00:00,0.0013
2021-03-01 03:00:00,0.0
2021-03-02 03:00:00,0.0054
2021-03-03 03:00:00,0.0
2021-03-04 03:00:00,0.0
2021-03-05 03:00:00,0.007
2021-03-06 03:00:00,0.0
2021-03-07 03:00:00,0.0
2021-03-08 03:00:00,0.0
2021-03-09 03:00:00,0.0
2021-03-10 03:00:00,1.6e-05
2021-03-11 03:00:00,0.0018
2021-03-12 03:00:00,0.0
2021-03-13 03:00:00,0.0
2021-03-14 03:00:00,0.0012
2021-03-15 03:00:00,0.0
2021-03-16 03:00:00,0.0079
2021-03-17 03:00:00,0.0
2021-03-18 03:00:00,0.015
2021-03-19 03:00:00,0.0
2021-03-20 03:00:00,0.0024
2021-03-21 03:00:00,0.0044
2021-03-22 03:00:00,0.011
2021-03-23 03:00:00,0.0
2021-03-24 03:00:00,7.8e-05
2021-03-25 03:00:00,0.00054
2021-03-26 03:00:00,0.0071
2021-03-27 03:00:00,0.0
2021-03-28 03:00:00,0.00097
2021-03-29 03:00:00,0.00075
2021-03-30 03:00:00,0.0
2021-03-31 03:00:00,0.0029
2021-04-01 03:00:00,0.0062
2021-04-02 03:00:00,0.0
2021-04-03 03:00:00,0.0024
2021-04-04 03:00:00,0.0
2021-04-05 03:00:00,0.0023
2021-04-06 03:00:00,0.0034
2021-04-07 03:00:00,0.0
2021-04-08 03:00:00,0.0
2021-04-09 03:00:00,0.0
2021-04-10 03:00:00,0.0
2021-04-11 03:00:00,0.0
2021-04-12 03:00:00,0.02
2021-04-13 03:00:00,0.0
2021-04-14 03:00:00,0.0
2021-04-15 03:00:00,0.0
2021-04-16 03:00:00,0.0
2021-04-17 03:00:00,0.0
2021-04-18 03:00:00,0.0
2021-04-19 03:00:00,0.0
2021-04-20 03:00:00,0.0
2021-04-21 03:00:00,0.0
2021-04-22 03:00:00,0.0
2021-04-23 03:00:00,0.008
2021-04-24 03:00:00,0.0
2021-04-25 03:00:00,0.0042
2021-04-26 03:00:00,0.0066
2021-04-27 03:00:00,0.0016
2021-04-28 03:00:00,7e-05
2021-04-29 03:00:00,0.0022
2021-04-30 03:00:00,0.0002
2021-05-01 03:00:00,0.0011
2021-05-02 03:00:00,0.0
2021-05-03 03:00:00,0.0024
2021-05-04 03:00:00,5.5e-05
2021-05-05 03:00:00,0.0
2021-05-06 03:00:00,0.0023
2021-05-07 03:00:00,0.0
2021-05-08 03:00:00,0.0
2021-05-09 03:00:00,0.086
2021-05-10 03:00:00,0.0
2021-05-11 03:00:00,0.0041
2021-05-12 03:00:00,0.0
2021-05-13 03:00:00,0.0
2021-05-14 03:00:00,0.6
2021-05-15 03:00:00,0.0
