Time,Sun Position 1
2021-05-25 03:00:00,65004901
2021-05-26 03:00:00,62708305
2021-05-27 03:00:00,62249896
2021-05-28 03:00:00,59931532
2021-05-29 03:00:00,56783000
2021-05-30 03:00:00,53662404
2021-05-31 03:00:00,52206149
2021-06-01 03:00:00,50496274
2021-06-02 03:00:00,47257878
2021-06-03 03:00:00,44067503
2021-06-04 03:00:00,42413684
2021-06-05 03:00:00,-1
2021-06-06 03:00:00,-1
2021-06-07 03:00:00,-1
2021-06-08 03:00:00,-1
2021-06-09 03:00:00,29302544
2021-06-10 03:00:00,-1
2021-06-11 03:00:00,-1
2021-06-12 03:00:00,-1
2021-06-13 03:00:00,-1
2021-06-14 03:00:00,-1
2021-06-15 03:00:00,-1
2021-06-16 03:00:00,12680178
2021-06-17 03:00:00,10150252
2021-06-18 03:00:00,7620779
2021-06-19 03:00:00,3932945
2021-06-20 03:00:00,1731606
2021-06-21 03:00:00,179037
2021-06-22 03:00:00,-3504261
2021-06-23 03:00:00,-5065878
2021-06-24 03:00:00,-1
2021-06-25 03:00:00,-1
2021-06-26 03:00:00,-12491005
2021-06-27 03:00:00,-16163937
2021-06-28 03:00:00,-18682908
2021-06-29 03:00:00,-20060931
2021-06-30 03:00:00,-22739625
2021-07-01 03:00:00,-25584166
2021-07-02 03:00:00,-27579346
2021-07-03 03:00:00,-1
2021-07-04 03:00:00,-1
2021-07-05 03:00:00,-36144762
2021-07-06 03:00:00,-38605458
2021-07-07 03:00:00,-41052142
2021-07-08 03:00:00,-43490403
2021-07-09 03:00:00,-44819446
2021-07-10 03:00:00,-47237423
2021-07-11 03:00:00,-49643265
2021-07-12 03:00:00,-52042383
2021-07-13 03:00:00,-1
2021-07-14 03:00:00,-55948732
2021-07-15 03:00:00,-59113696
2021-07-16 03:00:00,-61436679
2021-07-17 03:00:00,-62942241
2021-07-18 03:00:00,-1
2021-07-19 03:00:00,-68008497
2021-07-20 03:00:00,-69777271
2021-07-21 03:00:00,-72017045
2021-07-22 03:00:00,-74233895
2021-07-23 03:00:00,-76903227
2021-07-24 03:00:00,-78607589
2021-07-25 03:00:00,-80619376
2021-07-26 03:00:00,-83913138
2021-07-27 03:00:00,-84999336
2021-07-28 03:00:00,-87082361
2021-07-29 03:00:00,-89719327
2021-07-30 03:00:00,-92653512
2021-07-31 03:00:00,-93746202
2021-08-01 03:00:00,-95719120
2021-08-02 03:00:00,-97667472
2021-08-03 03:00:00,-99590136
2021-08-04 03:00:00,-1
2021-08-05 03:00:00,-103340466
2021-08-06 03:00:00,-105173431
2021-08-07 03:00:00,-106353233
2021-08-08 03:00:00,-108749357
2021-08-09 03:00:00,-109886747
2021-08-10 03:00:00,-112850139
2021-08-11 03:00:00,-114517528
2021-08-12 03:00:00,-116146048
2021-08-13 03:00:00,-116572208
2021-08-14 03:00:00,-119307892
2021-08-15 03:00:00,-120149361
2021-08-16 03:00:00,-122233969
2021-08-17 03:00:00,-123695092
2021-08-18 03:00:00,-125121528
2021-08-19 03:00:00,-125887441
2021-08-20 03:00:00,-127957699
2021-08-21 03:00:00,-129185363
2021-08-22 03:00:00,-129973941
2021-08-23 03:00:00,-131149198
2021-08-24 03:00:00,-132993449
2021-08-25 03:00:00,-133634676
2021-08-26 03:00:00,-134704546
2021-08-27 03:00:00,-135886157
2021-08-28 03:00:00,-136952693
2021-08-29 03:00:00,-137979475
2021-08-30 03:00:00,-139337663
2021-08-31 03:00:00,-140269048
2021-09-01 03:00:00,-1
2021-09-02 03:00:00,-1
2021-09-03 03:00:00,-1
2021-09-04 03:00:00,-1
2021-09-05 03:00:00,-1
2021-09-06 03:00:00,-144497871
2021-09-07 03:00:00,-1
2021-09-08 03:00:00,-145969272
2021-09-09 03:00:00,-146544685
2021-09-10 03:00:00,-147271071
2021-09-11 03:00:00,-147534622
2021-09-12 03:00:00,-147982884
2021-09-13 03:00:00,-148557622
2021-09-14 03:00:00,-148773009
2021-09-15 03:00:00,-149069022
2021-09-16 03:00:00,-149360798
2021-09-17 03:00:00,-149574712
2021-09-18 03:00:00,-149762249
2021-09-19 03:00:00,-149906148
2021-09-20 03:00:00,-150011204
2021-09-21 03:00:00,-150074325
2021-09-22 03:00:00,-1
2021-09-23 03:00:00,-1
2021-09-24 03:00:00,-149926522
2021-09-25 03:00:00,-149886038
2021-09-26 03:00:00,-149696565
2021-09-27 03:00:00,-149461605
2021-09-28 03:00:00,-149242804
2021-09-29 03:00:00,-148779960
2021-09-30 03:00:00,-148587812
2021-10-01 03:00:00,-148043256
2021-10-02 03:00:00,-147597955
2021-10-03 03:00:00,-147336183
2021-10-04 03:00:00,-146538204
2021-10-05 03:00:00,-146264999
2021-10-06 03:00:00,-145334541
2021-10-07 03:00:00,-145162124
2021-10-08 03:00:00,-144330880
2021-10-09 03:00:00,-143254140
2021-10-10 03:00:00,-142825483
2021-10-11 03:00:00,-141953124
2021-10-12 03:00:00,-1
2021-10-13 03:00:00,-140246844
2021-10-14 03:00:00,-139366790
2021-10-15 03:00:00,-137788352
2021-10-16 03:00:00,-136881117
2021-10-17 03:00:00,-136222789
2021-10-18 03:00:00,-1
2021-10-19 03:00:00,-1
2021-10-20 03:00:00,-132775083
2021-10-21 03:00:00,-130977259
2021-10-22 03:00:00,-129691189
2021-10-23 03:00:00,-1
2021-10-24 03:00:00,-1
2021-10-25 03:00:00,-125600113
2021-10-26 03:00:00,-125221518
2021-10-27 03:00:00,-122957756
2021-10-28 03:00:00,-121167749
2021-10-29 03:00:00,-120006779
2021-10-30 03:00:00,-118026615
2021-10-31 03:00:00,-1
2021-11-01 03:00:00,-1
2021-11-02 03:00:00,-114295294
2021-11-03 03:00:00,-111752536
2021-11-04 03:00:00,-109998668
2021-11-05 03:00:00,-108253501
2021-11-06 03:00:00,-106045446
2021-11-07 03:00:00,-104058184
2021-11-08 03:00:00,-102162881
2021-11-09 03:00:00,-100236361
2021-11-10 03:00:00,-98279222
2021-11-11 03:00:00,-96795682
2021-11-12 03:00:00,-95893194
2021-11-13 03:00:00,-92368304
2021-11-14 03:00:00,-91104282
2021-11-15 03:00:00,-88339799
2021-11-16 03:00:00,-86073948
2021-11-17 03:00:00,-83916831
2021-11-18 03:00:00,-83348316
2021-11-19 03:00:00,-79541702
2021-11-20 03:00:00,-77314162
2021-11-21 03:00:00,-1
2021-11-22 03:00:00,-1
2021-11-23 03:00:00,-70494875
2021-11-24 03:00:00,-68173417
2021-11-25 03:00:00,-65833302
2021-11-26 03:00:00,-63473088
2021-11-27 03:00:00,-61093994
2021-11-28 03:00:00,-58695073
2021-11-29 03:00:00,-56277044
2021-11-30 03:00:00,-54457199
2021-12-01 03:00:00,-51388689
2021-12-02 03:00:00,-50204983
2021-12-03 03:00:00,-46437697
2021-12-04 03:00:00,-45403264
2021-12-05 03:00:00,-1
2021-12-06 03:00:00,-39068671
2021-12-07 03:00:00,-1
2021-12-08 03:00:00,-1
2021-12-09 03:00:00,-31432099
2021-12-10 03:00:00,-29856709
2021-12-11 03:00:00,-26288631
2021-12-12 03:00:00,-24703603
2021-12-13 03:00:00,-1
2021-12-14 03:00:00,-19692349
2021-12-15 03:00:00,-17091156
2021-12-16 03:00:00,-14485754
2021-12-17 03:00:00,-10694067
2021-12-18 03:00:00,-8076380
2021-12-19 03:00:00,-5458967
2021-12-20 03:00:00,-2839999
2021-12-21 03:00:00,-220521
2021-12-22 03:00:00,2400110
2021-12-23 03:00:00,5021596
2021-12-24 03:00:00,7639814
2021-12-25 03:00:00,10254101
2021-12-26 03:00:00,11333871
2021-12-27 03:00:00,13387945
2021-12-28 03:00:00,15995630
2021-12-29 03:00:00,20678809
2021-12-30 03:00:00,22099817
2021-12-31 03:00:00,24689396
2022-01-01 03:00:00,27788751
2022-01-02 03:00:00,31006212
2022-01-03 03:00:00,-1
2022-01-04 03:00:00,-1
2022-01-05 03:00:00,38014604
2022-01-06 03:00:00,-1
2022-01-07 03:00:00,41676898
2022-01-08 03:00:00,44891620
2022-01-09 03:00:00,48504745
2022-01-10 03:00:00,-1
2022-01-11 03:00:00,53427136
2022-01-12 03:00:00,55863684
2022-01-13 03:00:00,58277247
2022-01-14 03:00:00,60078097
2022-01-15 03:00:00,61985480
2022-01-16 03:00:00,65421300
2022-01-17 03:00:00,-1
2022-01-18 03:00:00,-1
2022-01-19 03:00:00,71342789
2022-01-20 03:00:00,73628889
2022-01-21 03:00:00,76910324
2022-01-22 03:00:00,77351846
2022-01-23 03:00:00,-1
2022-01-24 03:00:00,81776796
2022-01-25 03:00:00,83950420
2022-01-26 03:00:00,86839459
2022-01-27 03:00:00,89759704
2022-01-28 03:00:00,91034233
2022-01-29 03:00:00,92378696
2022-01-30 03:00:00,95894604
2022-01-31 03:00:00,96985048
2022-02-01 03:00:00,98954190
2022-02-02 03:00:00,100891635
2022-02-03 03:00:00,102798913
2022-02-04 03:00:00,-1
2022-02-05 03:00:00,107003151
2022-02-06 03:00:00,109129570
2022-02-07 03:00:00,110097249
2022-02-08 03:00:00,112613020
2022-02-09 03:00:00,113543848
2022-02-10 03:00:00,115103618
2022-02-11 03:00:00,117573813
2022-02-12 03:00:00,119158174
2022-02-13 03:00:00,120703082
2022-02-14 03:00:00,122210156
2022-02-15 03:00:00,123313792
2022-02-16 03:00:00,125112543
2022-02-17 03:00:00,126506653
2022-02-18 03:00:00,126956384
2022-02-19 03:00:00,128125917
2022-02-20 03:00:00,130453691
2022-02-21 03:00:00,131689599
2022-02-22 03:00:00,132349731
2022-02-23 03:00:00,133755538
2022-02-24 03:00:00,134265399
2022-02-25 03:00:00,136228767
2022-02-26 03:00:00,136436724
2022-02-27 03:00:00,137806559
2022-02-28 03:00:00,138441583
2022-03-01 03:00:00,140041855
2022-03-02 03:00:00,140905671
2022-03-03 03:00:00,141726366
2022-03-04 03:00:00,142156358
2022-03-05 03:00:00,143104889
2022-03-06 03:00:00,143802140
2022-03-07 03:00:00,-1
2022-03-08 03:00:00,144906462
2022-03-09 03:00:00,145324877
2022-03-10 03:00:00,146243389
2022-03-11 03:00:00,-1
2022-03-12 03:00:00,-1
2022-03-13 03:00:00,-1
2022-03-14 03:00:00,-1
2022-03-15 03:00:00,148140682
2022-03-16 03:00:00,148280650
2022-03-17 03:00:00,148430000
2022-03-18 03:00:00,148744390
2022-03-19 03:00:00,148770201
2022-03-20 03:00:00,148878447
2022-03-21 03:00:00,148941892
2022-03-22 03:00:00,148940370
2022-03-23 03:00:00,148858655
2022-03-24 03:00:00,148803493
2022-03-25 03:00:00,148635479
2022-03-26 03:00:00,-1
2022-03-27 03:00:00,-1
2022-03-28 03:00:00,-1
2022-03-29 03:00:00,-1
2022-03-30 03:00:00,147173769
2022-03-31 03:00:00,146754389
2022-04-01 03:00:00,146292466
2022-04-02 03:00:00,145784128
2022-04-03 03:00:00,-1
2022-04-04 03:00:00,-1
2022-04-05 03:00:00,-1
2022-04-06 03:00:00,143323006
2022-04-07 03:00:00,142933714
2022-04-08 03:00:00,141837167
2022-04-09 03:00:00,141030717
2022-04-10 03:00:00,140182482
2022-04-11 03:00:00,139293112
2022-04-12 03:00:00,139050572
2022-04-13 03:00:00,137837429
2022-04-14 03:00:00,-1
2022-04-15 03:00:00,-1
2022-04-16 03:00:00,-1
2022-04-17 03:00:00,-1
2022-04-18 03:00:00,-1
2022-04-19 03:00:00,-1
2022-04-20 03:00:00,-1
2022-04-21 03:00:00,-1
2022-04-22 03:00:00,-1
2022-04-23 03:00:00,125527687
2022-04-24 03:00:00,124227772
2022-04-25 03:00:00,122798771
2022-04-26 03:00:00,122000354
2022-04-27 03:00:00,120515979
2022-04-28 03:00:00,118995380
2022-04-29 03:00:00,-1
2022-04-30 03:00:00,-1
2022-05-01 03:00:00,114692408
2022-05-02 03:00:00,112572870
2022-05-03 03:00:00,110884177
2022-05-04 03:00:00,108374052
2022-05-05 03:00:00,106606704
2022-05-06 03:00:00,105626437
2022-05-07 03:00:00,103813663
2022-05-08 03:00:00,-1
2022-05-09 03:00:00,-1
2022-05-10 03:00:00,-1
2022-05-11 03:00:00,-1
2022-05-12 03:00:00,-1
2022-05-13 03:00:00,-1
2022-05-14 03:00:00,-1
2022-05-15 03:00:00,-1
2022-05-16 03:00:00,-1
2022-05-17 03:00:00,-1
2022-05-18 03:00:00,-1
2022-05-19 03:00:00,-1
2022-05-20 03:00:00,77719677
2022-05-21 03:00:00,75538965
2022-05-22 03:00:00,73336844
2022-05-23 03:00:00,71115136
2022-05-24 03:00:00,68872102
2022-05-25 03:00:00,67398833
2022-05-26 03:00:00,64327123
2022-05-27 03:00:00,62025328
2022-05-28 03:00:00,59707334
2022-05-29 03:00:00,-1
2022-05-30 03:00:00,-1
2022-05-31 03:00:00,-1
2022-06-01 03:00:00,-1
2022-06-02 03:00:00,-1
2022-06-03 03:00:00,-1
2022-06-04 03:00:00,-1
2022-06-05 03:00:00,-1
2022-06-06 03:00:00,-1
2022-06-07 03:00:00,-1
2022-06-08 03:00:00,-1
2022-06-09 03:00:00,-1
2022-06-10 03:00:00,-1
2022-06-11 03:00:00,-1
2022-06-12 03:00:00,-1
2022-06-13 03:00:00,-1
2022-06-14 03:00:00,-1
2022-06-15 03:00:00,-1
2022-06-16 03:00:00,-1
2022-06-17 03:00:00,-1
2022-06-18 03:00:00,-1
2022-06-19 03:00:00,-1
2022-06-20 03:00:00,-1
2022-06-21 03:00:00,-1
2022-06-22 03:00:00,-1
2022-06-23 03:00:00,-1
2022-06-24 03:00:00,-1
2022-06-25 03:00:00,-1
2022-06-26 03:00:00,-1
2022-06-27 03:00:00,-1
2022-06-28 03:00:00,-1
2022-06-29 03:00:00,-1
2022-06-30 03:00:00,-1
2022-07-01 03:00:00,-1
2022-07-02 03:00:00,-1
2022-07-03 03:00:00,-1
2022-07-04 03:00:00,-1
2022-07-05 03:00:00,-1
2022-07-06 03:00:00,-1
2022-07-07 03:00:00,-1
2022-07-08 03:00:00,-1
2022-07-09 03:00:00,-1
2022-07-10 03:00:00,-1
2022-07-11 03:00:00,-1
2022-07-12 03:00:00,-1
2022-07-13 03:00:00,-1
2022-07-14 03:00:00,-1
2022-07-15 03:00:00,-1
2022-07-16 03:00:00,-1
2022-07-17 03:00:00,-1
2022-07-18 03:00:00,-1
2022-07-19 03:00:00,-1
2022-07-20 03:00:00,-1
2022-07-21 03:00:00,-1
2022-07-22 03:00:00,-1
2022-07-23 03:00:00,-1
2022-07-24 03:00:00,-1
2022-07-25 03:00:00,-1
2022-07-26 03:00:00,-1
2022-07-27 03:00:00,-1
2022-07-28 03:00:00,-1
2022-07-29 03:00:00,-1
2022-07-30 03:00:00,-1
2022-07-31 03:00:00,-1
2022-08-01 03:00:00,-1
2022-08-02 03:00:00,-1
2022-08-03 03:00:00,-1
2022-08-04 03:00:00,-1
2022-08-05 03:00:00,-1
2022-08-06 03:00:00,-1
2022-08-07 03:00:00,-1
2022-08-08 03:00:00,-1
2022-08-09 03:00:00,-1
2022-08-10 03:00:00,-1
2022-08-11 03:00:00,-1
2022-08-12 03:00:00,-1
2022-08-13 03:00:00,-1
2022-08-14 03:00:00,-1
2022-08-15 03:00:00,-1
2022-08-16 03:00:00,-1
2022-08-17 03:00:00,-1
2022-08-18 03:00:00,-1
2022-08-19 03:00:00,-1
2022-08-20 03:00:00,-1
2022-08-21 03:00:00,-1
2022-08-22 03:00:00,-1
2022-08-23 03:00:00,-1
2022-08-24 03:00:00,-1
2022-08-25 03:00:00,-1
2022-08-26 03:00:00,-1
2022-08-27 03:00:00,-1
2022-08-28 03:00:00,-1
2022-08-29 03:00:00,-1
2022-08-30 03:00:00,-1
2022-08-31 03:00:00,-1
2022-09-01 03:00:00,-1
2022-09-02 03:00:00,-1
2022-09-03 03:00:00,-1
2022-09-04 03:00:00,-1
2022-09-05 03:00:00,-1
2022-09-06 03:00:00,-1
2022-09-07 03:00:00,-1
2022-09-08 03:00:00,-1
2022-09-09 03:00:00,-1
2022-09-10 03:00:00,-1
2022-09-11 03:00:00,-1
2022-09-12 03:00:00,-1
2022-09-13 03:00:00,-1
2022-09-14 03:00:00,-1
2022-09-15 03:00:00,-1
2022-09-16 03:00:00,-1
2022-09-17 03:00:00,-1
2022-09-18 03:00:00,-1
2022-09-19 03:00:00,-1
2022-09-20 03:00:00,-1
2022-09-21 03:00:00,-1
2022-09-22 03:00:00,-1
2022-09-23 03:00:00,-1
2022-09-24 03:00:00,-1
2022-09-25 03:00:00,-1
2022-09-26 03:00:00,-1
2022-09-27 03:00:00,-1
2022-09-28 03:00:00,-1
2022-09-29 03:00:00,-1
2022-09-30 03:00:00,-1
2022-10-01 03:00:00,-1
2022-10-02 03:00:00,-1
2022-10-03 03:00:00,-1
2022-10-04 03:00:00,-1
2022-10-05 03:00:00,-1
2022-10-06 03:00:00,-1
2022-10-07 03:00:00,-1
2022-10-08 03:00:00,-1
2022-10-09 03:00:00,-1
2022-10-10 03:00:00,-1
2022-10-11 03:00:00,-1
2022-10-12 03:00:00,-1
2022-10-13 03:00:00,-1
2022-10-14 03:00:00,-1
2022-10-15 03:00:00,-1
2022-10-16 03:00:00,-1
2022-10-17 03:00:00,-1
2022-10-18 03:00:00,-1
2022-10-19 03:00:00,-1
2022-10-20 03:00:00,-1
2022-10-21 03:00:00,-1
2022-10-22 03:00:00,-1
2022-10-23 03:00:00,-1
2022-10-24 03:00:00,-1
2022-10-25 03:00:00,-1
2022-10-26 03:00:00,-1
2022-10-27 03:00:00,-1
2022-10-28 03:00:00,-1
2022-10-29 03:00:00,-1
2022-10-30 03:00:00,-1
2022-10-31 03:00:00,-1
2022-11-01 03:00:00,-1
2022-11-02 03:00:00,-1
2022-11-03 03:00:00,-1
2022-11-04 03:00:00,-1
2022-11-05 03:00:00,-1
2022-11-06 03:00:00,-1
2022-11-07 03:00:00,-1
2022-11-08 03:00:00,-1
2022-11-09 03:00:00,-1
2022-11-10 03:00:00,-1
2022-11-11 03:00:00,-1
2022-11-12 03:00:00,-1
2022-11-13 03:00:00,-1
2022-11-14 03:00:00,-1
2022-11-15 03:00:00,-1
2022-11-16 03:00:00,-1
2022-11-17 03:00:00,-1
2022-11-18 03:00:00,-1
2022-11-19 03:00:00,-1
2022-11-20 03:00:00,-1
2022-11-21 03:00:00,-1
2022-11-22 03:00:00,-1
2022-11-23 03:00:00,-1
2022-11-24 03:00:00,-1
2022-11-25 03:00:00,-1
2022-11-26 03:00:00,-1
2022-11-27 03:00:00,-1
2022-11-28 03:00:00,-1
2022-11-29 03:00:00,-1
2022-11-30 03:00:00,-1
2022-12-01 03:00:00,-1
2022-12-02 03:00:00,-1
2022-12-03 03:00:00,-1
2022-12-04 03:00:00,-1
2022-12-05 03:00:00,-1
2022-12-06 03:00:00,-1
2022-12-07 03:00:00,-1
2022-12-08 03:00:00,-1
2022-12-09 03:00:00,-1
2022-12-10 03:00:00,-1
2022-12-11 03:00:00,-1
2022-12-12 03:00:00,-1
2022-12-13 03:00:00,-1
2022-12-14 03:00:00,-1
2022-12-15 03:00:00,-1
2022-12-16 03:00:00,-1
2022-12-17 03:00:00,-1
2022-12-18 03:00:00,-1
2022-12-19 03:00:00,-1
2022-12-20 03:00:00,-1
