Time,Moon Position 1
2021-02-02 03:00:00,-359570.0
2021-02-03 03:00:00,-327564.0
2021-02-04 03:00:00,-276046.0
2021-02-05 03:00:00,-228760.0
2021-02-06 03:00:00,-138992.0
2021-02-07 03:00:00,-51594.0
2021-02-08 03:00:00,85156.0
2021-02-09 03:00:00,114236.0
2021-02-10 03:00:00,246752.0
2021-02-11 03:00:00,309785.0
2021-02-12 03:00:00,324034.0
2021-02-13 03:00:00,381807.0
2021-02-14 03:00:00,390209.0
2021-02-15 03:00:00,386732.0
2021-02-16 03:00:00,359763.0
2021-02-17 03:00:00,316069.0
2021-02-18 03:00:00,258197.0
2021-02-19 03:00:00,188272.0
2021-02-20 03:00:00,109712.0
2021-02-21 03:00:00,25854.0
2021-02-22 03:00:00,213988.0
2021-02-23 03:00:00,-104933.0
2021-02-24 03:00:00,-184009.0
2021-02-25 03:00:00,-280426.0
2021-02-26 03:00:00,-328363.0
2021-02-27 03:00:00,-357429.0
2021-02-28 03:00:00,-365168.0
2021-03-01 03:00:00,-350741.0
2021-03-02 03:00:00,-333663.0
2021-03-03 03:00:00,-305290.0
2021-03-04 03:00:00,-188712.0
2021-03-05 03:00:00,-188712.0
2021-03-06 03:00:00,-188712.0
2021-03-07 03:00:00,-188712.0
2021-03-08 03:00:00,-188712.0
2021-03-09 03:00:00,-188712.0
2021-03-10 03:00:00,1.0
2021-03-11 03:00:00,347100.0
2021-03-12 03:00:00,380758.0
2021-03-13 03:00:00,395873.0
2021-03-14 03:00:00,396178.0
2021-03-15 03:00:00,1.0
2021-03-16 03:00:00,1.0
2021-03-17 03:00:00,1.0
2021-03-18 03:00:00,1.0
2021-03-19 03:00:00,1.0
2021-03-20 03:00:00,1.0
2021-03-21 03:00:00,1.0
2021-03-22 03:00:00,1.0
2021-03-23 03:00:00,-190651.0
2021-03-24 03:00:00,-228987.0
2021-03-25 03:00:00,-311378.0
2021-03-26 03:00:00,-330984.0
2021-03-27 03:00:00,-355995.0
2021-03-28 03:00:00,-357447.0
2021-03-29 03:00:00,-345697.0
2021-03-30 03:00:00,1.0
2021-03-31 03:00:00,1.0
2021-04-01 03:00:00,-175813.0
2021-04-02 03:00:00,-44896.0
2021-04-03 03:00:00,4924.0
2021-04-04 03:00:00,133804.0
2021-04-05 03:00:00,179219.0
2021-04-06 03:00:00,283681.0
2021-04-07 03:00:00,335154.0
2021-04-08 03:00:00,361075.0
