Time,last where 0 is 1970-01-01 1 is 03:00:00 where 0 is 0 1 is 1,observer where 0 is EA5WA 1 is Pobla 2 is Llarga-IM99sc where 0 is 0 1 is 1 2 is 2
2024-02-11 01:32:04,0 1,0 1 2
