Time,tlm_mb_battpack_0_element_0_current mA (A)
2023-07-29 03:00:00,105.0
2023-07-29 03:00:00,99.0
2023-07-29 03:00:00,146.0
2023-07-29 03:00:00,94.0
2023-07-29 03:00:00,52.3
2023-07-29 03:00:00,52.4
2023-07-29 03:00:00,52.4
2023-07-29 03:00:00,206.0
2023-07-29 03:00:00,35.0
2023-07-29 03:00:00,14.0
2023-07-29 03:00:00,90.0
2023-07-29 03:00:00,85.0
2023-07-29 03:00:00,86.0
2023-07-29 03:00:00,12.0
2023-07-29 03:00:00,4.0
2023-07-29 03:00:00,50.0
2023-07-29 03:00:00,66.0
2023-07-29 03:00:00,91.0
2023-07-29 03:00:00,22.0
2023-07-29 03:00:00,96.0
2023-07-30 03:00:00,77.0
2023-07-30 03:00:00,74.0
2023-07-30 03:00:00,52.0
2023-07-30 03:00:00,44.0
2023-07-30 03:00:00,118.0
2023-07-30 03:00:00,99.0
2023-07-30 03:00:00,146.0
2023-07-30 03:00:00,117.0
2023-07-30 03:00:00,106.0
2023-07-30 03:00:00,102.0
2023-07-30 03:00:00,39.0
2023-07-30 03:00:00,111.0
2023-07-30 03:00:00,114.0
2023-07-30 03:00:00,52.3
2023-07-30 03:00:00,52.4
2023-07-30 03:00:00,52.4
2023-07-30 03:00:00,35.0
2023-07-30 03:00:00,261.0
2023-07-30 03:00:00,96.0
2023-07-30 03:00:00,73.0
2023-07-30 03:00:00,4.0
2023-07-30 03:00:00,47.0
2023-07-30 03:00:00,55.0
2023-07-30 03:00:00,120.0
2023-07-30 03:00:00,112.0
2023-07-30 03:00:00,90.0
2023-07-30 03:00:00,89.0
2023-07-30 03:00:00,98.0
2023-07-30 03:00:00,86.0
2023-07-30 03:00:00,76.0
2023-07-31 03:00:00,75.0
2023-07-31 03:00:00,87.0
2023-07-31 03:00:00,47.0
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,118.0
2023-07-31 03:00:00,108.0
2023-07-31 03:00:00,106.0
2023-07-31 03:00:00,135.0
2023-07-31 03:00:00,101.0
2023-07-31 03:00:00,113.0
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,110.0
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,52.4
2023-07-31 03:00:00,24.0
2023-07-31 03:00:00,12.0
2023-07-31 03:00:00,95.0
2023-07-31 03:00:00,90.0
2023-07-31 03:00:00,74.0
2023-07-31 03:00:00,50.0
2023-07-31 03:00:00,48.0
2023-07-31 03:00:00,86.0
2023-07-31 03:00:00,83.0
2023-07-31 03:00:00,80.0
2023-07-31 03:00:00,78.0
2023-07-31 03:00:00,73.0
2023-08-01 03:00:00,58.0
2023-08-01 03:00:00,30.0
2023-08-01 03:00:00,74.0
2023-08-01 03:00:00,100.0
2023-08-01 03:00:00,52.4
2023-08-01 03:00:00,52.4
2023-08-01 03:00:00,122.0
2023-08-01 03:00:00,112.0
2023-08-01 03:00:00,52.4
2023-08-01 03:00:00,52.4
2023-08-01 03:00:00,108.0
2023-08-01 03:00:00,92.0
2023-08-01 03:00:00,86.0
2023-08-01 03:00:00,101.0
2023-08-01 03:00:00,88.0
2023-08-01 03:00:00,73.0
2023-08-01 03:00:00,49.0
2023-08-01 03:00:00,57.0
2023-08-01 03:00:00,53.0
2023-08-01 03:00:00,39.0
2023-08-01 03:00:00,103.0
2023-08-01 03:00:00,89.0
2023-08-01 03:00:00,76.0
2023-08-02 03:00:00,52.4
2023-08-02 03:00:00,12.0
2023-08-02 03:00:00,52.4
2023-08-02 03:00:00,52.4
2023-08-02 03:00:00,164.0
2023-08-02 03:00:00,106.0
2023-08-02 03:00:00,116.0
2023-08-02 03:00:00,52.4
2023-08-02 03:00:00,52.4
2023-08-02 03:00:00,52.4
2023-08-02 03:00:00,4.0
2023-08-02 03:00:00,84.0
2023-08-02 03:00:00,81.0
2023-08-02 03:00:00,78.0
2023-08-02 03:00:00,91.0
2023-08-02 03:00:00,73.0
2023-08-02 03:00:00,53.0
2023-08-02 03:00:00,47.0
2023-08-02 03:00:00,99.0
2023-08-02 03:00:00,96.0
2023-08-02 03:00:00,93.0
2023-08-02 03:00:00,106.0
2023-08-02 03:00:00,98.0
2023-08-02 03:00:00,94.0
2023-08-02 03:00:00,88.0
2023-08-03 03:00:00,152.0
2023-08-03 03:00:00,63.0
2023-08-03 03:00:00,114.0
2023-08-03 03:00:00,141.0
2023-08-03 03:00:00,122.0
2023-08-03 03:00:00,104.0
2023-08-03 03:00:00,112.0
2023-08-03 03:00:00,129.0
2023-08-03 03:00:00,52.4
2023-08-03 03:00:00,52.4
2023-08-03 03:00:00,16.0
2023-08-03 03:00:00,90.0
2023-08-03 03:00:00,12.0
2023-08-03 03:00:00,4.0
2023-08-03 03:00:00,52.4
2023-08-03 03:00:00,47.0
2023-08-03 03:00:00,46.0
2023-08-03 03:00:00,48.0
2023-08-04 03:00:00,35.0
2023-08-04 03:00:00,52.4
2023-08-04 03:00:00,56.0
2023-08-04 03:00:00,12.0
2023-08-04 03:00:00,114.0
2023-08-04 03:00:00,128.0
2023-08-04 03:00:00,101.0
2023-08-04 03:00:00,108.0
2023-08-04 03:00:00,106.0
2023-08-04 03:00:00,86.0
2023-08-04 03:00:00,88.0
2023-08-04 03:00:00,52.3
2023-08-04 03:00:00,52.4
2023-08-04 03:00:00,85.0
2023-08-04 03:00:00,53.0
2023-08-04 03:00:00,83.0
2023-08-04 03:00:00,75.0
2023-08-04 03:00:00,28.0
2023-08-04 03:00:00,65.0
2023-08-04 03:00:00,114.0
2023-08-04 03:00:00,87.0
2023-08-04 03:00:00,78.0
2023-08-05 03:00:00,52.4
2023-08-05 03:00:00,12.0
2023-08-05 03:00:00,52.4
2023-08-05 03:00:00,52.4
2023-08-05 03:00:00,52.4
2023-08-05 03:00:00,107.0
2023-08-05 03:00:00,84.0
2023-08-05 03:00:00,76.0
2023-08-05 03:00:00,74.0
2023-08-05 03:00:00,94.0
2023-08-05 03:00:00,98.0
2023-08-05 03:00:00,52.3
2023-08-05 03:00:00,52.4
2023-08-05 03:00:00,52.4
2023-08-05 03:00:00,238.0
2023-08-05 03:00:00,74.0
2023-08-05 03:00:00,45.0
2023-08-05 03:00:00,78.0
2023-08-05 03:00:00,75.0
2023-08-05 03:00:00,93.0
2023-08-06 03:00:00,52.4
2023-08-06 03:00:00,12.0
2023-08-06 03:00:00,98.0
2023-08-06 03:00:00,119.0
2023-08-06 03:00:00,29.0
2023-08-06 03:00:00,109.0
2023-08-06 03:00:00,111.0
2023-08-06 03:00:00,86.0
2023-08-06 03:00:00,52.4
2023-08-06 03:00:00,52.3
2023-08-06 03:00:00,52.4
2023-08-06 03:00:00,89.0
2023-08-06 03:00:00,84.0
2023-08-06 03:00:00,73.0
2023-08-06 03:00:00,50.0
2023-08-06 03:00:00,52.4
2023-08-06 03:00:00,65.0
2023-08-06 03:00:00,52.4
2023-08-06 03:00:00,42.0
2023-08-06 03:00:00,77.0
2023-08-06 03:00:00,93.0
2023-08-06 03:00:00,76.0
2023-08-07 03:00:00,62.0
2023-08-07 03:00:00,44.0
2023-08-07 03:00:00,43.0
2023-08-07 03:00:00,54.0
2023-08-07 03:00:00,41.0
2023-08-07 03:00:00,40.0
2023-08-07 03:00:00,52.4
2023-08-07 03:00:00,52.4
2023-08-07 03:00:00,52.4
2023-08-07 03:00:00,49.0
2023-08-07 03:00:00,37.0
2023-08-07 03:00:00,39.0
2023-08-07 03:00:00,48.0
2023-08-07 03:00:00,135.0
2023-08-07 03:00:00,12.0
2023-08-07 03:00:00,46.0
2023-08-08 03:00:00,134.0
2023-08-08 03:00:00,124.0
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,44.0
2023-08-08 03:00:00,41.0
2023-08-08 03:00:00,39.0
2023-08-08 03:00:00,42.0
2023-08-08 03:00:00,42.0
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,52.4
2023-08-08 03:00:00,40.0
2023-08-08 03:00:00,37.0
2023-08-08 03:00:00,96.0
2023-08-08 03:00:00,72.0
2023-08-08 03:00:00,108.0
2023-08-08 03:00:00,130.0
2023-08-09 03:00:00,44.0
2023-08-09 03:00:00,54.0
2023-08-09 03:00:00,50.0
2023-08-09 03:00:00,46.0
2023-08-09 03:00:00,45.0
2023-08-09 03:00:00,57.0
2023-08-09 03:00:00,42.0
2023-08-09 03:00:00,41.0
2023-08-09 03:00:00,37.0
2023-08-09 03:00:00,42.0
2023-08-09 03:00:00,43.0
2023-08-09 03:00:00,52.4
2023-08-09 03:00:00,52.4
2023-08-09 03:00:00,52.4
2023-08-09 03:00:00,52.4
2023-08-09 03:00:00,12.0
2023-08-09 03:00:00,102.0
2023-08-09 03:00:00,14.0
2023-08-09 03:00:00,68.0
2023-08-09 03:00:00,89.0
2023-08-09 03:00:00,118.0
2023-08-09 03:00:00,84.0
2023-08-09 03:00:00,103.0
2023-08-09 03:00:00,74.0
2023-08-09 03:00:00,70.0
2023-08-09 03:00:00,80.0
2023-08-09 03:00:00,110.0
2023-08-09 03:00:00,93.0
2023-08-09 03:00:00,40.0
2023-08-09 03:00:00,39.0
2023-08-09 03:00:00,38.0
2023-08-09 03:00:00,36.0
2023-08-09 03:00:00,50.0
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,99.0
2023-08-10 03:00:00,36.0
2023-08-10 03:00:00,50.0
2023-08-10 03:00:00,104.0
2023-08-10 03:00:00,44.0
2023-08-10 03:00:00,42.0
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,46.0
2023-08-10 03:00:00,45.0
2023-08-10 03:00:00,40.0
2023-08-10 03:00:00,41.0
2023-08-10 03:00:00,49.0
2023-08-10 03:00:00,43.0
2023-08-10 03:00:00,42.0
2023-08-10 03:00:00,46.0
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,52.4
2023-08-10 03:00:00,39.0
2023-08-10 03:00:00,37.0
2023-08-10 03:00:00,76.0
2023-08-10 03:00:00,72.0
2023-08-10 03:00:00,71.0
2023-08-10 03:00:00,68.0
2023-08-10 03:00:00,47.0
2023-08-10 03:00:00,118.0
2023-08-10 03:00:00,119.0
2023-08-10 03:00:00,111.0
2023-08-10 03:00:00,89.0
2023-08-10 03:00:00,90.0
2023-08-10 03:00:00,64.0
2023-08-10 03:00:00,4.0
2023-08-10 03:00:00,94.0
2023-08-10 03:00:00,38.0
2023-08-10 03:00:00,12.0
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,129.0
2023-08-11 03:00:00,12.0
2023-08-11 03:00:00,37.0
2023-08-11 03:00:00,41.0
2023-08-11 03:00:00,188.0
2023-08-11 03:00:00,136.0
2023-08-11 03:00:00,42.0
2023-08-11 03:00:00,45.0
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,43.0
2023-08-11 03:00:00,46.0
2023-08-11 03:00:00,54.0
2023-08-11 03:00:00,50.0
2023-08-11 03:00:00,39.0
2023-08-11 03:00:00,42.0
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,52.4
2023-08-11 03:00:00,50.0
2023-08-11 03:00:00,95.0
2023-08-11 03:00:00,61.0
2023-08-11 03:00:00,101.0
2023-08-11 03:00:00,100.0
2023-08-11 03:00:00,70.0
2023-08-11 03:00:00,67.0
2023-08-11 03:00:00,68.0
2023-08-11 03:00:00,128.0
2023-08-11 03:00:00,87.0
2023-08-11 03:00:00,81.0
2023-08-11 03:00:00,104.0
2023-08-11 03:00:00,96.0
2023-08-11 03:00:00,150.0
2023-08-11 03:00:00,112.0
2023-08-11 03:00:00,40.0
2023-08-11 03:00:00,38.0
2023-08-11 03:00:00,49.0
2023-08-12 03:00:00,52.4
2023-08-12 03:00:00,52.4
2023-08-12 03:00:00,39.0
2023-08-12 03:00:00,38.0
2023-08-12 03:00:00,43.0
2023-08-12 03:00:00,36.0
2023-08-12 03:00:00,12.0
2023-08-12 03:00:00,52.4
2023-08-12 03:00:00,120.0
2023-08-12 03:00:00,57.0
2023-08-12 03:00:00,41.0
2023-08-12 03:00:00,42.0
2023-08-12 03:00:00,40.0
2023-08-12 03:00:00,52.4
2023-08-12 03:00:00,52.4
2023-08-12 03:00:00,82.0
2023-08-12 03:00:00,72.0
2023-08-12 03:00:00,77.0
2023-08-12 03:00:00,113.0
2023-08-12 03:00:00,47.0
2023-08-12 03:00:00,92.0
2023-08-12 03:00:00,86.0
2023-08-12 03:00:00,80.0
2023-08-12 03:00:00,63.0
2023-08-12 03:00:00,44.0
2023-08-12 03:00:00,144.0
2023-08-12 03:00:00,106.0
2023-08-12 03:00:00,102.0
2023-08-12 03:00:00,74.0
2023-08-12 03:00:00,94.0
2023-08-12 03:00:00,42.0
2023-08-12 03:00:00,38.0
2023-08-12 03:00:00,35.0
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,12.0
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,148.0
2023-08-13 03:00:00,123.0
2023-08-13 03:00:00,44.0
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,46.0
2023-08-13 03:00:00,42.0
2023-08-13 03:00:00,42.0
2023-08-13 03:00:00,39.0
2023-08-13 03:00:00,38.0
2023-08-13 03:00:00,46.0
2023-08-13 03:00:00,45.0
2023-08-13 03:00:00,40.0
2023-08-13 03:00:00,38.0
2023-08-13 03:00:00,37.0
2023-08-13 03:00:00,52.4
2023-08-13 03:00:00,94.0
2023-08-13 03:00:00,67.0
2023-08-13 03:00:00,65.0
2023-08-13 03:00:00,103.0
2023-08-13 03:00:00,88.0
2023-08-13 03:00:00,78.0
2023-08-13 03:00:00,70.0
2023-08-13 03:00:00,106.0
2023-08-13 03:00:00,105.0
2023-08-13 03:00:00,82.0
2023-08-13 03:00:00,107.0
2023-08-13 03:00:00,72.0
2023-08-13 03:00:00,96.0
2023-08-13 03:00:00,114.0
2023-08-14 03:00:00,52.4
2023-08-14 03:00:00,52.4
2023-08-14 03:00:00,52.4
2023-08-14 03:00:00,90.0
2023-08-14 03:00:00,12.0
2023-08-14 03:00:00,116.0
2023-08-14 03:00:00,52.4
2023-08-14 03:00:00,42.0
2023-08-14 03:00:00,43.0
2023-08-14 03:00:00,41.0
2023-08-14 03:00:00,39.0
2023-08-14 03:00:00,36.0
2023-08-14 03:00:00,46.0
2023-08-14 03:00:00,45.0
2023-08-14 03:00:00,42.0
2023-08-14 03:00:00,40.0
2023-08-14 03:00:00,38.0
2023-08-14 03:00:00,52.4
2023-08-14 03:00:00,47.0
2023-08-14 03:00:00,98.0
2023-08-14 03:00:00,84.0
2023-08-14 03:00:00,75.0
2023-08-14 03:00:00,71.0
2023-08-14 03:00:00,66.0
2023-08-14 03:00:00,106.0
2023-08-14 03:00:00,76.0
2023-08-14 03:00:00,72.0
2023-08-14 03:00:00,69.0
2023-08-14 03:00:00,108.0
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,91.0
2023-08-15 03:00:00,38.0
2023-08-15 03:00:00,12.0
2023-08-15 03:00:00,100.0
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,43.0
2023-08-15 03:00:00,41.0
2023-08-15 03:00:00,39.0
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,44.0
2023-08-15 03:00:00,42.0
2023-08-15 03:00:00,42.0
2023-08-15 03:00:00,48.0
2023-08-15 03:00:00,38.0
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,52.4
2023-08-15 03:00:00,86.0
2023-08-15 03:00:00,122.0
2023-08-15 03:00:00,90.0
2023-08-15 03:00:00,84.0
2023-08-15 03:00:00,78.0
2023-08-15 03:00:00,74.0
2023-08-15 03:00:00,89.0
2023-08-15 03:00:00,136.0
2023-08-15 03:00:00,95.0
2023-08-15 03:00:00,88.0
2023-08-15 03:00:00,82.0
2023-08-15 03:00:00,72.0
2023-08-15 03:00:00,111.0
2023-08-15 03:00:00,40.0
2023-08-16 03:00:00,52.4
2023-08-16 03:00:00,52.4
2023-08-16 03:00:00,38.0
2023-08-16 03:00:00,12.0
2023-08-16 03:00:00,154.0
2023-08-16 03:00:00,139.0
2023-08-16 03:00:00,52.4
2023-08-16 03:00:00,52.4
2023-08-16 03:00:00,161.0
2023-08-16 03:00:00,40.0
2023-08-16 03:00:00,39.0
2023-08-16 03:00:00,38.0
2023-08-16 03:00:00,42.0
2023-08-16 03:00:00,41.0
2023-08-16 03:00:00,48.0
2023-08-16 03:00:00,52.4
2023-08-16 03:00:00,52.4
2023-08-16 03:00:00,162.0
2023-08-16 03:00:00,72.0
2023-08-16 03:00:00,123.0
2023-08-16 03:00:00,109.0
2023-08-16 03:00:00,98.0
2023-08-16 03:00:00,91.0
2023-08-16 03:00:00,85.0
2023-08-16 03:00:00,80.0
2023-08-16 03:00:00,92.0
2023-08-16 03:00:00,73.0
2023-08-16 03:00:00,70.0
2023-08-16 03:00:00,136.0
2023-08-16 03:00:00,122.0
2023-08-16 03:00:00,106.0
2023-08-16 03:00:00,87.0
2023-08-16 03:00:00,97.0
2023-08-16 03:00:00,78.0
2023-08-16 03:00:00,110.0
2023-08-16 03:00:00,101.0
2023-08-16 03:00:00,86.0
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,102.0
2023-08-17 03:00:00,12.0
2023-08-17 03:00:00,37.0
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,42.0
2023-08-17 03:00:00,154.0
2023-08-17 03:00:00,42.0
2023-08-17 03:00:00,40.0
2023-08-17 03:00:00,38.0
2023-08-17 03:00:00,38.0
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,57.0
2023-08-17 03:00:00,46.0
2023-08-17 03:00:00,52.0
2023-08-17 03:00:00,39.0
2023-08-17 03:00:00,46.0
2023-08-17 03:00:00,44.0
2023-08-17 03:00:00,43.0
2023-08-17 03:00:00,41.0
2023-08-17 03:00:00,52.4
2023-08-17 03:00:00,158.0
2023-08-17 03:00:00,50.0
2023-08-17 03:00:00,110.0
2023-08-17 03:00:00,94.0
2023-08-17 03:00:00,87.0
2023-08-17 03:00:00,76.0
2023-08-17 03:00:00,108.0
2023-08-17 03:00:00,106.0
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,95.0
2023-08-18 03:00:00,12.0
2023-08-18 03:00:00,138.0
2023-08-18 03:00:00,142.0
2023-08-18 03:00:00,99.0
2023-08-18 03:00:00,123.0
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,45.0
2023-08-18 03:00:00,43.0
2023-08-18 03:00:00,42.0
2023-08-18 03:00:00,41.0
2023-08-18 03:00:00,49.0
2023-08-18 03:00:00,38.0
2023-08-18 03:00:00,42.0
2023-08-18 03:00:00,39.0
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,52.4
2023-08-18 03:00:00,37.0
2023-08-18 03:00:00,129.0
2023-08-18 03:00:00,72.0
2023-08-18 03:00:00,69.0
2023-08-18 03:00:00,48.0
2023-08-18 03:00:00,40.0
2023-08-18 03:00:00,98.0
2023-08-18 03:00:00,90.0
2023-08-18 03:00:00,84.0
2023-08-18 03:00:00,71.0
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,12.0
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,130.0
2023-08-19 03:00:00,105.0
2023-08-19 03:00:00,83.0
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,52.4
2023-08-19 03:00:00,42.0
2023-08-19 03:00:00,41.0
2023-08-19 03:00:00,40.0
2023-08-19 03:00:00,38.0
2023-08-19 03:00:00,45.0
2023-08-19 03:00:00,44.0
2023-08-19 03:00:00,42.0
2023-08-19 03:00:00,43.0
2023-08-19 03:00:00,38.0
2023-08-19 03:00:00,94.0
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,38.0
2023-08-20 03:00:00,36.0
2023-08-20 03:00:00,12.0
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,156.0
2023-08-20 03:00:00,130.0
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,45.0
2023-08-20 03:00:00,42.0
2023-08-20 03:00:00,40.0
2023-08-20 03:00:00,38.0
2023-08-20 03:00:00,48.0
2023-08-20 03:00:00,46.0
2023-08-20 03:00:00,44.0
2023-08-20 03:00:00,43.0
2023-08-20 03:00:00,42.0
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,52.4
2023-08-20 03:00:00,39.0
2023-08-20 03:00:00,123.0
2023-08-20 03:00:00,101.0
2023-08-20 03:00:00,88.0
2023-08-20 03:00:00,82.0
2023-08-20 03:00:00,77.0
2023-08-20 03:00:00,72.0
2023-08-20 03:00:00,70.0
2023-08-20 03:00:00,130.0
2023-08-20 03:00:00,100.0
2023-08-20 03:00:00,86.0
2023-08-20 03:00:00,76.0
2023-08-20 03:00:00,70.0
2023-08-20 03:00:00,52.4
2023-08-21 03:00:00,12.0
2023-08-21 03:00:00,52.4
2023-08-21 03:00:00,52.4
2023-08-21 03:00:00,52.4
2023-08-21 03:00:00,15.0
2023-08-21 03:00:00,142.0
2023-08-21 03:00:00,43.0
2023-08-21 03:00:00,44.0
2023-08-21 03:00:00,41.0
2023-08-21 03:00:00,40.0
2023-08-21 03:00:00,49.0
2023-08-21 03:00:00,38.0
2023-08-21 03:00:00,46.0
2023-08-21 03:00:00,42.0
2023-08-21 03:00:00,46.0
2023-08-21 03:00:00,75.0
2023-08-21 03:00:00,120.0
2023-08-21 03:00:00,92.0
2023-08-21 03:00:00,70.0
2023-08-21 03:00:00,103.0
2023-08-21 03:00:00,95.0
2023-08-21 03:00:00,84.0
2023-08-21 03:00:00,104.0
2023-08-21 03:00:00,76.0
2023-08-21 03:00:00,37.0
2023-08-21 03:00:00,42.0
2023-08-21 03:00:00,48.0
2023-08-21 03:00:00,52.4
2023-08-22 03:00:00,52.4
2023-08-22 03:00:00,12.0
2023-08-22 03:00:00,52.4
2023-08-22 03:00:00,52.4
2023-08-22 03:00:00,52.4
2023-08-22 03:00:00,46.0
2023-08-22 03:00:00,43.0
2023-08-22 03:00:00,51.0
2023-08-22 03:00:00,42.0
2023-08-22 03:00:00,40.0
2023-08-22 03:00:00,39.0
2023-08-22 03:00:00,37.0
2023-08-22 03:00:00,45.0
2023-08-22 03:00:00,42.0
2023-08-22 03:00:00,46.0
2023-08-22 03:00:00,41.0
2023-08-22 03:00:00,52.4
2023-08-22 03:00:00,38.0
2023-08-22 03:00:00,76.0
2023-08-22 03:00:00,71.0
2023-08-22 03:00:00,68.0
2023-08-22 03:00:00,167.0
2023-08-22 03:00:00,129.0
2023-08-22 03:00:00,113.0
2023-08-22 03:00:00,102.0
2023-08-22 03:00:00,88.0
2023-08-22 03:00:00,82.0
2023-08-22 03:00:00,78.0
2023-08-22 03:00:00,70.0
2023-08-22 03:00:00,99.0
2023-08-22 03:00:00,33.0
2023-08-22 03:00:00,84.0
2023-08-22 03:00:00,79.0
2023-08-22 03:00:00,72.0
2023-08-22 03:00:00,52.4
2023-08-22 03:00:00,52.4
2023-08-23 03:00:00,12.0
2023-08-23 03:00:00,52.4
2023-08-23 03:00:00,120.0
2023-08-23 03:00:00,143.0
2023-08-23 03:00:00,52.4
2023-08-23 03:00:00,46.0
2023-08-23 03:00:00,44.0
2023-08-23 03:00:00,43.0
2023-08-23 03:00:00,46.0
2023-08-23 03:00:00,45.0
2023-08-23 03:00:00,42.0
2023-08-23 03:00:00,39.0
2023-08-23 03:00:00,38.0
2023-08-23 03:00:00,37.0
2023-08-23 03:00:00,40.0
2023-08-23 03:00:00,91.0
2023-08-23 03:00:00,75.0
2023-08-23 03:00:00,151.0
2023-08-23 03:00:00,134.0
2023-08-23 03:00:00,103.0
2023-08-23 03:00:00,94.0
2023-08-23 03:00:00,82.0
2023-08-23 03:00:00,78.0
2023-08-23 03:00:00,70.0
2023-08-23 03:00:00,110.0
2023-08-23 03:00:00,98.0
2023-08-23 03:00:00,86.0
2023-08-23 03:00:00,81.0
2023-08-23 03:00:00,68.0
2023-08-23 03:00:00,93.0
2023-08-23 03:00:00,52.4
2023-08-24 03:00:00,12.0
2023-08-24 03:00:00,52.4
2023-08-24 03:00:00,126.0
2023-08-24 03:00:00,203.0
2023-08-24 03:00:00,52.4
2023-08-24 03:00:00,52.4
2023-08-24 03:00:00,45.0
2023-08-24 03:00:00,55.0
2023-08-24 03:00:00,50.0
2023-08-24 03:00:00,50.0
2023-08-24 03:00:00,49.0
2023-08-24 03:00:00,46.0
2023-08-24 03:00:00,43.0
2023-08-24 03:00:00,41.0
2023-08-24 03:00:00,48.0
2023-08-24 03:00:00,46.0
2023-08-24 03:00:00,42.0
2023-08-24 03:00:00,52.4
2023-08-24 03:00:00,52.4
2023-08-24 03:00:00,104.0
2023-08-24 03:00:00,37.0
2023-08-25 03:00:00,21.0
2023-08-25 03:00:00,120.0
2023-08-25 03:00:00,12.0
2023-08-25 03:00:00,36.0
2023-08-25 03:00:00,123.0
2023-08-25 03:00:00,52.4
2023-08-25 03:00:00,52.4
2023-08-25 03:00:00,166.0
2023-08-25 03:00:00,52.4
2023-08-25 03:00:00,52.4
2023-08-25 03:00:00,41.0
2023-08-25 03:00:00,74.0
2023-08-25 03:00:00,15.0
2023-08-25 03:00:00,22.0
2023-08-25 03:00:00,103.0
2023-08-25 03:00:00,82.0
2023-08-25 03:00:00,105.0
2023-08-25 03:00:00,83.0
2023-08-25 03:00:00,37.0
2023-08-25 03:00:00,39.0
2023-08-25 03:00:00,52.4
2023-08-26 03:00:00,12.0
2023-08-26 03:00:00,41.0
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,137.0
2023-08-26 03:00:00,123.0
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,52.4
2023-08-26 03:00:00,86.0
2023-08-26 03:00:00,38.0
2023-08-26 03:00:00,94.0
2023-08-27 03:00:00,41.0
2023-08-27 03:00:00,39.0
2023-08-27 03:00:00,38.0
2023-08-27 03:00:00,37.0
2023-08-27 03:00:00,38.0
2023-08-27 03:00:00,52.4
2023-08-27 03:00:00,52.4
2023-08-27 03:00:00,162.0
2023-08-27 03:00:00,44.0
2023-08-27 03:00:00,52.4
2023-08-27 03:00:00,43.0
2023-08-27 03:00:00,12.0
2023-08-27 03:00:00,52.4
2023-08-27 03:00:00,123.0
2023-08-27 03:00:00,85.0
2023-08-27 03:00:00,95.0
