"Time","tlm_mb_adc_temp_1"
2023-07-22 03:00:00,9.2 °C
2023-07-22 03:00:00,9.6 °C
2023-07-22 03:00:00,10 °C
2023-07-22 03:00:00,11 °C
2023-07-22 03:00:00,11 °C
2023-07-22 03:00:00,506 °C
2023-07-23 03:00:00,8.4 °C
2023-07-23 03:00:00,15 °C
2023-07-23 03:00:00,8.0 °C
2023-07-23 03:00:00,5.2 °C
2023-07-23 03:00:00,8.6 °C
2023-07-23 03:00:00,6.5 °C
2023-07-23 03:00:00,1.6 °C
2023-07-23 03:00:00,6.6 °C
2023-07-23 03:00:00,8.7 °C
2023-07-23 03:00:00,9.2 °C
2023-07-23 03:00:00,9.7 °C
2023-07-23 03:00:00,507 °C
2023-07-23 03:00:00,507 °C
2023-07-23 03:00:00,508 °C
2023-07-23 03:00:00,505 °C
2023-07-23 03:00:00,506 °C
2023-07-23 03:00:00,506 °C
2023-07-23 03:00:00,507 °C
2023-07-23 03:00:00,10 °C
2023-07-23 03:00:00,11 °C
2023-07-23 03:00:00,11 °C
2023-07-23 03:00:00,16 °C
2023-07-24 03:00:00,8.2 °C
2023-07-24 03:00:00,8.9 °C
2023-07-24 03:00:00,15 °C
2023-07-24 03:00:00,7.5 °C
2023-07-24 03:00:00,4.5 °C
2023-07-24 03:00:00,5.7 °C
2023-07-24 03:00:00,6.5 °C
2023-07-24 03:00:00,8.1 °C
2023-07-24 03:00:00,8.6 °C
2023-07-24 03:00:00,3.9 °C
2023-07-24 03:00:00,3.0 °C
2023-07-24 03:00:00,14 °C
2023-07-24 03:00:00,14 °C
2023-07-24 03:00:00,15 °C
2023-07-24 03:00:00,1.9 °C
2023-07-24 03:00:00,5.5 °C
2023-07-24 03:00:00,6.6 °C
2023-07-24 03:00:00,504 °C
2023-07-24 03:00:00,505 °C
2023-07-24 03:00:00,506 °C
2023-07-24 03:00:00,506 °C
2023-07-24 03:00:00,9.6 °C
2023-07-24 03:00:00,10 °C
2023-07-24 03:00:00,11 °C
2023-07-24 03:00:00,12 °C
2023-07-24 03:00:00,12 °C
2023-07-24 03:00:00,16 °C
2023-07-25 03:00:00,8.7 °C
2023-07-25 03:00:00,9.2 °C
2023-07-25 03:00:00,9.6 °C
2023-07-25 03:00:00,10.0 °C
2023-07-25 03:00:00,11 °C
2023-07-25 03:00:00,11 °C
2023-07-25 03:00:00,15 °C
2023-07-25 03:00:00,15 °C
2023-07-25 03:00:00,15 °C
2023-07-25 03:00:00,504 °C
2023-07-25 03:00:00,505 °C
2023-07-25 03:00:00,506 °C
2023-07-25 03:00:00,6.0 °C
2023-07-25 03:00:00,8.2 °C
2023-07-25 03:00:00,0.50 °C
2023-07-25 03:00:00,8.1 °C
2023-07-25 03:00:00,9.0 °C
2023-07-25 03:00:00,508 °C
2023-07-25 03:00:00,504 °C
2023-07-25 03:00:00,10 °C
2023-07-25 03:00:00,10 °C
2023-07-25 03:00:00,11 °C
2023-07-25 03:00:00,16 °C
2023-07-25 03:00:00,16 °C
2023-07-26 03:00:00,6.5 °C
2023-07-26 03:00:00,6.9 °C
2023-07-26 03:00:00,7.7 °C
2023-07-26 03:00:00,8.6 °C
2023-07-26 03:00:00,9.5 °C
2023-07-26 03:00:00,15 °C
2023-07-26 03:00:00,4.0 °C
2023-07-26 03:00:00,4.2 °C
2023-07-26 03:00:00,5.1 °C
2023-07-26 03:00:00,5.6 °C
2023-07-26 03:00:00,7.1 °C
2023-07-26 03:00:00,7.5 °C
2023-07-26 03:00:00,506 °C
2023-07-26 03:00:00,3.9 °C
2023-07-26 03:00:00,4.5 °C
2023-07-26 03:00:00,5.7 °C
2023-07-26 03:00:00,6.4 °C
2023-07-26 03:00:00,8.0 °C
2023-07-26 03:00:00,3.1 °C
2023-07-26 03:00:00,4.1 °C
2023-07-26 03:00:00,4.7 °C
2023-07-26 03:00:00,5.2 °C
2023-07-26 03:00:00,5.9 °C
2023-07-26 03:00:00,2.7 °C
2023-07-26 03:00:00,2.0 °C
2023-07-26 03:00:00,1.4 °C
2023-07-26 03:00:00,507 °C
2023-07-26 03:00:00,507 °C
2023-07-26 03:00:00,9.2 °C
2023-07-26 03:00:00,508 °C
2023-07-26 03:00:00,509 °C
2023-07-26 03:00:00,509 °C
2023-07-26 03:00:00,507 °C
2023-07-26 03:00:00,508 °C
2023-07-26 03:00:00,508 °C
2023-07-26 03:00:00,10 °C
2023-07-26 03:00:00,11 °C
2023-07-26 03:00:00,11 °C
2023-07-26 03:00:00,12 °C
2023-07-27 03:00:00,9.0 °C
2023-07-27 03:00:00,9.1 °C
2023-07-27 03:00:00,9.6 °C
2023-07-27 03:00:00,11 °C
2023-07-27 03:00:00,15 °C
2023-07-27 03:00:00,4.0 °C
2023-07-27 03:00:00,5.1 °C
2023-07-27 03:00:00,5.5 °C
2023-07-27 03:00:00,6.1 °C
2023-07-27 03:00:00,504 °C
2023-07-27 03:00:00,3.7 °C
2023-07-27 03:00:00,4.4 °C
2023-07-27 03:00:00,5.7 °C
2023-07-27 03:00:00,7.2 °C
2023-07-27 03:00:00,7.9 °C
2023-07-27 03:00:00,2.2 °C
2023-07-27 03:00:00,3.9 °C
2023-07-27 03:00:00,4.5 °C
2023-07-27 03:00:00,6.5 °C
2023-07-27 03:00:00,2.9 °C
2023-07-27 03:00:00,1.7 °C
2023-07-27 03:00:00,9.4 °C
2023-07-27 03:00:00,508 °C
2023-07-27 03:00:00,507 °C
2023-07-27 03:00:00,510 °C
2023-07-27 03:00:00,505 °C
2023-07-27 03:00:00,506 °C
2023-07-27 03:00:00,507 °C
2023-07-27 03:00:00,507 °C
2023-07-27 03:00:00,509 °C
2023-07-27 03:00:00,10.0 °C
2023-07-27 03:00:00,10 °C
2023-07-27 03:00:00,11 °C
2023-07-27 03:00:00,12 °C
2023-07-27 03:00:00,506 °C
2023-07-27 03:00:00,15 °C
2023-07-27 03:00:00,6.6 °C
2023-07-27 03:00:00,6.9 °C
2023-07-28 03:00:00,8.6 °C
2023-07-28 03:00:00,9.0 °C
2023-07-28 03:00:00,15 °C
2023-07-28 03:00:00,2.7 °C
2023-07-28 03:00:00,5.2 °C
2023-07-28 03:00:00,2.2 °C
2023-07-28 03:00:00,4.7 °C
2023-07-28 03:00:00,5.6 °C
2023-07-28 03:00:00,0.62 °C
2023-07-28 03:00:00,3.0 °C
2023-07-28 03:00:00,3.6 °C
2023-07-28 03:00:00,3.7 °C
2023-07-28 03:00:00,1.6 °C
2023-07-28 03:00:00,0.87 °C
2023-07-28 03:00:00,511 °C
2023-07-28 03:00:00,6.5 °C
2023-07-28 03:00:00,6.6 °C
2023-07-28 03:00:00,505 °C
2023-07-28 03:00:00,505 °C
2023-07-28 03:00:00,507 °C
2023-07-28 03:00:00,503 °C
2023-07-28 03:00:00,6.7 °C
2023-07-28 03:00:00,6.9 °C
2023-07-28 03:00:00,7.2 °C
2023-07-28 03:00:00,8.1 °C
2023-07-28 03:00:00,8.4 °C
2023-07-28 03:00:00,8.9 °C
2023-07-28 03:00:00,12 °C
2023-07-29 03:00:00,506 °C
2023-07-29 03:00:00,1.6 °C
2023-07-29 03:00:00,2.1 °C
2023-07-29 03:00:00,3.2 °C
2023-07-29 03:00:00,4.1 °C
2023-07-29 03:00:00,4.6 °C
2023-07-29 03:00:00,5.4 °C
2023-07-29 03:00:00,0 °C
2023-07-29 03:00:00,3.0 °C
2023-07-29 03:00:00,1.2 °C
2023-07-29 03:00:00,0.50 °C
2023-07-29 03:00:00,511 °C
2023-07-29 03:00:00,507 °C
2023-07-29 03:00:00,503 °C
2023-07-29 03:00:00,506 °C
2023-07-29 03:00:00,6.4 °C
2023-07-29 03:00:00,6.6 °C
2023-07-29 03:00:00,7.1 °C
2023-07-29 03:00:00,7.4 °C
2023-07-29 03:00:00,504 °C
2023-07-29 03:00:00,505 °C
2023-07-29 03:00:00,11 °C
2023-07-29 03:00:00,12 °C
2023-07-29 03:00:00,5.0 °C
2023-07-29 03:00:00,5.7 °C
2023-07-29 03:00:00,6.0 °C
2023-07-29 03:00:00,6.5 °C
2023-07-30 03:00:00,7.0 °C
2023-07-30 03:00:00,7.4 °C
2023-07-30 03:00:00,12 °C
2023-07-30 03:00:00,503 °C
2023-07-30 03:00:00,1.9 °C
2023-07-30 03:00:00,4.4 °C
2023-07-30 03:00:00,0.62 °C
2023-07-30 03:00:00,1.4 °C
2023-07-30 03:00:00,2.2 °C
2023-07-30 03:00:00,4.0 °C
2023-07-30 03:00:00,2.5 °C
2023-07-30 03:00:00,3.1 °C
2023-07-30 03:00:00,507 °C
2023-07-30 03:00:00,505 °C
2023-07-30 03:00:00,504 °C
2023-07-30 03:00:00,504 °C
2023-07-30 03:00:00,6.4 °C
2023-07-30 03:00:00,7.7 °C
2023-07-30 03:00:00,504 °C
2023-07-30 03:00:00,11 °C
2023-07-30 03:00:00,12 °C
2023-07-30 03:00:00,4.6 °C
2023-07-30 03:00:00,5.0 °C
2023-07-30 03:00:00,5.5 °C
2023-07-30 03:00:00,5.7 °C
2023-07-30 03:00:00,6.5 °C
2023-07-31 03:00:00,7.4 °C
2023-07-31 03:00:00,7.9 °C
2023-07-31 03:00:00,11 °C
2023-07-31 03:00:00,8.5 °C
2023-07-31 03:00:00,504 °C
2023-07-31 03:00:00,3.9 °C
2023-07-31 03:00:00,4.1 °C
2023-07-31 03:00:00,4.6 °C
2023-07-31 03:00:00,2.1 °C
2023-07-31 03:00:00,2.6 °C
2023-07-31 03:00:00,3.2 °C
2023-07-31 03:00:00,1.4 °C
2023-07-31 03:00:00,0.50 °C
2023-07-31 03:00:00,511 °C
2023-07-31 03:00:00,509 °C
2023-07-31 03:00:00,508 °C
2023-07-31 03:00:00,508 °C
2023-07-31 03:00:00,507 °C
2023-07-31 03:00:00,4.9 °C
2023-07-31 03:00:00,505 °C
2023-07-31 03:00:00,503 °C
2023-07-31 03:00:00,504 °C
2023-07-31 03:00:00,504 °C
2023-07-31 03:00:00,6.0 °C
2023-07-31 03:00:00,6.7 °C
2023-07-31 03:00:00,7.7 °C
2023-07-31 03:00:00,5.2 °C
2023-07-31 03:00:00,5.6 °C
2023-07-31 03:00:00,6.4 °C
2023-07-31 03:00:00,6.6 °C
2023-08-01 03:00:00,11 °C
2023-08-01 03:00:00,8.2 °C
2023-08-01 03:00:00,8.6 °C
2023-08-01 03:00:00,3.5 °C
2023-08-01 03:00:00,505 °C
2023-08-01 03:00:00,505 °C
2023-08-01 03:00:00,0.62 °C
2023-08-01 03:00:00,2.1 °C
2023-08-01 03:00:00,1.9 °C
2023-08-01 03:00:00,1.6 °C
2023-08-01 03:00:00,1.1 °C
2023-08-01 03:00:00,511 °C
2023-08-01 03:00:00,5.0 °C
2023-08-01 03:00:00,5.2 °C
2023-08-01 03:00:00,5.6 °C
2023-08-01 03:00:00,6.0 °C
2023-08-01 03:00:00,6.5 °C
2023-08-01 03:00:00,7.2 °C
2023-08-01 03:00:00,10 °C
2023-08-01 03:00:00,11 °C
2023-08-01 03:00:00,11 °C
2023-08-01 03:00:00,3.6 °C
2023-08-01 03:00:00,4.6 °C
2023-08-01 03:00:00,4.7 °C
2023-08-01 03:00:00,6.4 °C
2023-08-02 03:00:00,502 °C
2023-08-02 03:00:00,503 °C
2023-08-02 03:00:00,507 °C
2023-08-02 03:00:00,505 °C
2023-08-02 03:00:00,505 °C
2023-08-02 03:00:00,0.12 °C
2023-08-02 03:00:00,2.1 °C
2023-08-02 03:00:00,2.9 °C
2023-08-02 03:00:00,2.4 °C
2023-08-02 03:00:00,2.2 °C
2023-08-02 03:00:00,0.62 °C
2023-08-02 03:00:00,0 °C
2023-08-02 03:00:00,505 °C
2023-08-02 03:00:00,5.5 °C
2023-08-02 03:00:00,5.9 °C
2023-08-02 03:00:00,6.2 °C
2023-08-02 03:00:00,6.4 °C
2023-08-02 03:00:00,6.9 °C
2023-08-02 03:00:00,504 °C
2023-08-02 03:00:00,10 °C
2023-08-02 03:00:00,11 °C
2023-08-02 03:00:00,3.2 °C
2023-08-02 03:00:00,3.9 °C
2023-08-02 03:00:00,4.2 °C
2023-08-02 03:00:00,5.1 °C
2023-08-02 03:00:00,5.4 °C
2023-08-02 03:00:00,6.7 °C
2023-08-03 03:00:00,1.00 °C
2023-08-03 03:00:00,1.5 °C
2023-08-03 03:00:00,3.1 °C
2023-08-03 03:00:00,0.37 °C
2023-08-03 03:00:00,1.4 °C
2023-08-03 03:00:00,1.9 °C
2023-08-03 03:00:00,1.6 °C
2023-08-03 03:00:00,2.2 °C
2023-08-03 03:00:00,1.7 °C
2023-08-03 03:00:00,505 °C
2023-08-03 03:00:00,6.9 °C
2023-08-03 03:00:00,503 °C
2023-08-03 03:00:00,504 °C
2023-08-03 03:00:00,504 °C
2023-08-03 03:00:00,504 °C
2023-08-03 03:00:00,11 °C
2023-08-03 03:00:00,11 °C
2023-08-03 03:00:00,5.6 °C
2023-08-04 03:00:00,503 °C
2023-08-04 03:00:00,505 °C
2023-08-04 03:00:00,504 °C
2023-08-04 03:00:00,503 °C
2023-08-04 03:00:00,0.62 °C
2023-08-04 03:00:00,1.00 °C
2023-08-04 03:00:00,3.9 °C
2023-08-04 03:00:00,4.2 °C
2023-08-04 03:00:00,2.4 °C
2023-08-04 03:00:00,3.0 °C
2023-08-04 03:00:00,4.0 °C
2023-08-04 03:00:00,2.7 °C
2023-08-04 03:00:00,2.5 °C
2023-08-04 03:00:00,4.6 °C
2023-08-04 03:00:00,5.7 °C
2023-08-04 03:00:00,6.7 °C
2023-08-04 03:00:00,7.1 °C
2023-08-04 03:00:00,7.4 °C
2023-08-04 03:00:00,8.1 °C
2023-08-04 03:00:00,4.7 °C
2023-08-04 03:00:00,5.9 °C
2023-08-04 03:00:00,6.1 °C
2023-08-05 03:00:00,504 °C
2023-08-05 03:00:00,504 °C
2023-08-05 03:00:00,505 °C
2023-08-05 03:00:00,505 °C
2023-08-05 03:00:00,504 °C
2023-08-05 03:00:00,0.62 °C
2023-08-05 03:00:00,3.2 °C
2023-08-05 03:00:00,4.6 °C
2023-08-05 03:00:00,5.2 °C
2023-08-05 03:00:00,2.7 °C
2023-08-05 03:00:00,4.0 °C
2023-08-05 03:00:00,4.1 °C
2023-08-05 03:00:00,1.5 °C
2023-08-05 03:00:00,504 °C
2023-08-05 03:00:00,7.7 °C
2023-08-05 03:00:00,12 °C
2023-08-05 03:00:00,5.1 °C
2023-08-05 03:00:00,5.6 °C
2023-08-05 03:00:00,6.0 °C
2023-08-06 03:00:00,504 °C
2023-08-06 03:00:00,504 °C
2023-08-06 03:00:00,4.0 °C
2023-08-06 03:00:00,1.6 °C
2023-08-06 03:00:00,1.9 °C
2023-08-06 03:00:00,3.1 °C
2023-08-06 03:00:00,3.2 °C
2023-08-06 03:00:00,3.9 °C
2023-08-06 03:00:00,2.7 °C
2023-08-06 03:00:00,2.0 °C
2023-08-06 03:00:00,1.4 °C
2023-08-06 03:00:00,3.7 °C
2023-08-06 03:00:00,7.5 °C
2023-08-06 03:00:00,7.9 °C
2023-08-06 03:00:00,506 °C
2023-08-06 03:00:00,506 °C
2023-08-06 03:00:00,7.6 °C
2023-08-06 03:00:00,505 °C
2023-08-06 03:00:00,12 °C
2023-08-06 03:00:00,5.7 °C
2023-08-06 03:00:00,6.6 °C
2023-08-06 03:00:00,7.2 °C
2023-08-07 03:00:00,2.0 °C
2023-08-07 03:00:00,3.7 °C
2023-08-07 03:00:00,3.6 °C
2023-08-07 03:00:00,4.2 °C
2023-08-07 03:00:00,5.0 °C
2023-08-07 03:00:00,5.2 °C
2023-08-07 03:00:00,3.0 °C
2023-08-07 03:00:00,2.2 °C
2023-08-07 03:00:00,4.7 °C
2023-08-07 03:00:00,5.6 °C
2023-08-07 03:00:00,6.1 °C
2023-08-07 03:00:00,7.1 °C
2023-08-07 03:00:00,7.4 °C
2023-08-07 03:00:00,8.0 °C
2023-08-07 03:00:00,504 °C
2023-08-07 03:00:00,506 °C
2023-08-07 03:00:00,9.4 °C
2023-08-07 03:00:00,13 °C
2023-08-08 03:00:00,504 °C
2023-08-08 03:00:00,504 °C
2023-08-08 03:00:00,508 °C
2023-08-08 03:00:00,2.7 °C
2023-08-08 03:00:00,4.4 °C
2023-08-08 03:00:00,5.0 °C
2023-08-08 03:00:00,5.5 °C
2023-08-08 03:00:00,3.7 °C
2023-08-08 03:00:00,4.5 °C
2023-08-08 03:00:00,4.1 °C
2023-08-08 03:00:00,506 °C
2023-08-08 03:00:00,506 °C
2023-08-08 03:00:00,505 °C
2023-08-08 03:00:00,10 °C
2023-08-08 03:00:00,5.1 °C
2023-08-08 03:00:00,4.2 °C
2023-08-08 03:00:00,3.6 °C
2023-08-08 03:00:00,6.0 °C
2023-08-08 03:00:00,7.1 °C
2023-08-08 03:00:00,506 °C
2023-08-08 03:00:00,506 °C
2023-08-08 03:00:00,505 °C
2023-08-08 03:00:00,504 °C
2023-08-08 03:00:00,14 °C
2023-08-08 03:00:00,14 °C
2023-08-09 03:00:00,2.9 °C
2023-08-09 03:00:00,4.7 °C
2023-08-09 03:00:00,6.4 °C
2023-08-09 03:00:00,1.5 °C
2023-08-09 03:00:00,3.4 °C
2023-08-09 03:00:00,3.9 °C
2023-08-09 03:00:00,4.9 °C
2023-08-09 03:00:00,5.7 °C
2023-08-09 03:00:00,6.6 °C
2023-08-09 03:00:00,7.2 °C
2023-08-09 03:00:00,3.0 °C
2023-08-09 03:00:00,3.5 °C
2023-08-09 03:00:00,4.6 °C
2023-08-09 03:00:00,5.2 °C
2023-08-09 03:00:00,4.4 °C
2023-08-09 03:00:00,4.2 °C
2023-08-09 03:00:00,510 °C
2023-08-09 03:00:00,509 °C
2023-08-09 03:00:00,8.9 °C
2023-08-09 03:00:00,506 °C
2023-08-09 03:00:00,507 °C
2023-08-09 03:00:00,507 °C
2023-08-09 03:00:00,507 °C
2023-08-09 03:00:00,505 °C
2023-08-09 03:00:00,505 °C
2023-08-09 03:00:00,506 °C
2023-08-09 03:00:00,506 °C
2023-08-09 03:00:00,508 °C
2023-08-09 03:00:00,507 °C
2023-08-09 03:00:00,14 °C
2023-08-09 03:00:00,14 °C
2023-08-09 03:00:00,14 °C
2023-08-09 03:00:00,7.0 °C
2023-08-09 03:00:00,7.6 °C
2023-08-09 03:00:00,8.2 °C
2023-08-09 03:00:00,8.6 °C
2023-08-09 03:00:00,9.2 °C
2023-08-09 03:00:00,9.6 °C
2023-08-10 03:00:00,7.0 °C
2023-08-10 03:00:00,4.6 °C
2023-08-10 03:00:00,3.9 °C
2023-08-10 03:00:00,506 °C
2023-08-10 03:00:00,7.7 °C
2023-08-10 03:00:00,8.4 °C
2023-08-10 03:00:00,8.7 °C
2023-08-10 03:00:00,504 °C
2023-08-10 03:00:00,4.2 °C
2023-08-10 03:00:00,5.2 °C
2023-08-10 03:00:00,508 °C
2023-08-10 03:00:00,507 °C
2023-08-10 03:00:00,507 °C
2023-08-10 03:00:00,506 °C
2023-08-10 03:00:00,506 °C
2023-08-10 03:00:00,2.6 °C
2023-08-10 03:00:00,3.6 °C
2023-08-10 03:00:00,4.7 °C
2023-08-10 03:00:00,5.7 °C
2023-08-10 03:00:00,6.4 °C
2023-08-10 03:00:00,3.7 °C
2023-08-10 03:00:00,4.4 °C
2023-08-10 03:00:00,5.0 °C
2023-08-10 03:00:00,2.2 °C
2023-08-10 03:00:00,6.0 °C
2023-08-10 03:00:00,3.1 °C
2023-08-10 03:00:00,7.1 °C
2023-08-10 03:00:00,7.2 °C
2023-08-10 03:00:00,8.0 °C
2023-08-10 03:00:00,7.4 °C
2023-08-10 03:00:00,506 °C
2023-08-10 03:00:00,507 °C
2023-08-10 03:00:00,508 °C
2023-08-10 03:00:00,4.5 °C
2023-08-10 03:00:00,5.6 °C
2023-08-10 03:00:00,6.6 °C
2023-08-10 03:00:00,7.9 °C
2023-08-10 03:00:00,8.5 °C
2023-08-10 03:00:00,8.9 °C
2023-08-10 03:00:00,505 °C
2023-08-10 03:00:00,505 °C
2023-08-10 03:00:00,506 °C
2023-08-10 03:00:00,507 °C
2023-08-10 03:00:00,508 °C
2023-08-10 03:00:00,508 °C
2023-08-10 03:00:00,12 °C
2023-08-10 03:00:00,507 °C
2023-08-10 03:00:00,15 °C
2023-08-10 03:00:00,15 °C
2023-08-11 03:00:00,510 °C
2023-08-11 03:00:00,505 °C
2023-08-11 03:00:00,12 °C
2023-08-11 03:00:00,12 °C
2023-08-11 03:00:00,15 °C
2023-08-11 03:00:00,505 °C
2023-08-11 03:00:00,504 °C
2023-08-11 03:00:00,5.1 °C
2023-08-11 03:00:00,5.6 °C
2023-08-11 03:00:00,508 °C
2023-08-11 03:00:00,4.2 °C
2023-08-11 03:00:00,4.7 °C
2023-08-11 03:00:00,5.2 °C
2023-08-11 03:00:00,5.7 °C
2023-08-11 03:00:00,7.0 °C
2023-08-11 03:00:00,7.4 °C
2023-08-11 03:00:00,5.5 °C
2023-08-11 03:00:00,6.0 °C
2023-08-11 03:00:00,6.6 °C
2023-08-11 03:00:00,6.4 °C
2023-08-11 03:00:00,14 °C
2023-08-11 03:00:00,5.0 °C
2023-08-11 03:00:00,0.62 °C
2023-08-11 03:00:00,510 °C
2023-08-11 03:00:00,509 °C
2023-08-11 03:00:00,8.0 °C
2023-08-11 03:00:00,10 °C
2023-08-11 03:00:00,508 °C
2023-08-11 03:00:00,509 °C
2023-08-11 03:00:00,506 °C
2023-08-11 03:00:00,506 °C
2023-08-11 03:00:00,507 °C
2023-08-11 03:00:00,507 °C
2023-08-11 03:00:00,508 °C
2023-08-11 03:00:00,505 °C
2023-08-11 03:00:00,506 °C
2023-08-11 03:00:00,506 °C
2023-08-11 03:00:00,506 °C
2023-08-11 03:00:00,16 °C
2023-08-11 03:00:00,7.1 °C
2023-08-11 03:00:00,7.9 °C
2023-08-11 03:00:00,8.2 °C
2023-08-11 03:00:00,9.0 °C
2023-08-11 03:00:00,9.2 °C
2023-08-11 03:00:00,11 °C
2023-08-11 03:00:00,11 °C
2023-08-12 03:00:00,5.6 °C
2023-08-12 03:00:00,4.0 °C
2023-08-12 03:00:00,2.5 °C
2023-08-12 03:00:00,7.5 °C
2023-08-12 03:00:00,8.2 °C
2023-08-12 03:00:00,9.2 °C
2023-08-12 03:00:00,10.0 °C
2023-08-12 03:00:00,10 °C
2023-08-12 03:00:00,15 °C
2023-08-12 03:00:00,7.7 °C
2023-08-12 03:00:00,505 °C
2023-08-12 03:00:00,5.0 °C
2023-08-12 03:00:00,7.0 °C
2023-08-12 03:00:00,8.1 °C
2023-08-12 03:00:00,6.0 °C
2023-08-12 03:00:00,7.1 °C
2023-08-12 03:00:00,7.6 °C
2023-08-12 03:00:00,8.6 °C
2023-08-12 03:00:00,11 °C
2023-08-12 03:00:00,17 °C
2023-08-12 03:00:00,6.5 °C
2023-08-12 03:00:00,14 °C
2023-08-12 03:00:00,15 °C
2023-08-12 03:00:00,16 °C
2023-08-12 03:00:00,16 °C
2023-08-12 03:00:00,16 °C
2023-08-12 03:00:00,507 °C
2023-08-12 03:00:00,508 °C
2023-08-12 03:00:00,510 °C
2023-08-12 03:00:00,506 °C
2023-08-12 03:00:00,506 °C
2023-08-12 03:00:00,507 °C
2023-08-12 03:00:00,507 °C
2023-08-12 03:00:00,508 °C
2023-08-12 03:00:00,511 °C
2023-08-12 03:00:00,15 °C
2023-08-12 03:00:00,506 °C
2023-08-12 03:00:00,507 °C
2023-08-12 03:00:00,509 °C
2023-08-12 03:00:00,510 °C
2023-08-12 03:00:00,20 °C
2023-08-12 03:00:00,20 °C
2023-08-12 03:00:00,13 °C
2023-08-12 03:00:00,13 °C
2023-08-12 03:00:00,14 °C
2023-08-12 03:00:00,14 °C
2023-08-12 03:00:00,15 °C
2023-08-13 03:00:00,10 °C
2023-08-13 03:00:00,8.6 °C
2023-08-13 03:00:00,7.5 °C
2023-08-13 03:00:00,6.6 °C
2023-08-13 03:00:00,20 °C
2023-08-13 03:00:00,20 °C
2023-08-13 03:00:00,508 °C
2023-08-13 03:00:00,507 °C
2023-08-13 03:00:00,507 °C
2023-08-13 03:00:00,507 °C
2023-08-13 03:00:00,509 °C
2023-08-13 03:00:00,509 °C
2023-08-13 03:00:00,7.7 °C
2023-08-13 03:00:00,8.7 °C
2023-08-13 03:00:00,9.2 °C
2023-08-13 03:00:00,10.0 °C
2023-08-13 03:00:00,11 °C
2023-08-13 03:00:00,12 °C
2023-08-13 03:00:00,7.4 °C
2023-08-13 03:00:00,9.6 °C
2023-08-13 03:00:00,9.9 °C
2023-08-13 03:00:00,11 °C
2023-08-13 03:00:00,12 °C
2023-08-13 03:00:00,14 °C
2023-08-13 03:00:00,7.9 °C
2023-08-13 03:00:00,21 °C
2023-08-13 03:00:00,22 °C
2023-08-13 03:00:00,9.4 °C
2023-08-13 03:00:00,8.4 °C
2023-08-13 03:00:00,18 °C
2023-08-13 03:00:00,19 °C
2023-08-13 03:00:00,19 °C
2023-08-13 03:00:00,19 °C
2023-08-13 03:00:00,20 °C
2023-08-13 03:00:00,20 °C
2023-08-13 03:00:00,21 °C
2023-08-13 03:00:00,21 °C
2023-08-13 03:00:00,7.6 °C
2023-08-13 03:00:00,12 °C
2023-08-13 03:00:00,13 °C
2023-08-13 03:00:00,13 °C
2023-08-13 03:00:00,511 °C
2023-08-13 03:00:00,0.75 °C
2023-08-13 03:00:00,1.4 °C
2023-08-13 03:00:00,508 °C
2023-08-13 03:00:00,510 °C
2023-08-13 03:00:00,0.62 °C
2023-08-13 03:00:00,16 °C
2023-08-13 03:00:00,16 °C
2023-08-13 03:00:00,17 °C
2023-08-13 03:00:00,508 °C
2023-08-13 03:00:00,509 °C
2023-08-13 03:00:00,510 °C
2023-08-13 03:00:00,0 °C
2023-08-13 03:00:00,508 °C
2023-08-13 03:00:00,509 °C
2023-08-13 03:00:00,510 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,8.5 °C
2023-08-14 03:00:00,6.5 °C
2023-08-14 03:00:00,509 °C
2023-08-14 03:00:00,21 °C
2023-08-14 03:00:00,507 °C
2023-08-14 03:00:00,507 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,9.9 °C
2023-08-14 03:00:00,10 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,12 °C
2023-08-14 03:00:00,13 °C
2023-08-14 03:00:00,14 °C
2023-08-14 03:00:00,8.2 °C
2023-08-14 03:00:00,9.0 °C
2023-08-14 03:00:00,10 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,12 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,22 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,8.9 °C
2023-08-14 03:00:00,20 °C
2023-08-14 03:00:00,21 °C
2023-08-14 03:00:00,21 °C
2023-08-14 03:00:00,11 °C
2023-08-14 03:00:00,12 °C
2023-08-14 03:00:00,13 °C
2023-08-14 03:00:00,14 °C
2023-08-14 03:00:00,15 °C
2023-08-14 03:00:00,16 °C
2023-08-14 03:00:00,509 °C
2023-08-14 03:00:00,510 °C
2023-08-14 03:00:00,510 °C
2023-08-14 03:00:00,0.37 °C
2023-08-14 03:00:00,1.2 °C
2023-08-14 03:00:00,1.7 °C
2023-08-14 03:00:00,509 °C
2023-08-14 03:00:00,511 °C
2023-08-14 03:00:00,0 °C
2023-08-14 03:00:00,0.62 °C
2023-08-14 03:00:00,508 °C
2023-08-15 03:00:00,11 °C
2023-08-15 03:00:00,9.6 °C
2023-08-15 03:00:00,8.0 °C
2023-08-15 03:00:00,5.5 °C
2023-08-15 03:00:00,509 °C
2023-08-15 03:00:00,14 °C
2023-08-15 03:00:00,21 °C
2023-08-15 03:00:00,508 °C
2023-08-15 03:00:00,509 °C
2023-08-15 03:00:00,11 °C
