Time,57175.distinct (°C)
2023-06-29 03:00:00,38.12
2023-06-29 03:00:00,39.16
2023-06-29 03:00:00,39.11
2023-06-29 03:00:00,39.07
2023-06-29 03:00:00,39.01
2023-06-29 03:00:00,39.0
2023-06-29 03:00:00,38.82
2023-06-29 03:00:00,38.79
2023-06-29 03:00:00,38.61
2023-06-29 03:00:00,38.39
2023-06-29 03:00:00,38.25
2023-06-29 03:00:00,38.19
2023-06-29 03:00:00,38.11
2023-06-29 03:00:00,35.79
2023-06-29 03:00:00,35.42
2023-06-29 03:00:00,526.76
2023-06-29 03:00:00,526.8
2023-06-29 03:00:00,526.77
2023-06-29 03:00:00,527.19
2023-06-29 03:00:00,527.16
2023-06-29 03:00:00,38.8
2023-06-29 03:00:00,38.15
2023-06-29 03:00:00,38.02
2023-06-29 03:00:00,38.98
2023-06-29 03:00:00,38.24
2023-06-29 03:00:00,35.4
2023-06-29 03:00:00,34.93
2023-06-29 03:00:00,37.9
2023-06-29 03:00:00,37.75
2023-06-29 03:00:00,37.39
2023-06-29 03:00:00,526.89
2023-06-29 03:00:00,526.61
2023-06-29 03:00:00,526.92
2023-06-29 03:00:00,527.1
2023-06-29 03:00:00,34.97
2023-06-29 03:00:00,34.85
2023-06-29 03:00:00,34.69
2023-06-29 03:00:00,36.56
2023-06-29 03:00:00,38.28
2023-06-29 03:00:00,38.0
2023-06-29 03:00:00,38.09
2023-06-29 03:00:00,37.97
2023-06-29 03:00:00,37.81
2023-06-29 03:00:00,526.91
2023-06-29 03:00:00,526.68
2023-06-29 03:00:00,527.03
2023-06-29 03:00:00,527.06
2023-06-29 03:00:00,38.45
2023-06-29 03:00:00,37.7
2023-06-29 03:00:00,526.63
2023-06-29 03:00:00,526.85
2023-06-29 03:00:00,37.48
2023-06-29 03:00:00,34.66
2023-06-29 03:00:00,39.04
2023-06-29 03:00:00,38.49
2023-06-29 03:00:00,38.22
2023-06-29 03:00:00,38.33
2023-06-29 03:00:00,38.13
2023-06-29 03:00:00,526.7
2023-06-29 03:00:00,526.86
2023-07-06 03:00:00,38.67
2023-07-06 03:00:00,38.54
2023-07-06 03:00:00,38.24
2023-07-06 03:00:00,37.82
2023-07-06 03:00:00,37.47
2023-07-06 03:00:00,35.39
2023-07-06 03:00:00,40.04
2023-07-06 03:00:00,38.85
2023-07-06 03:00:00,38.73
2023-07-06 03:00:00,38.62
2023-07-06 03:00:00,38.36
2023-07-06 03:00:00,39.13
2023-07-06 03:00:00,39.06
2023-07-06 03:00:00,38.74
2023-07-06 03:00:00,38.49
2023-07-06 03:00:00,38.31
2023-07-06 03:00:00,38.82
2023-07-06 03:00:00,527.03
2023-07-06 03:00:00,527.04
2023-07-06 03:00:00,38.27
2023-07-06 03:00:00,38.12
2023-07-06 03:00:00,526.91
2023-07-06 03:00:00,526.63
2023-07-06 03:00:00,38.25
2023-07-06 03:00:00,38.13
2023-07-06 03:00:00,37.84
2023-07-06 03:00:00,37.69
2023-07-06 03:00:00,35.24
2023-07-06 03:00:00,35.08
2023-07-06 03:00:00,38.86
2023-07-06 03:00:00,38.37
2023-07-06 03:00:00,38.22
2023-07-06 03:00:00,38.09
2023-07-06 03:00:00,37.81
2023-07-06 03:00:00,37.35
2023-07-06 03:00:00,38.08
2023-07-06 03:00:00,526.86
2023-07-06 03:00:00,38.55
2023-07-06 03:00:00,37.66
2023-07-06 03:00:00,526.89
2023-07-06 03:00:00,526.94
2023-07-06 03:00:00,526.97
2023-07-06 03:00:00,38.42
2023-07-06 03:00:00,526.92
2023-07-06 03:00:00,526.82
2023-07-06 03:00:00,38.19
2023-07-06 03:00:00,37.39
2023-07-06 03:00:00,526.7
2023-07-06 03:00:00,38.79
2023-07-06 03:00:00,38.68
2023-07-06 03:00:00,38.11
2023-07-06 03:00:00,37.97
2023-07-06 03:00:00,38.71
2023-07-06 03:00:00,38.77
2023-07-06 03:00:00,35.52
2023-07-06 03:00:00,35.36
2023-07-06 03:00:00,35.0
2023-07-06 03:00:00,526.76
2023-07-06 03:00:00,526.8
2023-07-06 03:00:00,526.74
2023-07-06 03:00:00,526.85
2023-07-06 03:00:00,38.05
2023-07-06 03:00:00,37.9
2023-07-06 03:00:00,37.73
2023-07-06 03:00:00,37.94
2023-07-06 03:00:00,37.78
2023-07-06 03:00:00,37.62
2023-07-06 03:00:00,37.41
2023-07-06 03:00:00,37.24
2023-07-06 03:00:00,35.89
2023-07-06 03:00:00,37.88
2023-07-06 03:00:00,38.6
2023-07-06 03:00:00,38.43
2023-07-06 03:00:00,38.3
2023-07-06 03:00:00,37.76
2023-07-06 03:00:00,38.0
2023-07-06 03:00:00,38.16
2023-07-06 03:00:00,35.22
2023-07-06 03:00:00,34.9
2023-07-06 03:00:00,38.39
2023-07-06 03:00:00,38.97
2023-07-06 03:00:00,38.52
2023-07-06 03:00:00,35.61
2023-07-06 03:00:00,39.56
2023-07-06 03:00:00,39.8
2023-07-06 03:00:00,40.01
2023-07-06 03:00:00,526.79
2023-07-06 03:00:00,34.85
2023-07-06 03:00:00,37.99
2023-07-06 03:00:00,526.67
2023-07-06 03:00:00,526.6
2023-07-06 03:00:00,37.63
2023-07-06 03:00:00,38.94
2023-07-06 03:00:00,38.18
2023-07-06 03:00:00,35.77
2023-07-06 03:00:00,35.6
2023-07-06 03:00:00,35.42
2023-07-06 03:00:00,35.11
2023-07-06 03:00:00,34.94
2023-07-13 03:00:00,38.13
2023-07-13 03:00:00,38.0
2023-07-13 03:00:00,37.72
2023-07-13 03:00:00,37.56
2023-07-13 03:00:00,37.35
2023-07-13 03:00:00,35.61
2023-07-13 03:00:00,38.25
2023-07-13 03:00:00,38.11
2023-07-13 03:00:00,37.97
2023-07-13 03:00:00,38.98
2023-07-13 03:00:00,38.67
2023-07-13 03:00:00,38.73
2023-07-13 03:00:00,38.6
2023-07-13 03:00:00,38.45
2023-07-13 03:00:00,38.05
2023-07-13 03:00:00,38.39
2023-07-13 03:00:00,526.83
2023-07-13 03:00:00,526.82
2023-07-13 03:00:00,526.79
2023-07-13 03:00:00,526.77
2023-07-13 03:00:00,526.7
2023-07-13 03:00:00,37.11
2023-07-13 03:00:00,526.86
2023-07-13 03:00:00,35.95
2023-07-13 03:00:00,38.61
2023-07-13 03:00:00,38.31
2023-07-13 03:00:00,38.18
2023-07-13 03:00:00,38.76
2023-07-13 03:00:00,38.27
2023-07-13 03:00:00,38.15
2023-07-13 03:00:00,38.24
2023-07-13 03:00:00,35.19
2023-07-13 03:00:00,36.04
2023-07-13 03:00:00,35.89
2023-07-13 03:00:00,526.85
2023-07-13 03:00:00,526.58
2023-07-13 03:00:00,38.19
2023-07-13 03:00:00,37.76
2023-07-13 03:00:00,37.59
2023-07-13 03:00:00,37.36
2023-07-13 03:00:00,36.17
2023-07-13 03:00:00,35.98
2023-07-13 03:00:00,526.74
2023-07-13 03:00:00,38.43
2023-07-13 03:00:00,38.3
2023-07-13 03:00:00,38.77
2023-07-13 03:00:00,38.54
2023-07-13 03:00:00,38.09
2023-07-13 03:00:00,35.02
2023-07-13 03:00:00,35.31
2023-07-13 03:00:00,39.8
2023-07-13 03:00:00,40.01
2023-07-13 03:00:00,35.43
2023-07-13 03:00:00,37.66
2023-07-13 03:00:00,38.02
2023-07-13 03:00:00,526.76
2023-07-13 03:00:00,38.46
2023-07-13 03:00:00,37.9
2023-07-13 03:00:00,37.75
2023-07-13 03:00:00,37.57
2023-07-13 03:00:00,37.23
2023-07-13 03:00:00,34.88
2023-07-13 03:00:00,34.53
2023-07-13 03:00:00,36.06
2023-07-13 03:00:00,38.64
2023-07-13 03:00:00,38.36
2023-07-13 03:00:00,38.7
2023-07-13 03:00:00,34.93
2023-07-13 03:00:00,35.21
2023-07-13 03:00:00,35.52
2023-07-13 03:00:00,35.22
2023-07-13 03:00:00,35.03
2023-07-13 03:00:00,35.6
2023-07-13 03:00:00,38.06
2023-07-13 03:00:00,526.73
2023-07-13 03:00:00,526.45
2023-07-13 03:00:00,37.39
2023-07-13 03:00:00,37.05
2023-07-13 03:00:00,36.87
2023-07-13 03:00:00,34.6
2023-07-13 03:00:00,34.72
2023-07-13 03:00:00,39.4
2023-07-13 03:00:00,38.89
2023-07-13 03:00:00,38.79
2023-07-13 03:00:00,38.65
2023-07-13 03:00:00,38.52
2023-07-13 03:00:00,39.06
2023-07-13 03:00:00,38.58
2023-07-13 03:00:00,35.54
2023-07-13 03:00:00,38.83
2023-07-13 03:00:00,38.28
2023-07-13 03:00:00,526.48
2023-07-13 03:00:00,37.6
2023-07-13 03:00:00,37.21
2023-07-13 03:00:00,36.89
2023-07-13 03:00:00,36.71
2023-07-13 03:00:00,34.65
2023-07-13 03:00:00,34.48
2023-07-13 03:00:00,34.33
2023-07-13 03:00:00,38.12
2023-07-13 03:00:00,37.82
2023-07-13 03:00:00,37.67
2023-07-13 03:00:00,37.33
2023-07-13 03:00:00,34.75
2023-07-13 03:00:00,40.02
2023-07-13 03:00:00,38.82
2023-07-13 03:00:00,38.71
2023-07-13 03:00:00,39.11
2023-07-13 03:00:00,39.01
2023-07-13 03:00:00,39.16
2023-07-13 03:00:00,38.21
2023-07-13 03:00:00,37.96
2023-07-13 03:00:00,35.3
2023-07-13 03:00:00,35.55
2023-07-13 03:00:00,38.51
2023-07-13 03:00:00,526.43
2023-07-13 03:00:00,526.8
2023-07-13 03:00:00,526.6
2023-07-13 03:00:00,526.52
2023-07-13 03:00:00,526.55
2023-07-13 03:00:00,526.3
2023-07-13 03:00:00,37.32
2023-07-13 03:00:00,37.15
2023-07-13 03:00:00,36.98
2023-07-13 03:00:00,36.8
2023-07-13 03:00:00,526.71
2023-07-13 03:00:00,37.93
2023-07-13 03:00:00,34.82
2023-07-13 03:00:00,34.63
2023-07-13 03:00:00,38.74
2023-07-13 03:00:00,38.08
2023-07-13 03:00:00,38.57
2023-07-13 03:00:00,38.4
2023-07-13 03:00:00,38.91
2023-07-13 03:00:00,38.68
2023-07-13 03:00:00,37.99
2023-07-13 03:00:00,34.84
2023-07-13 03:00:00,38.55
2023-07-13 03:00:00,37.64
2023-07-13 03:00:00,526.61
2023-07-13 03:00:00,526.67
2023-07-13 03:00:00,37.02
2023-07-13 03:00:00,36.84
2023-07-13 03:00:00,34.38
2023-07-13 03:00:00,35.36
2023-07-20 03:00:00,38.39
2023-07-20 03:00:00,38.25
2023-07-20 03:00:00,38.11
2023-07-20 03:00:00,37.97
2023-07-20 03:00:00,37.81
2023-07-20 03:00:00,37.48
2023-07-20 03:00:00,35.09
2023-07-20 03:00:00,34.78
2023-07-20 03:00:00,35.05
2023-07-20 03:00:00,35.33
2023-07-20 03:00:00,35.85
2023-07-20 03:00:00,36.19
2023-07-20 03:00:00,38.92
2023-07-20 03:00:00,38.82
2023-07-20 03:00:00,38.7
2023-07-20 03:00:00,38.58
2023-07-20 03:00:00,38.13
2023-07-20 03:00:00,38.0
2023-07-20 03:00:00,38.42
2023-07-20 03:00:00,38.15
2023-07-20 03:00:00,38.71
2023-07-20 03:00:00,38.27
2023-07-20 03:00:00,35.14
2023-07-20 03:00:00,35.15
2023-07-20 03:00:00,35.73
2023-07-20 03:00:00,526.7
2023-07-20 03:00:00,526.63
2023-07-20 03:00:00,526.57
2023-07-20 03:00:00,526.42
2023-07-20 03:00:00,526.74
2023-07-20 03:00:00,526.76
2023-07-20 03:00:00,526.73
2023-07-20 03:00:00,526.68
2023-07-20 03:00:00,37.38
2023-07-20 03:00:00,37.21
2023-07-20 03:00:00,37.01
2023-07-20 03:00:00,38.34
2023-07-20 03:00:00,38.19
2023-07-20 03:00:00,37.93
2023-07-20 03:00:00,37.78
2023-07-20 03:00:00,37.6
2023-07-20 03:00:00,38.91
2023-07-20 03:00:00,38.8
2023-07-20 03:00:00,38.6
2023-07-20 03:00:00,38.43
2023-07-20 03:00:00,38.28
2023-07-20 03:00:00,38.85
2023-07-20 03:00:00,38.74
2023-07-20 03:00:00,38.61
2023-07-20 03:00:00,38.45
2023-07-20 03:00:00,38.31
2023-07-20 03:00:00,38.03
2023-07-20 03:00:00,39.04
2023-07-20 03:00:00,35.06
2023-07-20 03:00:00,34.93
2023-07-20 03:00:00,34.56
2023-07-20 03:00:00,34.41
2023-07-20 03:00:00,37.35
2023-07-20 03:00:00,35.95
2023-07-20 03:00:00,38.02
2023-07-20 03:00:00,526.79
2023-07-20 03:00:00,37.69
2023-07-20 03:00:00,37.17
2023-07-20 03:00:00,36.99
2023-07-20 03:00:00,36.81
2023-07-20 03:00:00,36.43
2023-07-20 03:00:00,38.33
2023-07-20 03:00:00,38.18
2023-07-20 03:00:00,37.88
2023-07-20 03:00:00,34.75
2023-07-20 03:00:00,38.88
2023-07-20 03:00:00,38.76
2023-07-20 03:00:00,38.52
2023-07-20 03:00:00,37.87
2023-07-20 03:00:00,34.67
2023-07-20 03:00:00,39.03
2023-07-20 03:00:00,39.26
2023-07-20 03:00:00,39.55
2023-07-20 03:00:00,39.75
2023-07-20 03:00:00,39.95
2023-07-20 03:00:00,35.91
2023-07-20 03:00:00,37.5
2023-07-20 03:00:00,37.32
2023-07-20 03:00:00,37.15
2023-07-20 03:00:00,36.96
2023-07-20 03:00:00,37.94
2023-07-20 03:00:00,38.05
2023-07-20 03:00:00,38.73
2023-07-20 03:00:00,38.46
2023-07-20 03:00:00,35.43
2023-07-20 03:00:00,38.4
2023-07-20 03:00:00,37.7
2023-07-20 03:00:00,37.56
2023-07-20 03:00:00,37.36
2023-07-20 03:00:00,526.64
2023-07-20 03:00:00,37.18
2023-07-20 03:00:00,36.98
2023-07-20 03:00:00,34.3
2023-07-20 03:00:00,37.99
2023-07-20 03:00:00,37.82
2023-07-20 03:00:00,34.72
2023-07-20 03:00:00,38.89
2023-07-20 03:00:00,38.67
2023-07-20 03:00:00,38.08
2023-07-20 03:00:00,34.38
2023-07-20 03:00:00,34.65
2023-07-20 03:00:00,35.28
2023-07-20 03:00:00,34.91
2023-07-20 03:00:00,35.19
2023-07-20 03:00:00,38.16
2023-07-20 03:00:00,526.71
2023-07-20 03:00:00,37.54
2023-07-20 03:00:00,36.65
2023-07-20 03:00:00,36.44
2023-07-20 03:00:00,34.29
2023-07-20 03:00:00,37.51
2023-07-20 03:00:00,37.33
2023-07-20 03:00:00,37.02
2023-07-20 03:00:00,36.84
2023-07-20 03:00:00,34.76
2023-07-20 03:00:00,34.57
2023-07-20 03:00:00,34.42
2023-07-20 03:00:00,37.63
2023-07-20 03:00:00,526.52
2023-07-20 03:00:00,37.27
2023-07-20 03:00:00,37.11
2023-07-20 03:00:00,36.75
2023-07-20 03:00:00,34.5
2023-07-20 03:00:00,34.33
2023-07-20 03:00:00,37.57
2023-07-20 03:00:00,34.36
2023-07-20 03:00:00,38.94
2023-07-20 03:00:00,38.83
2023-07-20 03:00:00,38.62
2023-07-20 03:00:00,38.22
2023-07-20 03:00:00,38.98
2023-07-20 03:00:00,38.86
2023-07-20 03:00:00,38.65
2023-07-20 03:00:00,38.21
2023-07-20 03:00:00,38.06
2023-07-20 03:00:00,39.14
2023-07-20 03:00:00,38.97
2023-07-20 03:00:00,35.22
2023-07-20 03:00:00,35.49
2023-07-20 03:00:00,526.51
2023-07-20 03:00:00,526.33
2023-07-20 03:00:00,526.6
2023-07-20 03:00:00,526.46
2023-07-20 03:00:00,526.36
2023-07-20 03:00:00,37.29
2023-07-20 03:00:00,37.13
2023-07-20 03:00:00,36.8
2023-07-20 03:00:00,36.41
2023-07-20 03:00:00,34.47
2023-07-27 03:00:00,37.81
2023-07-27 03:00:00,37.63
2023-07-27 03:00:00,37.45
2023-07-27 03:00:00,36.96
2023-07-27 03:00:00,34.51
2023-07-27 03:00:00,38.95
2023-07-27 03:00:00,38.74
2023-07-27 03:00:00,38.64
2023-07-27 03:00:00,38.52
2023-07-27 03:00:00,39.2
2023-07-27 03:00:00,39.01
2023-07-27 03:00:00,38.91
2023-07-27 03:00:00,38.8
2023-07-27 03:00:00,38.68
2023-07-27 03:00:00,38.25
2023-07-27 03:00:00,38.11
2023-07-27 03:00:00,39.23
2023-07-27 03:00:00,39.0
2023-07-27 03:00:00,38.88
2023-07-27 03:00:00,38.65
2023-07-27 03:00:00,34.75
2023-07-27 03:00:00,35.11
2023-07-27 03:00:00,35.4
2023-07-27 03:00:00,37.67
2023-07-27 03:00:00,37.47
2023-07-27 03:00:00,526.58
2023-07-27 03:00:00,526.63
2023-07-27 03:00:00,526.24
2023-07-27 03:00:00,526.73
2023-07-27 03:00:00,526.7
2023-07-27 03:00:00,526.64
2023-07-27 03:00:00,526.6
2023-07-27 03:00:00,526.4
2023-07-27 03:00:00,37.42
2023-07-27 03:00:00,37.26
2023-07-27 03:00:00,37.08
2023-07-27 03:00:00,36.35
2023-07-27 03:00:00,526.76
2023-07-27 03:00:00,34.57
2023-07-27 03:00:00,34.42
2023-07-27 03:00:00,38.51
2023-07-27 03:00:00,38.33
2023-07-27 03:00:00,38.21
2023-07-27 03:00:00,37.78
2023-07-27 03:00:00,34.56
2023-07-27 03:00:00,38.92
2023-07-27 03:00:00,38.36
2023-07-27 03:00:00,38.42
2023-07-27 03:00:00,38.28
2023-07-27 03:00:00,39.22
2023-07-27 03:00:00,38.77
2023-07-27 03:00:00,38.67
2023-07-27 03:00:00,35.57
2023-07-27 03:00:00,35.86
2023-07-27 03:00:00,37.9
2023-07-27 03:00:00,37.76
2023-07-27 03:00:00,526.83
2023-07-27 03:00:00,526.57
2023-07-27 03:00:00,526.85
2023-07-27 03:00:00,37.48
2023-07-27 03:00:00,37.18
2023-07-27 03:00:00,37.02
2023-07-27 03:00:00,36.86
2023-07-27 03:00:00,34.87
2023-07-27 03:00:00,38.13
2023-07-27 03:00:00,39.03
2023-07-27 03:00:00,38.7
2023-07-27 03:00:00,38.45
2023-07-27 03:00:00,38.3
2023-07-27 03:00:00,38.03
2023-07-27 03:00:00,34.96
2023-07-27 03:00:00,35.05
2023-07-27 03:00:00,35.8
2023-07-27 03:00:00,36.06
2023-07-27 03:00:00,36.32
2023-07-27 03:00:00,526.49
2023-07-27 03:00:00,526.82
2023-07-27 03:00:00,526.66
2023-07-27 03:00:00,37.7
2023-07-27 03:00:00,37.57
2023-07-27 03:00:00,37.38
2023-07-27 03:00:00,37.23
2023-07-27 03:00:00,526.92
2023-07-27 03:00:00,526.77
2023-07-27 03:00:00,35.03
2023-07-27 03:00:00,34.9
2023-07-27 03:00:00,37.96
2023-07-27 03:00:00,37.79
2023-07-27 03:00:00,37.64
2023-07-27 03:00:00,37.3
2023-07-27 03:00:00,34.93
2023-07-27 03:00:00,526.88
2023-07-27 03:00:00,38.86
2023-07-27 03:00:00,39.11
2023-07-27 03:00:00,39.04
2023-07-27 03:00:00,38.85
2023-07-27 03:00:00,38.34
2023-07-27 03:00:00,35.55
2023-07-27 03:00:00,37.85
2023-07-27 03:00:00,526.74
2023-07-27 03:00:00,526.89
2023-07-27 03:00:00,37.6
2023-07-27 03:00:00,36.93
2023-07-27 03:00:00,526.91
2023-07-27 03:00:00,34.94
2023-07-27 03:00:00,34.79
2023-07-27 03:00:00,34.62
2023-07-27 03:00:00,38.39
2023-07-27 03:00:00,38.24
2023-07-27 03:00:00,38.09
2023-07-27 03:00:00,37.5
2023-07-27 03:00:00,37.33
2023-07-27 03:00:00,37.17
2023-07-27 03:00:00,37.01
2023-07-27 03:00:00,35.08
2023-07-27 03:00:00,36.71
2023-07-27 03:00:00,39.43
2023-07-27 03:00:00,38.4
2023-07-27 03:00:00,38.27
2023-07-27 03:00:00,38.15
2023-07-27 03:00:00,38.73
2023-07-27 03:00:00,38.62
2023-07-27 03:00:00,35.71
2023-07-27 03:00:00,35.97
2023-07-27 03:00:00,36.23
2023-07-27 03:00:00,36.99
2023-07-27 03:00:00,37.53
2023-07-27 03:00:00,37.97
2023-07-27 03:00:00,36.84
2023-07-27 03:00:00,35.09
2023-07-27 03:00:00,37.99
2023-07-27 03:00:00,37.82
2023-07-27 03:00:00,37.35
2023-07-27 03:00:00,37.04
2023-07-27 03:00:00,35.18
2023-07-27 03:00:00,36.63
2023-07-27 03:00:00,36.44
2023-07-27 03:00:00,38.79
2023-07-27 03:00:00,35.82
2023-07-27 03:00:00,36.29
2023-07-27 03:00:00,37.66
2023-07-27 03:00:00,35.19
2023-07-27 03:00:00,35.02
2023-07-27 03:00:00,34.88
2023-07-27 03:00:00,38.43
2023-07-27 03:00:00,38.02
2023-07-27 03:00:00,526.94
2023-07-27 03:00:00,38.55
2023-07-27 03:00:00,39.19
2023-07-27 03:00:00,35.24
2023-07-27 03:00:00,35.92
2023-07-27 03:00:00,36.19
2023-07-27 03:00:00,37.32
2023-07-27 03:00:00,38.57
2023-07-27 03:00:00,38.0
2023-07-27 03:00:00,37.87
2023-07-27 03:00:00,37.72
2023-07-27 03:00:00,37.54
2023-08-03 03:00:00,39.01
2023-08-03 03:00:00,38.91
2023-08-03 03:00:00,38.46
2023-08-03 03:00:00,39.1
2023-08-03 03:00:00,38.92
2023-08-03 03:00:00,38.83
2023-08-03 03:00:00,38.89
2023-08-03 03:00:00,38.79
2023-08-03 03:00:00,35.49
2023-08-03 03:00:00,35.98
2023-08-03 03:00:00,526.66
2023-08-03 03:00:00,37.2
2023-08-03 03:00:00,526.8
2023-08-03 03:00:00,526.83
2023-08-03 03:00:00,526.82
2023-08-03 03:00:00,526.79
2023-08-03 03:00:00,35.02
2023-08-03 03:00:00,34.87
2023-08-03 03:00:00,37.9
2023-08-03 03:00:00,526.76
2023-08-03 03:00:00,39.03
2023-08-03 03:00:00,39.26
2023-08-03 03:00:00,39.55
2023-08-03 03:00:00,39.75
2023-08-03 03:00:00,39.09
2023-08-03 03:00:00,38.31
2023-08-03 03:00:00,38.18
2023-08-03 03:00:00,38.74
2023-08-03 03:00:00,38.64
2023-08-03 03:00:00,38.34
2023-08-03 03:00:00,34.97
2023-08-03 03:00:00,35.22
2023-08-03 03:00:00,38.11
2023-08-03 03:00:00,37.85
2023-08-03 03:00:00,37.39
2023-08-03 03:00:00,37.24
2023-08-03 03:00:00,37.07
2023-08-03 03:00:00,36.61
2023-08-03 03:00:00,37.7
2023-08-03 03:00:00,526.73
2023-08-03 03:00:00,526.71
2023-08-03 03:00:00,38.58
2023-08-03 03:00:00,39.04
2023-08-03 03:00:00,38.54
2023-08-03 03:00:00,38.13
2023-08-03 03:00:00,38.02
2023-08-03 03:00:00,38.67
2023-08-03 03:00:00,38.4
2023-08-03 03:00:00,34.53
2023-08-03 03:00:00,35.05
2023-08-03 03:00:00,35.52
2023-08-03 03:00:00,36.86
2023-08-03 03:00:00,34.2
2023-08-03 03:00:00,38.06
2023-08-03 03:00:00,37.93
2023-08-03 03:00:00,37.76
2023-08-03 03:00:00,40.07
2023-08-03 03:00:00,38.94
2023-08-03 03:00:00,38.62
2023-08-03 03:00:00,38.42
2023-08-03 03:00:00,34.94
2023-08-03 03:00:00,35.48
2023-08-03 03:00:00,37.18
2023-08-03 03:00:00,37.08
2023-08-03 03:00:00,526.55
2023-08-03 03:00:00,526.45
2023-08-03 03:00:00,37.1
2023-08-03 03:00:00,526.67
2023-08-03 03:00:00,34.27
2023-08-03 03:00:00,37.99
2023-08-03 03:00:00,37.69
2023-08-03 03:00:00,37.3
2023-08-03 03:00:00,38.8
2023-08-03 03:00:00,38.45
2023-08-03 03:00:00,38.27
2023-08-03 03:00:00,38.09
2023-08-03 03:00:00,34.07
2023-08-03 03:00:00,34.45
2023-08-03 03:00:00,34.76
2023-08-03 03:00:00,38.15
2023-08-03 03:00:00,37.32
2023-08-03 03:00:00,37.15
2023-08-03 03:00:00,36.96
2023-08-03 03:00:00,39.49
2023-08-03 03:00:00,36.23
2023-08-03 03:00:00,33.87
2023-08-03 03:00:00,39.52
2023-08-03 03:00:00,39.66
2023-08-03 03:00:00,36.98
2023-08-03 03:00:00,38.43
2023-08-03 03:00:00,38.73
2023-08-03 03:00:00,38.37
2023-08-03 03:00:00,34.04
2023-08-03 03:00:00,37.73
2023-08-03 03:00:00,38.0
2023-08-03 03:00:00,36.0
2023-08-03 03:00:00,33.56
2023-08-03 03:00:00,34.14
2023-08-03 03:00:00,38.24
2023-08-03 03:00:00,38.05
2023-08-03 03:00:00,40.05
2023-08-03 03:00:00,39.9
2023-08-03 03:00:00,39.72
2023-08-03 03:00:00,39.35
2023-08-03 03:00:00,33.43
2023-08-03 03:00:00,33.25
2023-08-03 03:00:00,38.98
2023-08-03 03:00:00,39.19
2023-08-03 03:00:00,38.7
2023-08-03 03:00:00,37.51
2023-08-03 03:00:00,38.86
2023-08-03 03:00:00,33.75
2023-08-03 03:00:00,33.9
2023-08-03 03:00:00,35.89
2023-08-03 03:00:00,36.47
2023-08-03 03:00:00,37.13
2023-08-03 03:00:00,39.68
2023-08-03 03:00:00,39.69
2023-08-03 03:00:00,39.23
2023-08-03 03:00:00,39.65
2023-08-03 03:00:00,39.47
2023-08-03 03:00:00,39.71
2023-08-03 03:00:00,33.74
2023-08-03 03:00:00,33.53
2023-08-03 03:00:00,33.35
2023-08-03 03:00:00,37.96
2023-08-03 03:00:00,37.78
2023-08-03 03:00:00,37.59
2023-08-03 03:00:00,37.21
2023-08-03 03:00:00,36.99
2023-08-03 03:00:00,36.8
2023-08-03 03:00:00,36.59
2023-08-10 03:00:00,32.76
2023-08-10 03:00:00,33.55
2023-08-10 03:00:00,33.87
2023-08-10 03:00:00,39.72
2023-08-10 03:00:00,37.56
2023-08-10 03:00:00,37.32
2023-08-10 03:00:00,37.13
2023-08-10 03:00:00,39.4
2023-08-10 03:00:00,38.67
2023-08-10 03:00:00,38.31
2023-08-10 03:00:00,36.98
2023-08-10 03:00:00,37.29
2023-08-10 03:00:00,37.59
2023-08-10 03:00:00,37.85
2023-08-10 03:00:00,38.12
2023-08-10 03:00:00,38.91
2023-08-10 03:00:00,38.64
2023-08-10 03:00:00,38.33
2023-08-10 03:00:00,38.02
2023-08-10 03:00:00,37.87
2023-08-10 03:00:00,37.7
2023-08-10 03:00:00,38.7
2023-08-10 03:00:00,38.54
2023-08-10 03:00:00,38.36
2023-08-10 03:00:00,39.04
2023-08-10 03:00:00,33.15
2023-08-10 03:00:00,33.43
2023-08-10 03:00:00,33.69
2023-08-10 03:00:00,33.62
2023-08-10 03:00:00,34.16
2023-08-10 03:00:00,38.08
2023-08-10 03:00:00,37.88
2023-08-10 03:00:00,37.69
2023-08-10 03:00:00,37.63
2023-08-10 03:00:00,39.52
2023-08-10 03:00:00,39.58
2023-08-10 03:00:00,39.65
2023-08-10 03:00:00,39.66
2023-08-10 03:00:00,38.58
2023-08-10 03:00:00,38.4
2023-08-10 03:00:00,38.25
2023-08-10 03:00:00,37.94
2023-08-10 03:00:00,37.76
2023-08-10 03:00:00,37.57
2023-08-10 03:00:00,37.33
2023-08-10 03:00:00,37.14
2023-08-10 03:00:00,38.94
2023-08-10 03:00:00,39.1
2023-08-10 03:00:00,39.22
2023-08-10 03:00:00,39.49
2023-08-10 03:00:00,39.55
2023-08-10 03:00:00,35.65
2023-08-10 03:00:00,39.5
2023-08-10 03:00:00,39.53
2023-08-10 03:00:00,33.31
2023-08-10 03:00:00,33.1
2023-08-10 03:00:00,36.0
2023-08-10 03:00:00,38.92
2023-08-10 03:00:00,35.55
2023-08-10 03:00:00,35.11
2023-08-10 03:00:00,33.35
2023-08-10 03:00:00,38.39
2023-08-10 03:00:00,38.89
2023-08-10 03:00:00,38.3
2023-08-10 03:00:00,38.15
2023-08-10 03:00:00,38.52
2023-08-10 03:00:00,38.34
2023-08-10 03:00:00,38.21
2023-08-10 03:00:00,38.05
2023-08-10 03:00:00,37.78
2023-08-10 03:00:00,38.09
2023-08-10 03:00:00,32.89
2023-08-10 03:00:00,33.17
2023-08-10 03:00:00,33.52
