"Time","tlm_trx_cmn_mcu_temp"
2023-07-11 03:00:00,-1
2023-07-11 03:00:00,14
2023-07-11 03:00:00,-3
2023-07-11 03:00:00,-2
2023-07-12 03:00:00,12
2023-07-12 03:00:00,13
2023-07-12 03:00:00,14
2023-07-12 03:00:00,15
2023-07-12 03:00:00,16
2023-07-12 03:00:00,-6
2023-07-12 03:00:00,20
2023-07-12 03:00:00,11
2023-07-12 03:00:00,6
2023-07-12 03:00:00,7
2023-07-12 03:00:00,8
2023-07-12 03:00:00,9
2023-07-12 03:00:00,10
2023-07-12 03:00:00,18
2023-07-12 03:00:00,19
2023-07-12 03:00:00,21
2023-07-12 03:00:00,0
2023-07-12 03:00:00,-1
2023-07-12 03:00:00,-4
2023-07-12 03:00:00,-3
2023-07-12 03:00:00,-2
2023-07-13 03:00:00,13
2023-07-13 03:00:00,14
2023-07-13 03:00:00,15
2023-07-13 03:00:00,12
2023-07-13 03:00:00,-5
2023-07-13 03:00:00,19
2023-07-13 03:00:00,11
2023-07-13 03:00:00,7
2023-07-13 03:00:00,8
2023-07-13 03:00:00,9
2023-07-13 03:00:00,10
2023-07-13 03:00:00,-7
2023-07-13 03:00:00,-6
2023-07-13 03:00:00,-4
2023-07-13 03:00:00,-3
2023-07-13 03:00:00,-2
2023-07-13 03:00:00,-1
2023-07-13 03:00:00,17
2023-07-13 03:00:00,18
2023-07-13 03:00:00,16
2023-07-14 03:00:00,18
2023-07-14 03:00:00,-4
2023-07-14 03:00:00,-5
2023-07-14 03:00:00,11
2023-07-14 03:00:00,12
2023-07-14 03:00:00,13
2023-07-14 03:00:00,14
2023-07-14 03:00:00,-2
2023-07-14 03:00:00,-3
2023-07-14 03:00:00,9
2023-07-14 03:00:00,5
2023-07-14 03:00:00,4
2023-07-14 03:00:00,-6
2023-07-14 03:00:00,-1
2023-07-14 03:00:00,-7
2023-07-14 03:00:00,16
2023-07-14 03:00:00,15
2023-07-14 03:00:00,22
2023-07-14 03:00:00,21
2023-07-15 03:00:00,9
2023-07-15 03:00:00,11
2023-07-15 03:00:00,12
2023-07-15 03:00:00,13
2023-07-15 03:00:00,14
2023-07-15 03:00:00,15
2023-07-15 03:00:00,16
2023-07-15 03:00:00,17
2023-07-15 03:00:00,21
2023-07-15 03:00:00,23
2023-07-15 03:00:00,19
2023-07-15 03:00:00,18
2023-07-15 03:00:00,20
2023-07-15 03:00:00,-6
2023-07-15 03:00:00,-5
2023-07-15 03:00:00,-1
2023-07-15 03:00:00,6
2023-07-15 03:00:00,5
2023-07-15 03:00:00,-7
2023-07-15 03:00:00,-4
2023-07-15 03:00:00,-2
2023-07-16 03:00:00,11
2023-07-16 03:00:00,12
2023-07-16 03:00:00,13
2023-07-16 03:00:00,14
2023-07-16 03:00:00,15
2023-07-16 03:00:00,16
2023-07-16 03:00:00,17
2023-07-16 03:00:00,19
2023-07-16 03:00:00,20
2023-07-16 03:00:00,21
2023-07-16 03:00:00,-5
2023-07-16 03:00:00,-7
2023-07-16 03:00:00,9
2023-07-16 03:00:00,10
2023-07-16 03:00:00,7
2023-07-16 03:00:00,6
2023-07-16 03:00:00,-4
2023-07-16 03:00:00,-6
2023-07-16 03:00:00,18
2023-07-16 03:00:00,4
2023-07-16 03:00:00,1
2023-07-16 03:00:00,0
2023-07-16 03:00:00,-1
2023-07-16 03:00:00,-2
2023-07-16 03:00:00,-3
2023-07-17 03:00:00,20
2023-07-17 03:00:00,21
2023-07-17 03:00:00,22
2023-07-17 03:00:00,-5
2023-07-17 03:00:00,-4
2023-07-17 03:00:00,-7
2023-07-17 03:00:00,-8
2023-07-17 03:00:00,-6
2023-07-17 03:00:00,8
2023-07-17 03:00:00,9
2023-07-17 03:00:00,10
2023-07-17 03:00:00,11
2023-07-17 03:00:00,12
2023-07-17 03:00:00,13
2023-07-17 03:00:00,14
2023-07-17 03:00:00,6
2023-07-17 03:00:00,7
2023-07-17 03:00:00,3
2023-07-17 03:00:00,5
2023-07-17 03:00:00,15
2023-07-17 03:00:00,-2
2023-07-17 03:00:00,0
2023-07-17 03:00:00,2
2023-07-17 03:00:00,-3
2023-07-17 03:00:00,16
2023-07-17 03:00:00,17
2023-07-18 03:00:00,9
2023-07-18 03:00:00,10
2023-07-18 03:00:00,11
2023-07-18 03:00:00,12
2023-07-18 03:00:00,13
2023-07-18 03:00:00,14
2023-07-18 03:00:00,15
2023-07-18 03:00:00,16
2023-07-18 03:00:00,17
2023-07-18 03:00:00,21
2023-07-18 03:00:00,22
2023-07-18 03:00:00,23
2023-07-18 03:00:00,-6
2023-07-18 03:00:00,-4
2023-07-18 03:00:00,18
2023-07-18 03:00:00,19
2023-07-18 03:00:00,-5
2023-07-18 03:00:00,8
2023-07-18 03:00:00,-2
2023-07-18 03:00:00,-3
2023-07-18 03:00:00,7
2023-07-18 03:00:00,6
2023-07-18 03:00:00,5
2023-07-18 03:00:00,4
2023-07-18 03:00:00,1
2023-07-18 03:00:00,-1
2023-07-18 03:00:00,0
2023-07-19 03:00:00,12
2023-07-19 03:00:00,13
2023-07-19 03:00:00,14
2023-07-19 03:00:00,15
2023-07-19 03:00:00,16
2023-07-19 03:00:00,17
2023-07-19 03:00:00,18
2023-07-19 03:00:00,19
2023-07-19 03:00:00,20
2023-07-19 03:00:00,-7
2023-07-19 03:00:00,-6
2023-07-19 03:00:00,-5
2023-07-19 03:00:00,8
2023-07-19 03:00:00,9
2023-07-19 03:00:00,10
2023-07-19 03:00:00,11
2023-07-19 03:00:00,7
2023-07-19 03:00:00,5
2023-07-19 03:00:00,6
2023-07-19 03:00:00,2
2023-07-19 03:00:00,-1
2023-07-19 03:00:00,-3
2023-07-19 03:00:00,-4
2023-07-19 03:00:00,-2
2023-07-19 03:00:00,0
2023-07-19 03:00:00,1
2023-07-19 03:00:00,21
2023-07-20 03:00:00,9
2023-07-20 03:00:00,11
2023-07-20 03:00:00,12
2023-07-20 03:00:00,13
2023-07-20 03:00:00,14
2023-07-20 03:00:00,15
2023-07-20 03:00:00,16
2023-07-20 03:00:00,19
2023-07-20 03:00:00,20
2023-07-20 03:00:00,21
2023-07-20 03:00:00,8
2023-07-20 03:00:00,7
2023-07-20 03:00:00,6
2023-07-20 03:00:00,5
2023-07-20 03:00:00,4
2023-07-20 03:00:00,-6
2023-07-20 03:00:00,-5
2023-07-20 03:00:00,-8
2023-07-20 03:00:00,10
2023-07-20 03:00:00,18
2023-07-20 03:00:00,1
2023-07-20 03:00:00,-3
2023-07-20 03:00:00,-1
2023-07-20 03:00:00,-4
2023-07-20 03:00:00,-2
2023-07-20 03:00:00,-7
2023-07-20 03:00:00,17
2023-07-21 03:00:00,12
2023-07-21 03:00:00,13
2023-07-21 03:00:00,14
2023-07-21 03:00:00,11
2023-07-21 03:00:00,20
2023-07-21 03:00:00,21
2023-07-21 03:00:00,19
2023-07-21 03:00:00,-4
2023-07-21 03:00:00,7
2023-07-21 03:00:00,8
2023-07-21 03:00:00,9
2023-07-21 03:00:00,10
2023-07-21 03:00:00,15
2023-07-21 03:00:00,-3
2023-07-21 03:00:00,6
2023-07-21 03:00:00,5
2023-07-21 03:00:00,4
2023-07-21 03:00:00,18
2023-07-21 03:00:00,1
2023-07-21 03:00:00,-5
2023-07-21 03:00:00,-2
2023-07-21 03:00:00,-6
2023-07-21 03:00:00,16
2023-07-21 03:00:00,17
2023-07-21 03:00:00,22
2023-07-22 03:00:00,10
2023-07-22 03:00:00,11
2023-07-22 03:00:00,12
2023-07-22 03:00:00,13
2023-07-22 03:00:00,14
2023-07-22 03:00:00,15
2023-07-22 03:00:00,16
2023-07-22 03:00:00,17
2023-07-22 03:00:00,21
2023-07-22 03:00:00,22
2023-07-22 03:00:00,19
2023-07-22 03:00:00,-3
2023-07-22 03:00:00,9
2023-07-22 03:00:00,7
2023-07-22 03:00:00,6
2023-07-22 03:00:00,5
2023-07-22 03:00:00,-4
2023-07-22 03:00:00,-5
2023-07-22 03:00:00,-6
2023-07-22 03:00:00,-2
2023-07-22 03:00:00,-1
2023-07-22 03:00:00,18
2023-07-22 03:00:00,20
2023-07-23 03:00:00,15
2023-07-23 03:00:00,14
2023-07-23 03:00:00,16
2023-07-23 03:00:00,20
2023-07-23 03:00:00,9
2023-07-23 03:00:00,12
2023-07-23 03:00:00,11
2023-07-23 03:00:00,8
2023-07-23 03:00:00,7
2023-07-23 03:00:00,4
2023-07-23 03:00:00,3
2023-07-23 03:00:00,10
2023-07-23 03:00:00,0
2023-07-23 03:00:00,13
2023-07-23 03:00:00,-6
2023-07-23 03:00:00,-3
2023-07-23 03:00:00,-2
2023-07-23 03:00:00,-1
2023-07-23 03:00:00,-5
2023-07-23 03:00:00,-4
2023-07-23 03:00:00,17
2023-07-23 03:00:00,18
2023-07-23 03:00:00,19
2023-07-23 03:00:00,21
2023-07-24 03:00:00,16
2023-07-24 03:00:00,15
2023-07-24 03:00:00,20
2023-07-24 03:00:00,-6
2023-07-24 03:00:00,11
2023-07-24 03:00:00,-4
2023-07-24 03:00:00,12
2023-07-24 03:00:00,13
2023-07-24 03:00:00,14
2023-07-24 03:00:00,9
2023-07-24 03:00:00,8
2023-07-24 03:00:00,19
2023-07-24 03:00:00,21
2023-07-24 03:00:00,6
2023-07-24 03:00:00,5
2023-07-24 03:00:00,10
2023-07-24 03:00:00,-1
2023-07-24 03:00:00,-3
2023-07-24 03:00:00,-7
2023-07-24 03:00:00,-5
2023-07-24 03:00:00,-2
2023-07-24 03:00:00,17
2023-07-24 03:00:00,18
2023-07-25 03:00:00,14
2023-07-25 03:00:00,11
2023-07-25 03:00:00,12
2023-07-25 03:00:00,13
2023-07-25 03:00:00,15
2023-07-25 03:00:00,16
2023-07-25 03:00:00,17
2023-07-25 03:00:00,21
2023-07-25 03:00:00,22
2023-07-25 03:00:00,-7
2023-07-25 03:00:00,-6
2023-07-25 03:00:00,-5
2023-07-25 03:00:00,-4
2023-07-25 03:00:00,-3
2023-07-25 03:00:00,-2
2023-07-25 03:00:00,7
2023-07-25 03:00:00,10
2023-07-25 03:00:00,9
2023-07-25 03:00:00,6
2023-07-25 03:00:00,18
2023-07-25 03:00:00,19
2023-07-25 03:00:00,5
2023-07-25 03:00:00,4
2023-07-25 03:00:00,-1
2023-07-25 03:00:00,23
2023-07-26 03:00:00,10
2023-07-26 03:00:00,12
2023-07-26 03:00:00,11
2023-07-26 03:00:00,13
2023-07-26 03:00:00,14
2023-07-26 03:00:00,15
2023-07-26 03:00:00,16
2023-07-26 03:00:00,17
2023-07-26 03:00:00,21
2023-07-26 03:00:00,19
2023-07-26 03:00:00,20
2023-07-26 03:00:00,9
2023-07-26 03:00:00,-1
2023-07-26 03:00:00,8
2023-07-26 03:00:00,7
2023-07-26 03:00:00,6
2023-07-26 03:00:00,2
2023-07-26 03:00:00,-2
2023-07-26 03:00:00,-3
2023-07-26 03:00:00,0
2023-07-26 03:00:00,-4
2023-07-26 03:00:00,1
2023-07-26 03:00:00,18
2023-07-26 03:00:00,-6
2023-07-26 03:00:00,-5
2023-07-27 03:00:00,14
2023-07-27 03:00:00,15
2023-07-27 03:00:00,16
2023-07-27 03:00:00,20
2023-07-27 03:00:00,9
2023-07-27 03:00:00,7
2023-07-27 03:00:00,8
2023-07-27 03:00:00,10
2023-07-27 03:00:00,11
2023-07-27 03:00:00,12
2023-07-27 03:00:00,-6
2023-07-27 03:00:00,6
2023-07-27 03:00:00,13
2023-07-27 03:00:00,5
2023-07-27 03:00:00,4
2023-07-27 03:00:00,3
2023-07-27 03:00:00,17
2023-07-27 03:00:00,-2
2023-07-27 03:00:00,-1
2023-07-27 03:00:00,-5
2023-07-27 03:00:00,-4
2023-07-27 03:00:00,-3
2023-07-27 03:00:00,0
2023-07-27 03:00:00,1
2023-07-27 03:00:00,18
2023-07-27 03:00:00,21
2023-07-28 03:00:00,14
2023-07-28 03:00:00,15
2023-07-28 03:00:00,12
2023-07-28 03:00:00,13
2023-07-28 03:00:00,21
2023-07-28 03:00:00,6
2023-07-28 03:00:00,8
2023-07-28 03:00:00,9
2023-07-28 03:00:00,10
2023-07-28 03:00:00,11
2023-07-28 03:00:00,5
2023-07-28 03:00:00,7
2023-07-28 03:00:00,4
2023-07-28 03:00:00,-4
2023-07-28 03:00:00,-1
2023-07-28 03:00:00,-6
2023-07-28 03:00:00,-5
2023-07-28 03:00:00,-3
2023-07-28 03:00:00,-2
2023-07-28 03:00:00,16
2023-07-28 03:00:00,-8
2023-07-28 03:00:00,18
2023-07-28 03:00:00,19
2023-07-28 03:00:00,20
2023-07-29 03:00:00,12
2023-07-29 03:00:00,21
2023-07-29 03:00:00,-7
2023-07-29 03:00:00,6
2023-07-29 03:00:00,7
2023-07-29 03:00:00,8
2023-07-29 03:00:00,9
2023-07-29 03:00:00,10
2023-07-29 03:00:00,11
2023-07-29 03:00:00,-1
2023-07-29 03:00:00,-2
2023-07-29 03:00:00,-3
2023-07-29 03:00:00,-4
2023-07-29 03:00:00,5
2023-07-29 03:00:00,4
2023-07-29 03:00:00,-5
2023-07-29 03:00:00,0
2023-07-29 03:00:00,-6
2023-07-29 03:00:00,13
2023-07-29 03:00:00,14
2023-07-29 03:00:00,15
2023-07-29 03:00:00,20
2023-07-29 03:00:00,18
2023-07-30 03:00:00,15
2023-07-30 03:00:00,16
2023-07-30 03:00:00,13
2023-07-30 03:00:00,17
2023-07-30 03:00:00,18
2023-07-30 03:00:00,-5
2023-07-30 03:00:00,-6
2023-07-30 03:00:00,7
2023-07-30 03:00:00,8
2023-07-30 03:00:00,9
2023-07-30 03:00:00,10
2023-07-30 03:00:00,-1
2023-07-30 03:00:00,6
2023-07-30 03:00:00,11
2023-07-30 03:00:00,12
2023-07-30 03:00:00,5
2023-07-30 03:00:00,2
2023-07-30 03:00:00,1
2023-07-30 03:00:00,0
2023-07-30 03:00:00,-4
2023-07-30 03:00:00,-3
2023-07-30 03:00:00,14
2023-07-31 03:00:00,14
2023-07-31 03:00:00,15
2023-07-31 03:00:00,18
2023-07-31 03:00:00,17
2023-07-31 03:00:00,9
2023-07-31 03:00:00,10
2023-07-31 03:00:00,-5
2023-07-31 03:00:00,6
2023-07-31 03:00:00,11
2023-07-31 03:00:00,12
2023-07-31 03:00:00,8
2023-07-31 03:00:00,3
2023-07-31 03:00:00,5
2023-07-31 03:00:00,4
2023-07-31 03:00:00,1
2023-07-31 03:00:00,0
2023-07-31 03:00:00,-1
2023-07-31 03:00:00,13
2023-07-31 03:00:00,-4
2023-07-31 03:00:00,-2
2023-07-31 03:00:00,-7
2023-07-31 03:00:00,-6
2023-07-31 03:00:00,-3
2023-07-31 03:00:00,16
2023-07-31 03:00:00,19
2023-08-01 03:00:00,18
2023-08-01 03:00:00,14
2023-08-01 03:00:00,15
2023-08-01 03:00:00,-6
2023-08-01 03:00:00,11
2023-08-01 03:00:00,-4
2023-08-01 03:00:00,-3
2023-08-01 03:00:00,-5
2023-08-01 03:00:00,6
2023-08-01 03:00:00,9
2023-08-01 03:00:00,8
2023-08-01 03:00:00,10
2023-08-01 03:00:00,5
2023-08-01 03:00:00,4
2023-08-01 03:00:00,3
2023-08-01 03:00:00,12
2023-08-01 03:00:00,-2
2023-08-01 03:00:00,19
2023-08-01 03:00:00,20
2023-08-01 03:00:00,13
2023-08-02 03:00:00,-7
2023-08-02 03:00:00,-6
2023-08-02 03:00:00,-1
2023-08-02 03:00:00,-2
2023-08-02 03:00:00,-3
2023-08-02 03:00:00,6
2023-08-02 03:00:00,7
2023-08-02 03:00:00,8
2023-08-02 03:00:00,9
2023-08-02 03:00:00,4
2023-08-02 03:00:00,5
2023-08-02 03:00:00,-4
2023-08-02 03:00:00,11
2023-08-02 03:00:00,12
2023-08-02 03:00:00,13
2023-08-02 03:00:00,14
2023-08-02 03:00:00,-5
2023-08-02 03:00:00,20
2023-08-02 03:00:00,19
2023-08-02 03:00:00,21
2023-08-02 03:00:00,17
2023-08-02 03:00:00,10
2023-08-02 03:00:00,15
2023-08-02 03:00:00,16
2023-08-03 03:00:00,-6
2023-08-03 03:00:00,-7
2023-08-03 03:00:00,-8
2023-08-03 03:00:00,6
2023-08-03 03:00:00,8
2023-08-03 03:00:00,9
2023-08-03 03:00:00,0
2023-08-03 03:00:00,7
2023-08-03 03:00:00,5
2023-08-03 03:00:00,10
2023-08-03 03:00:00,11
2023-08-03 03:00:00,3
2023-08-03 03:00:00,1
2023-08-03 03:00:00,-1
2023-08-03 03:00:00,-4
2023-08-03 03:00:00,-3
2023-08-03 03:00:00,-2
2023-08-03 03:00:00,14
2023-08-03 03:00:00,15
2023-08-03 03:00:00,-5
2023-08-03 03:00:00,17
2023-08-03 03:00:00,18
2023-08-03 03:00:00,19
2023-08-03 03:00:00,13
2023-08-03 03:00:00,12
2023-08-04 03:00:00,-6
2023-08-04 03:00:00,-5
2023-08-04 03:00:00,-4
2023-08-04 03:00:00,5
2023-08-04 03:00:00,6
2023-08-04 03:00:00,11
2023-08-04 03:00:00,12
2023-08-04 03:00:00,9
2023-08-04 03:00:00,10
2023-08-04 03:00:00,13
2023-08-04 03:00:00,8
2023-08-04 03:00:00,4
2023-08-04 03:00:00,14
2023-08-04 03:00:00,15
2023-08-04 03:00:00,-3
2023-08-04 03:00:00,-2
2023-08-04 03:00:00,-1
2023-08-04 03:00:00,16
2023-08-04 03:00:00,19
2023-08-05 03:00:00,10
2023-08-05 03:00:00,-2
2023-08-05 03:00:00,-3
2023-08-05 03:00:00,-4
2023-08-05 03:00:00,6
2023-08-05 03:00:00,7
2023-08-05 03:00:00,11
2023-08-05 03:00:00,9
2023-08-05 03:00:00,8
2023-08-05 03:00:00,5
2023-08-05 03:00:00,12
2023-08-05 03:00:00,-5
2023-08-05 03:00:00,15
2023-08-05 03:00:00,14
2023-08-05 03:00:00,20
2023-08-05 03:00:00,21
2023-08-05 03:00:00,22
2023-08-05 03:00:00,13
2023-08-06 03:00:00,-5
2023-08-06 03:00:00,-4
2023-08-06 03:00:00,7
2023-08-06 03:00:00,8
2023-08-06 03:00:00,9
2023-08-06 03:00:00,10
2023-08-06 03:00:00,11
2023-08-06 03:00:00,6
2023-08-06 03:00:00,14
2023-08-06 03:00:00,15
2023-08-06 03:00:00,17
2023-08-06 03:00:00,-1
2023-08-06 03:00:00,16
2023-08-06 03:00:00,21
2023-08-06 03:00:00,22
2023-08-06 03:00:00,20
2023-08-06 03:00:00,19
