"Time","tlm_mb_solarpanel_1_current()"
2023-07-02 03:00:00,6.1 
2023-07-02 03:00:00,240 
2023-07-02 03:00:00,224 
2023-07-02 03:00:00,223 
2023-07-02 03:00:00,469 
2023-07-02 03:00:00,335 
2023-07-02 03:00:00,120 
2023-07-02 03:00:00,68 
2023-07-02 03:00:00,492 
2023-07-02 03:00:00,191 
2023-07-02 03:00:00,134 
2023-07-02 03:00:00,249 
2023-07-02 03:00:00,222 
2023-07-02 03:00:00,365 
2023-07-02 03:00:00,287 
2023-07-02 03:00:00,142 
2023-07-02 03:00:00,24 
2023-07-02 03:00:00,12 
2023-07-02 03:00:00,393 
2023-07-02 03:00:00,481 
2023-07-02 03:00:00,336 
2023-07-02 03:00:00,43 
2023-07-02 03:00:00,302 
2023-07-02 03:00:00,118 
2023-07-02 03:00:00,527 
2023-07-02 03:00:00,583 
2023-07-02 03:00:00,750 
2023-07-02 03:00:00,430 
2023-07-02 03:00:00,769 
2023-07-02 03:00:00,508 
2023-07-02 03:00:00,607 
2023-07-02 03:00:00,710 
2023-07-02 03:00:00,767 
2023-07-02 03:00:00,767 
2023-07-02 03:00:00,7.6 
2023-07-02 03:00:00,155 
2023-07-02 03:00:00,25 
2023-07-03 03:00:00,2.9 
2023-07-03 03:00:00,46 
2023-07-03 03:00:00,7.1 
2023-07-03 03:00:00,51 
2023-07-03 03:00:00,289 
2023-07-03 03:00:00,164 
2023-07-03 03:00:00,366 
2023-07-03 03:00:00,444 
2023-07-03 03:00:00,275 
2023-07-03 03:00:00,272 
2023-07-03 03:00:00,62 
2023-07-03 03:00:00,19 
2023-07-03 03:00:00,323 
2023-07-03 03:00:00,436 
2023-07-03 03:00:00,451 
2023-07-03 03:00:00,130 
2023-07-03 03:00:00,367 
2023-07-03 03:00:00,7.6 
2023-07-03 03:00:00,729 
2023-07-03 03:00:00,710 
2023-07-03 03:00:00,585 
2023-07-03 03:00:00,578 
2023-07-03 03:00:00,191 
2023-07-03 03:00:00,806 
2023-07-04 03:00:00,782 
2023-07-04 03:00:00,600 
2023-07-04 03:00:00,589 
2023-07-04 03:00:00,326 
2023-07-04 03:00:00,180 
2023-07-04 03:00:00,3.4 
2023-07-04 03:00:00,66 
2023-07-04 03:00:00,666 
2023-07-04 03:00:00,380 
2023-07-04 03:00:00,487 
2023-07-04 03:00:00,207 
2023-07-04 03:00:00,381 
2023-07-04 03:00:00,33 
2023-07-04 03:00:00,29 
2023-07-04 03:00:00,589 
2023-07-04 03:00:00,10 
2023-07-04 03:00:00,29 
2023-07-04 03:00:00,339 
2023-07-04 03:00:00,697 
2023-07-04 03:00:00,187 
2023-07-04 03:00:00,623 
2023-07-05 03:00:00,344 
2023-07-05 03:00:00,108 
2023-07-05 03:00:00,294 
2023-07-05 03:00:00,563 
2023-07-05 03:00:00,191 
2023-07-05 03:00:00,277 
2023-07-05 03:00:00,217 
2023-07-05 03:00:00,126 
2023-07-05 03:00:00,348 
2023-07-05 03:00:00,322 
2023-07-05 03:00:00,255 
2023-07-05 03:00:00,172 
2023-07-05 03:00:00,213 
2023-07-05 03:00:00,37 
2023-07-05 03:00:00,41 
2023-07-05 03:00:00,29 
2023-07-05 03:00:00,120 
2023-07-05 03:00:00,87 
2023-07-05 03:00:00,45 
2023-07-05 03:00:00,524 
2023-07-05 03:00:00,257 
2023-07-05 03:00:00,410 
2023-07-05 03:00:00,594 
2023-07-05 03:00:00,348 
2023-07-05 03:00:00,350 
2023-07-05 03:00:00,346 
2023-07-05 03:00:00,493 
2023-07-05 03:00:00,749 
2023-07-05 03:00:00,646 
2023-07-05 03:00:00,208 
2023-07-05 03:00:00,764 
2023-07-05 03:00:00,672 
2023-07-05 03:00:00,240 
2023-07-05 03:00:00,793 
2023-07-06 03:00:00,532 
2023-07-06 03:00:00,234 
2023-07-06 03:00:00,421 
2023-07-06 03:00:00,337 
2023-07-06 03:00:00,6.3 
2023-07-06 03:00:00,95 
2023-07-06 03:00:00,764 
2023-07-06 03:00:00,20 
2023-07-06 03:00:00,7.3 
2023-07-06 03:00:00,10 
2023-07-06 03:00:00,366 
2023-07-06 03:00:00,357 
2023-07-06 03:00:00,369 
2023-07-06 03:00:00,34 
2023-07-06 03:00:00,13 
2023-07-06 03:00:00,11 
2023-07-06 03:00:00,286 
2023-07-06 03:00:00,34 
2023-07-06 03:00:00,352 
2023-07-06 03:00:00,416 
2023-07-06 03:00:00,503 
2023-07-06 03:00:00,534 
2023-07-06 03:00:00,189 
2023-07-06 03:00:00,389 
2023-07-06 03:00:00,243 
2023-07-06 03:00:00,26 
2023-07-07 03:00:00,177 
2023-07-07 03:00:00,457 
2023-07-07 03:00:00,266 
2023-07-07 03:00:00,434 
2023-07-07 03:00:00,119 
2023-07-07 03:00:00,187 
2023-07-07 03:00:00,357 
2023-07-07 03:00:00,476 
2023-07-07 03:00:00,270 
2023-07-07 03:00:00,32 
2023-07-07 03:00:00,22 
2023-07-07 03:00:00,185 
2023-07-07 03:00:00,207 
2023-07-07 03:00:00,154 
2023-07-07 03:00:00,248 
2023-07-07 03:00:00,457 
2023-07-07 03:00:00,305 
2023-07-07 03:00:00,425 
2023-07-07 03:00:00,458 
2023-07-08 03:00:00,205 
2023-07-08 03:00:00,340 
2023-07-08 03:00:00,187 
2023-07-08 03:00:00,220 
2023-07-08 03:00:00,430 
2023-07-08 03:00:00,52 
2023-07-08 03:00:00,426 
2023-07-08 03:00:00,714 
2023-07-08 03:00:00,418 
2023-07-08 03:00:00,756 
2023-07-08 03:00:00,23 
2023-07-08 03:00:00,21 
2023-07-08 03:00:00,170 
2023-07-08 03:00:00,427 
2023-07-08 03:00:00,534 
2023-07-08 03:00:00,515 
2023-07-08 03:00:00,469 
2023-07-09 03:00:00,333 
2023-07-09 03:00:00,205 
2023-07-09 03:00:00,16 
2023-07-09 03:00:00,293 
2023-07-09 03:00:00,336 
2023-07-09 03:00:00,242 
2023-07-09 03:00:00,19 
2023-07-09 03:00:00,288 
2023-07-09 03:00:00,227 
2023-07-09 03:00:00,189 
2023-07-09 03:00:00,521 
2023-07-09 03:00:00,368 
2023-07-09 03:00:00,29 
2023-07-09 03:00:00,161 
2023-07-09 03:00:00,277 
2023-07-09 03:00:00,285 
2023-07-09 03:00:00,18 
2023-07-09 03:00:00,27 
2023-07-09 03:00:00,694 
2023-07-09 03:00:00,759 
2023-07-09 03:00:00,616 
2023-07-09 03:00:00,424 
2023-07-09 03:00:00,702 
2023-07-09 03:00:00,725 
2023-07-09 03:00:00,585 
2023-07-09 03:00:00,552 
2023-07-09 03:00:00,50 
2023-07-09 03:00:00,219 
2023-07-09 03:00:00,411 
2023-07-10 03:00:00,40 
2023-07-10 03:00:00,174 
2023-07-10 03:00:00,8.5 
2023-07-10 03:00:00,259 
2023-07-10 03:00:00,178 
2023-07-10 03:00:00,2.9 
2023-07-10 03:00:00,242 
2023-07-10 03:00:00,235 
2023-07-10 03:00:00,126 
2023-07-10 03:00:00,166 
2023-07-10 03:00:00,223 
2023-07-10 03:00:00,21 
2023-07-10 03:00:00,10 
2023-07-10 03:00:00,177 
2023-07-10 03:00:00,216 
2023-07-10 03:00:00,80 
2023-07-10 03:00:00,360 
2023-07-10 03:00:00,115 
2023-07-10 03:00:00,667 
2023-07-10 03:00:00,427 
2023-07-11 03:00:00,428 
2023-07-11 03:00:00,376 
2023-07-11 03:00:00,34 
2023-07-11 03:00:00,8.3 
2023-07-11 03:00:00,59 
2023-07-11 03:00:00,404 
2023-07-11 03:00:00,64 
2023-07-11 03:00:00,319 
2023-07-11 03:00:00,13 
2023-07-11 03:00:00,185 
2023-07-11 03:00:00,217 
2023-07-11 03:00:00,37 
2023-07-11 03:00:00,35 
2023-07-11 03:00:00,26 
2023-07-11 03:00:00,396 
2023-07-11 03:00:00,2.9 
2023-07-11 03:00:00,3.4 
2023-07-11 03:00:00,786 
2023-07-11 03:00:00,691 
2023-07-11 03:00:00,825 
2023-07-11 03:00:00,388 
2023-07-11 03:00:00,5.6 
2023-07-11 03:00:00,195 
2023-07-11 03:00:00,28 
2023-07-11 03:00:00,246 
2023-07-11 03:00:00,305 
2023-07-11 03:00:00,534 
2023-07-11 03:00:00,722 
2023-07-11 03:00:00,663 
2023-07-11 03:00:00,782 
2023-07-12 03:00:00,403 
2023-07-12 03:00:00,186 
2023-07-12 03:00:00,538 
2023-07-12 03:00:00,426 
2023-07-12 03:00:00,286 
2023-07-12 03:00:00,230 
2023-07-12 03:00:00,338 
2023-07-12 03:00:00,302 
2023-07-12 03:00:00,281 
2023-07-12 03:00:00,5.9 
2023-07-12 03:00:00,196 
2023-07-12 03:00:00,25 
2023-07-12 03:00:00,197 
2023-07-12 03:00:00,123 
2023-07-12 03:00:00,172 
2023-07-12 03:00:00,32 
2023-07-12 03:00:00,731 
2023-07-12 03:00:00,526 
2023-07-12 03:00:00,348 
2023-07-12 03:00:00,357 
2023-07-12 03:00:00,299 
2023-07-13 03:00:00,410 
2023-07-13 03:00:00,86 
2023-07-13 03:00:00,8.8 
2023-07-13 03:00:00,5.9 
2023-07-13 03:00:00,36 
2023-07-13 03:00:00,295 
2023-07-13 03:00:00,276 
2023-07-13 03:00:00,240 
2023-07-13 03:00:00,239 
2023-07-13 03:00:00,86 
2023-07-13 03:00:00,465 
2023-07-13 03:00:00,207 
2023-07-13 03:00:00,35 
2023-07-13 03:00:00,21 
2023-07-13 03:00:00,23 
2023-07-13 03:00:00,261 
2023-07-13 03:00:00,273 
2023-07-13 03:00:00,416 
2023-07-13 03:00:00,661 
2023-07-13 03:00:00,751 
2023-07-13 03:00:00,376 
2023-07-13 03:00:00,809 
2023-07-13 03:00:00,749 
2023-07-13 03:00:00,160 
2023-07-13 03:00:00,645 
2023-07-13 03:00:00,265 
2023-07-14 03:00:00,5.6 
2023-07-14 03:00:00,53 
2023-07-14 03:00:00,193 
2023-07-14 03:00:00,269 
2023-07-14 03:00:00,481 
2023-07-14 03:00:00,3.2 
2023-07-14 03:00:00,5.1 
2023-07-14 03:00:00,437 
2023-07-14 03:00:00,40 
2023-07-14 03:00:00,2.9 
2023-07-14 03:00:00,669 
2023-07-14 03:00:00,599 
2023-07-14 03:00:00,412 
2023-07-15 03:00:00,402 
2023-07-15 03:00:00,237 
2023-07-15 03:00:00,165 
2023-07-15 03:00:00,80 
2023-07-15 03:00:00,103 
2023-07-15 03:00:00,423 
2023-07-15 03:00:00,48 
2023-07-15 03:00:00,616 
2023-07-15 03:00:00,3.2 
2023-07-15 03:00:00,216 
2023-07-15 03:00:00,178 
2023-07-15 03:00:00,239 
2023-07-15 03:00:00,231 
2023-07-15 03:00:00,463 
2023-07-15 03:00:00,2.9 
2023-07-15 03:00:00,373 
2023-07-15 03:00:00,672 
2023-07-15 03:00:00,344 
2023-07-15 03:00:00,10 
2023-07-15 03:00:00,160 
2023-07-15 03:00:00,21 
2023-07-15 03:00:00,451 
2023-07-16 03:00:00,209 
2023-07-16 03:00:00,332 
2023-07-16 03:00:00,172 
2023-07-16 03:00:00,320 
2023-07-16 03:00:00,173 
2023-07-16 03:00:00,302 
2023-07-16 03:00:00,26 
2023-07-16 03:00:00,89 
2023-07-16 03:00:00,4.9 
2023-07-16 03:00:00,477 
2023-07-16 03:00:00,51 
2023-07-16 03:00:00,549 
2023-07-16 03:00:00,583 
2023-07-16 03:00:00,2.9 
2023-07-16 03:00:00,77 
2023-07-16 03:00:00,113 
2023-07-16 03:00:00,38 
2023-07-16 03:00:00,214 
2023-07-16 03:00:00,374 
2023-07-16 03:00:00,651 
2023-07-16 03:00:00,110 
2023-07-16 03:00:00,517 
2023-07-16 03:00:00,761 
2023-07-16 03:00:00,615 
2023-07-16 03:00:00,227 
2023-07-16 03:00:00,404 
2023-07-16 03:00:00,346 
2023-07-16 03:00:00,172 
2023-07-16 03:00:00,49 
2023-07-17 03:00:00,17 
2023-07-17 03:00:00,421 
2023-07-17 03:00:00,39 
2023-07-17 03:00:00,750 
2023-07-17 03:00:00,699 
2023-07-17 03:00:00,3.4 
2023-07-17 03:00:00,152 
2023-07-17 03:00:00,252 
2023-07-17 03:00:00,159 
2023-07-17 03:00:00,218 
2023-07-17 03:00:00,298 
2023-07-17 03:00:00,454 
2023-07-17 03:00:00,5.9 
2023-07-17 03:00:00,154 
2023-07-17 03:00:00,521 
2023-07-17 03:00:00,248 
2023-07-17 03:00:00,475 
2023-07-17 03:00:00,261 
2023-07-17 03:00:00,21 
2023-07-17 03:00:00,2.9 
2023-07-17 03:00:00,143 
2023-07-17 03:00:00,39 
2023-07-17 03:00:00,222 
2023-07-17 03:00:00,33 
2023-07-17 03:00:00,283 
2023-07-17 03:00:00,9.0 
2023-07-17 03:00:00,721 
2023-07-17 03:00:00,593 
2023-07-17 03:00:00,376 
2023-07-17 03:00:00,747 
2023-07-17 03:00:00,6.8 
2023-07-17 03:00:00,157 
2023-07-17 03:00:00,74 
2023-07-17 03:00:00,185 
2023-07-17 03:00:00,93 
2023-07-17 03:00:00,387 
2023-07-17 03:00:00,62 
2023-07-17 03:00:00,191 
2023-07-17 03:00:00,347 
2023-07-18 03:00:00,255 
2023-07-18 03:00:00,33 
2023-07-18 03:00:00,229 
2023-07-18 03:00:00,276 
2023-07-18 03:00:00,42 
2023-07-18 03:00:00,217 
2023-07-18 03:00:00,724 
2023-07-18 03:00:00,549 
2023-07-18 03:00:00,138 
2023-07-18 03:00:00,240 
2023-07-18 03:00:00,543 
2023-07-18 03:00:00,527 
2023-07-18 03:00:00,334 
2023-07-18 03:00:00,181 
2023-07-18 03:00:00,269 
2023-07-18 03:00:00,31 
2023-07-18 03:00:00,43 
2023-07-18 03:00:00,280 
2023-07-18 03:00:00,7.3 
2023-07-18 03:00:00,529 
2023-07-18 03:00:00,183 
2023-07-18 03:00:00,582 
2023-07-18 03:00:00,2.9 
2023-07-18 03:00:00,72 
2023-07-18 03:00:00,305 
2023-07-18 03:00:00,218 
2023-07-18 03:00:00,385 
2023-07-18 03:00:00,131 
2023-07-18 03:00:00,698 
2023-07-18 03:00:00,470 
2023-07-18 03:00:00,322 
2023-07-18 03:00:00,333 
2023-07-18 03:00:00,407 
2023-07-18 03:00:00,157 
2023-07-18 03:00:00,436 
2023-07-18 03:00:00,372 
2023-07-18 03:00:00,741 
2023-07-19 03:00:00,194 
2023-07-19 03:00:00,229 
2023-07-19 03:00:00,56 
2023-07-19 03:00:00,352 
2023-07-19 03:00:00,26 
2023-07-19 03:00:00,312 
2023-07-19 03:00:00,554 
2023-07-19 03:00:00,469 
2023-07-19 03:00:00,52 
2023-07-19 03:00:00,230 
2023-07-19 03:00:00,154 
2023-07-19 03:00:00,185 
2023-07-19 03:00:00,314 
2023-07-19 03:00:00,83 
2023-07-19 03:00:00,285 
2023-07-19 03:00:00,15 
2023-07-19 03:00:00,5.9 
2023-07-19 03:00:00,86 
2023-07-19 03:00:00,350 
2023-07-19 03:00:00,430 
2023-07-19 03:00:00,276 
2023-07-19 03:00:00,467 
2023-07-19 03:00:00,282 
2023-07-19 03:00:00,346 
2023-07-19 03:00:00,2.9 
2023-07-19 03:00:00,514 
2023-07-19 03:00:00,316 
2023-07-19 03:00:00,234 
2023-07-19 03:00:00,288 
2023-07-19 03:00:00,597 
2023-07-19 03:00:00,621 
2023-07-19 03:00:00,365 
2023-07-19 03:00:00,251 
2023-07-19 03:00:00,221 
2023-07-19 03:00:00,451 
2023-07-19 03:00:00,20 
2023-07-19 03:00:00,164 
2023-07-19 03:00:00,142 
2023-07-19 03:00:00,445 
2023-07-19 03:00:00,229 
2023-07-20 03:00:00,213 
2023-07-20 03:00:00,470 
2023-07-20 03:00:00,176 
2023-07-20 03:00:00,209 
2023-07-20 03:00:00,242 
2023-07-20 03:00:00,165 
2023-07-20 03:00:00,15 
2023-07-20 03:00:00,33 
2023-07-20 03:00:00,2.9 
2023-07-20 03:00:00,67 
2023-07-20 03:00:00,52 
2023-07-20 03:00:00,338 
2023-07-20 03:00:00,75 
2023-07-20 03:00:00,275 
2023-07-20 03:00:00,6.1 
2023-07-20 03:00:00,344 
2023-07-20 03:00:00,343 
2023-07-20 03:00:00,86 
2023-07-20 03:00:00,222 
2023-07-20 03:00:00,293 
2023-07-20 03:00:00,360 
2023-07-20 03:00:00,404 
2023-07-20 03:00:00,95 
2023-07-20 03:00:00,100 
2023-07-20 03:00:00,303 
2023-07-20 03:00:00,164 
2023-07-20 03:00:00,445 
2023-07-20 03:00:00,276 
2023-07-20 03:00:00,486 
2023-07-20 03:00:00,685 
2023-07-20 03:00:00,729 
2023-07-20 03:00:00,713 
2023-07-20 03:00:00,713 
2023-07-20 03:00:00,848 
2023-07-20 03:00:00,727 
2023-07-20 03:00:00,128 
2023-07-20 03:00:00,342 
2023-07-20 03:00:00,239 
2023-07-20 03:00:00,87 
2023-07-20 03:00:00,307 
2023-07-21 03:00:00,506 
2023-07-21 03:00:00,207 
2023-07-21 03:00:00,10 
2023-07-21 03:00:00,25 
2023-07-21 03:00:00,7.8 
2023-07-21 03:00:00,211 
2023-07-21 03:00:00,289 
2023-07-21 03:00:00,223 
2023-07-21 03:00:00,195 
2023-07-21 03:00:00,441 
2023-07-21 03:00:00,386 
2023-07-21 03:00:00,118 
2023-07-21 03:00:00,23 
2023-07-21 03:00:00,579 
2023-07-21 03:00:00,17 
2023-07-21 03:00:00,5.4 
2023-07-21 03:00:00,314 
2023-07-21 03:00:00,70 
2023-07-21 03:00:00,13 
2023-07-21 03:00:00,33 
2023-07-21 03:00:00,399 
2023-07-21 03:00:00,177 
2023-07-21 03:00:00,2.9 
2023-07-21 03:00:00,395 
2023-07-21 03:00:00,106 
2023-07-21 03:00:00,24 
2023-07-21 03:00:00,3.2 
2023-07-21 03:00:00,172 
2023-07-21 03:00:00,21 
2023-07-21 03:00:00,374 
2023-07-21 03:00:00,854 
2023-07-21 03:00:00,300 
2023-07-21 03:00:00,307 
2023-07-21 03:00:00,166 
2023-07-21 03:00:00,179 
2023-07-21 03:00:00,17 
2023-07-21 03:00:00,56 
2023-07-22 03:00:00,111 
2023-07-22 03:00:00,185 
2023-07-22 03:00:00,5.4 
2023-07-22 03:00:00,48 
2023-07-22 03:00:00,339 
2023-07-22 03:00:00,23 
2023-07-22 03:00:00,380 
2023-07-22 03:00:00,472 
2023-07-22 03:00:00,444 
2023-07-22 03:00:00,7.1 
2023-07-22 03:00:00,492 
2023-07-22 03:00:00,199 
2023-07-22 03:00:00,2.7 
2023-07-22 03:00:00,3.4 
2023-07-22 03:00:00,7.8 
2023-07-22 03:00:00,699 
2023-07-22 03:00:00,231 
2023-07-22 03:00:00,585 
2023-07-22 03:00:00,2.9 
2023-07-22 03:00:00,113 
2023-07-22 03:00:00,146 
2023-07-22 03:00:00,427 
2023-07-22 03:00:00,33 
2023-07-22 03:00:00,299 
2023-07-22 03:00:00,28 
2023-07-22 03:00:00,739 
2023-07-23 03:00:00,18 
2023-07-23 03:00:00,77 
2023-07-23 03:00:00,447 
2023-07-23 03:00:00,38 
2023-07-23 03:00:00,210 
2023-07-23 03:00:00,302 
2023-07-23 03:00:00,2.9 
2023-07-23 03:00:00,509 
2023-07-23 03:00:00,58 
2023-07-23 03:00:00,298 
2023-07-23 03:00:00,430 
2023-07-23 03:00:00,379 
2023-07-23 03:00:00,474 
2023-07-23 03:00:00,713 
2023-07-23 03:00:00,585 
2023-07-23 03:00:00,759 
2023-07-23 03:00:00,178 
2023-07-23 03:00:00,719 
2023-07-23 03:00:00,192 
2023-07-23 03:00:00,427 
2023-07-23 03:00:00,36 
2023-07-23 03:00:00,162 
2023-07-24 03:00:00,432 
2023-07-24 03:00:00,5.6 
2023-07-24 03:00:00,9.8 
2023-07-24 03:00:00,335 
2023-07-24 03:00:00,575 
2023-07-24 03:00:00,15 
2023-07-24 03:00:00,237 
2023-07-24 03:00:00,31 
2023-07-24 03:00:00,118 
2023-07-24 03:00:00,2.7 
2023-07-24 03:00:00,2.9 
2023-07-24 03:00:00,101 
2023-07-24 03:00:00,42 
2023-07-24 03:00:00,139 
2023-07-24 03:00:00,39 
2023-07-24 03:00:00,316 
2023-07-24 03:00:00,56 
2023-07-24 03:00:00,258 
2023-07-24 03:00:00,745 
2023-07-24 03:00:00,121 
2023-07-24 03:00:00,676 
2023-07-24 03:00:00,196 
2023-07-24 03:00:00,476 
2023-07-24 03:00:00,174 
2023-07-24 03:00:00,208 
2023-07-24 03:00:00,254 
2023-07-24 03:00:00,347 
2023-07-25 03:00:00,270 
2023-07-25 03:00:00,53 
2023-07-25 03:00:00,172 
2023-07-25 03:00:00,6.6 
2023-07-25 03:00:00,129 
2023-07-25 03:00:00,60 
2023-07-25 03:00:00,18 
2023-07-25 03:00:00,12 
2023-07-25 03:00:00,167 
2023-07-25 03:00:00,90 
2023-07-25 03:00:00,757 
2023-07-25 03:00:00,612 
2023-07-25 03:00:00,20 
2023-07-25 03:00:00,9.0 
2023-07-25 03:00:00,2.9 
2023-07-25 03:00:00,331 
2023-07-25 03:00:00,314 
2023-07-25 03:00:00,603 
2023-07-25 03:00:00,16 
2023-07-25 03:00:00,5.6 
2023-07-25 03:00:00,236 
2023-07-25 03:00:00,5.4 
2023-07-25 03:00:00,139 
2023-07-26 03:00:00,21 
2023-07-26 03:00:00,136 
2023-07-26 03:00:00,390 
2023-07-26 03:00:00,6.3 
2023-07-26 03:00:00,487 
2023-07-26 03:00:00,13 
2023-07-26 03:00:00,265 
2023-07-26 03:00:00,105 
2023-07-26 03:00:00,297 
2023-07-26 03:00:00,25 
2023-07-26 03:00:00,334 
2023-07-26 03:00:00,205 
2023-07-26 03:00:00,3.2 
2023-07-26 03:00:00,302 
2023-07-26 03:00:00,332 
2023-07-26 03:00:00,234 
2023-07-26 03:00:00,209 
2023-07-26 03:00:00,433 
2023-07-26 03:00:00,391 
2023-07-26 03:00:00,213 
2023-07-26 03:00:00,388 
2023-07-26 03:00:00,56 
2023-07-26 03:00:00,47 
2023-07-26 03:00:00,24 
2023-07-26 03:00:00,31 
2023-07-26 03:00:00,2.9 
2023-07-26 03:00:00,241 
2023-07-26 03:00:00,352 
2023-07-26 03:00:00,672 
2023-07-26 03:00:00,352 
2023-07-26 03:00:00,524 
2023-07-26 03:00:00,376 
2023-07-26 03:00:00,430 
2023-07-26 03:00:00,566 
2023-07-26 03:00:00,715 
2023-07-26 03:00:00,266 
2023-07-26 03:00:00,503 
2023-07-26 03:00:00,23 
2023-07-26 03:00:00,233 
2023-07-27 03:00:00,191 
2023-07-27 03:00:00,65 
2023-07-27 03:00:00,102 
2023-07-27 03:00:00,380 
2023-07-27 03:00:00,301 
2023-07-27 03:00:00,236 
2023-07-27 03:00:00,196 
2023-07-27 03:00:00,510 
2023-07-27 03:00:00,289 
2023-07-27 03:00:00,5.4 
2023-07-27 03:00:00,7.3 
2023-07-27 03:00:00,424 
2023-07-27 03:00:00,14 
2023-07-27 03:00:00,361 
2023-07-27 03:00:00,473 
2023-07-27 03:00:00,146 
2023-07-27 03:00:00,569 
2023-07-27 03:00:00,364 
2023-07-27 03:00:00,359 
2023-07-27 03:00:00,552 
2023-07-27 03:00:00,275 
2023-07-27 03:00:00,2.9 
2023-07-27 03:00:00,237 
2023-07-27 03:00:00,26 
2023-07-27 03:00:00,413 
2023-07-27 03:00:00,659 
2023-07-27 03:00:00,581 
2023-07-27 03:00:00,508 
2023-07-27 03:00:00,737 
2023-07-27 03:00:00,157 
2023-07-27 03:00:00,424 
2023-07-27 03:00:00,634 
2023-07-27 03:00:00,183 
2023-07-27 03:00:00,387 
2023-07-27 03:00:00,5.6 
2023-07-27 03:00:00,46 
2023-07-27 03:00:00,639 
2023-07-27 03:00:00,350 
2023-07-27 03:00:00,130 
2023-07-27 03:00:00,344 
2023-07-27 03:00:00,279 
2023-07-27 03:00:00,466 
2023-07-28 03:00:00,5.6 
2023-07-28 03:00:00,441 
2023-07-28 03:00:00,29 
2023-07-28 03:00:00,347 
2023-07-28 03:00:00,202 
2023-07-28 03:00:00,330 
2023-07-28 03:00:00,258 
2023-07-28 03:00:00,289 
2023-07-28 03:00:00,143 
2023-07-28 03:00:00,360 
2023-07-28 03:00:00,279 
2023-07-28 03:00:00,157 
2023-07-28 03:00:00,2.9 
2023-07-28 03:00:00,238 
2023-07-28 03:00:00,289 
2023-07-28 03:00:00,323 
2023-07-28 03:00:00,251 
2023-07-28 03:00:00,544 
2023-07-28 03:00:00,796 
2023-07-28 03:00:00,538 
2023-07-28 03:00:00,557 
2023-07-28 03:00:00,165 
2023-07-28 03:00:00,459 
2023-07-28 03:00:00,372 
2023-07-28 03:00:00,288 
2023-07-28 03:00:00,144 
2023-07-29 03:00:00,3.2 
2023-07-29 03:00:00,399 
2023-07-29 03:00:00,439 
2023-07-29 03:00:00,316 
2023-07-29 03:00:00,224 
2023-07-29 03:00:00,325 
2023-07-29 03:00:00,333 
2023-07-29 03:00:00,612 
2023-07-29 03:00:00,7.8 
2023-07-29 03:00:00,2.9 
2023-07-29 03:00:00,375 
2023-07-29 03:00:00,485 
2023-07-29 03:00:00,720 
2023-07-29 03:00:00,125 
2023-07-29 03:00:00,239 
2023-07-29 03:00:00,479 
2023-07-29 03:00:00,308 
2023-07-29 03:00:00,160 
2023-07-29 03:00:00,776 
2023-07-29 03:00:00,12 
2023-07-29 03:00:00,335 
2023-07-29 03:00:00,455 
2023-07-29 03:00:00,245 
2023-07-29 03:00:00,247 
2023-07-29 03:00:00,207 
2023-07-30 03:00:00,435 
2023-07-30 03:00:00,292 
2023-07-30 03:00:00,59 
2023-07-30 03:00:00,770 
2023-07-30 03:00:00,460 
2023-07-30 03:00:00,350 
2023-07-30 03:00:00,498 
2023-07-30 03:00:00,272 
2023-07-30 03:00:00,567 
2023-07-30 03:00:00,295 
2023-07-30 03:00:00,264 
2023-07-30 03:00:00,408 
2023-07-30 03:00:00,416 
2023-07-30 03:00:00,2.9 
2023-07-30 03:00:00,3.2 
2023-07-30 03:00:00,380 
2023-07-30 03:00:00,769 
2023-07-30 03:00:00,817 
2023-07-30 03:00:00,177 
2023-07-30 03:00:00,186 
2023-07-30 03:00:00,712 
2023-07-30 03:00:00,379 
2023-07-30 03:00:00,367 
2023-07-30 03:00:00,19 
2023-07-30 03:00:00,580 
2023-07-30 03:00:00,252 
2023-07-30 03:00:00,419 
2023-07-30 03:00:00,571 
2023-07-30 03:00:00,275 
2023-07-30 03:00:00,135 
2023-07-30 03:00:00,454 
2023-07-31 03:00:00,293 
2023-07-31 03:00:00,279 
2023-07-31 03:00:00,454 
2023-07-31 03:00:00,327 
2023-07-31 03:00:00,3.4 
2023-07-31 03:00:00,388 
2023-07-31 03:00:00,202 
2023-07-31 03:00:00,483 
2023-07-31 03:00:00,400 
2023-07-31 03:00:00,257 
2023-07-31 03:00:00,456 
2023-07-31 03:00:00,2.9 
2023-07-31 03:00:00,3.2 
2023-07-31 03:00:00,329 
2023-07-31 03:00:00,335 
2023-07-31 03:00:00,313 
2023-07-31 03:00:00,731 
2023-07-31 03:00:00,634 
2023-07-31 03:00:00,471 
2023-07-31 03:00:00,336 
2023-07-31 03:00:00,554 
2023-07-31 03:00:00,472 
2023-07-31 03:00:00,48 
2023-07-31 03:00:00,412 
2023-07-31 03:00:00,334 
2023-07-31 03:00:00,63 
2023-07-31 03:00:00,236 
2023-07-31 03:00:00,460 
2023-07-31 03:00:00,511 
2023-08-01 03:00:00,495 
2023-08-01 03:00:00,17 
2023-08-01 03:00:00,217 
2023-08-01 03:00:00,505 
2023-08-01 03:00:00,3.2 
2023-08-01 03:00:00,494 
2023-08-01 03:00:00,407 
2023-08-01 03:00:00,244 
2023-08-01 03:00:00,2.9 
2023-08-01 03:00:00,359 
2023-08-01 03:00:00,521 
2023-08-01 03:00:00,570 
2023-08-01 03:00:00,449 
