Time,"tlm_mb_slot_0_current, mA, where 0 is 117, 1 is , 2 is 3.277, 3 is A, 4 is 96, 5 is 97, 6 is 115, 7 is 116, 8 is 105, 9 is 92, 10 is 106, 11 is 104, 12 is 98, 13 is 94, 14 is 93, 15 is 109, 16 is 91, 17 is 95, 18 is 99, 19 is 103, 20 is 101, 21 is 592, 22 is 1.083, 23 is 110, 24 is 100, 25 is 102, 26 is 107, 27 is 108, 28 is 90, 29 is 111"
2023-08-19 03:00:00,15 1
2023-08-19 03:00:00,2 3
2023-08-19 03:00:00,13 1
2023-08-19 03:00:00,17 1
2023-08-19 03:00:00,16 1
2023-08-19 03:00:00,5 1
2023-08-19 03:00:00,13 1
2023-08-19 03:00:00,5 1
2023-08-19 03:00:00,14 1
2023-08-19 03:00:00,14 1
2023-08-19 03:00:00,14 1
2023-08-19 03:00:00,4 1
2023-08-19 03:00:00,17 1
2023-08-19 03:00:00,16 1
2023-08-20 03:00:00,2 3
2023-08-20 03:00:00,15 1
2023-08-20 03:00:00,15 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,13 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,5 1
2023-08-20 03:00:00,4 1
2023-08-20 03:00:00,5 1
2023-08-20 03:00:00,16 1
2023-08-20 03:00:00,14 1
2023-08-20 03:00:00,16 1
2023-08-20 03:00:00,16 1
2023-08-20 03:00:00,16 1
2023-08-20 03:00:00,9 1
2023-08-20 03:00:00,9 1
2023-08-21 03:00:00,4 1
2023-08-21 03:00:00,2 3
2023-08-21 03:00:00,27 1
2023-08-21 03:00:00,15 1
2023-08-21 03:00:00,13 1
2023-08-21 03:00:00,14 1
2023-08-21 03:00:00,13 1
2023-08-21 03:00:00,14 1
2023-08-21 03:00:00,13 1
2023-08-21 03:00:00,15 1
2023-08-21 03:00:00,16 1
2023-08-21 03:00:00,13 1
2023-08-21 03:00:00,16 1
2023-08-21 03:00:00,17 1
2023-08-21 03:00:00,16 1
2023-08-21 03:00:00,16 1
2023-08-21 03:00:00,12 1
2023-08-21 03:00:00,13 1
2023-08-21 03:00:00,4 1
2023-08-21 03:00:00,13 1
2023-08-21 03:00:00,5 1
2023-08-21 03:00:00,15 1
2023-08-22 03:00:00,27 1
2023-08-22 03:00:00,2 3
2023-08-22 03:00:00,15 1
2023-08-22 03:00:00,15 1
2023-08-22 03:00:00,15 1
2023-08-22 03:00:00,13 1
2023-08-22 03:00:00,17 1
2023-08-22 03:00:00,13 1
2023-08-22 03:00:00,14 1
2023-08-22 03:00:00,17 1
2023-08-22 03:00:00,17 1
2023-08-22 03:00:00,4 1
2023-08-22 03:00:00,17 1
2023-08-22 03:00:00,13 1
2023-08-22 03:00:00,13 1
2023-08-22 03:00:00,4 1
2023-08-22 03:00:00,9 1
2023-08-22 03:00:00,16 1
2023-08-22 03:00:00,9 1
2023-08-22 03:00:00,15 1
2023-08-23 03:00:00,17 1
2023-08-23 03:00:00,2 3
2023-08-23 03:00:00,16 1
2023-08-23 03:00:00,16 1
2023-08-23 03:00:00,23 1
2023-08-23 03:00:00,17 1
2023-08-23 03:00:00,9 1
2023-08-23 03:00:00,13 1
2023-08-23 03:00:00,17 1
2023-08-23 03:00:00,17 1
2023-08-23 03:00:00,13 1
2023-08-23 03:00:00,17 1
2023-08-23 03:00:00,4 1
2023-08-23 03:00:00,5 1
2023-08-23 03:00:00,14 1
2023-08-23 03:00:00,9 1
2023-08-23 03:00:00,13 1
2023-08-23 03:00:00,16 1
2023-08-23 03:00:00,16 1
2023-08-23 03:00:00,16 1
2023-08-23 03:00:00,9 1
2023-08-23 03:00:00,16 1
2023-08-23 03:00:00,17 1
2023-08-24 03:00:00,4 1
2023-08-24 03:00:00,4 1
2023-08-24 03:00:00,4 1
2023-08-24 03:00:00,27 1
2023-08-24 03:00:00,2 3
2023-08-24 03:00:00,4 1
2023-08-24 03:00:00,4 1
2023-08-24 03:00:00,17 1
2023-08-24 03:00:00,13 1
2023-08-24 03:00:00,14 1
2023-08-24 03:00:00,14 1
2023-08-24 03:00:00,5 1
2023-08-24 03:00:00,14 1
2023-08-24 03:00:00,9 1
2023-08-24 03:00:00,23 1
2023-08-24 03:00:00,15 1
2023-08-24 03:00:00,12 1
2023-08-24 03:00:00,13 1
2023-08-25 03:00:00,2 3
2023-08-25 03:00:00,4 1
2023-08-25 03:00:00,17 1
2023-08-25 03:00:00,15 1
2023-08-25 03:00:00,4 1
2023-08-25 03:00:00,16 1
2023-08-25 03:00:00,27 1
2023-08-25 03:00:00,10 1
2023-08-25 03:00:00,4 1
2023-08-25 03:00:00,9 1
2023-08-25 03:00:00,13 1
2023-08-25 03:00:00,17 1
2023-08-25 03:00:00,15 1
2023-08-25 03:00:00,15 1
2023-08-26 03:00:00,2 3
2023-08-26 03:00:00,15 1
2023-08-26 03:00:00,15 1
2023-08-26 03:00:00,15 1
2023-08-26 03:00:00,14 1
2023-08-26 03:00:00,16 1
2023-08-26 03:00:00,27 1
2023-08-26 03:00:00,17 1
2023-08-27 03:00:00,13 1
2023-08-27 03:00:00,17 1
2023-08-27 03:00:00,17 1
2023-08-27 03:00:00,16 1
2023-08-27 03:00:00,2 3
2023-08-27 03:00:00,17 1
2023-08-27 03:00:00,15 1
2023-08-27 03:00:00,12 1
2023-08-27 03:00:00,15 1
2023-08-27 03:00:00,4 1
2023-08-27 03:00:00,17 1
2023-08-27 03:00:00,14 1
2023-08-27 03:00:00,4 1
2023-08-27 03:00:00,5 1
2023-08-27 03:00:00,15 1
2023-08-27 03:00:00,16 1
2023-08-27 03:00:00,16 1
2023-08-27 03:00:00,13 1
2023-08-27 03:00:00,4 1
2023-08-27 03:00:00,13 1
2023-08-28 03:00:00,5 1
2023-08-28 03:00:00,13 1
2023-08-28 03:00:00,17 1
2023-08-28 03:00:00,2 3
2023-08-28 03:00:00,9 1
2023-08-28 03:00:00,15 1
2023-08-28 03:00:00,4 1
2023-08-28 03:00:00,17 1
2023-08-28 03:00:00,4 1
2023-08-28 03:00:00,9 1
2023-08-28 03:00:00,16 1
2023-08-28 03:00:00,13 1
2023-08-29 03:00:00,17 1
2023-08-29 03:00:00,2 3
2023-08-29 03:00:00,27 1
2023-08-29 03:00:00,14 1
2023-08-29 03:00:00,17 1
2023-08-29 03:00:00,27 1
2023-08-29 03:00:00,17 1
2023-08-29 03:00:00,17 1
2023-08-29 03:00:00,9 1
2023-08-29 03:00:00,16 1
2023-08-29 03:00:00,15 1
2023-08-30 03:00:00,17 1
2023-08-30 03:00:00,17 1
2023-08-30 03:00:00,2 3
2023-08-30 03:00:00,15 1
2023-08-30 03:00:00,15 1
2023-08-30 03:00:00,16 1
2023-08-30 03:00:00,14 1
2023-08-30 03:00:00,4 1
2023-08-30 03:00:00,13 1
2023-08-30 03:00:00,5 1
2023-08-31 03:00:00,2 3
2023-08-31 03:00:00,15 1
2023-08-31 03:00:00,15 1
2023-08-31 03:00:00,15 1
2023-08-31 03:00:00,13 1
2023-08-31 03:00:00,17 1
2023-08-31 03:00:00,4 1
2023-08-31 03:00:00,13 1
2023-08-31 03:00:00,13 1
2023-08-31 03:00:00,5 1
2023-09-01 03:00:00,17 1
2023-09-01 03:00:00,2 3
2023-09-01 03:00:00,17 1
2023-09-01 03:00:00,27 1
2023-09-01 03:00:00,9 1
2023-09-01 03:00:00,13 1
2023-09-02 03:00:00,2 3
2023-09-02 03:00:00,14 1
2023-09-02 03:00:00,17 1
2023-09-02 03:00:00,17 1
2023-09-02 03:00:00,17 1
2023-09-02 03:00:00,17 1
2023-09-02 03:00:00,17 1
2023-09-02 03:00:00,27 1
2023-09-02 03:00:00,15 1
2023-09-02 03:00:00,14 1
2023-09-02 03:00:00,15 1
2023-09-02 03:00:00,15 1
2023-09-02 03:00:00,17 1
2023-09-02 03:00:00,16 1
2023-09-02 03:00:00,14 1
2023-09-03 03:00:00,2 3
2023-09-03 03:00:00,13 1
2023-09-03 03:00:00,17 1
2023-09-03 03:00:00,15 1
2023-09-03 03:00:00,27 1
2023-09-03 03:00:00,15 1
2023-09-03 03:00:00,16 1
2023-09-03 03:00:00,13 1
2023-09-03 03:00:00,12 1
2023-09-03 03:00:00,5 1
2023-09-03 03:00:00,17 1
2023-09-03 03:00:00,17 1
2023-09-03 03:00:00,17 1
2023-09-03 03:00:00,13 1
2023-09-03 03:00:00,17 1
2023-09-03 03:00:00,13 1
2023-09-03 03:00:00,17 1
2023-09-04 03:00:00,2 3
2023-09-04 03:00:00,15 1
2023-09-04 03:00:00,15 1
2023-09-04 03:00:00,15 1
2023-09-04 03:00:00,13 1
2023-09-04 03:00:00,14 1
2023-09-04 03:00:00,17 1
2023-09-04 03:00:00,13 1
2023-09-04 03:00:00,17 1
2023-09-04 03:00:00,4 1
2023-09-04 03:00:00,27 1
2023-09-04 03:00:00,15 1
2023-09-04 03:00:00,13 1
2023-09-04 03:00:00,17 1
2023-09-04 03:00:00,13 1
2023-09-04 03:00:00,9 1
2023-09-05 03:00:00,2 3
2023-09-05 03:00:00,27 1
2023-09-05 03:00:00,16 1
2023-09-05 03:00:00,4 1
2023-09-05 03:00:00,14 1
2023-09-05 03:00:00,17 1
2023-09-05 03:00:00,4 1
2023-09-06 03:00:00,17 1
2023-09-06 03:00:00,4 1
2023-09-06 03:00:00,27 1
2023-09-06 03:00:00,2 3
2023-09-06 03:00:00,16 1
2023-09-06 03:00:00,15 1
2023-09-06 03:00:00,23 1
2023-09-06 03:00:00,13 1
2023-09-06 03:00:00,13 1
2023-09-06 03:00:00,13 1
2023-09-07 03:00:00,2 3
2023-09-07 03:00:00,17 1
2023-09-07 03:00:00,15 1
2023-09-07 03:00:00,15 1
2023-09-07 03:00:00,4 1
2023-09-07 03:00:00,17 1
2023-09-07 03:00:00,27 1
2023-09-07 03:00:00,17 1
2023-09-07 03:00:00,17 1
2023-09-07 03:00:00,9 1
2023-09-07 03:00:00,9 1
2023-09-08 03:00:00,2 3
2023-09-08 03:00:00,15 1
2023-09-08 03:00:00,14 1
2023-09-08 03:00:00,4 1
2023-09-08 03:00:00,15 1
2023-09-08 03:00:00,27 1
2023-09-08 03:00:00,9 1
2023-09-08 03:00:00,14 1
2023-09-08 03:00:00,17 1
2023-09-09 03:00:00,27 1
2023-09-09 03:00:00,15 1
2023-09-09 03:00:00,2 3
2023-09-09 03:00:00,19 1
2023-09-09 03:00:00,9 1
2023-09-09 03:00:00,13 1
2023-09-09 03:00:00,15 1
2023-09-09 03:00:00,13 1
2023-09-09 03:00:00,9 1
2023-09-09 03:00:00,5 1
2023-09-09 03:00:00,17 1
2023-09-09 03:00:00,14 1
2023-09-09 03:00:00,9 1
2023-09-09 03:00:00,17 1
2023-09-09 03:00:00,16 1
2023-09-09 03:00:00,4 1
2023-09-10 03:00:00,2 3
2023-09-10 03:00:00,14 1
2023-09-10 03:00:00,18 1
2023-09-10 03:00:00,15 1
2023-09-10 03:00:00,15 1
2023-09-10 03:00:00,5 1
2023-09-10 03:00:00,12 1
2023-09-10 03:00:00,4 1
2023-09-10 03:00:00,14 1
2023-09-10 03:00:00,13 1
2023-09-10 03:00:00,17 1
2023-09-10 03:00:00,4 1
2023-09-11 03:00:00,2 3
2023-09-11 03:00:00,13 1
2023-09-11 03:00:00,17 1
2023-09-11 03:00:00,9 1
2023-09-11 03:00:00,27 1
2023-09-11 03:00:00,27 1
2023-09-11 03:00:00,13 1
2023-09-11 03:00:00,14 1
2023-09-11 03:00:00,14 1
2023-09-11 03:00:00,4 1
2023-09-11 03:00:00,4 1
2023-09-11 03:00:00,4 1
2023-09-11 03:00:00,9 1
2023-09-11 03:00:00,13 1
2023-09-11 03:00:00,9 1
2023-09-11 03:00:00,17 1
2023-09-11 03:00:00,14 1
2023-09-11 03:00:00,17 1
2023-09-11 03:00:00,5 1
2023-09-12 03:00:00,2 3
2023-09-12 03:00:00,27 1
2023-09-12 03:00:00,15 1
2023-09-12 03:00:00,15 1
2023-09-12 03:00:00,15 1
2023-09-12 03:00:00,17 1
2023-09-12 03:00:00,14 1
2023-09-12 03:00:00,4 1
2023-09-12 03:00:00,4 1
2023-09-12 03:00:00,9 1
2023-09-13 03:00:00,2 3
2023-09-13 03:00:00,27 1
2023-09-13 03:00:00,27 1
2023-09-13 03:00:00,15 1
2023-09-13 03:00:00,25 1
2023-09-13 03:00:00,12 1
2023-09-13 03:00:00,5 1
2023-09-13 03:00:00,8 1
2023-09-13 03:00:00,12 1
2023-09-13 03:00:00,8 1
2023-09-13 03:00:00,15 1
2023-09-13 03:00:00,27 1
2023-09-13 03:00:00,14 1
2023-09-14 03:00:00,27 1
2023-09-14 03:00:00,2 3
2023-09-14 03:00:00,8 1
2023-09-14 03:00:00,8 1
2023-09-14 03:00:00,4 1
2023-09-14 03:00:00,27 1
2023-09-14 03:00:00,8 1
2023-09-14 03:00:00,9 1
2023-09-14 03:00:00,13 1
2023-09-14 03:00:00,17 1
2023-09-14 03:00:00,13 1
2023-09-15 03:00:00,2 3
2023-09-15 03:00:00,27 1
2023-09-15 03:00:00,4 1
2023-09-15 03:00:00,26 1
2023-09-15 03:00:00,27 1
2023-09-15 03:00:00,5 1
2023-09-15 03:00:00,13 1
2023-09-15 03:00:00,14 1
2023-09-16 03:00:00,2 3
2023-09-16 03:00:00,15 1
2023-09-16 03:00:00,13 1
2023-09-16 03:00:00,14 1
2023-09-16 03:00:00,9 1
2023-09-16 03:00:00,13 1
2023-09-16 03:00:00,5 1
2023-09-16 03:00:00,14 1
2023-09-17 03:00:00,15 1
2023-09-17 03:00:00,27 1
2023-09-17 03:00:00,15 1
2023-09-17 03:00:00,27 1
2023-09-17 03:00:00,2 3
2023-09-17 03:00:00,9 1
2023-09-17 03:00:00,17 1
2023-09-17 03:00:00,15 1
2023-09-17 03:00:00,18 1
2023-09-17 03:00:00,17 1
2023-09-17 03:00:00,4 1
2023-09-18 03:00:00,27 1
2023-09-18 03:00:00,27 1
2023-09-18 03:00:00,2 3
2023-09-18 03:00:00,8 1
2023-09-18 03:00:00,17 1
2023-09-18 03:00:00,8 1
2023-09-18 03:00:00,15 1
2023-09-18 03:00:00,8 1
2023-09-18 03:00:00,13 1
2023-09-18 03:00:00,15 1
2023-09-18 03:00:00,15 1
2023-09-18 03:00:00,5 1
2023-09-19 03:00:00,2 3
2023-09-19 03:00:00,17 1
2023-09-19 03:00:00,14 1
2023-09-19 03:00:00,5 1
2023-09-19 03:00:00,25 1
2023-09-19 03:00:00,23 1
2023-09-19 03:00:00,23 1
2023-09-19 03:00:00,13 1
2023-09-19 03:00:00,4 1
2023-09-19 03:00:00,14 1
2023-09-19 03:00:00,13 1
2023-09-19 03:00:00,13 1
2023-09-19 03:00:00,17 1
2023-09-19 03:00:00,4 1
2023-09-20 03:00:00,2 3
2023-09-20 03:00:00,13 1
2023-09-20 03:00:00,5 1
2023-09-20 03:00:00,17 1
2023-09-20 03:00:00,15 1
2023-09-20 03:00:00,13 1
2023-09-20 03:00:00,16 1
2023-09-20 03:00:00,4 1
2023-09-20 03:00:00,13 1
2023-09-20 03:00:00,17 1
2023-09-20 03:00:00,14 1
2023-09-20 03:00:00,4 1
2023-09-21 03:00:00,2 3
2023-09-21 03:00:00,15 1
2023-09-21 03:00:00,27 1
2023-09-21 03:00:00,27 1
2023-09-21 03:00:00,15 1
2023-09-21 03:00:00,15 1
2023-09-21 03:00:00,5 1
2023-09-21 03:00:00,14 1
2023-09-21 03:00:00,14 1
2023-09-21 03:00:00,17 1
2023-09-21 03:00:00,13 1
2023-09-21 03:00:00,17 1
2023-09-21 03:00:00,17 1
2023-09-22 03:00:00,2 3
2023-09-22 03:00:00,17 1
2023-09-22 03:00:00,15 1
2023-09-22 03:00:00,17 1
2023-09-22 03:00:00,17 1
2023-09-23 03:00:00,17 1
2023-09-23 03:00:00,4 1
2023-09-23 03:00:00,4 1
2023-09-23 03:00:00,2 3
2023-09-23 03:00:00,13 1
2023-09-23 03:00:00,4 1
2023-09-23 03:00:00,14 1
2023-09-23 03:00:00,14 1
2023-09-23 03:00:00,15 1
2023-09-23 03:00:00,15 1
2023-09-23 03:00:00,17 1
2023-09-23 03:00:00,16 1
2023-09-24 03:00:00,2 3
2023-09-24 03:00:00,5 1
2023-09-24 03:00:00,27 1
2023-09-24 03:00:00,27 1
2023-09-24 03:00:00,17 1
2023-09-24 03:00:00,13 1
2023-09-24 03:00:00,13 1
2023-09-24 03:00:00,14 1
2023-09-24 03:00:00,15 1
2023-09-24 03:00:00,15 1
2023-09-24 03:00:00,13 1
2023-09-24 03:00:00,27 1
2023-09-24 03:00:00,8 1
2023-09-24 03:00:00,9 1
2023-09-25 03:00:00,2 3
2023-09-25 03:00:00,27 1
2023-09-25 03:00:00,15 1
2023-09-25 03:00:00,15 1
2023-09-25 03:00:00,17 1
2023-09-25 03:00:00,14 1
2023-09-25 03:00:00,17 1
2023-09-25 03:00:00,15 1
2023-09-25 03:00:00,13 1
2023-09-25 03:00:00,17 1
2023-09-25 03:00:00,27 1
2023-09-26 03:00:00,2 3
2023-09-26 03:00:00,27 1
2023-09-26 03:00:00,27 1
2023-09-26 03:00:00,27 1
2023-09-26 03:00:00,9 1
2023-09-26 03:00:00,17 1
2023-09-26 03:00:00,17 1
2023-09-26 03:00:00,4 1
2023-09-26 03:00:00,23 1
2023-09-26 03:00:00,15 1
2023-09-26 03:00:00,23 1
2023-09-27 03:00:00,13 1
2023-09-27 03:00:00,15 1
2023-09-27 03:00:00,15 1
2023-09-27 03:00:00,15 1
2023-09-27 03:00:00,27 1
2023-09-27 03:00:00,2 3
2023-09-27 03:00:00,14 1
2023-09-27 03:00:00,14 1
2023-09-27 03:00:00,15 1
2023-09-27 03:00:00,12 1
2023-09-28 03:00:00,15 1
2023-09-28 03:00:00,12 1
2023-09-28 03:00:00,2 3
2023-09-28 03:00:00,12 1
2023-09-28 03:00:00,12 1
2023-09-28 03:00:00,4 1
2023-09-28 03:00:00,13 1
2023-09-28 03:00:00,27 1
2023-09-28 03:00:00,15 1
2023-09-28 03:00:00,17 1
2023-09-28 03:00:00,17 1
2023-09-28 03:00:00,14 1
2023-09-28 03:00:00,14 1
2023-09-28 03:00:00,17 1
2023-09-28 03:00:00,15 1
2023-09-28 03:00:00,23 1
2023-09-28 03:00:00,12 1
2023-09-29 03:00:00,17 1
2023-09-29 03:00:00,2 3
2023-09-29 03:00:00,13 1
2023-09-29 03:00:00,14 1
2023-09-29 03:00:00,13 1
2023-09-29 03:00:00,14 1
2023-09-29 03:00:00,4 1
2023-09-29 03:00:00,14 1
2023-09-29 03:00:00,13 1
2023-09-29 03:00:00,23 1
2023-09-29 03:00:00,15 1
2023-09-29 03:00:00,15 1
2023-09-29 03:00:00,15 1
2023-09-29 03:00:00,13 1
2023-09-29 03:00:00,5 1
2023-09-29 03:00:00,4 1
2023-09-30 03:00:00,2 3
2023-09-30 03:00:00,13 1
2023-09-30 03:00:00,9 1
2023-09-30 03:00:00,27 1
2023-09-30 03:00:00,15 1
2023-09-30 03:00:00,13 1
2023-09-30 03:00:00,15 1
2023-09-30 03:00:00,13 1
2023-10-01 03:00:00,9 1
2023-10-01 03:00:00,14 1
2023-10-01 03:00:00,13 1
2023-10-01 03:00:00,9 1
2023-10-01 03:00:00,2 3
2023-10-01 03:00:00,15 1
2023-10-01 03:00:00,15 1
2023-10-01 03:00:00,15 1
2023-10-01 03:00:00,14 1
2023-10-01 03:00:00,17 1
2023-10-01 03:00:00,27 1
2023-10-01 03:00:00,23 1
2023-10-01 03:00:00,27 1
2023-10-01 03:00:00,17 1
2023-10-02 03:00:00,4 1
2023-10-02 03:00:00,14 1
2023-10-02 03:00:00,17 1
2023-10-02 03:00:00,2 3
2023-10-02 03:00:00,15 1
2023-10-02 03:00:00,17 1
2023-10-02 03:00:00,13 1
2023-10-02 03:00:00,14 1
2023-10-02 03:00:00,15 1
2023-10-02 03:00:00,13 1
2023-10-03 03:00:00,17 1
2023-10-03 03:00:00,4 1
2023-10-03 03:00:00,2 3
2023-10-03 03:00:00,27 1
2023-10-03 03:00:00,17 1
2023-10-03 03:00:00,9 1
2023-10-03 03:00:00,13 1
2023-10-03 03:00:00,13 1
2023-10-03 03:00:00,13 1
2023-10-03 03:00:00,15 1
2023-10-03 03:00:00,4 1
2023-10-03 03:00:00,15 1
2023-10-04 03:00:00,17 1
2023-10-04 03:00:00,4 1
2023-10-04 03:00:00,15 1
2023-10-04 03:00:00,27 1
2023-10-04 03:00:00,2 3
2023-10-04 03:00:00,15 1
2023-10-04 03:00:00,13 1
2023-10-04 03:00:00,13 1
2023-10-04 03:00:00,9 1
2023-10-04 03:00:00,14 1
2023-10-04 03:00:00,13 1
2023-10-04 03:00:00,15 1
2023-10-04 03:00:00,15 1
2023-10-04 03:00:00,15 1
2023-10-04 03:00:00,15 1
2023-10-04 03:00:00,13 1
2023-10-05 03:00:00,17 1
2023-10-05 03:00:00,2 3
2023-10-05 03:00:00,27 1
2023-10-05 03:00:00,13 1
2023-10-05 03:00:00,17 1
2023-10-05 03:00:00,17 1
2023-10-05 03:00:00,15 1
2023-10-05 03:00:00,15 1
2023-10-05 03:00:00,17 1
2023-10-05 03:00:00,27 1
2023-10-05 03:00:00,17 1
2023-10-05 03:00:00,4 1
2023-10-05 03:00:00,17 1
2023-10-06 03:00:00,14 1
2023-10-06 03:00:00,9 1
2023-10-06 03:00:00,14 1
2023-10-06 03:00:00,14 1
2023-10-06 03:00:00,13 1
2023-10-06 03:00:00,2 3
2023-10-06 03:00:00,27 1
2023-10-06 03:00:00,15 1
2023-10-06 03:00:00,15 1
2023-10-06 03:00:00,13 1
2023-10-06 03:00:00,14 1
2023-10-06 03:00:00,12 1
2023-10-06 03:00:00,13 1
2023-10-06 03:00:00,4 1
2023-10-06 03:00:00,15 1
2023-10-06 03:00:00,27 1
2023-10-06 03:00:00,15 1
2023-10-06 03:00:00,15 1
2023-10-06 03:00:00,9 1
2023-10-06 03:00:00,5 1
2023-10-06 03:00:00,28 1
2023-10-07 03:00:00,17 1
2023-10-07 03:00:00,9 1
2023-10-07 03:00:00,17 1
2023-10-07 03:00:00,14 1
2023-10-07 03:00:00,2 3
2023-10-07 03:00:00,4 1
2023-10-07 03:00:00,15 1
2023-10-07 03:00:00,27 1
2023-10-07 03:00:00,17 1
2023-10-07 03:00:00,27 1
2023-10-07 03:00:00,17 1
2023-10-07 03:00:00,13 1
2023-10-07 03:00:00,4 1
2023-10-07 03:00:00,13 1
2023-10-07 03:00:00,13 1
2023-10-07 03:00:00,12 1
2023-10-07 03:00:00,15 1
2023-10-07 03:00:00,9 1
2023-10-07 03:00:00,14 1
2023-10-07 03:00:00,13 1
2023-10-08 03:00:00,9 1
2023-10-08 03:00:00,2 3
2023-10-08 03:00:00,17 1
2023-10-08 03:00:00,17 1
2023-10-08 03:00:00,14 1
2023-10-08 03:00:00,17 1
2023-10-08 03:00:00,17 1
2023-10-08 03:00:00,14 1
2023-10-08 03:00:00,14 1
2023-10-08 03:00:00,17 1
2023-10-08 03:00:00,14 1
2023-10-08 03:00:00,15 1
2023-10-08 03:00:00,13 1
2023-10-08 03:00:00,5 1
2023-10-08 03:00:00,17 1
2023-10-08 03:00:00,4 1
2023-10-08 03:00:00,9 1
2023-10-08 03:00:00,13 1
2023-10-08 03:00:00,5 1
2023-10-08 03:00:00,17 1
2023-10-09 03:00:00,17 1
2023-10-09 03:00:00,4 1
2023-10-09 03:00:00,15 1
2023-10-09 03:00:00,15 1
2023-10-09 03:00:00,2 3
2023-10-09 03:00:00,27 1
2023-10-09 03:00:00,4 1
2023-10-09 03:00:00,4 1
2023-10-09 03:00:00,9 1
2023-10-09 03:00:00,4 1
2023-10-09 03:00:00,14 1
2023-10-09 03:00:00,17 1
2023-10-10 03:00:00,14 1
2023-10-10 03:00:00,17 1
2023-10-10 03:00:00,2 3
2023-10-10 03:00:00,28 1
2023-10-10 03:00:00,13 1
2023-10-10 03:00:00,14 1
2023-10-10 03:00:00,15 1
2023-10-10 03:00:00,15 1
2023-10-10 03:00:00,27 1
2023-10-10 03:00:00,23 1
2023-10-10 03:00:00,4 1
2023-10-10 03:00:00,4 1
2023-10-10 03:00:00,17 1
2023-10-10 03:00:00,4 1
2023-10-10 03:00:00,14 1
2023-10-11 03:00:00,9 1
2023-10-11 03:00:00,13 1
2023-10-11 03:00:00,2 3
2023-10-11 03:00:00,14 1
2023-10-11 03:00:00,17 1
2023-10-11 03:00:00,27 1
2023-10-11 03:00:00,15 1
2023-10-11 03:00:00,15 1
2023-10-11 03:00:00,13 1
2023-10-11 03:00:00,13 1
2023-10-12 03:00:00,14 1
2023-10-12 03:00:00,17 1
2023-10-12 03:00:00,4 1
2023-10-12 03:00:00,12 1
2023-10-12 03:00:00,2 3
2023-10-12 03:00:00,15 1
2023-10-12 03:00:00,27 1
2023-10-12 03:00:00,14 1
2023-10-12 03:00:00,13 1
2023-10-12 03:00:00,15 1
2023-10-12 03:00:00,15 1
2023-10-12 03:00:00,28 1
2023-10-12 03:00:00,13 1
2023-10-13 03:00:00,2 3
2023-10-13 03:00:00,17 1
2023-10-13 03:00:00,15 1
2023-10-13 03:00:00,23 1
2023-10-13 03:00:00,27 1
2023-10-13 03:00:00,18 1
2023-10-13 03:00:00,17 1
2023-10-13 03:00:00,17 1
2023-10-13 03:00:00,9 1
2023-10-13 03:00:00,14 1
2023-10-13 03:00:00,16 1
2023-10-13 03:00:00,16 1
2023-10-13 03:00:00,13 1
2023-10-13 03:00:00,23 1
2023-10-13 03:00:00,15 1
2023-10-13 03:00:00,13 1
2023-10-13 03:00:00,9 1
2023-10-13 03:00:00,16 1
2023-10-13 03:00:00,13 1
2023-10-14 03:00:00,2 3
2023-10-14 03:00:00,13 1
2023-10-14 03:00:00,13 1
2023-10-14 03:00:00,4 1
2023-10-14 03:00:00,14 1
2023-10-14 03:00:00,9 1
2023-10-14 03:00:00,9 1
2023-10-14 03:00:00,4 1
2023-10-14 03:00:00,17 1
2023-10-14 03:00:00,14 1
2023-10-14 03:00:00,15 1
2023-10-14 03:00:00,23 1
2023-10-14 03:00:00,15 1
2023-10-14 03:00:00,23 1
2023-10-14 03:00:00,16 1
2023-10-14 03:00:00,16 1
2023-10-14 03:00:00,16 1
2023-10-14 03:00:00,15 1
2023-10-14 03:00:00,4 1
2023-10-14 03:00:00,14 1
2023-10-15 03:00:00,15 1
2023-10-15 03:00:00,2 3
2023-10-15 03:00:00,28 1
2023-10-15 03:00:00,13 1
2023-10-15 03:00:00,27 1
2023-10-15 03:00:00,15 1
2023-10-15 03:00:00,27 1
2023-10-15 03:00:00,27 1
2023-10-15 03:00:00,17 1
2023-10-15 03:00:00,13 1
2023-10-16 03:00:00,14 1
2023-10-16 03:00:00,13 1
2023-10-16 03:00:00,13 1
2023-10-16 03:00:00,2 3
2023-10-16 03:00:00,14 1
2023-10-16 03:00:00,13 1
2023-10-16 03:00:00,9 1
2023-10-16 03:00:00,17 1
2023-10-16 03:00:00,4 1
2023-10-16 03:00:00,15 1
2023-10-16 03:00:00,23 1
2023-10-16 03:00:00,15 1
2023-10-16 03:00:00,4 1
2023-10-16 03:00:00,14 1
2023-10-16 03:00:00,27 1
2023-10-16 03:00:00,28 1
2023-10-17 03:00:00,2 3
2023-10-17 03:00:00,27 1
2023-10-17 03:00:00,17 1
2023-10-17 03:00:00,14 1
2023-10-17 03:00:00,9 1
2023-10-17 03:00:00,4 1
2023-10-17 03:00:00,13 1
2023-10-17 03:00:00,13 1
2023-10-17 03:00:00,13 1
2023-10-17 03:00:00,14 1
2023-10-17 03:00:00,15 1
2023-10-17 03:00:00,27 1
