"Time","tlm_mb_solarpanel_0_volt_pos"
2023-07-19 03:00:00,4.6 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,4.7 V
2023-07-20 03:00:00,4.5 V
2023-07-20 03:00:00,0 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,5.1 V
2023-07-20 03:00:00,5.1 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,4.9 V
2023-07-20 03:00:00,4.9 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,4.9 V
2023-07-20 03:00:00,5.3 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,5.0 V
2023-07-20 03:00:00,5.5 V
2023-07-20 03:00:00,5.6 V
2023-07-20 03:00:00,5.3 V
2023-07-20 03:00:00,5.2 V
2023-07-20 03:00:00,5.4 V
2023-07-20 03:00:00,5.5 V
2023-07-20 03:00:00,5.4 V
2023-07-20 03:00:00,5.3 V
2023-07-20 03:00:00,4.8 V
2023-07-20 03:00:00,1.8 V
2023-07-20 03:00:00,5.5 V
2023-07-20 03:00:00,1.6 V
2023-07-20 03:00:00,2.9 V
2023-07-20 03:00:00,5.7 V
2023-07-20 03:00:00,5.6 V
2023-07-20 03:00:00,4.7 V
2023-07-20 03:00:00,5.3 V
2023-07-20 03:00:00,5.5 V
2023-07-21 03:00:00,5.2 V
2023-07-21 03:00:00,5.2 V
2023-07-21 03:00:00,5.5 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.2 V
2023-07-21 03:00:00,5.6 V
2023-07-21 03:00:00,5.0 V
2023-07-21 03:00:00,5.0 V
2023-07-21 03:00:00,4.7 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.5 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.1 V
2023-07-21 03:00:00,5.6 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.5 V
2023-07-21 03:00:00,5.3 V
2023-07-21 03:00:00,4.9 V
2023-07-21 03:00:00,5.0 V
2023-07-21 03:00:00,0 V
2023-07-21 03:00:00,4.9 V
2023-07-21 03:00:00,5.3 V
2023-07-21 03:00:00,5.3 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,4.9 V
2023-07-21 03:00:00,0.052 V
2023-07-21 03:00:00,1.1 V
2023-07-21 03:00:00,0.0042 V
2023-07-21 03:00:00,5.1 V
2023-07-21 03:00:00,4.9 V
2023-07-21 03:00:00,5.0 V
2023-07-21 03:00:00,5.4 V
2023-07-21 03:00:00,5.2 V
2023-07-22 03:00:00,5.0 V
2023-07-22 03:00:00,4.7 V
2023-07-22 03:00:00,5.1 V
2023-07-22 03:00:00,5.5 V
2023-07-22 03:00:00,5.5 V
2023-07-22 03:00:00,5.3 V
2023-07-22 03:00:00,5.5 V
2023-07-22 03:00:00,5.4 V
2023-07-22 03:00:00,5.3 V
2023-07-22 03:00:00,5.4 V
2023-07-22 03:00:00,5.4 V
2023-07-22 03:00:00,5.3 V
2023-07-22 03:00:00,0 V
2023-07-22 03:00:00,0.066 V
2023-07-22 03:00:00,0.92 V
2023-07-22 03:00:00,5.3 V
2023-07-22 03:00:00,5.7 V
2023-07-22 03:00:00,0.0042 V
2023-07-22 03:00:00,5.2 V
2023-07-22 03:00:00,5.4 V
2023-07-22 03:00:00,5.1 V
2023-07-22 03:00:00,4.9 V
2023-07-22 03:00:00,5.0 V
2023-07-22 03:00:00,5.4 V
2023-07-22 03:00:00,5.4 V
2023-07-23 03:00:00,5.5 V
2023-07-23 03:00:00,4.8 V
2023-07-23 03:00:00,5.0 V
2023-07-23 03:00:00,5.3 V
2023-07-23 03:00:00,4.7 V
2023-07-23 03:00:00,5.4 V
2023-07-23 03:00:00,0 V
2023-07-23 03:00:00,5.1 V
2023-07-23 03:00:00,5.5 V
2023-07-23 03:00:00,5.4 V
2023-07-23 03:00:00,5.0 V
2023-07-23 03:00:00,2.0 V
2023-07-23 03:00:00,0.35 V
2023-07-23 03:00:00,5.2 V
2023-07-23 03:00:00,0.92 V
2023-07-23 03:00:00,5.4 V
2023-07-23 03:00:00,5.7 V
2023-07-23 03:00:00,5.2 V
2023-07-23 03:00:00,2.6 V
2023-07-23 03:00:00,5.1 V
2023-07-23 03:00:00,4.7 V
2023-07-24 03:00:00,5.3 V
2023-07-24 03:00:00,5.5 V
2023-07-24 03:00:00,5.3 V
2023-07-24 03:00:00,5.5 V
2023-07-24 03:00:00,5.1 V
2023-07-24 03:00:00,5.6 V
2023-07-24 03:00:00,5.3 V
2023-07-24 03:00:00,5.0 V
2023-07-24 03:00:00,5.1 V
2023-07-24 03:00:00,0 V
2023-07-24 03:00:00,3.7 V
2023-07-24 03:00:00,4.9 V
2023-07-24 03:00:00,5.4 V
2023-07-24 03:00:00,5.2 V
2023-07-24 03:00:00,4.8 V
2023-07-24 03:00:00,5.3 V
2023-07-24 03:00:00,5.5 V
2023-07-24 03:00:00,5.6 V
2023-07-24 03:00:00,0.0042 V
2023-07-24 03:00:00,5.6 V
2023-07-24 03:00:00,4.7 V
2023-07-24 03:00:00,5.1 V
2023-07-24 03:00:00,4.9 V
2023-07-24 03:00:00,5.2 V
2023-07-24 03:00:00,4.9 V
2023-07-24 03:00:00,4.6 V
2023-07-25 03:00:00,5.4 V
2023-07-25 03:00:00,5.1 V
2023-07-25 03:00:00,4.7 V
2023-07-25 03:00:00,5.4 V
2023-07-25 03:00:00,5.2 V
2023-07-25 03:00:00,5.4 V
2023-07-25 03:00:00,5.4 V
2023-07-25 03:00:00,4.9 V
2023-07-25 03:00:00,5.4 V
2023-07-25 03:00:00,5.6 V
2023-07-25 03:00:00,1.3 V
2023-07-25 03:00:00,2.3 V
2023-07-25 03:00:00,5.5 V
2023-07-25 03:00:00,5.0 V
2023-07-25 03:00:00,0 V
2023-07-25 03:00:00,5.5 V
2023-07-25 03:00:00,5.4 V
2023-07-25 03:00:00,5.7 V
2023-07-25 03:00:00,0.011 V
2023-07-25 03:00:00,4.8 V
2023-07-25 03:00:00,5.5 V
2023-07-25 03:00:00,4.9 V
2023-07-25 03:00:00,4.5 V
2023-07-25 03:00:00,5.4 V
2023-07-26 03:00:00,4.8 V
2023-07-26 03:00:00,5.4 V
2023-07-26 03:00:00,4.9 V
2023-07-26 03:00:00,5.5 V
2023-07-26 03:00:00,5.0 V
2023-07-26 03:00:00,5.0 V
2023-07-26 03:00:00,5.2 V
2023-07-26 03:00:00,5.4 V
2023-07-26 03:00:00,5.1 V
2023-07-26 03:00:00,5.5 V
2023-07-26 03:00:00,5.0 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,0.0014 V
2023-07-26 03:00:00,5.5 V
2023-07-26 03:00:00,5.6 V
2023-07-26 03:00:00,5.5 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,5.5 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,5.2 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,5.2 V
2023-07-26 03:00:00,5.2 V
2023-07-26 03:00:00,0 V
2023-07-26 03:00:00,5.3 V
2023-07-26 03:00:00,5.5 V
2023-07-26 03:00:00,3.8 V
2023-07-26 03:00:00,5.6 V
2023-07-26 03:00:00,5.6 V
2023-07-26 03:00:00,5.7 V
2023-07-26 03:00:00,5.6 V
2023-07-26 03:00:00,5.6 V
2023-07-26 03:00:00,5.1 V
2023-07-26 03:00:00,5.2 V
2023-07-26 03:00:00,5.1 V
2023-07-26 03:00:00,5.4 V
2023-07-26 03:00:00,5.4 V
2023-07-26 03:00:00,4.6 V
2023-07-27 03:00:00,4.8 V
2023-07-27 03:00:00,5.5 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,4.9 V
2023-07-27 03:00:00,5.4 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,5.1 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,0.84 V
2023-07-27 03:00:00,5.0 V
2023-07-27 03:00:00,5.5 V
2023-07-27 03:00:00,5.5 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,5.1 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,0 V
2023-07-27 03:00:00,0.0014 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,5.4 V
2023-07-27 03:00:00,3.5 V
2023-07-27 03:00:00,5.6 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,0.0042 V
2023-07-27 03:00:00,5.4 V
2023-07-27 03:00:00,5.7 V
2023-07-27 03:00:00,1.7 V
2023-07-27 03:00:00,4.9 V
2023-07-27 03:00:00,5.0 V
2023-07-27 03:00:00,5.2 V
2023-07-27 03:00:00,5.4 V
2023-07-27 03:00:00,5.3 V
2023-07-27 03:00:00,4.5 V
2023-07-27 03:00:00,5.0 V
2023-07-27 03:00:00,5.4 V
2023-07-27 03:00:00,5.1 V
2023-07-27 03:00:00,5.1 V
2023-07-27 03:00:00,5.5 V
2023-07-28 03:00:00,5.5 V
2023-07-28 03:00:00,5.0 V
2023-07-28 03:00:00,5.3 V
2023-07-28 03:00:00,5.2 V
2023-07-28 03:00:00,5.2 V
2023-07-28 03:00:00,5.3 V
2023-07-28 03:00:00,5.3 V
2023-07-28 03:00:00,5.1 V
2023-07-28 03:00:00,5.2 V
2023-07-28 03:00:00,5.1 V
2023-07-28 03:00:00,5.0 V
2023-07-28 03:00:00,5.3 V
2023-07-28 03:00:00,0 V
2023-07-28 03:00:00,0.0014 V
2023-07-28 03:00:00,4.7 V
2023-07-28 03:00:00,5.2 V
2023-07-28 03:00:00,2.6 V
2023-07-28 03:00:00,2.5 V
2023-07-28 03:00:00,2.6 V
2023-07-28 03:00:00,0.074 V
2023-07-28 03:00:00,4.9 V
2023-07-28 03:00:00,4.9 V
2023-07-28 03:00:00,5.5 V
2023-07-28 03:00:00,5.0 V
2023-07-28 03:00:00,5.5 V
2023-07-28 03:00:00,5.1 V
2023-07-28 03:00:00,4.8 V
2023-07-29 03:00:00,0 V
2023-07-29 03:00:00,5.3 V
2023-07-29 03:00:00,5.6 V
2023-07-29 03:00:00,5.2 V
2023-07-29 03:00:00,4.9 V
2023-07-29 03:00:00,5.4 V
2023-07-29 03:00:00,5.0 V
2023-07-29 03:00:00,5.3 V
2023-07-29 03:00:00,5.6 V
2023-07-29 03:00:00,0.0028 V
2023-07-29 03:00:00,5.7 V
2023-07-29 03:00:00,0.067 V
2023-07-29 03:00:00,2.5 V
2023-07-29 03:00:00,4.8 V
2023-07-29 03:00:00,5.2 V
2023-07-29 03:00:00,5.0 V
2023-07-29 03:00:00,4.9 V
2023-07-29 03:00:00,5.6 V
2023-07-29 03:00:00,5.3 V
2023-07-29 03:00:00,5.5 V
2023-07-29 03:00:00,4.9 V
2023-07-29 03:00:00,5.1 V
2023-07-29 03:00:00,2.3 V
2023-07-29 03:00:00,5.2 V
2023-07-29 03:00:00,5.2 V
2023-07-30 03:00:00,4.9 V
2023-07-30 03:00:00,5.5 V
2023-07-30 03:00:00,4.7 V
2023-07-30 03:00:00,1.5 V
2023-07-30 03:00:00,5.1 V
2023-07-30 03:00:00,5.4 V
2023-07-30 03:00:00,5.2 V
2023-07-30 03:00:00,5.0 V
2023-07-30 03:00:00,5.3 V
2023-07-30 03:00:00,5.2 V
2023-07-30 03:00:00,2.8 V
2023-07-30 03:00:00,5.1 V
2023-07-30 03:00:00,5.2 V
2023-07-30 03:00:00,0.0014 V
2023-07-30 03:00:00,0 V
2023-07-30 03:00:00,2.3 V
2023-07-30 03:00:00,4.4 V
2023-07-30 03:00:00,5.5 V
2023-07-30 03:00:00,5.0 V
2023-07-30 03:00:00,5.0 V
2023-07-30 03:00:00,3.0 V
2023-07-30 03:00:00,4.3 V
2023-07-30 03:00:00,4.8 V
2023-07-30 03:00:00,3.4 V
2023-07-30 03:00:00,5.0 V
2023-07-30 03:00:00,5.6 V
2023-07-30 03:00:00,5.0 V
2023-07-30 03:00:00,5.3 V
2023-07-30 03:00:00,5.2 V
2023-07-31 03:00:00,5.3 V
2023-07-31 03:00:00,5.0 V
2023-07-31 03:00:00,4.7 V
2023-07-31 03:00:00,5.0 V
2023-07-31 03:00:00,0.0014 V
2023-07-31 03:00:00,5.2 V
2023-07-31 03:00:00,5.0 V
2023-07-31 03:00:00,4.9 V
2023-07-31 03:00:00,5.1 V
2023-07-31 03:00:00,5.6 V
2023-07-31 03:00:00,5.3 V
2023-07-31 03:00:00,0.0028 V
2023-07-31 03:00:00,0 V
2023-07-31 03:00:00,5.1 V
2023-07-31 03:00:00,2.3 V
2023-07-31 03:00:00,0.0098 V
2023-07-31 03:00:00,2.0 V
2023-07-31 03:00:00,4.9 V
2023-07-31 03:00:00,5.2 V
2023-07-31 03:00:00,4.8 V
2023-07-31 03:00:00,5.3 V
2023-07-31 03:00:00,4.4 V
2023-07-31 03:00:00,5.4 V
2023-07-31 03:00:00,5.1 V
2023-07-31 03:00:00,5.5 V
2023-07-31 03:00:00,5.1 V
2023-07-31 03:00:00,5.5 V
2023-07-31 03:00:00,5.1 V
2023-07-31 03:00:00,5.0 V
2023-08-01 03:00:00,4.7 V
2023-08-01 03:00:00,3.0 V
2023-08-01 03:00:00,4.9 V
2023-08-01 03:00:00,5.1 V
2023-08-01 03:00:00,0.0014 V
2023-08-01 03:00:00,5.2 V
2023-08-01 03:00:00,5.3 V
2023-08-01 03:00:00,5.3 V
2023-08-01 03:00:00,0.0042 V
2023-08-01 03:00:00,0.0070 V
2023-08-01 03:00:00,0.0084 V
2023-08-01 03:00:00,5.2 V
2023-08-01 03:00:00,5.0 V
2023-08-01 03:00:00,5.5 V
2023-08-01 03:00:00,5.0 V
2023-08-01 03:00:00,5.1 V
2023-08-01 03:00:00,5.2 V
2023-08-01 03:00:00,4.3 V
2023-08-01 03:00:00,4.6 V
2023-08-01 03:00:00,4.9 V
2023-08-01 03:00:00,2.9 V
2023-08-01 03:00:00,5.1 V
2023-08-01 03:00:00,4.9 V
2023-08-01 03:00:00,5.1 V
2023-08-02 03:00:00,0.028 V
2023-08-02 03:00:00,5.7 V
2023-08-02 03:00:00,0.0014 V
2023-08-02 03:00:00,0.0056 V
2023-08-02 03:00:00,5.2 V
2023-08-02 03:00:00,5.2 V
2023-08-02 03:00:00,5.3 V
2023-08-02 03:00:00,2.3 V
2023-08-02 03:00:00,5.3 V
2023-08-02 03:00:00,4.9 V
2023-08-02 03:00:00,5.4 V
2023-08-02 03:00:00,5.2 V
2023-08-02 03:00:00,5.1 V
2023-08-02 03:00:00,2.6 V
2023-08-02 03:00:00,5.0 V
2023-08-02 03:00:00,4.3 V
2023-08-02 03:00:00,5.5 V
2023-08-02 03:00:00,5.2 V
2023-08-02 03:00:00,5.0 V
2023-08-02 03:00:00,5.1 V
2023-08-02 03:00:00,5.2 V
2023-08-02 03:00:00,5.1 V
2023-08-02 03:00:00,5.1 V
2023-08-02 03:00:00,4.9 V
2023-08-03 03:00:00,5.2 V
2023-08-03 03:00:00,2.3 V
2023-08-03 03:00:00,5.2 V
2023-08-03 03:00:00,5.3 V
2023-08-03 03:00:00,5.4 V
2023-08-03 03:00:00,5.3 V
2023-08-03 03:00:00,5.3 V
2023-08-03 03:00:00,5.1 V
2023-08-03 03:00:00,0.0042 V
2023-08-03 03:00:00,2.2 V
2023-08-03 03:00:00,5.1 V
2023-08-03 03:00:00,5.6 V
2023-08-03 03:00:00,2.1 V
2023-08-03 03:00:00,1.6 V
2023-08-03 03:00:00,5.1 V
2023-08-03 03:00:00,4.8 V
2023-08-03 03:00:00,4.8 V
2023-08-03 03:00:00,2.8 V
2023-08-04 03:00:00,0.17 V
2023-08-04 03:00:00,0.0028 V
2023-08-04 03:00:00,0.066 V
2023-08-04 03:00:00,0.0098 V
2023-08-04 03:00:00,0.0084 V
2023-08-04 03:00:00,5.4 V
2023-08-04 03:00:00,5.3 V
2023-08-04 03:00:00,5.1 V
2023-08-04 03:00:00,5.0 V
2023-08-04 03:00:00,5.3 V
2023-08-04 03:00:00,5.2 V
2023-08-04 03:00:00,5.4 V
2023-08-04 03:00:00,5.4 V
2023-08-04 03:00:00,0.0014 V
2023-08-04 03:00:00,5.2 V
2023-08-04 03:00:00,3.0 V
2023-08-04 03:00:00,5.0 V
2023-08-04 03:00:00,5.0 V
2023-08-04 03:00:00,2.1 V
2023-08-04 03:00:00,4.9 V
2023-08-04 03:00:00,5.1 V
2023-08-04 03:00:00,5.3 V
2023-08-05 03:00:00,0.24 V
2023-08-05 03:00:00,2.3 V
2023-08-05 03:00:00,0.0028 V
2023-08-05 03:00:00,4.9 V
2023-08-05 03:00:00,5.2 V
2023-08-05 03:00:00,5.1 V
2023-08-05 03:00:00,5.2 V
2023-08-05 03:00:00,5.2 V
2023-08-05 03:00:00,5.3 V
2023-08-05 03:00:00,0.0014 V
2023-08-05 03:00:00,0.92 V
2023-08-05 03:00:00,4.9 V
2023-08-05 03:00:00,2.7 V
2023-08-05 03:00:00,5.2 V
2023-08-05 03:00:00,5.2 V
2023-08-05 03:00:00,5.1 V
2023-08-06 03:00:00,0.26 V
2023-08-06 03:00:00,0.21 V
2023-08-06 03:00:00,5.1 V
2023-08-06 03:00:00,5.3 V
2023-08-06 03:00:00,2.1 V
2023-08-06 03:00:00,5.2 V
2023-08-06 03:00:00,5.2 V
2023-08-06 03:00:00,5.2 V
2023-08-06 03:00:00,0.0014 V
2023-08-06 03:00:00,5.1 V
2023-08-06 03:00:00,5.0 V
2023-08-06 03:00:00,5.1 V
2023-08-06 03:00:00,3.4 V
2023-08-06 03:00:00,4.4 V
2023-08-06 03:00:00,5.4 V
2023-08-06 03:00:00,1.5 V
2023-08-06 03:00:00,3.3 V
2023-08-06 03:00:00,4.9 V
2023-08-06 03:00:00,5.1 V
2023-08-06 03:00:00,5.2 V
2023-08-07 03:00:00,5.3 V
2023-08-07 03:00:00,5.3 V
2023-08-07 03:00:00,5.2 V
2023-08-07 03:00:00,5.3 V
2023-08-07 03:00:00,5.4 V
2023-08-07 03:00:00,5.1 V
2023-08-07 03:00:00,0 V
2023-08-07 03:00:00,5.3 V
2023-08-07 03:00:00,5.2 V
2023-08-07 03:00:00,5.1 V
2023-08-07 03:00:00,5.0 V
2023-08-07 03:00:00,5.1 V
2023-08-07 03:00:00,5.0 V
2023-08-07 03:00:00,0.37 V
2023-08-07 03:00:00,2.4 V
2023-08-07 03:00:00,5.1 V
2023-08-07 03:00:00,4.2 V
2023-08-08 03:00:00,0.0014 V
2023-08-08 03:00:00,0.024 V
2023-08-08 03:00:00,0 V
2023-08-08 03:00:00,5.3 V
2023-08-08 03:00:00,5.2 V
2023-08-08 03:00:00,5.3 V
2023-08-08 03:00:00,5.3 V
2023-08-08 03:00:00,5.4 V
2023-08-08 03:00:00,5.2 V
2023-08-08 03:00:00,5.3 V
2023-08-08 03:00:00,5.3 V
2023-08-08 03:00:00,5.4 V
2023-08-08 03:00:00,5.2 V
2023-08-08 03:00:00,5.2 V
2023-08-08 03:00:00,4.9 V
2023-08-08 03:00:00,4.8 V
2023-08-08 03:00:00,2.1 V
2023-08-08 03:00:00,0.0098 V
2023-08-08 03:00:00,4.7 V
2023-08-08 03:00:00,4.9 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,5.1 V
2023-08-09 03:00:00,5.1 V
2023-08-09 03:00:00,5.6 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,5.4 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,0 V
2023-08-09 03:00:00,5.1 V
2023-08-09 03:00:00,0.013 V
2023-08-09 03:00:00,1.9 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,0.011 V
2023-08-09 03:00:00,3.4 V
2023-08-09 03:00:00,1.3 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,4.8 V
2023-08-09 03:00:00,4.9 V
2023-08-09 03:00:00,0.050 V
2023-08-09 03:00:00,5.1 V
2023-08-09 03:00:00,4.5 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,4.9 V
2023-08-09 03:00:00,5.2 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,5.5 V
2023-08-09 03:00:00,5.3 V
2023-08-09 03:00:00,5.1 V
2023-08-09 03:00:00,5.0 V
2023-08-09 03:00:00,5.2 V
2023-08-10 03:00:00,0 V
2023-08-10 03:00:00,4.4 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,0.052 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,0.0014 V
2023-08-10 03:00:00,5.0 V
2023-08-10 03:00:00,4.4 V
2023-08-10 03:00:00,5.5 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.3 V
2023-08-10 03:00:00,5.5 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.3 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.3 V
2023-08-10 03:00:00,2.8 V
2023-08-10 03:00:00,5.6 V
2023-08-10 03:00:00,4.9 V
2023-08-10 03:00:00,4.8 V
2023-08-10 03:00:00,5.3 V
2023-08-10 03:00:00,5.5 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.4 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,5.1 V
2023-08-10 03:00:00,0.011 V
2023-08-10 03:00:00,4.2 V
2023-08-10 03:00:00,4.7 V
2023-08-10 03:00:00,5.2 V
2023-08-10 03:00:00,3.2 V
2023-08-10 03:00:00,0.33 V
2023-08-10 03:00:00,4.4 V
2023-08-10 03:00:00,4.8 V
2023-08-10 03:00:00,4.4 V
2023-08-11 03:00:00,0 V
2023-08-11 03:00:00,0.0014 V
2023-08-11 03:00:00,4.5 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,4.6 V
2023-08-11 03:00:00,5.6 V
2023-08-11 03:00:00,0.011 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,5.3 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,4.6 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.0 V
2023-08-11 03:00:00,4.9 V
2023-08-11 03:00:00,5.5 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,3.9 V
2023-08-11 03:00:00,5.1 V
2023-08-11 03:00:00,0.0042 V
2023-08-11 03:00:00,0.18 V
2023-08-11 03:00:00,0.20 V
2023-08-11 03:00:00,4.5 V
2023-08-11 03:00:00,5.0 V
2023-08-11 03:00:00,5.0 V
2023-08-11 03:00:00,5.4 V
2023-08-11 03:00:00,0.014 V
2023-08-11 03:00:00,3.0 V
2023-08-11 03:00:00,5.7 V
2023-08-11 03:00:00,0.24 V
2023-08-11 03:00:00,2.5 V
2023-08-11 03:00:00,1.6 V
2023-08-11 03:00:00,1.7 V
2023-08-11 03:00:00,4.5 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.3 V
2023-08-11 03:00:00,5.5 V
2023-08-11 03:00:00,5.2 V
2023-08-11 03:00:00,5.2 V
2023-08-12 03:00:00,0 V
2023-08-12 03:00:00,5.4 V
2023-08-12 03:00:00,5.3 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,4.7 V
2023-08-12 03:00:00,1.5 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,5.5 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.3 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,5.0 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.3 V
2023-08-12 03:00:00,5.5 V
2023-08-12 03:00:00,5.0 V
2023-08-12 03:00:00,5.3 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,4.2 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,4.6 V
2023-08-12 03:00:00,4.7 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.7 V
2023-08-12 03:00:00,5.0 V
2023-08-12 03:00:00,5.1 V
2023-08-12 03:00:00,5.7 V
2023-08-12 03:00:00,0.0028 V
2023-08-12 03:00:00,4.2 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,5.7 V
2023-08-12 03:00:00,4.4 V
2023-08-12 03:00:00,4.9 V
2023-08-12 03:00:00,4.5 V
2023-08-12 03:00:00,5.2 V
2023-08-12 03:00:00,0.64 V
2023-08-12 03:00:00,4.6 V
2023-08-12 03:00:00,5.6 V
2023-08-12 03:00:00,5.7 V
2023-08-12 03:00:00,4.8 V
2023-08-12 03:00:00,4.9 V
2023-08-12 03:00:00,5.0 V
2023-08-12 03:00:00,5.3 V
2023-08-12 03:00:00,5.0 V
2023-08-12 03:00:00,5.5 V
2023-08-12 03:00:00,4.7 V
2023-08-13 03:00:00,0 V
2023-08-13 03:00:00,4.7 V
2023-08-13 03:00:00,0.053 V
2023-08-13 03:00:00,0.57 V
2023-08-13 03:00:00,5.7 V
2023-08-13 03:00:00,0.0028 V
2023-08-13 03:00:00,5.1 V
2023-08-13 03:00:00,0.0070 V
2023-08-13 03:00:00,5.2 V
2023-08-13 03:00:00,5.2 V
2023-08-13 03:00:00,5.4 V
2023-08-13 03:00:00,4.9 V
2023-08-13 03:00:00,5.4 V
2023-08-13 03:00:00,5.5 V
2023-08-13 03:00:00,5.5 V
2023-08-13 03:00:00,5.4 V
2023-08-13 03:00:00,5.2 V
2023-08-13 03:00:00,5.5 V
2023-08-13 03:00:00,5.3 V
2023-08-13 03:00:00,5.1 V
2023-08-13 03:00:00,4.8 V
2023-08-13 03:00:00,5.5 V
2023-08-13 03:00:00,5.1 V
2023-08-13 03:00:00,5.4 V
2023-08-13 03:00:00,4.6 V
2023-08-13 03:00:00,5.3 V
2023-08-13 03:00:00,5.1 V
2023-08-13 03:00:00,5.0 V
2023-08-13 03:00:00,5.4 V
2023-08-13 03:00:00,4.5 V
2023-08-13 03:00:00,5.0 V
2023-08-13 03:00:00,4.6 V
