Time,57175.tlm_mb_time
2023-06-30 10:06:10,21620
2023-06-30 10:09:18,21813
2023-06-30 10:09:23,21813
2023-06-30 10:09:23,21813
2023-06-30 10:09:38,21833
2023-06-30 10:09:41,21836
2023-06-30 10:09:43,21833
2023-06-30 10:09:51,21841
2023-06-30 10:09:55,21850
2023-06-30 10:10:01,21850
2023-06-30 10:10:01,21850
2023-06-30 10:10:05,21860
2023-06-30 10:10:11,21860
2023-06-30 10:10:54,21904
2023-06-30 10:10:57,21907
2023-06-30 10:11:03,21913
2023-06-30 10:11:14,21930
2023-06-30 10:11:19,21930
2023-06-30 10:11:20,21930
2023-06-30 10:11:31,21947
2023-06-30 10:11:31,21941
2023-06-30 10:11:33,21948
2023-06-30 10:11:34,21944
2023-06-30 10:11:38,21948
2023-06-30 10:11:38,21948
2023-06-30 10:13:31,22061
2023-06-30 11:43:00,27430
2023-06-30 11:44:50,27540
2023-06-30 11:44:50,27540
2023-06-30 11:44:50,27540
2023-06-30 11:45:50,27600
2023-06-30 11:46:36,27647
2023-06-30 11:46:36,27647
2023-06-30 11:46:36,27647
2023-06-30 11:46:37,27647
2023-06-30 11:46:37,27647
2023-06-30 11:46:50,27660
2023-06-30 11:46:50,27660
2023-06-30 11:46:50,27660
2023-06-30 11:46:51,27660
2023-06-30 11:47:15,27685
2023-06-30 11:47:15,27685
2023-06-30 11:47:15,27685
2023-06-30 11:47:20,27690
2023-06-30 11:47:22,27692
2023-06-30 11:48:50,27780
2023-06-30 13:18:10,33140
2023-06-30 18:10:50,50700
2023-06-30 20:58:55,60790
2023-06-30 20:59:00,60790
2023-06-30 20:59:00,60790
2023-06-30 21:00:46,60901
2023-06-30 21:00:51,60901
2023-06-30 21:00:51,60901
2023-06-30 21:02:53,61023
2023-06-30 21:02:58,61028
2023-06-30 21:03:01,61031
2023-06-30 21:03:36,61066
2023-06-30 21:03:59,61089
2023-06-30 21:04:05,61095
2023-06-30 21:04:08,61098
2023-06-30 21:04:12,61102
2023-07-01 00:55:00,9415
2023-07-01 04:56:10,23885
2023-07-01 04:56:10,23885
2023-07-01 04:57:10,23945
2023-07-01 08:32:01,36835
2023-07-01 10:03:21,42315
2023-07-01 10:04:21,42375
2023-07-01 10:05:21,42435
2023-07-01 10:06:21,42495
2023-07-01 10:08:00,42600
2023-07-01 10:08:05,42600
2023-07-01 10:08:05,42600
2023-07-01 10:08:06,42606
2023-07-01 10:08:10,42610
2023-07-01 10:08:11,42605
2023-07-01 10:08:11,42606
2023-07-01 10:08:12,42606
2023-07-01 10:08:15,42610
2023-07-01 10:08:16,42615
2023-07-01 10:08:17,42616
2023-07-01 10:08:19,42619
2023-07-01 10:08:21,42615
2023-07-01 10:08:21,42615
2023-07-01 10:08:22,42616
2023-07-01 10:08:22,42616
2023-07-01 10:08:24,42619
2023-07-01 10:08:24,42619
2023-07-01 10:08:32,42627
2023-07-01 10:08:40,42635
2023-07-01 10:08:47,42646
2023-07-01 10:08:51,42650
2023-07-01 10:08:52,42646
2023-07-01 10:08:52,42646
2023-07-01 10:08:53,42652
2023-07-01 10:08:56,42650
2023-07-01 10:08:56,42650
2023-07-01 10:08:58,42652
2023-07-01 10:08:58,42652
2023-07-01 10:08:59,42659
2023-07-01 10:09:02,42656
2023-07-01 10:09:02,42656
2023-07-01 10:09:04,42659
2023-07-01 10:09:04,42659
2023-07-01 10:09:05,42665
2023-07-01 10:09:09,42668
2023-07-01 10:09:10,42665
2023-07-01 10:09:14,42668
2023-07-01 10:09:15,42674
2023-07-01 10:09:17,42676
2023-07-01 10:09:18,42673
2023-07-01 10:09:19,42678
2023-07-01 10:09:20,42674
2023-07-01 10:09:20,42674
2023-07-01 10:09:22,42676
2023-07-01 10:09:22,42676
2023-07-01 10:09:24,42678
2023-07-01 10:09:24,42678
2023-07-01 10:09:54,42709
2023-07-01 10:10:05,42725
2023-07-01 10:10:07,42727
2023-07-01 10:10:10,42725
2023-07-01 10:10:11,42725
2023-07-01 10:10:12,42727
2023-07-01 10:10:12,42727
2023-07-01 10:10:16,42731
2023-07-01 10:10:18,42733
2023-07-01 10:10:20,42734
2023-07-01 10:10:32,42747
2023-07-01 10:10:34,42749
2023-07-01 10:10:38,42753
2023-07-01 10:10:40,42755
2023-07-01 10:10:42,42756
2023-07-01 10:10:44,42759
2023-07-01 10:12:11,42845
2023-07-01 11:37:41,47975
2023-07-01 11:38:40,48035
2023-07-01 11:38:45,48040
2023-07-01 11:38:50,48045
2023-07-01 11:39:09,48064
2023-07-01 11:39:13,48067
2023-07-01 11:39:41,48095
2023-07-01 11:39:43,48098
2023-07-01 11:39:50,48104
2023-07-01 11:40:09,48123
2023-07-01 11:40:12,48126
2023-07-01 11:40:19,48134
2023-07-01 11:40:22,48137
2023-07-01 11:41:14,48189
2023-07-01 11:41:21,48195
2023-07-01 11:41:45,48219
2023-07-01 11:42:04,48239
2023-07-01 11:42:04,48239
2023-07-01 11:42:30,48265
2023-07-01 11:42:34,48269
2023-07-01 11:42:38,48272
2023-07-01 11:42:38,48272
2023-07-01 11:43:23,48318
2023-07-01 11:43:23,48318
2023-07-01 11:43:23,48318
2023-07-01 11:43:30,48325
2023-07-01 11:43:30,48325
2023-07-01 11:43:31,48325
2023-07-01 11:44:03,48358
2023-07-01 11:44:03,48358
2023-07-01 11:44:30,48385
2023-07-01 11:44:39,48393
2023-07-01 11:44:39,48393
2023-07-01 11:44:40,48395
2023-07-01 11:44:40,48395
2023-07-01 11:44:42,48397
2023-07-01 11:44:42,48397
2023-07-01 11:45:02,48417
2023-07-01 11:45:03,48417
2023-07-01 11:45:05,48419
2023-07-01 11:45:05,48419
2023-07-01 11:45:30,48445
2023-07-01 11:46:01,48475
2023-07-01 11:46:26,48501
2023-07-01 11:46:29,48503
2023-07-01 11:46:34,48509
2023-07-01 11:46:35,48509
2023-07-01 13:20:40,54155
2023-07-01 15:13:31,60925
2023-07-01 15:15:31,61045
2023-07-01 18:09:31,5950
2023-07-01 19:28:12,10670
2023-07-01 21:01:32,16270
2023-07-01 21:01:53,16292
2023-07-01 21:01:58,16296
2023-07-01 21:02:00,16299
2023-07-01 22:34:51,21870
2023-07-01 22:34:51,21870
2023-07-01 22:35:51,21930
2023-07-01 22:35:51,21930
2023-07-01 22:36:51,21990
2023-07-01 22:37:51,22050
2023-07-01 22:38:51,22110
2023-07-02 04:51:11,44450
2023-07-02 04:52:11,44510
2023-07-02 10:03:11,63170
2023-07-02 10:04:11,63230
2023-07-02 10:05:06,63290
2023-07-02 10:05:11,63290
2023-07-02 10:05:11,63290
2023-07-02 10:06:06,63350
2023-07-02 10:06:11,63350
2023-07-02 10:06:11,63350
2023-07-02 10:07:06,63410
2023-07-02 10:07:11,63410
2023-07-02 10:07:11,63410
2023-07-02 10:08:56,63520
2023-07-02 10:09:01,63520
2023-07-02 10:09:01,63520
2023-07-02 10:09:55,63580
2023-07-02 10:10:01,63580
2023-07-02 10:10:01,63580
2023-07-02 11:36:32,3235
2023-07-02 11:38:32,3355
2023-07-02 11:39:32,3415
2023-07-02 11:40:32,3475
2023-07-02 11:40:32,3475
2023-07-02 11:40:32,3475
2023-07-02 11:42:21,3585
2023-07-02 11:42:21,3585
2023-07-02 11:42:21,3585
2023-07-02 11:42:22,3585
2023-07-02 11:43:21,3645
2023-07-02 11:43:21,3645
2023-07-02 11:44:21,3705
2023-07-02 11:44:22,3705
2023-07-02 13:11:52,8955
2023-07-02 15:12:23,16185
2023-07-02 15:13:23,16245
2023-07-02 15:16:23,16425
2023-07-02 18:08:21,26745
2023-07-02 18:08:21,26745
2023-07-02 19:24:12,31295
2023-07-02 19:43:41,32465
2023-07-02 19:46:31,32635
2023-07-02 19:47:31,32695
2023-07-02 19:49:31,32815
2023-07-02 20:56:31,36835
2023-07-02 20:56:32,36835
2023-07-02 20:57:32,36895
2023-07-02 20:59:32,37015
2023-07-02 21:00:32,37075
2023-07-02 21:02:22,37185
2023-07-02 22:29:52,42435
2023-07-02 22:31:52,42555
2023-07-02 22:31:52,42555
2023-07-02 22:32:50,42615
2023-07-02 22:32:50,42615
2023-07-02 22:32:51,42615
2023-07-02 22:32:51,42615
2023-07-02 22:32:52,42615
2023-07-02 22:33:50,42675
2023-07-02 22:33:50,42675
2023-07-03 00:06:11,48215
2023-07-03 00:51:52,50955
2023-07-03 00:52:51,51015
2023-07-03 00:53:51,51075
2023-07-03 04:35:31,64375
2023-07-03 10:00:13,18320
2023-07-03 10:01:12,18380
2023-07-03 10:02:13,18440
2023-07-03 10:04:02,18550
2023-07-03 10:04:02,18550
2023-07-03 10:04:02,18550
2023-07-03 10:06:02,18670
2023-07-03 10:07:02,18730
2023-07-03 10:07:02,18730
2023-07-03 11:38:22,24210
2023-07-03 11:38:22,24210
2023-07-03 11:39:22,24270
2023-07-03 11:39:22,24270
2023-07-03 11:40:22,24330
2023-07-03 11:40:22,24330
2023-07-03 11:40:22,24330
2023-07-03 11:40:22,24330
2023-07-03 11:41:22,24390
2023-07-03 11:41:23,24390
2023-07-03 13:18:32,30220
2023-07-03 13:20:32,30340
2023-07-03 18:05:22,47430
2023-07-03 18:06:22,47490
2023-07-03 18:08:12,47600
2023-07-03 18:09:12,47660
2023-07-03 18:10:12,47720
2023-07-03 19:24:17,52165
2023-07-03 20:55:32,57640
2023-07-03 20:55:32,57640
2023-07-03 20:58:13,57801
2023-07-03 20:59:27,57875
2023-07-03 22:27:52,63180
2023-07-03 22:28:52,63240
2023-07-03 22:35:36,63180
2023-07-04 04:49:53,20565
2023-07-04 04:50:52,20625
2023-07-04 04:51:53,20685
2023-07-04 08:25:43,33515
2023-07-04 08:27:43,33635
2023-07-04 09:32:52,37545
2023-07-04 09:59:03,39115
2023-07-04 10:02:03,39295
2023-07-04 10:03:03,39355
2023-07-04 11:36:23,44955
2023-07-04 11:38:12,45065
2023-07-04 11:39:12,45125
2023-07-04 11:39:12,45125
2023-07-04 13:11:33,50665
2023-07-04 13:14:32,50845
2023-07-04 14:24:27,55045
2023-07-04 14:24:32,55045
2023-07-04 18:06:13,2810
2023-07-04 18:09:03,2980
2023-07-04 20:58:18,13135
2023-07-04 22:31:33,18730
2023-07-04 22:32:33,18790
2023-07-05 00:04:53,24330
2023-07-05 03:44:44,37520
2023-07-05 04:01:13,38510
2023-07-05 04:48:53,41370
2023-07-05 09:57:03,59860
2023-07-05 09:59:53,60030
2023-07-05 10:00:53,60090
2023-07-05 10:01:53,60150
2023-07-05 10:02:53,60210
2023-07-05 10:03:53,60270
2023-07-05 11:33:41,121
2023-07-05 11:34:14,155
2023-07-05 11:36:14,275
2023-07-05 11:37:14,335
2023-07-05 11:37:14,335
2023-07-05 11:38:12,394
2023-07-05 11:38:13,394
2023-07-05 11:38:54,436
2023-07-05 11:38:55,436
2023-07-05 11:38:57,438
2023-07-05 11:39:04,445
2023-07-05 11:39:39,480
2023-07-05 11:39:40,480
2023-07-05 11:40:04,505
2023-07-05 13:12:23,6045
2023-07-05 13:16:24,6285
2023-07-05 20:53:14,33695
2023-07-05 20:55:14,33815
2023-07-05 20:56:16,33878
2023-07-05 20:56:18,33879
2023-07-05 20:56:26,33888
2023-07-05 20:56:28,33889
2023-07-05 22:25:01,39202
2023-07-05 22:26:33,39295
2023-07-05 22:26:34,39295
2023-07-05 22:26:34,39295
2023-07-05 22:27:33,39355
2023-07-05 22:27:33,39355
2023-07-05 22:27:34,39355
2023-07-05 22:28:34,39415
2023-07-05 22:28:34,39415
2023-07-05 22:29:34,39475
2023-07-05 22:29:34,39475
2023-07-05 22:32:24,39645
2023-07-05 22:33:24,39705
2023-07-06 00:02:53,45075
2023-07-06 03:35:44,57845
2023-07-06 03:36:44,57905
2023-07-06 03:38:44,58025
2023-07-06 03:41:34,58195
2023-07-06 03:43:34,58315
2023-07-06 03:56:13,59075
2023-07-06 09:32:34,13720
2023-07-06 09:56:55,15180
2023-07-06 09:57:54,15240
2023-07-06 09:58:55,15300
2023-07-06 09:58:55,15300
2023-07-06 10:00:44,15410
2023-07-06 10:00:44,15410
2023-07-06 11:30:14,20780
2023-07-06 11:31:14,20840
2023-07-06 11:34:04,21010
2023-07-06 11:35:04,21070
2023-07-06 11:35:04,21070
2023-07-06 11:36:04,21130
2023-07-06 11:37:04,21190
2023-07-06 11:37:04,21190
2023-07-06 13:09:25,26730
2023-07-06 13:10:24,26790
2023-07-06 13:10:24,26790
2023-07-06 14:24:15,31220
2023-07-06 14:25:16,31280
2023-07-06 14:27:16,31400
2023-07-06 18:01:04,44230
2023-07-06 18:02:04,44290
2023-07-06 22:23:35,59980
2023-07-06 22:30:50,60416
2023-07-07 03:36:36,13225
2023-07-07 03:37:36,13285
2023-07-07 03:39:36,13405
2023-07-07 03:40:36,13465
2023-07-07 03:55:05,14335
2023-07-07 03:56:05,14395
2023-07-07 11:31:05,41695
2023-07-07 11:32:04,41755
2023-07-07 11:32:05,41755
2023-07-07 11:33:04,41815
2023-07-07 11:33:05,41815
2023-07-07 11:34:55,41925
2023-07-07 11:34:55,41925
2023-07-07 11:35:54,41985
2023-07-07 11:36:54,42045
2023-07-07 11:38:55,42165
2023-07-07 11:41:45,42335
2023-07-07 13:08:14,47525
2023-07-07 13:09:14,47585
2023-07-07 13:10:14,47645
2023-07-07 18:00:54,65085
2023-07-07 20:47:16,9530
2023-07-08 03:31:36,33790
2023-07-08 03:32:36,33850
2023-07-08 03:33:36,33910
2023-07-08 03:34:36,33970
2023-07-08 03:35:36,34030
2023-07-08 03:37:26,34140
2023-07-08 03:38:26,34200
2023-07-08 04:43:35,38110
2023-07-08 04:44:35,38170
2023-07-08 04:45:35,38230
2023-07-08 04:45:35,38230
2023-07-08 09:57:35,56950
2023-07-08 11:31:55,62610
2023-07-08 11:31:55,62610
2023-07-08 11:32:55,62670
2023-07-08 11:33:55,62730
2023-07-08 23:56:36,41755
2023-07-08 23:58:36,41875
2023-07-09 00:00:36,41995
2023-07-09 03:32:26,54705
2023-07-09 03:32:26,54705
2023-07-09 03:33:26,54765
2023-07-09 03:33:26,54765
2023-07-09 03:38:16,55055
2023-07-09 03:38:16,55055
2023-07-09 04:39:35,58735
2023-07-09 09:52:36,11980
2023-07-09 09:53:36,12040
2023-07-09 09:54:36,12100
2023-07-09 09:57:26,12270
2023-07-09 09:58:26,12330
2023-07-09 11:28:56,17760
2023-07-09 11:30:46,17870
2023-07-09 11:31:46,17930
2023-07-09 11:31:46,17930
2023-07-09 13:05:06,23530
2023-07-09 13:06:06,23590
2023-07-09 13:07:06,23650
2023-07-09 15:01:47,30530
2023-07-09 15:02:47,30590
2023-07-09 15:04:47,30710
2023-07-09 20:44:56,51120
2023-07-09 22:19:16,56780
2023-07-09 22:20:16,56840
2023-07-09 22:20:17,56840
2023-07-09 22:22:16,56960
2023-07-09 23:51:36,62320
2023-07-09 23:52:36,62380
2023-07-09 23:53:36,62440
2023-07-09 23:54:36,62500
2023-07-09 23:54:37,62500
2023-07-09 23:54:37,62500
2023-07-10 01:56:09,4255
2023-07-10 01:56:09,4255
2023-07-10 01:57:07,4315
2023-07-10 01:57:07,4315
2023-07-10 01:58:08,4375
2023-07-10 01:58:08,4375
2023-07-10 03:33:17,10085
2023-07-10 03:33:17,10085
2023-07-10 03:33:19,10085
2023-07-10 03:33:19,10085
2023-07-10 03:34:17,10145
2023-07-10 03:34:17,10145
2023-07-10 03:34:18,10145
2023-07-10 03:34:18,10145
2023-07-10 03:35:17,10205
2023-07-10 03:35:17,10205
2023-07-10 03:36:17,10265
2023-07-10 03:36:17,10265
2023-07-10 03:37:17,10325
2023-07-10 03:37:17,10325
2023-07-10 04:21:57,13005
2023-07-10 04:21:57,13005
2023-07-10 09:56:27,33075
2023-07-10 09:56:27,33075
2023-07-10 11:26:47,38495
2023-07-10 11:26:47,38495
2023-07-10 11:27:47,38555
2023-07-10 11:27:47,38555
2023-07-10 11:27:47,38555
2023-07-10 11:27:47,38555
2023-07-10 11:28:46,38615
2023-07-10 11:28:46,38615
2023-07-10 11:28:46,38615
2023-07-10 11:28:46,38615
2023-07-10 11:29:46,38675
2023-07-10 11:29:46,38675
2023-07-10 11:29:47,38675
2023-07-10 11:29:47,38675
2023-07-10 11:31:37,38785
2023-07-10 11:31:37,38785
2023-07-10 11:31:37,38785
2023-07-10 11:31:37,38785
2023-07-10 11:33:37,38905
2023-07-10 11:33:37,38905
2023-07-10 13:04:57,44385
2023-07-10 13:04:57,44385
2023-07-10 13:07:56,44565
2023-07-10 13:07:56,44565
2023-07-10 17:56:36,61885
2023-07-10 17:56:36,61885
2023-07-10 20:39:58,6150
2023-07-10 20:39:58,6150
2023-07-10 20:42:57,6330
2023-07-10 20:42:57,6330
2023-07-10 22:17:18,11990
2023-07-10 22:17:18,11990
2023-07-10 22:44:27,13620
2023-07-10 22:44:27,13620
2023-07-11 03:28:19,30650
2023-07-11 03:28:19,30650
2023-07-11 03:29:20,30710
2023-07-11 03:29:20,30710
2023-07-11 03:30:20,30770
2023-07-11 03:30:20,30770
2023-07-11 03:47:47,31820
2023-07-11 03:47:47,31820
2023-07-11 03:49:47,31940
2023-07-11 03:49:47,31940
2023-07-11 09:51:27,53640
2023-07-11 09:51:27,53640
2023-07-11 09:53:17,53750
2023-07-11 09:53:17,53750
2023-07-11 11:22:47,59120
2023-07-11 11:22:47,59120
2023-07-11 11:24:47,59240
2023-07-11 11:24:47,59240
2023-07-11 11:26:37,59350
2023-07-11 11:26:37,59350
2023-07-11 11:27:37,59410
2023-07-11 11:27:37,59410
2023-07-11 11:27:37,59410
2023-07-11 11:27:37,59410
2023-07-11 11:28:37,59470
2023-07-11 11:28:37,59470
2023-07-11 13:00:57,65010
2023-07-11 13:00:57,65010
2023-07-11 13:01:57,65070
2023-07-11 13:01:57,65070
2023-07-11 13:05:47,65300
2023-07-11 13:05:47,65300
2023-07-11 13:53:28,2625
2023-07-11 13:53:28,2625
2023-07-11 13:55:28,2745
2023-07-11 13:55:28,2745
2023-07-11 14:09:57,3615
2023-07-11 14:09:57,3615
2023-07-11 14:10:57,3675
2023-07-11 14:10:57,3675
2023-07-11 14:11:57,3735
2023-07-11 14:11:57,3735
2023-07-11 14:12:57,3795
2023-07-11 14:12:57,3795
2023-07-11 14:13:57,3855
2023-07-11 14:13:57,3855
2023-07-11 14:59:38,6595
2023-07-11 14:59:38,6595
2023-07-11 15:00:38,6655
2023-07-11 15:00:38,6655
2023-07-11 17:52:38,16975
2023-07-11 17:52:38,16975
2023-07-11 17:53:38,17035
2023-07-11 17:53:38,17035
2023-07-11 17:53:38,17035
2023-07-11 17:53:38,17035
2023-07-11 17:53:38,17035
2023-07-11 17:53:38,17035
2023-07-11 17:54:38,17095
2023-07-11 17:54:38,17095
2023-07-11 17:54:38,17095
2023-07-11 17:54:38,17095
2023-07-11 22:19:58,33015
2023-07-11 22:19:58,33015
2023-07-11 22:20:58,33075
2023-07-11 23:53:18,38615
2023-07-11 23:54:18,38675
2023-07-12 03:29:06,51565
2023-07-12 03:30:06,51625
2023-07-12 03:31:06,51685
2023-07-12 03:32:06,51745
2023-07-12 09:51:18,8960
2023-07-12 11:21:38,14380
2023-07-12 11:22:38,14440
2023-07-12 11:23:38,14500
2023-07-12 11:23:38,14500
2023-07-12 11:25:38,14620
2023-07-12 11:27:28,14730
2023-07-12 13:03:48,20510
2023-07-12 14:53:39,27100
2023-07-12 14:54:38,27160
2023-07-12 14:55:38,27220
2023-07-12 14:57:28,27330
2023-07-12 14:58:28,27390
2023-07-12 19:08:18,42380
2023-07-12 20:41:38,47980
2023-07-12 22:15:58,53640
2023-07-12 22:16:58,53700
2023-07-12 22:17:58,53760
2023-07-13 03:27:10,6775
2023-07-13 03:28:10,6835
2023-07-13 03:29:59,6945
2023-07-13 03:30:00,6945
2023-07-13 03:30:59,7005
2023-07-13 03:31:00,7005
2023-07-13 03:31:59,7065
2023-07-13 05:15:59,13305
2023-07-13 09:49:09,29695
2023-07-13 09:50:09,29755
2023-07-13 09:51:09,29815
2023-07-13 11:19:39,35125
2023-07-13 11:22:29,35295
2023-07-13 12:57:49,41015
2023-07-13 12:58:48,41075
2023-07-13 12:59:49,41135
2023-07-13 13:02:39,41305
2023-07-13 17:48:28,58455
2023-07-13 20:36:39,3010
2023-07-13 20:37:39,3070
2023-07-13 20:37:39,3070
2023-07-13 20:38:39,3130
2023-07-13 20:38:39,3130
2023-07-13 20:39:39,3190
2023-07-13 20:40:39,3250
2023-07-13 22:13:00,8790
2023-07-13 22:14:00,8850
2023-07-13 22:43:09,10600
2023-07-13 23:46:19,14390
2023-07-13 23:47:20,14450
2023-07-14 05:12:59,33990
2023-07-14 09:45:09,50320
2023-07-14 09:46:09,50380
2023-07-14 09:47:09,50440
2023-07-14 09:48:09,50500
2023-07-14 10:50:19,54230
2023-07-14 11:23:19,56210
2023-07-14 11:24:19,56270
2023-07-14 12:59:39,61990
2023-07-14 13:49:09,64960
2023-07-14 13:52:09,65140
2023-07-14 17:01:40,10975
2023-07-14 17:02:40,11035
2023-07-14 20:34:40,23755
2023-07-14 20:40:46,24121
2023-07-14 22:09:00,29415
2023-07-15 03:23:00,48255
2023-07-15 03:24:00,48315
2023-07-15 03:25:50,48425
2023-07-15 03:26:49,48485
2023-07-15 03:26:50,48485
2023-07-15 03:27:49,48545
2023-07-15 05:10:48,54725
2023-07-15 05:11:48,54785
2023-07-15 06:07:20,58115
2023-07-15 10:46:20,9320
