"Time","tlm_mb_solarpanel_1_current(mA)"
2023-09-11 03:00:00,323 mA
2023-09-12 03:00:00,2.7 mA
2023-09-12 03:00:00,2.9 mA
2023-09-12 03:00:00,3.4 mA
2023-09-12 03:00:00,3.2 mA
2023-09-12 03:00:00,556 mA
2023-09-12 03:00:00,772 mA
2023-09-12 03:00:00,6.1 mA
2023-09-12 03:00:00,5.6 mA
2023-09-12 03:00:00,568 mA
2023-09-12 03:00:00,69 mA
2023-09-12 03:00:00,187 mA
2023-09-12 03:00:00,164 mA
2023-09-12 03:00:00,736 mA
2023-09-12 03:00:00,322 mA
2023-09-12 03:00:00,391 mA
2023-09-12 03:00:00,7.8 mA
2023-09-12 03:00:00,408 mA
2023-09-12 03:00:00,290 mA
2023-09-12 03:00:00,195 mA
2023-09-13 03:00:00,84 mA
2023-09-13 03:00:00,2.7 mA
2023-09-13 03:00:00,2.9 mA
2023-09-13 03:00:00,3.4 mA
2023-09-13 03:00:00,95 mA
2023-09-13 03:00:00,493 mA
2023-09-13 03:00:00,616 mA
2023-09-13 03:00:00,400 mA
2023-09-13 03:00:00,546 mA
2023-09-13 03:00:00,649 mA
2023-09-13 03:00:00,31 mA
2023-09-13 03:00:00,515 mA
2023-09-13 03:00:00,112 mA
2023-09-13 03:00:00,696 mA
2023-09-13 03:00:00,695 mA
2023-09-13 03:00:00,74 mA
2023-09-13 03:00:00,29 mA
2023-09-13 03:00:00,174 mA
2023-09-13 03:00:00,58 mA
2023-09-13 03:00:00,30 mA
2023-09-14 03:00:00,2.7 mA
2023-09-14 03:00:00,2.9 mA
2023-09-14 03:00:00,3.2 mA
2023-09-14 03:00:00,3.4 mA
2023-09-14 03:00:00,411 mA
2023-09-14 03:00:00,567 mA
2023-09-14 03:00:00,444 mA
2023-09-14 03:00:00,486 mA
2023-09-14 03:00:00,5.9 mA
2023-09-14 03:00:00,56 mA
2023-09-14 03:00:00,145 mA
2023-09-14 03:00:00,452 mA
2023-09-14 03:00:00,293 mA
2023-09-14 03:00:00,289 mA
2023-09-14 03:00:00,3.7 mA
2023-09-14 03:00:00,373 mA
2023-09-14 03:00:00,12 mA
2023-09-14 03:00:00,98 mA
2023-09-14 03:00:00,51 mA
2023-09-14 03:00:00,446 mA
2023-09-14 03:00:00,6.1 mA
2023-09-14 03:00:00,79 mA
2023-09-14 03:00:00,556 mA
2023-09-14 03:00:00,335 mA
2023-09-14 03:00:00,725 mA
2023-09-14 03:00:00,485 mA
2023-09-14 03:00:00,286 mA
2023-09-14 03:00:00,29 mA
2023-09-15 03:00:00,2.7 mA
2023-09-15 03:00:00,2.9 mA
2023-09-15 03:00:00,3.4 mA
2023-09-15 03:00:00,173 mA
2023-09-15 03:00:00,3.2 mA
2023-09-15 03:00:00,370 mA
2023-09-15 03:00:00,306 mA
2023-09-15 03:00:00,479 mA
2023-09-15 03:00:00,421 mA
2023-09-15 03:00:00,738 mA
2023-09-15 03:00:00,251 mA
2023-09-15 03:00:00,474 mA
2023-09-15 03:00:00,406 mA
2023-09-15 03:00:00,305 mA
2023-09-15 03:00:00,583 mA
2023-09-15 03:00:00,559 mA
2023-09-15 03:00:00,746 mA
2023-09-15 03:00:00,434 mA
2023-09-15 03:00:00,307 mA
2023-09-15 03:00:00,86 mA
2023-09-15 03:00:00,5.9 mA
2023-09-15 03:00:00,376 mA
2023-09-15 03:00:00,207 mA
2023-09-16 03:00:00,2.7 mA
2023-09-16 03:00:00,2.9 mA
2023-09-16 03:00:00,674 mA
2023-09-16 03:00:00,655 mA
2023-09-16 03:00:00,589 mA
2023-09-16 03:00:00,784 mA
2023-09-16 03:00:00,637 mA
2023-09-16 03:00:00,383 mA
2023-09-16 03:00:00,209 mA
2023-09-16 03:00:00,13 mA
2023-09-16 03:00:00,31 mA
2023-09-16 03:00:00,176 mA
2023-09-16 03:00:00,154 mA
2023-09-16 03:00:00,625 mA
2023-09-16 03:00:00,394 mA
2023-09-16 03:00:00,402 mA
2023-09-16 03:00:00,258 mA
2023-09-16 03:00:00,356 mA
2023-09-16 03:00:00,520 mA
2023-09-16 03:00:00,589 mA
2023-09-16 03:00:00,145 mA
2023-09-16 03:00:00,11 mA
2023-09-17 03:00:00,2.7 mA
2023-09-17 03:00:00,2.9 mA
2023-09-17 03:00:00,302 mA
2023-09-17 03:00:00,727 mA
2023-09-17 03:00:00,381 mA
2023-09-17 03:00:00,9.3 mA
2023-09-17 03:00:00,289 mA
2023-09-17 03:00:00,6.8 mA
2023-09-17 03:00:00,316 mA
2023-09-17 03:00:00,186 mA
2023-09-17 03:00:00,764 mA
2023-09-17 03:00:00,222 mA
2023-09-17 03:00:00,31 mA
2023-09-17 03:00:00,78 mA
2023-09-17 03:00:00,603 mA
2023-09-17 03:00:00,465 mA
2023-09-17 03:00:00,287 mA
2023-09-17 03:00:00,176 mA
2023-09-18 03:00:00,2.7 mA
2023-09-18 03:00:00,2.9 mA
2023-09-18 03:00:00,510 mA
2023-09-18 03:00:00,3.2 mA
2023-09-18 03:00:00,3.4 mA
2023-09-18 03:00:00,641 mA
2023-09-18 03:00:00,657 mA
2023-09-18 03:00:00,430 mA
2023-09-18 03:00:00,608 mA
2023-09-18 03:00:00,376 mA
2023-09-18 03:00:00,528 mA
2023-09-18 03:00:00,537 mA
2023-09-18 03:00:00,509 mA
2023-09-18 03:00:00,369 mA
2023-09-18 03:00:00,5.9 mA
2023-09-18 03:00:00,103 mA
2023-09-18 03:00:00,74 mA
2023-09-18 03:00:00,179 mA
2023-09-18 03:00:00,313 mA
2023-09-18 03:00:00,14 mA
2023-09-18 03:00:00,26 mA
2023-09-18 03:00:00,439 mA
2023-09-18 03:00:00,356 mA
2023-09-18 03:00:00,215 mA
2023-09-18 03:00:00,728 mA
2023-09-18 03:00:00,5.6 mA
2023-09-18 03:00:00,38 mA
2023-09-18 03:00:00,37 mA
2023-09-19 03:00:00,2.7 mA
2023-09-19 03:00:00,29 mA
2023-09-19 03:00:00,3.2 mA
2023-09-19 03:00:00,519 mA
2023-09-19 03:00:00,147 mA
2023-09-19 03:00:00,565 mA
2023-09-19 03:00:00,602 mA
2023-09-19 03:00:00,248 mA
2023-09-19 03:00:00,5.6 mA
2023-09-19 03:00:00,3.4 mA
2023-09-19 03:00:00,273 mA
2023-09-19 03:00:00,2.9 mA
2023-09-19 03:00:00,152 mA
2023-09-19 03:00:00,77 mA
2023-09-19 03:00:00,393 mA
2023-09-19 03:00:00,235 mA
2023-09-19 03:00:00,15 mA
2023-09-19 03:00:00,17 mA
2023-09-19 03:00:00,32 mA
2023-09-19 03:00:00,159 mA
2023-09-19 03:00:00,70 mA
2023-09-19 03:00:00,12 mA
2023-09-19 03:00:00,200 mA
2023-09-20 03:00:00,2.4 mA
2023-09-20 03:00:00,2.7 mA
2023-09-20 03:00:00,3.4 mA
2023-09-20 03:00:00,3.2 mA
2023-09-20 03:00:00,386 mA
2023-09-20 03:00:00,14 mA
2023-09-20 03:00:00,164 mA
2023-09-20 03:00:00,46 mA
2023-09-20 03:00:00,24 mA
2023-09-20 03:00:00,298 mA
2023-09-20 03:00:00,12 mA
2023-09-20 03:00:00,6.3 mA
2023-09-20 03:00:00,64 mA
2023-09-20 03:00:00,493 mA
2023-09-20 03:00:00,21 mA
2023-09-20 03:00:00,56 mA
2023-09-20 03:00:00,5.9 mA
2023-09-20 03:00:00,129 mA
2023-09-21 03:00:00,2.4 mA
2023-09-21 03:00:00,2.7 mA
2023-09-21 03:00:00,3.2 mA
2023-09-21 03:00:00,2.9 mA
2023-09-21 03:00:00,109 mA
2023-09-21 03:00:00,87 mA
2023-09-21 03:00:00,598 mA
2023-09-21 03:00:00,5.9 mA
2023-09-21 03:00:00,5.4 mA
2023-09-21 03:00:00,13 mA
2023-09-21 03:00:00,25 mA
2023-09-21 03:00:00,66 mA
2023-09-21 03:00:00,250 mA
2023-09-21 03:00:00,611 mA
2023-09-21 03:00:00,208 mA
2023-09-21 03:00:00,31 mA
2023-09-21 03:00:00,103 mA
2023-09-22 03:00:00,3.2 mA
2023-09-22 03:00:00,17 mA
2023-09-22 03:00:00,35 mA
2023-09-22 03:00:00,63 mA
2023-09-22 03:00:00,46 mA
2023-09-22 03:00:00,2.4 mA
2023-09-22 03:00:00,173 mA
2023-09-22 03:00:00,29 mA
2023-09-22 03:00:00,3.4 mA
2023-09-22 03:00:00,7.3 mA
2023-09-22 03:00:00,678 mA
2023-09-22 03:00:00,742 mA
2023-09-22 03:00:00,72 mA
2023-09-22 03:00:00,5.4 mA
2023-09-23 03:00:00,23 mA
2023-09-23 03:00:00,13 mA
2023-09-23 03:00:00,5.4 mA
2023-09-23 03:00:00,2.9 mA
2023-09-23 03:00:00,20 mA
2023-09-23 03:00:00,64 mA
2023-09-23 03:00:00,13 mA
2023-09-23 03:00:00,18 mA
2023-09-23 03:00:00,43 mA
2023-09-23 03:00:00,2.2 mA
2023-09-23 03:00:00,2.4 mA
2023-09-23 03:00:00,95 mA
2023-09-23 03:00:00,3.2 mA
2023-09-23 03:00:00,6.6 mA
2023-09-23 03:00:00,823 mA
2023-09-23 03:00:00,546 mA
2023-09-24 03:00:00,121 mA
2023-09-24 03:00:00,164 mA
2023-09-24 03:00:00,2.9 mA
2023-09-24 03:00:00,2.7 mA
2023-09-24 03:00:00,7.1 mA
2023-09-24 03:00:00,51 mA
2023-09-24 03:00:00,22 mA
2023-09-24 03:00:00,39 mA
2023-09-24 03:00:00,45 mA
2023-09-24 03:00:00,27 mA
2023-09-24 03:00:00,2.2 mA
2023-09-24 03:00:00,208 mA
2023-09-24 03:00:00,140 mA
2023-09-24 03:00:00,21 mA
2023-09-24 03:00:00,92 mA
2023-09-24 03:00:00,530 mA
2023-09-24 03:00:00,188 mA
2023-09-25 03:00:00,20 mA
2023-09-25 03:00:00,2.9 mA
2023-09-25 03:00:00,364 mA
2023-09-25 03:00:00,17 mA
2023-09-25 03:00:00,28 mA
2023-09-25 03:00:00,32 mA
2023-09-25 03:00:00,34 mA
2023-09-25 03:00:00,6.1 mA
2023-09-25 03:00:00,327 mA
2023-09-25 03:00:00,137 mA
2023-09-25 03:00:00,297 mA
2023-09-25 03:00:00,2.2 mA
2023-09-25 03:00:00,5.4 mA
2023-09-25 03:00:00,16 mA
2023-09-26 03:00:00,9.0 mA
2023-09-26 03:00:00,11 mA
2023-09-26 03:00:00,5.6 mA
2023-09-26 03:00:00,2.9 mA
2023-09-26 03:00:00,2.7 mA
2023-09-26 03:00:00,14 mA
2023-09-26 03:00:00,59 mA
2023-09-26 03:00:00,171 mA
2023-09-26 03:00:00,16 mA
2023-09-26 03:00:00,260 mA
2023-09-26 03:00:00,109 mA
2023-09-26 03:00:00,5.9 mA
2023-09-26 03:00:00,2.2 mA
2023-09-26 03:00:00,29 mA
2023-09-26 03:00:00,195 mA
2023-09-26 03:00:00,183 mA
2023-09-26 03:00:00,3.2 mA
2023-09-26 03:00:00,167 mA
2023-09-26 03:00:00,12 mA
2023-09-27 03:00:00,263 mA
2023-09-27 03:00:00,3.2 mA
2023-09-27 03:00:00,2.9 mA
2023-09-27 03:00:00,2.7 mA
2023-09-27 03:00:00,43 mA
2023-09-27 03:00:00,20 mA
2023-09-27 03:00:00,207 mA
2023-09-27 03:00:00,13 mA
2023-09-27 03:00:00,258 mA
2023-09-27 03:00:00,20 mA
2023-09-27 03:00:00,135 mA
2023-09-27 03:00:00,2.2 mA
2023-09-27 03:00:00,4.4 mA
2023-09-27 03:00:00,674 mA
2023-09-27 03:00:00,500 mA
2023-09-28 03:00:00,3.2 mA
2023-09-28 03:00:00,118 mA
2023-09-28 03:00:00,87 mA
2023-09-28 03:00:00,271 mA
2023-09-28 03:00:00,292 mA
2023-09-28 03:00:00,27 mA
2023-09-28 03:00:00,18 mA
2023-09-28 03:00:00,2.9 mA
2023-09-28 03:00:00,2.7 mA
2023-09-28 03:00:00,377 mA
2023-09-28 03:00:00,24 mA
2023-09-28 03:00:00,8.8 mA
2023-09-28 03:00:00,5.9 mA
2023-09-28 03:00:00,49 mA
2023-09-28 03:00:00,2.2 mA
2023-09-28 03:00:00,16 mA
2023-09-28 03:00:00,676 mA
2023-09-28 03:00:00,629 mA
2023-09-28 03:00:00,234 mA
2023-09-29 03:00:00,34 mA
2023-09-29 03:00:00,2.9 mA
2023-09-29 03:00:00,20 mA
2023-09-29 03:00:00,11 mA
2023-09-29 03:00:00,5.6 mA
2023-09-29 03:00:00,145 mA
2023-09-29 03:00:00,183 mA
2023-09-29 03:00:00,18 mA
2023-09-29 03:00:00,491 mA
2023-09-29 03:00:00,2.2 mA
2023-09-29 03:00:00,643 mA
2023-09-29 03:00:00,11 mA
2023-09-29 03:00:00,28 mA
2023-09-29 03:00:00,28 mA
2023-09-29 03:00:00,7.1 mA
2023-09-30 03:00:00,9.3 mA
2023-09-30 03:00:00,2.9 mA
2023-09-30 03:00:00,30 mA
2023-09-30 03:00:00,392 mA
2023-09-30 03:00:00,98 mA
2023-09-30 03:00:00,11 mA
2023-09-30 03:00:00,456 mA
2023-09-30 03:00:00,656 mA
2023-09-30 03:00:00,3.2 mA
2023-09-30 03:00:00,6.1 mA
2023-10-01 03:00:00,62 mA
2023-10-01 03:00:00,16 mA
2023-10-01 03:00:00,30 mA
2023-10-01 03:00:00,11 mA
2023-10-01 03:00:00,10 mA
2023-10-01 03:00:00,66 mA
2023-10-01 03:00:00,9.0 mA
2023-10-01 03:00:00,2.9 mA
2023-10-01 03:00:00,2.7 mA
2023-10-01 03:00:00,5.9 mA
2023-10-01 03:00:00,12 mA
2023-10-01 03:00:00,452 mA
2023-10-01 03:00:00,6.3 mA
2023-10-01 03:00:00,8.1 mA
2023-10-01 03:00:00,489 mA
2023-10-01 03:00:00,12 mA
2023-10-01 03:00:00,46 mA
2023-10-01 03:00:00,2.2 mA
2023-10-01 03:00:00,3.2 mA
2023-10-01 03:00:00,10 mA
2023-10-02 03:00:00,72 mA
2023-10-02 03:00:00,67 mA
2023-10-02 03:00:00,18 mA
2023-10-02 03:00:00,15 mA
2023-10-02 03:00:00,40 mA
2023-10-02 03:00:00,21 mA
2023-10-02 03:00:00,2.7 mA
2023-10-02 03:00:00,5.9 mA
2023-10-02 03:00:00,32 mA
2023-10-02 03:00:00,63 mA
2023-10-02 03:00:00,17 mA
2023-10-02 03:00:00,30 mA
2023-10-02 03:00:00,2.2 mA
2023-10-02 03:00:00,2.9 mA
2023-10-02 03:00:00,557 mA
2023-10-02 03:00:00,311 mA
2023-10-02 03:00:00,12 mA
2023-10-03 03:00:00,10 mA
2023-10-03 03:00:00,7.6 mA
2023-10-03 03:00:00,7.1 mA
2023-10-03 03:00:00,2.7 mA
2023-10-03 03:00:00,2.9 mA
2023-10-03 03:00:00,532 mA
2023-10-03 03:00:00,309 mA
2023-10-03 03:00:00,25 mA
2023-10-03 03:00:00,11 mA
2023-10-03 03:00:00,28 mA
2023-10-03 03:00:00,36 mA
2023-10-03 03:00:00,29 mA
2023-10-03 03:00:00,2.2 mA
2023-10-03 03:00:00,5.1 mA
2023-10-03 03:00:00,677 mA
2023-10-03 03:00:00,75 mA
2023-10-03 03:00:00,207 mA
2023-10-03 03:00:00,3.2 mA
2023-10-03 03:00:00,145 mA
2023-10-03 03:00:00,15 mA
2023-10-04 03:00:00,31 mA
2023-10-04 03:00:00,17 mA
2023-10-04 03:00:00,2.9 mA
2023-10-04 03:00:00,28 mA
2023-10-04 03:00:00,165 mA
2023-10-04 03:00:00,15 mA
2023-10-04 03:00:00,184 mA
2023-10-04 03:00:00,12 mA
2023-10-04 03:00:00,23 mA
2023-10-04 03:00:00,2.2 mA
2023-10-04 03:00:00,6.8 mA
2023-10-04 03:00:00,52 mA
2023-10-04 03:00:00,9.0 mA
2023-10-04 03:00:00,8.3 mA
2023-10-05 03:00:00,31 mA
2023-10-05 03:00:00,15 mA
2023-10-05 03:00:00,6.1 mA
2023-10-05 03:00:00,2.9 mA
2023-10-05 03:00:00,2.7 mA
2023-10-05 03:00:00,25 mA
2023-10-05 03:00:00,97 mA
2023-10-05 03:00:00,22 mA
2023-10-05 03:00:00,230 mA
2023-10-05 03:00:00,11 mA
2023-10-05 03:00:00,123 mA
2023-10-05 03:00:00,12 mA
2023-10-05 03:00:00,16 mA
2023-10-05 03:00:00,26 mA
2023-10-05 03:00:00,54 mA
2023-10-05 03:00:00,34 mA
2023-10-05 03:00:00,2.2 mA
2023-10-05 03:00:00,406 mA
2023-10-05 03:00:00,506 mA
2023-10-05 03:00:00,493 mA
2023-10-05 03:00:00,6.3 mA
2023-10-05 03:00:00,111 mA
2023-10-05 03:00:00,49 mA
2023-10-05 03:00:00,99 mA
2023-10-05 03:00:00,602 mA
2023-10-05 03:00:00,21 mA
2023-10-06 03:00:00,14 mA
2023-10-06 03:00:00,11 mA
2023-10-06 03:00:00,71 mA
2023-10-06 03:00:00,5.6 mA
2023-10-06 03:00:00,35 mA
2023-10-06 03:00:00,13 mA
2023-10-06 03:00:00,2.9 mA
2023-10-06 03:00:00,2.7 mA
2023-10-06 03:00:00,337 mA
2023-10-06 03:00:00,264 mA
2023-10-06 03:00:00,594 mA
2023-10-06 03:00:00,20 mA
2023-10-06 03:00:00,6.8 mA
2023-10-06 03:00:00,6.6 mA
2023-10-06 03:00:00,647 mA
2023-10-06 03:00:00,17 mA
2023-10-06 03:00:00,15 mA
2023-10-06 03:00:00,100 mA
2023-10-06 03:00:00,10 mA
2023-10-06 03:00:00,16 mA
2023-10-06 03:00:00,152 mA
2023-10-06 03:00:00,30 mA
2023-10-06 03:00:00,2.2 mA
2023-10-06 03:00:00,115 mA
2023-10-06 03:00:00,12 mA
2023-10-06 03:00:00,202 mA
2023-10-06 03:00:00,134 mA
2023-10-06 03:00:00,571 mA
2023-10-06 03:00:00,170 mA
2023-10-06 03:00:00,501 mA
2023-10-06 03:00:00,128 mA
2023-10-06 03:00:00,463 mA
2023-10-06 03:00:00,515 mA
2023-10-06 03:00:00,114 mA
2023-10-06 03:00:00,218 mA
2023-10-06 03:00:00,5.4 mA
2023-10-06 03:00:00,40 mA
2023-10-06 03:00:00,8.3 mA
2023-10-06 03:00:00,146 mA
2023-10-06 03:00:00,38 mA
2023-10-06 03:00:00,33 mA
2023-10-07 03:00:00,129 mA
2023-10-07 03:00:00,5.6 mA
2023-10-07 03:00:00,188 mA
2023-10-07 03:00:00,6.3 mA
2023-10-07 03:00:00,22 mA
2023-10-07 03:00:00,25 mA
2023-10-07 03:00:00,2.7 mA
2023-10-07 03:00:00,31 mA
2023-10-07 03:00:00,8.8 mA
2023-10-07 03:00:00,2.9 mA
2023-10-07 03:00:00,8.1 mA
2023-10-07 03:00:00,23 mA
2023-10-07 03:00:00,42 mA
2023-10-07 03:00:00,58 mA
2023-10-07 03:00:00,9.8 mA
2023-10-07 03:00:00,114 mA
2023-10-07 03:00:00,430 mA
2023-10-07 03:00:00,211 mA
2023-10-07 03:00:00,119 mA
2023-10-07 03:00:00,135 mA
2023-10-07 03:00:00,28 mA
2023-10-07 03:00:00,2.2 mA
2023-10-07 03:00:00,2.4 mA
2023-10-07 03:00:00,11 mA
2023-10-07 03:00:00,498 mA
2023-10-07 03:00:00,4.6 mA
2023-10-07 03:00:00,71 mA
2023-10-07 03:00:00,223 mA
2023-10-07 03:00:00,514 mA
2023-10-07 03:00:00,3.2 mA
2023-10-07 03:00:00,518 mA
2023-10-07 03:00:00,583 mA
2023-10-07 03:00:00,54 mA
2023-10-07 03:00:00,15 mA
2023-10-07 03:00:00,25 mA
2023-10-08 03:00:00,17 mA
2023-10-08 03:00:00,14 mA
2023-10-08 03:00:00,356 mA
2023-10-08 03:00:00,27 mA
2023-10-08 03:00:00,21 mA
2023-10-08 03:00:00,21 mA
2023-10-08 03:00:00,3.2 mA
2023-10-08 03:00:00,101 mA
2023-10-08 03:00:00,5.9 mA
2023-10-08 03:00:00,413 mA
2023-10-08 03:00:00,13 mA
2023-10-08 03:00:00,308 mA
2023-10-08 03:00:00,5.6 mA
2023-10-08 03:00:00,24 mA
2023-10-08 03:00:00,2.7 mA
2023-10-08 03:00:00,89 mA
2023-10-08 03:00:00,66 mA
2023-10-08 03:00:00,7.6 mA
2023-10-08 03:00:00,207 mA
2023-10-08 03:00:00,18 mA
2023-10-08 03:00:00,313 mA
2023-10-08 03:00:00,2.2 mA
2023-10-08 03:00:00,10 mA
2023-10-08 03:00:00,4.9 mA
2023-10-08 03:00:00,27 mA
2023-10-08 03:00:00,2.9 mA
2023-10-08 03:00:00,5.1 mA
2023-10-08 03:00:00,583 mA
2023-10-08 03:00:00,13 mA
2023-10-08 03:00:00,8.1 mA
2023-10-08 03:00:00,11 mA
2023-10-08 03:00:00,42 mA
2023-10-08 03:00:00,28 mA
2023-10-09 03:00:00,5.4 mA
2023-10-09 03:00:00,38 mA
2023-10-09 03:00:00,2.9 mA
2023-10-09 03:00:00,11 mA
2023-10-09 03:00:00,2.7 mA
2023-10-09 03:00:00,6.1 mA
2023-10-09 03:00:00,358 mA
2023-10-09 03:00:00,38 mA
2023-10-09 03:00:00,7.6 mA
2023-10-09 03:00:00,31 mA
2023-10-09 03:00:00,14 mA
2023-10-09 03:00:00,25 mA
2023-10-09 03:00:00,466 mA
2023-10-09 03:00:00,471 mA
2023-10-09 03:00:00,5.6 mA
2023-10-09 03:00:00,22 mA
2023-10-09 03:00:00,488 mA
2023-10-09 03:00:00,16 mA
2023-10-09 03:00:00,12 mA
2023-10-09 03:00:00,179 mA
2023-10-09 03:00:00,11 mA
2023-10-09 03:00:00,21 mA
2023-10-10 03:00:00,74 mA
2023-10-10 03:00:00,33 mA
2023-10-10 03:00:00,44 mA
2023-10-10 03:00:00,2.9 mA
2023-10-10 03:00:00,13 mA
2023-10-10 03:00:00,6.1 mA
2023-10-10 03:00:00,466 mA
2023-10-10 03:00:00,15 mA
2023-10-10 03:00:00,13 mA
2023-10-10 03:00:00,474 mA
2023-10-10 03:00:00,2.2 mA
2023-10-10 03:00:00,2.7 mA
2023-10-10 03:00:00,14 mA
2023-10-10 03:00:00,416 mA
2023-10-10 03:00:00,402 mA
2023-10-10 03:00:00,78 mA
2023-10-10 03:00:00,9.8 mA
2023-10-10 03:00:00,329 mA
2023-10-10 03:00:00,27 mA
2023-10-10 03:00:00,7.6 mA
2023-10-10 03:00:00,3.2 mA
2023-10-10 03:00:00,526 mA
2023-10-10 03:00:00,18 mA
2023-10-10 03:00:00,12 mA
2023-10-11 03:00:00,147 mA
2023-10-11 03:00:00,9.3 mA
2023-10-11 03:00:00,5.9 mA
2023-10-11 03:00:00,2.9 mA
2023-10-11 03:00:00,21 mA
2023-10-11 03:00:00,28 mA
2023-10-11 03:00:00,18 mA
2023-10-11 03:00:00,367 mA
2023-10-11 03:00:00,484 mA
2023-10-11 03:00:00,558 mA
2023-10-11 03:00:00,3.2 mA
2023-10-11 03:00:00,663 mA
2023-10-11 03:00:00,27 mA
2023-10-11 03:00:00,20 mA
2023-10-11 03:00:00,23 mA
2023-10-11 03:00:00,21 mA
2023-10-11 03:00:00,12 mA
2023-10-12 03:00:00,19 mA
2023-10-12 03:00:00,162 mA
2023-10-12 03:00:00,52 mA
2023-10-12 03:00:00,463 mA
2023-10-12 03:00:00,18 mA
2023-10-12 03:00:00,2.9 mA
2023-10-12 03:00:00,2.7 mA
2023-10-12 03:00:00,35 mA
2023-10-12 03:00:00,2.2 mA
2023-10-12 03:00:00,2.4 mA
2023-10-12 03:00:00,362 mA
2023-10-12 03:00:00,34 mA
2023-10-12 03:00:00,18 mA
2023-10-12 03:00:00,3.2 mA
2023-10-12 03:00:00,568 mA
2023-10-12 03:00:00,538 mA
2023-10-12 03:00:00,520 mA
2023-10-12 03:00:00,5.4 mA
2023-10-12 03:00:00,241 mA
2023-10-12 03:00:00,154 mA
2023-10-12 03:00:00,165 mA
2023-10-13 03:00:00,5.6 mA
2023-10-13 03:00:00,16 mA
2023-10-13 03:00:00,23 mA
2023-10-13 03:00:00,10 mA
2023-10-13 03:00:00,15 mA
2023-10-13 03:00:00,2.9 mA
2023-10-13 03:00:00,33 mA
2023-10-13 03:00:00,73 mA
2023-10-13 03:00:00,16 mA
2023-10-13 03:00:00,72 mA
2023-10-13 03:00:00,61 mA
2023-10-13 03:00:00,74 mA
2023-10-13 03:00:00,27 mA
2023-10-13 03:00:00,136 mA
2023-10-13 03:00:00,11 mA
2023-10-13 03:00:00,27 mA
2023-10-13 03:00:00,2.2 mA
2023-10-13 03:00:00,39 mA
2023-10-13 03:00:00,35 mA
2023-10-13 03:00:00,16 mA
2023-10-13 03:00:00,3.2 mA
2023-10-13 03:00:00,662 mA
2023-10-13 03:00:00,708 mA
2023-10-13 03:00:00,11 mA
2023-10-14 03:00:00,173 mA
2023-10-14 03:00:00,141 mA
2023-10-14 03:00:00,358 mA
2023-10-14 03:00:00,445 mA
2023-10-14 03:00:00,422 mA
2023-10-14 03:00:00,37 mA
2023-10-14 03:00:00,8.1 mA
2023-10-14 03:00:00,5.4 mA
2023-10-14 03:00:00,2.9 mA
2023-10-14 03:00:00,3.2 mA
2023-10-14 03:00:00,228 mA
2023-10-14 03:00:00,12 mA
2023-10-14 03:00:00,6.3 mA
2023-10-14 03:00:00,88 mA
2023-10-14 03:00:00,63 mA
2023-10-14 03:00:00,157 mA
2023-10-14 03:00:00,9.0 mA
2023-10-14 03:00:00,2.2 mA
2023-10-14 03:00:00,16 mA
2023-10-14 03:00:00,207 mA
2023-10-14 03:00:00,500 mA
2023-10-14 03:00:00,203 mA
2023-10-14 03:00:00,182 mA
2023-10-14 03:00:00,22 mA
2023-10-14 03:00:00,31 mA
2023-10-15 03:00:00,2.2 mA
2023-10-15 03:00:00,2.9 mA
2023-10-15 03:00:00,3.2 mA
2023-10-15 03:00:00,7.8 mA
2023-10-15 03:00:00,73 mA
2023-10-15 03:00:00,20 mA
2023-10-15 03:00:00,7.1 mA
2023-10-15 03:00:00,29 mA
2023-10-15 03:00:00,62 mA
2023-10-15 03:00:00,53 mA
2023-10-15 03:00:00,10 mA
2023-10-15 03:00:00,194 mA
2023-10-15 03:00:00,69 mA
2023-10-15 03:00:00,235 mA
2023-10-15 03:00:00,29 mA
2023-10-15 03:00:00,5.9 mA
2023-10-15 03:00:00,14 mA
2023-10-15 03:00:00,474 mA
2023-10-15 03:00:00,611 mA
2023-10-15 03:00:00,203 mA
2023-10-15 03:00:00,7.6 mA
2023-10-15 03:00:00,17 mA
2023-10-15 03:00:00,437 mA
2023-10-16 03:00:00,5.9 mA
2023-10-16 03:00:00,35 mA
2023-10-16 03:00:00,73 mA
2023-10-16 03:00:00,21 mA
2023-10-16 03:00:00,291 mA
2023-10-16 03:00:00,5.6 mA
2023-10-16 03:00:00,419 mA
2023-10-16 03:00:00,6.1 mA
2023-10-16 03:00:00,6.8 mA
2023-10-16 03:00:00,290 mA
2023-10-16 03:00:00,23 mA
2023-10-16 03:00:00,227 mA
2023-10-16 03:00:00,18 mA
2023-10-16 03:00:00,312 mA
2023-10-16 03:00:00,2.2 mA
2023-10-16 03:00:00,11 mA
2023-10-16 03:00:00,178 mA
2023-10-16 03:00:00,28 mA
2023-10-16 03:00:00,2.9 mA
2023-10-16 03:00:00,3.2 mA
2023-10-16 03:00:00,260 mA
2023-10-16 03:00:00,549 mA
2023-10-16 03:00:00,307 mA
2023-10-16 03:00:00,24 mA
2023-10-17 03:00:00,8.3 mA
2023-10-17 03:00:00,15 mA
2023-10-17 03:00:00,11 mA
2023-10-17 03:00:00,2.9 mA
2023-10-17 03:00:00,353 mA
2023-10-17 03:00:00,98 mA
2023-10-17 03:00:00,5.9 mA
2023-10-17 03:00:00,472 mA
2023-10-17 03:00:00,8.8 mA
2023-10-17 03:00:00,26 mA
2023-10-17 03:00:00,191 mA
