"Time","tlm_mb_solarpanel_1_current(mA)"
2023-07-21 03:00:00,223 mA
2023-07-21 03:00:00,195 mA
2023-07-21 03:00:00,441 mA
2023-07-21 03:00:00,386 mA
2023-07-21 03:00:00,118 mA
2023-07-21 03:00:00,23 mA
2023-07-21 03:00:00,579 mA
2023-07-21 03:00:00,17 mA
2023-07-21 03:00:00,5.4 mA
2023-07-21 03:00:00,314 mA
2023-07-21 03:00:00,70 mA
2023-07-21 03:00:00,13 mA
2023-07-21 03:00:00,33 mA
2023-07-21 03:00:00,399 mA
2023-07-21 03:00:00,177 mA
2023-07-21 03:00:00,2.9 mA
2023-07-21 03:00:00,395 mA
2023-07-21 03:00:00,106 mA
2023-07-21 03:00:00,24 mA
2023-07-21 03:00:00,3.2 mA
2023-07-21 03:00:00,172 mA
2023-07-21 03:00:00,21 mA
2023-07-21 03:00:00,374 mA
2023-07-21 03:00:00,854 mA
2023-07-21 03:00:00,300 mA
2023-07-21 03:00:00,307 mA
2023-07-21 03:00:00,166 mA
2023-07-21 03:00:00,179 mA
2023-07-21 03:00:00,17 mA
2023-07-21 03:00:00,56 mA
2023-07-22 03:00:00,111 mA
2023-07-22 03:00:00,185 mA
2023-07-22 03:00:00,5.4 mA
2023-07-22 03:00:00,48 mA
2023-07-22 03:00:00,339 mA
2023-07-22 03:00:00,23 mA
2023-07-22 03:00:00,380 mA
2023-07-22 03:00:00,472 mA
2023-07-22 03:00:00,444 mA
2023-07-22 03:00:00,7.1 mA
2023-07-22 03:00:00,492 mA
2023-07-22 03:00:00,199 mA
2023-07-22 03:00:00,2.7 mA
2023-07-22 03:00:00,3.4 mA
2023-07-22 03:00:00,7.8 mA
2023-07-22 03:00:00,699 mA
2023-07-22 03:00:00,231 mA
2023-07-22 03:00:00,585 mA
2023-07-22 03:00:00,2.9 mA
2023-07-22 03:00:00,113 mA
2023-07-22 03:00:00,146 mA
2023-07-22 03:00:00,427 mA
2023-07-22 03:00:00,33 mA
2023-07-22 03:00:00,299 mA
2023-07-22 03:00:00,28 mA
2023-07-22 03:00:00,739 mA
2023-07-23 03:00:00,18 mA
2023-07-23 03:00:00,77 mA
2023-07-23 03:00:00,447 mA
2023-07-23 03:00:00,38 mA
2023-07-23 03:00:00,210 mA
2023-07-23 03:00:00,302 mA
2023-07-23 03:00:00,2.9 mA
2023-07-23 03:00:00,509 mA
2023-07-23 03:00:00,58 mA
2023-07-23 03:00:00,298 mA
2023-07-23 03:00:00,430 mA
2023-07-23 03:00:00,379 mA
2023-07-23 03:00:00,474 mA
2023-07-23 03:00:00,713 mA
2023-07-23 03:00:00,585 mA
2023-07-23 03:00:00,759 mA
2023-07-23 03:00:00,178 mA
2023-07-23 03:00:00,719 mA
2023-07-23 03:00:00,192 mA
2023-07-23 03:00:00,427 mA
2023-07-23 03:00:00,36 mA
2023-07-23 03:00:00,162 mA
2023-07-24 03:00:00,432 mA
2023-07-24 03:00:00,5.6 mA
2023-07-24 03:00:00,9.8 mA
2023-07-24 03:00:00,335 mA
2023-07-24 03:00:00,575 mA
2023-07-24 03:00:00,15 mA
2023-07-24 03:00:00,237 mA
2023-07-24 03:00:00,31 mA
2023-07-24 03:00:00,118 mA
2023-07-24 03:00:00,2.7 mA
2023-07-24 03:00:00,2.9 mA
2023-07-24 03:00:00,101 mA
2023-07-24 03:00:00,42 mA
2023-07-24 03:00:00,139 mA
2023-07-24 03:00:00,39 mA
2023-07-24 03:00:00,316 mA
2023-07-24 03:00:00,56 mA
2023-07-24 03:00:00,258 mA
2023-07-24 03:00:00,745 mA
2023-07-24 03:00:00,121 mA
2023-07-24 03:00:00,676 mA
2023-07-24 03:00:00,196 mA
2023-07-24 03:00:00,476 mA
2023-07-24 03:00:00,174 mA
2023-07-24 03:00:00,208 mA
2023-07-24 03:00:00,254 mA
2023-07-24 03:00:00,347 mA
2023-07-25 03:00:00,270 mA
2023-07-25 03:00:00,53 mA
2023-07-25 03:00:00,172 mA
2023-07-25 03:00:00,6.6 mA
2023-07-25 03:00:00,129 mA
2023-07-25 03:00:00,60 mA
2023-07-25 03:00:00,18 mA
2023-07-25 03:00:00,12 mA
2023-07-25 03:00:00,167 mA
2023-07-25 03:00:00,90 mA
2023-07-25 03:00:00,757 mA
2023-07-25 03:00:00,612 mA
2023-07-25 03:00:00,20 mA
2023-07-25 03:00:00,9.0 mA
2023-07-25 03:00:00,2.9 mA
2023-07-25 03:00:00,331 mA
2023-07-25 03:00:00,314 mA
2023-07-25 03:00:00,603 mA
2023-07-25 03:00:00,16 mA
2023-07-25 03:00:00,5.6 mA
2023-07-25 03:00:00,236 mA
2023-07-25 03:00:00,5.4 mA
2023-07-25 03:00:00,139 mA
2023-07-26 03:00:00,21 mA
2023-07-26 03:00:00,136 mA
2023-07-26 03:00:00,390 mA
2023-07-26 03:00:00,6.3 mA
2023-07-26 03:00:00,487 mA
2023-07-26 03:00:00,13 mA
2023-07-26 03:00:00,265 mA
2023-07-26 03:00:00,105 mA
2023-07-26 03:00:00,297 mA
2023-07-26 03:00:00,25 mA
2023-07-26 03:00:00,334 mA
2023-07-26 03:00:00,205 mA
2023-07-26 03:00:00,3.2 mA
2023-07-26 03:00:00,302 mA
2023-07-26 03:00:00,332 mA
2023-07-26 03:00:00,234 mA
2023-07-26 03:00:00,209 mA
2023-07-26 03:00:00,433 mA
2023-07-26 03:00:00,391 mA
2023-07-26 03:00:00,213 mA
2023-07-26 03:00:00,388 mA
2023-07-26 03:00:00,56 mA
2023-07-26 03:00:00,47 mA
2023-07-26 03:00:00,24 mA
2023-07-26 03:00:00,31 mA
2023-07-26 03:00:00,2.9 mA
2023-07-26 03:00:00,241 mA
2023-07-26 03:00:00,352 mA
2023-07-26 03:00:00,672 mA
2023-07-26 03:00:00,352 mA
2023-07-26 03:00:00,524 mA
2023-07-26 03:00:00,376 mA
2023-07-26 03:00:00,430 mA
2023-07-26 03:00:00,566 mA
2023-07-26 03:00:00,715 mA
2023-07-26 03:00:00,266 mA
2023-07-26 03:00:00,503 mA
2023-07-26 03:00:00,23 mA
2023-07-26 03:00:00,233 mA
2023-07-27 03:00:00,191 mA
2023-07-27 03:00:00,65 mA
2023-07-27 03:00:00,102 mA
2023-07-27 03:00:00,380 mA
2023-07-27 03:00:00,301 mA
2023-07-27 03:00:00,236 mA
2023-07-27 03:00:00,196 mA
2023-07-27 03:00:00,510 mA
2023-07-27 03:00:00,289 mA
2023-07-27 03:00:00,5.4 mA
2023-07-27 03:00:00,7.3 mA
2023-07-27 03:00:00,424 mA
2023-07-27 03:00:00,14 mA
2023-07-27 03:00:00,361 mA
2023-07-27 03:00:00,473 mA
2023-07-27 03:00:00,146 mA
2023-07-27 03:00:00,569 mA
2023-07-27 03:00:00,364 mA
2023-07-27 03:00:00,359 mA
2023-07-27 03:00:00,552 mA
2023-07-27 03:00:00,275 mA
2023-07-27 03:00:00,2.9 mA
2023-07-27 03:00:00,237 mA
2023-07-27 03:00:00,26 mA
2023-07-27 03:00:00,413 mA
2023-07-27 03:00:00,659 mA
2023-07-27 03:00:00,581 mA
2023-07-27 03:00:00,508 mA
2023-07-27 03:00:00,737 mA
2023-07-27 03:00:00,157 mA
2023-07-27 03:00:00,424 mA
2023-07-27 03:00:00,634 mA
2023-07-27 03:00:00,183 mA
2023-07-27 03:00:00,387 mA
2023-07-27 03:00:00,5.6 mA
2023-07-27 03:00:00,46 mA
2023-07-27 03:00:00,639 mA
2023-07-27 03:00:00,350 mA
2023-07-27 03:00:00,130 mA
2023-07-27 03:00:00,344 mA
2023-07-27 03:00:00,279 mA
2023-07-27 03:00:00,466 mA
2023-07-28 03:00:00,5.6 mA
2023-07-28 03:00:00,441 mA
2023-07-28 03:00:00,29 mA
2023-07-28 03:00:00,347 mA
2023-07-28 03:00:00,202 mA
2023-07-28 03:00:00,330 mA
2023-07-28 03:00:00,258 mA
2023-07-28 03:00:00,289 mA
2023-07-28 03:00:00,143 mA
2023-07-28 03:00:00,360 mA
2023-07-28 03:00:00,279 mA
2023-07-28 03:00:00,157 mA
2023-07-28 03:00:00,2.9 mA
2023-07-28 03:00:00,238 mA
2023-07-28 03:00:00,289 mA
2023-07-28 03:00:00,323 mA
2023-07-28 03:00:00,251 mA
2023-07-28 03:00:00,544 mA
2023-07-28 03:00:00,796 mA
2023-07-28 03:00:00,538 mA
2023-07-28 03:00:00,557 mA
2023-07-28 03:00:00,165 mA
2023-07-28 03:00:00,459 mA
2023-07-28 03:00:00,372 mA
2023-07-28 03:00:00,288 mA
2023-07-28 03:00:00,144 mA
2023-07-29 03:00:00,3.2 mA
2023-07-29 03:00:00,399 mA
2023-07-29 03:00:00,439 mA
2023-07-29 03:00:00,316 mA
2023-07-29 03:00:00,224 mA
2023-07-29 03:00:00,325 mA
2023-07-29 03:00:00,333 mA
2023-07-29 03:00:00,612 mA
2023-07-29 03:00:00,7.8 mA
2023-07-29 03:00:00,2.9 mA
2023-07-29 03:00:00,375 mA
2023-07-29 03:00:00,485 mA
2023-07-29 03:00:00,720 mA
2023-07-29 03:00:00,125 mA
2023-07-29 03:00:00,239 mA
2023-07-29 03:00:00,479 mA
2023-07-29 03:00:00,308 mA
2023-07-29 03:00:00,160 mA
2023-07-29 03:00:00,776 mA
2023-07-29 03:00:00,12 mA
2023-07-29 03:00:00,335 mA
2023-07-29 03:00:00,455 mA
2023-07-29 03:00:00,245 mA
2023-07-29 03:00:00,247 mA
2023-07-29 03:00:00,207 mA
2023-07-30 03:00:00,435 mA
2023-07-30 03:00:00,292 mA
2023-07-30 03:00:00,59 mA
2023-07-30 03:00:00,770 mA
2023-07-30 03:00:00,460 mA
2023-07-30 03:00:00,350 mA
2023-07-30 03:00:00,498 mA
2023-07-30 03:00:00,272 mA
2023-07-30 03:00:00,567 mA
2023-07-30 03:00:00,295 mA
2023-07-30 03:00:00,264 mA
2023-07-30 03:00:00,408 mA
2023-07-30 03:00:00,416 mA
2023-07-30 03:00:00,2.9 mA
2023-07-30 03:00:00,3.2 mA
2023-07-30 03:00:00,380 mA
2023-07-30 03:00:00,769 mA
2023-07-30 03:00:00,817 mA
2023-07-30 03:00:00,177 mA
2023-07-30 03:00:00,186 mA
2023-07-30 03:00:00,712 mA
2023-07-30 03:00:00,379 mA
2023-07-30 03:00:00,367 mA
2023-07-30 03:00:00,19 mA
2023-07-30 03:00:00,580 mA
2023-07-30 03:00:00,252 mA
2023-07-30 03:00:00,419 mA
2023-07-30 03:00:00,571 mA
2023-07-30 03:00:00,275 mA
2023-07-30 03:00:00,135 mA
2023-07-30 03:00:00,454 mA
2023-07-31 03:00:00,293 mA
2023-07-31 03:00:00,279 mA
2023-07-31 03:00:00,454 mA
2023-07-31 03:00:00,327 mA
2023-07-31 03:00:00,3.4 mA
2023-07-31 03:00:00,388 mA
2023-07-31 03:00:00,202 mA
2023-07-31 03:00:00,483 mA
2023-07-31 03:00:00,400 mA
2023-07-31 03:00:00,257 mA
2023-07-31 03:00:00,456 mA
2023-07-31 03:00:00,2.9 mA
2023-07-31 03:00:00,3.2 mA
2023-07-31 03:00:00,329 mA
2023-07-31 03:00:00,335 mA
2023-07-31 03:00:00,313 mA
2023-07-31 03:00:00,731 mA
2023-07-31 03:00:00,634 mA
2023-07-31 03:00:00,471 mA
2023-07-31 03:00:00,336 mA
2023-07-31 03:00:00,554 mA
2023-07-31 03:00:00,472 mA
2023-07-31 03:00:00,48 mA
2023-07-31 03:00:00,412 mA
2023-07-31 03:00:00,334 mA
2023-07-31 03:00:00,63 mA
2023-07-31 03:00:00,236 mA
2023-07-31 03:00:00,460 mA
2023-07-31 03:00:00,511 mA
2023-08-01 03:00:00,495 mA
2023-08-01 03:00:00,17 mA
2023-08-01 03:00:00,217 mA
2023-08-01 03:00:00,505 mA
2023-08-01 03:00:00,3.2 mA
2023-08-01 03:00:00,494 mA
2023-08-01 03:00:00,407 mA
2023-08-01 03:00:00,244 mA
2023-08-01 03:00:00,2.9 mA
2023-08-01 03:00:00,359 mA
2023-08-01 03:00:00,521 mA
2023-08-01 03:00:00,570 mA
2023-08-01 03:00:00,449 mA
2023-08-01 03:00:00,148 mA
2023-08-01 03:00:00,304 mA
2023-08-01 03:00:00,577 mA
2023-08-01 03:00:00,42 mA
2023-08-01 03:00:00,20 mA
2023-08-01 03:00:00,65 mA
2023-08-01 03:00:00,406 mA
2023-08-01 03:00:00,264 mA
2023-08-01 03:00:00,453 mA
2023-08-02 03:00:00,698 mA
2023-08-02 03:00:00,704 mA
2023-08-02 03:00:00,3.2 mA
2023-08-02 03:00:00,562 mA
2023-08-02 03:00:00,572 mA
2023-08-02 03:00:00,411 mA
2023-08-02 03:00:00,2.7 mA
2023-08-02 03:00:00,2.9 mA
2023-08-02 03:00:00,765 mA
2023-08-02 03:00:00,358 mA
2023-08-02 03:00:00,208 mA
2023-08-02 03:00:00,124 mA
2023-08-02 03:00:00,401 mA
2023-08-02 03:00:00,447 mA
2023-08-02 03:00:00,661 mA
2023-08-02 03:00:00,551 mA
2023-08-02 03:00:00,196 mA
2023-08-02 03:00:00,234 mA
2023-08-02 03:00:00,385 mA
2023-08-02 03:00:00,364 mA
2023-08-02 03:00:00,342 mA
2023-08-02 03:00:00,289 mA
2023-08-02 03:00:00,512 mA
2023-08-02 03:00:00,391 mA
2023-08-02 03:00:00,242 mA
2023-08-03 03:00:00,517 mA
2023-08-03 03:00:00,380 mA
2023-08-03 03:00:00,285 mA
2023-08-03 03:00:00,378 mA
2023-08-03 03:00:00,353 mA
2023-08-03 03:00:00,583 mA
2023-08-03 03:00:00,288 mA
2023-08-03 03:00:00,342 mA
2023-08-03 03:00:00,2.7 mA
2023-08-03 03:00:00,2.9 mA
2023-08-03 03:00:00,814 mA
2023-08-03 03:00:00,335 mA
2023-08-03 03:00:00,703 mA
2023-08-03 03:00:00,849 mA
2023-08-03 03:00:00,747 mA
2023-08-03 03:00:00,705 mA
2023-08-03 03:00:00,233 mA
2023-08-03 03:00:00,340 mA
2023-08-03 03:00:00,217 mA
2023-08-04 03:00:00,768 mA
2023-08-04 03:00:00,3.2 mA
2023-08-04 03:00:00,662 mA
2023-08-04 03:00:00,629 mA
2023-08-04 03:00:00,580 mA
2023-08-04 03:00:00,471 mA
2023-08-04 03:00:00,509 mA
2023-08-04 03:00:00,171 mA
2023-08-04 03:00:00,373 mA
2023-08-04 03:00:00,404 mA
2023-08-04 03:00:00,375 mA
2023-08-04 03:00:00,242 mA
2023-08-04 03:00:00,2.7 mA
2023-08-04 03:00:00,414 mA
2023-08-04 03:00:00,89 mA
2023-08-04 03:00:00,409 mA
2023-08-04 03:00:00,545 mA
2023-08-04 03:00:00,60 mA
2023-08-04 03:00:00,116 mA
2023-08-04 03:00:00,286 mA
2023-08-04 03:00:00,203 mA
2023-08-04 03:00:00,59 mA
2023-08-05 03:00:00,543 mA
2023-08-05 03:00:00,669 mA
2023-08-05 03:00:00,3.2 mA
2023-08-05 03:00:00,329 mA
2023-08-05 03:00:00,619 mA
2023-08-05 03:00:00,480 mA
2023-08-05 03:00:00,214 mA
2023-08-05 03:00:00,476 mA
2023-08-05 03:00:00,298 mA
2023-08-05 03:00:00,2.7 mA
2023-08-05 03:00:00,2.9 mA
2023-08-05 03:00:00,784 mA
2023-08-05 03:00:00,252 mA
2023-08-05 03:00:00,188 mA
2023-08-05 03:00:00,453 mA
2023-08-05 03:00:00,80 mA
2023-08-05 03:00:00,358 mA
2023-08-06 03:00:00,565 mA
2023-08-06 03:00:00,779 mA
2023-08-06 03:00:00,341 mA
2023-08-06 03:00:00,438 mA
2023-08-06 03:00:00,236 mA
2023-08-06 03:00:00,338 mA
2023-08-06 03:00:00,328 mA
2023-08-06 03:00:00,493 mA
2023-08-06 03:00:00,2.7 mA
2023-08-06 03:00:00,2.9 mA
2023-08-06 03:00:00,302 mA
2023-08-06 03:00:00,294 mA
2023-08-06 03:00:00,208 mA
2023-08-06 03:00:00,612 mA
2023-08-06 03:00:00,362 mA
2023-08-06 03:00:00,27 mA
2023-08-06 03:00:00,546 mA
2023-08-06 03:00:00,256 mA
2023-08-06 03:00:00,433 mA
2023-08-06 03:00:00,264 mA
2023-08-06 03:00:00,226 mA
2023-08-07 03:00:00,13 mA
2023-08-07 03:00:00,153 mA
2023-08-07 03:00:00,442 mA
2023-08-07 03:00:00,120 mA
2023-08-07 03:00:00,14 mA
2023-08-07 03:00:00,493 mA
2023-08-07 03:00:00,2.7 mA
2023-08-07 03:00:00,2.9 mA
2023-08-07 03:00:00,7.1 mA
2023-08-07 03:00:00,16 mA
2023-08-07 03:00:00,101 mA
2023-08-07 03:00:00,24 mA
2023-08-07 03:00:00,159 mA
2023-08-07 03:00:00,39 mA
2023-08-07 03:00:00,626 mA
2023-08-07 03:00:00,543 mA
2023-08-07 03:00:00,222 mA
2023-08-07 03:00:00,12 mA
2023-08-08 03:00:00,601 mA
2023-08-08 03:00:00,636 mA
2023-08-08 03:00:00,3.2 mA
2023-08-08 03:00:00,523 mA
2023-08-08 03:00:00,545 mA
2023-08-08 03:00:00,520 mA
2023-08-08 03:00:00,16 mA
2023-08-08 03:00:00,469 mA
2023-08-08 03:00:00,470 mA
2023-08-08 03:00:00,380 mA
2023-08-08 03:00:00,2.7 mA
2023-08-08 03:00:00,93 mA
2023-08-08 03:00:00,166 mA
2023-08-08 03:00:00,441 mA
2023-08-08 03:00:00,379 mA
2023-08-08 03:00:00,520 mA
2023-08-08 03:00:00,722 mA
2023-08-08 03:00:00,460 mA
2023-08-08 03:00:00,523 mA
2023-08-08 03:00:00,94 mA
2023-08-08 03:00:00,125 mA
2023-08-09 03:00:00,351 mA
2023-08-09 03:00:00,14 mA
2023-08-09 03:00:00,147 mA
2023-08-09 03:00:00,96 mA
2023-08-09 03:00:00,484 mA
2023-08-09 03:00:00,28 mA
2023-08-09 03:00:00,523 mA
2023-08-09 03:00:00,10 mA
2023-08-09 03:00:00,143 mA
2023-08-09 03:00:00,62 mA
2023-08-09 03:00:00,448 mA
2023-08-09 03:00:00,21 mA
2023-08-09 03:00:00,90 mA
2023-08-09 03:00:00,21 mA
2023-08-09 03:00:00,2.7 mA
2023-08-09 03:00:00,2.9 mA
2023-08-09 03:00:00,287 mA
2023-08-09 03:00:00,552 mA
2023-08-09 03:00:00,285 mA
2023-08-09 03:00:00,486 mA
2023-08-09 03:00:00,470 mA
2023-08-09 03:00:00,420 mA
2023-08-09 03:00:00,525 mA
2023-08-09 03:00:00,429 mA
2023-08-09 03:00:00,828 mA
2023-08-09 03:00:00,481 mA
2023-08-09 03:00:00,427 mA
2023-08-09 03:00:00,400 mA
2023-08-09 03:00:00,611 mA
2023-08-09 03:00:00,175 mA
2023-08-09 03:00:00,112 mA
2023-08-09 03:00:00,141 mA
2023-08-09 03:00:00,16 mA
2023-08-09 03:00:00,136 mA
2023-08-09 03:00:00,359 mA
2023-08-09 03:00:00,411 mA
2023-08-09 03:00:00,252 mA
2023-08-09 03:00:00,334 mA
2023-08-09 03:00:00,316 mA
2023-08-10 03:00:00,2.7 mA
2023-08-10 03:00:00,495 mA
2023-08-10 03:00:00,474 mA
2023-08-10 03:00:00,62 mA
2023-08-10 03:00:00,358 mA
2023-08-10 03:00:00,563 mA
2023-08-10 03:00:00,512 mA
2023-08-10 03:00:00,179 mA
2023-08-10 03:00:00,3.2 mA
2023-08-10 03:00:00,50 mA
2023-08-10 03:00:00,434 mA
2023-08-10 03:00:00,19 mA
2023-08-10 03:00:00,483 mA
2023-08-10 03:00:00,5.9 mA
2023-08-10 03:00:00,89 mA
2023-08-10 03:00:00,106 mA
2023-08-10 03:00:00,13 mA
2023-08-10 03:00:00,64 mA
2023-08-10 03:00:00,438 mA
2023-08-10 03:00:00,22 mA
2023-08-10 03:00:00,484 mA
2023-08-10 03:00:00,5.1 mA
2023-08-10 03:00:00,25 mA
2023-08-10 03:00:00,213 mA
2023-08-10 03:00:00,152 mA
2023-08-10 03:00:00,442 mA
2023-08-10 03:00:00,435 mA
2023-08-10 03:00:00,10 mA
2023-08-10 03:00:00,20 mA
2023-08-10 03:00:00,48 mA
2023-08-10 03:00:00,52 mA
2023-08-10 03:00:00,238 mA
2023-08-10 03:00:00,6.3 mA
2023-08-10 03:00:00,177 mA
2023-08-10 03:00:00,80 mA
2023-08-10 03:00:00,666 mA
2023-08-10 03:00:00,435 mA
2023-08-10 03:00:00,339 mA
2023-08-10 03:00:00,459 mA
2023-08-10 03:00:00,274 mA
2023-08-10 03:00:00,701 mA
2023-08-10 03:00:00,470 mA
2023-08-10 03:00:00,10 mA
2023-08-10 03:00:00,584 mA
2023-08-10 03:00:00,257 mA
2023-08-10 03:00:00,215 mA
2023-08-11 03:00:00,2.9 mA
2023-08-11 03:00:00,413 mA
2023-08-11 03:00:00,203 mA
2023-08-11 03:00:00,232 mA
2023-08-11 03:00:00,210 mA
2023-08-11 03:00:00,676 mA
2023-08-11 03:00:00,423 mA
2023-08-11 03:00:00,94 mA
2023-08-11 03:00:00,13 mA
2023-08-11 03:00:00,3.2 mA
2023-08-11 03:00:00,234 mA
2023-08-11 03:00:00,9.0 mA
2023-08-11 03:00:00,202 mA
2023-08-11 03:00:00,229 mA
2023-08-11 03:00:00,208 mA
2023-08-11 03:00:00,474 mA
2023-08-11 03:00:00,11 mA
2023-08-11 03:00:00,466 mA
2023-08-11 03:00:00,284 mA
2023-08-11 03:00:00,407 mA
2023-08-11 03:00:00,2.7 mA
2023-08-11 03:00:00,152 mA
2023-08-11 03:00:00,17 mA
2023-08-11 03:00:00,9.3 mA
2023-08-11 03:00:00,344 mA
2023-08-11 03:00:00,429 mA
2023-08-11 03:00:00,191 mA
2023-08-11 03:00:00,423 mA
2023-08-11 03:00:00,451 mA
2023-08-11 03:00:00,726 mA
2023-08-11 03:00:00,149 mA
2023-08-11 03:00:00,280 mA
2023-08-11 03:00:00,21 mA
2023-08-11 03:00:00,475 mA
2023-08-11 03:00:00,241 mA
2023-08-11 03:00:00,105 mA
2023-08-11 03:00:00,312 mA
2023-08-11 03:00:00,316 mA
2023-08-11 03:00:00,658 mA
2023-08-11 03:00:00,246 mA
2023-08-11 03:00:00,27 mA
2023-08-11 03:00:00,428 mA
2023-08-11 03:00:00,22 mA
2023-08-11 03:00:00,341 mA
2023-08-11 03:00:00,121 mA
2023-08-11 03:00:00,5.1 mA
2023-08-11 03:00:00,258 mA
2023-08-12 03:00:00,2.7 mA
2023-08-12 03:00:00,25 mA
2023-08-12 03:00:00,8.1 mA
2023-08-12 03:00:00,233 mA
2023-08-12 03:00:00,381 mA
2023-08-12 03:00:00,336 mA
2023-08-12 03:00:00,9.0 mA
2023-08-12 03:00:00,2.4 mA
2023-08-12 03:00:00,664 mA
2023-08-12 03:00:00,190 mA
2023-08-12 03:00:00,10 mA
2023-08-12 03:00:00,7.3 mA
2023-08-12 03:00:00,19 mA
2023-08-12 03:00:00,25 mA
2023-08-12 03:00:00,18 mA
2023-08-12 03:00:00,375 mA
2023-08-12 03:00:00,35 mA
2023-08-12 03:00:00,39 mA
2023-08-12 03:00:00,186 mA
2023-08-12 03:00:00,331 mA
2023-08-12 03:00:00,173 mA
2023-08-12 03:00:00,12 mA
2023-08-12 03:00:00,28 mA
2023-08-12 03:00:00,30 mA
2023-08-12 03:00:00,256 mA
2023-08-12 03:00:00,132 mA
2023-08-12 03:00:00,156 mA
2023-08-12 03:00:00,279 mA
2023-08-12 03:00:00,121 mA
2023-08-12 03:00:00,182 mA
2023-08-12 03:00:00,474 mA
2023-08-12 03:00:00,82 mA
2023-08-12 03:00:00,265 mA
2023-08-12 03:00:00,502 mA
2023-08-12 03:00:00,206 mA
2023-08-12 03:00:00,95 mA
2023-08-12 03:00:00,727 mA
2023-08-12 03:00:00,405 mA
2023-08-12 03:00:00,32 mA
2023-08-12 03:00:00,43 mA
2023-08-12 03:00:00,132 mA
2023-08-12 03:00:00,672 mA
2023-08-12 03:00:00,606 mA
2023-08-12 03:00:00,115 mA
2023-08-12 03:00:00,483 mA
2023-08-12 03:00:00,5.1 mA
2023-08-12 03:00:00,9.3 mA
2023-08-12 03:00:00,286 mA
2023-08-12 03:00:00,24 mA
2023-08-12 03:00:00,10 mA
2023-08-12 03:00:00,6.8 mA
2023-08-12 03:00:00,30 mA
2023-08-13 03:00:00,2.4 mA
2023-08-13 03:00:00,2.7 mA
2023-08-13 03:00:00,22 mA
2023-08-13 03:00:00,43 mA
2023-08-13 03:00:00,3.2 mA
2023-08-13 03:00:00,5.1 mA
2023-08-13 03:00:00,543 mA
2023-08-13 03:00:00,642 mA
2023-08-13 03:00:00,6.3 mA
2023-08-13 03:00:00,2.9 mA
2023-08-13 03:00:00,13 mA
2023-08-13 03:00:00,20 mA
2023-08-13 03:00:00,345 mA
2023-08-13 03:00:00,23 mA
2023-08-13 03:00:00,36 mA
2023-08-13 03:00:00,14 mA
2023-08-13 03:00:00,51 mA
2023-08-13 03:00:00,30 mA
2023-08-13 03:00:00,11 mA
2023-08-13 03:00:00,7.3 mA
2023-08-13 03:00:00,35 mA
2023-08-13 03:00:00,371 mA
2023-08-13 03:00:00,44 mA
2023-08-13 03:00:00,7.1 mA
2023-08-13 03:00:00,28 mA
2023-08-13 03:00:00,5.4 mA
2023-08-13 03:00:00,15 mA
2023-08-13 03:00:00,23 mA
2023-08-13 03:00:00,135 mA
2023-08-13 03:00:00,57 mA
2023-08-13 03:00:00,13 mA
2023-08-13 03:00:00,38 mA
2023-08-13 03:00:00,52 mA
2023-08-13 03:00:00,17 mA
2023-08-13 03:00:00,19 mA
2023-08-13 03:00:00,69 mA
2023-08-13 03:00:00,16 mA
2023-08-13 03:00:00,9.0 mA
2023-08-13 03:00:00,462 mA
2023-08-13 03:00:00,401 mA
2023-08-13 03:00:00,328 mA
2023-08-13 03:00:00,116 mA
2023-08-13 03:00:00,123 mA
2023-08-13 03:00:00,276 mA
2023-08-13 03:00:00,86 mA
2023-08-13 03:00:00,107 mA
2023-08-13 03:00:00,28 mA
2023-08-13 03:00:00,453 mA
2023-08-13 03:00:00,270 mA
2023-08-13 03:00:00,70 mA
2023-08-13 03:00:00,366 mA
2023-08-13 03:00:00,649 mA
2023-08-13 03:00:00,173 mA
2023-08-13 03:00:00,338 mA
2023-08-13 03:00:00,200 mA
2023-08-13 03:00:00,13 mA
2023-08-14 03:00:00,2.4 mA
2023-08-14 03:00:00,2.7 mA
2023-08-14 03:00:00,195 mA
2023-08-14 03:00:00,6.6 mA
2023-08-14 03:00:00,611 mA
2023-08-14 03:00:00,4.6 mA
2023-08-14 03:00:00,406 mA
2023-08-14 03:00:00,77 mA
2023-08-14 03:00:00,5.9 mA
2023-08-14 03:00:00,12 mA
2023-08-14 03:00:00,387 mA
2023-08-14 03:00:00,16 mA
2023-08-14 03:00:00,131 mA
2023-08-14 03:00:00,17 mA
2023-08-14 03:00:00,11 mA
2023-08-14 03:00:00,28 mA
2023-08-14 03:00:00,366 mA
2023-08-14 03:00:00,22 mA
2023-08-14 03:00:00,27 mA
2023-08-14 03:00:00,5.4 mA
2023-08-14 03:00:00,14 mA
2023-08-14 03:00:00,17 mA
2023-08-14 03:00:00,9.3 mA
2023-08-14 03:00:00,25 mA
2023-08-14 03:00:00,27 mA
2023-08-14 03:00:00,24 mA
2023-08-14 03:00:00,230 mA
2023-08-14 03:00:00,34 mA
2023-08-14 03:00:00,60 mA
2023-08-14 03:00:00,159 mA
2023-08-14 03:00:00,502 mA
2023-08-14 03:00:00,440 mA
2023-08-14 03:00:00,274 mA
2023-08-14 03:00:00,112 mA
2023-08-14 03:00:00,559 mA
2023-08-14 03:00:00,247 mA
2023-08-14 03:00:00,59 mA
2023-08-14 03:00:00,486 mA
2023-08-14 03:00:00,63 mA
2023-08-14 03:00:00,406 mA
2023-08-14 03:00:00,771 mA
