"Time","57175.distinct"
2023-05-18 03:00:00,25.31
2023-05-18 03:00:00,25.56
2023-05-18 03:00:00,27.13
2023-05-18 03:00:00,28.06
2023-05-18 03:00:00,28.25
2023-05-18 03:00:00,27.19
2023-05-18 03:00:00,25.69
2023-05-18 03:00:00,26.13
2023-05-18 03:00:00,27.25
2023-05-18 03:00:00,27.75
2023-05-18 03:00:00,27.88
2023-05-18 03:00:00,27.94
2023-05-18 03:00:00,28.13
2023-05-18 03:00:00,25.94
2023-05-18 03:00:00,25.63
2023-05-18 03:00:00,26.63
2023-05-18 03:00:00,27.50
2023-05-18 03:00:00,25.81
2023-05-18 03:00:00,26.44
2023-05-18 03:00:00,27.38
2023-05-18 03:00:00,26.00
2023-05-18 03:00:00,26.56
2023-05-18 03:00:00,27.63
2023-05-18 03:00:00,28.19
2023-05-18 03:00:00,26.06
2023-05-18 03:00:00,27.06
2023-05-18 03:00:00,27.69
2023-05-18 03:00:00,28.38
2023-05-18 03:00:00,26.69
2023-05-18 03:00:00,24.63
2023-05-18 03:00:00,28.00
2023-05-18 03:00:00,28.44
2023-05-18 03:00:00,28.50
2023-05-18 03:00:00,28.69
2023-05-18 03:00:00,29.13
2023-05-18 03:00:00,29.63
2023-05-18 03:00:00,29.56
2023-05-18 03:00:00,28.56
2023-05-18 03:00:00,28.94
2023-05-18 03:00:00,29.50
2023-05-18 03:00:00,26.94
2023-05-18 03:00:00,28.31
2023-05-18 03:00:00,29.00
2023-05-18 03:00:00,29.19
2023-05-18 03:00:00,28.63
2023-05-18 03:00:00,28.75
2023-05-18 03:00:00,27.00
2023-05-18 03:00:00,27.31
2023-05-18 03:00:00,29.31
2023-05-18 03:00:00,29.88
2023-05-18 03:00:00,29.75
2023-05-18 03:00:00,29.81
2023-05-18 03:00:00,28.88
2023-05-18 03:00:00,29.69
2023-05-18 03:00:00,29.38
2023-05-18 03:00:00,30.19
2023-05-18 03:00:00,29.44
2023-05-18 03:00:00,27.81
2023-05-18 03:00:00,29.25
2023-05-18 03:00:00,29.06
2023-05-18 03:00:00,30.81
2023-05-18 03:00:00,29.94
2023-05-18 03:00:00,30.06
2023-05-18 03:00:00,27.56
2023-05-18 03:00:00,27.44
2023-05-25 03:00:00,39.94
2023-05-25 03:00:00,26.94
2023-05-25 03:00:00,28.19
2023-05-25 03:00:00,28.56
2023-05-25 03:00:00,26.44
2023-05-25 03:00:00,28.00
2023-05-25 03:00:00,26.81
2023-05-25 03:00:00,28.31
2023-05-25 03:00:00,28.88
2023-05-25 03:00:00,29.25
2023-05-25 03:00:00,29.38
2023-05-25 03:00:00,29.50
2023-05-25 03:00:00,28.50
2023-05-25 03:00:00,29.19
2023-05-25 03:00:00,29.56
2023-05-25 03:00:00,27.75
2023-05-25 03:00:00,28.44
2023-05-25 03:00:00,28.94
2023-05-25 03:00:00,29.63
2023-05-25 03:00:00,29.81
2023-05-25 03:00:00,30.00
2023-05-25 03:00:00,30.19
2023-05-25 03:00:00,30.38
2023-05-25 03:00:00,30.44
2023-05-25 03:00:00,27.44
2023-05-25 03:00:00,28.06
2023-05-25 03:00:00,29.69
2023-05-25 03:00:00,29.75
2023-05-25 03:00:00,27.94
2023-05-25 03:00:00,28.63
2023-05-25 03:00:00,29.94
2023-05-25 03:00:00,30.25
2023-05-25 03:00:00,30.31
2023-05-25 03:00:00,30.50
2023-05-25 03:00:00,30.63
2023-05-25 03:00:00,30.56
2023-05-25 03:00:00,29.06
2023-05-25 03:00:00,29.00
2023-05-25 03:00:00,27.38
2023-05-25 03:00:00,28.13
2023-05-25 03:00:00,29.44
2023-05-25 03:00:00,30.06
